,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2020-11-25-20-colorado.html,"Wed, Nov 25, 2020",8:00p,REG,N,/cbb/schools/south-dakota/men/2021.html,South Dakota,/cbb/conferences/summit/men/2021.html,Summit,-1.25,W,84,61,1,0,W 1,Bramlage Coliseum,/cbb/schools/colorado/men/2021.html
1,/cbb/boxscores/2020-11-27-20-kansas-state.html,"Fri, Nov 27, 2020",8:30p,REG,@,/cbb/schools/kansas-state/men/2021.html,Kansas State,/cbb/conferences/big-12/men/2021.html,Big 12,0.76,W,76,58,2,0,W 2,Bramlage Coliseum,/cbb/schools/colorado/men/2021.html
2,/cbb/boxscores/2020-12-08-18-tennessee.html,"Tue, Dec 8, 2020",6:00p,REG,@,/cbb/schools/tennessee/men/2021.html,Tennessee,/cbb/conferences/sec/men/2021.html,SEC,16.87,L,47,56,2,1,L 1,Thompson-Boling Arena,/cbb/schools/colorado/men/2021.html
3,/cbb/boxscores/2020-12-14-21-colorado.html,"Mon, Dec 14, 2020",9:00p,REG,,/cbb/schools/northern-colorado/men/2021.html,Northern Colorado,/cbb/conferences/big-sky/men/2021.html,Big Sky,-6.70,W,81,45,3,1,W 1,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
4,/cbb/boxscores/2020-12-16-17-colorado.html,"Wed, Dec 16, 2020",5:00p,REG,,/cbb/schools/nebraska-omaha/men/2021.html,Omaha,/cbb/conferences/summit/men/2021.html,Summit,-12.73,W,91,49,4,1,W 2,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
5,/cbb/boxscores/2020-12-20-22-colorado.html,"Sun, Dec 20, 2020",10:00p,REG,N,/cbb/schools/washington/men/2021.html,Washington,/cbb/conferences/pac-12/men/2021.html,Pac-12,1.88,W,92,69,5,1,W 3,T-Mobile Arena,/cbb/schools/colorado/men/2021.html
6,/cbb/boxscores/2020-12-22-23-grand-canyon.html,"Tue, Dec 22, 2020",11:00p,REG,N,/cbb/schools/grand-canyon/men/2021.html,Grand Canyon,/cbb/conferences/wac/men/2021.html,WAC,5.11,W,74,64,6,1,W 4,T-Mobile Arena,/cbb/schools/colorado/men/2021.html
7,/cbb/boxscores/2020-12-28-21-arizona.html,"Mon, Dec 28, 2020",9:30p,REG,@,/cbb/schools/arizona/men/2021.html,Arizona,/cbb/conferences/pac-12/men/2021.html,Pac-12,15.02,L,74,88,6,2,L 1,McKale Center,/cbb/schools/colorado/men/2021.html
8,/cbb/boxscores/2020-12-31-22-southern-california.html,"Thu, Dec 31, 2020",10:00p,REG,@,/cbb/schools/southern-california/men/2021.html,Southern California,/cbb/conferences/pac-12/men/2021.html,Pac-12,20.50,W,72,62,7,2,W 1,Galen Center,/cbb/schools/colorado/men/2021.html
9,/cbb/boxscores/2021-01-02-20-ucla.html,"Sat, Jan 2, 2021",8:00p,REG,@,/cbb/schools/ucla/men/2021.html,UCLA,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.30,L,62,65,7,3,L 1,Pauley Pavilion,/cbb/schools/colorado/men/2021.html
10,/cbb/boxscores/2021-01-07-17-colorado.html,"Thu, Jan 7, 2021",5:00p,REG,,/cbb/schools/oregon/men/2021.html,Oregon,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.15,W,79,72,8,3,W 1,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
11,/cbb/boxscores/2021-01-11-18-utah.html,"Mon, Jan 11, 2021",6:00p,REG,@,/cbb/schools/utah/men/2021.html,Utah,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.86,W,65,58,9,3,W 2,Jon M. Huntsman Center,/cbb/schools/colorado/men/2021.html
12,/cbb/boxscores/2021-01-14-14-colorado.html,"Thu, Jan 14, 2021",2:00p,REG,,/cbb/schools/california/men/2021.html,California,/cbb/conferences/pac-12/men/2021.html,Pac-12,4.89,W,89,60,10,3,W 3,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
13,/cbb/boxscores/2021-01-16-15-colorado.html,"Sat, Jan 16, 2021",3:00p,REG,,/cbb/schools/stanford/men/2021.html,Stanford,/cbb/conferences/pac-12/men/2021.html,Pac-12,10.15,W,77,64,11,3,W 4,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
14,/cbb/boxscores/2021-01-20-21-washington.html,"Wed, Jan 20, 2021",9:00p,REG,@,/cbb/schools/washington/men/2021.html,Washington,/cbb/conferences/pac-12/men/2021.html,Pac-12,1.88,L,80,84,11,4,L 1,Alaska Airlines Arena,/cbb/schools/colorado/men/2021.html
15,/cbb/boxscores/2021-01-23-20-washington-state.html,"Sat, Jan 23, 2021",8:00p,REG,@,/cbb/schools/washington-state/men/2021.html,Washington State,/cbb/conferences/pac-12/men/2021.html,Pac-12,8.12,W,70,59,12,4,W 1,Friel Court at Beasley Coliseum,/cbb/schools/colorado/men/2021.html
16,/cbb/boxscores/2021-01-27-21-colorado.html,"Wed, Jan 27, 2021",9:00p,REG,,/cbb/schools/washington-state/men/2021.html,Washington State,/cbb/conferences/pac-12/men/2021.html,Pac-12,8.12,W,70,58,13,4,W 2,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
17,/cbb/boxscores/2021-01-30-14-colorado.html,"Sat, Jan 30, 2021",2:30p,REG,,/cbb/schools/utah/men/2021.html,Utah,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.86,L,74,77,13,5,L 1,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
18,/cbb/boxscores/2021-02-06-20-colorado.html,"Sat, Feb 6, 2021",8:00p,REG,,/cbb/schools/arizona/men/2021.html,Arizona,/cbb/conferences/pac-12/men/2021.html,Pac-12,15.02,W,82,79,14,5,W 1,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
19,/cbb/boxscores/2021-02-08-19-colorado.html,"Mon, Feb 8, 2021",7:00p,REG,,/cbb/schools/oregon-state/men/2021.html,Oregon State,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.48,W,78,49,15,5,W 2,Coors Events/Conference Center,/cbb/schools/colorado/men/2021.html
20,/cbb/boxscores/2021-02-11-19-stanford.html,"Thu, Feb 11, 2021",7:00p,REG,@,/cbb/schools/stanford/men/2021.html,Stanford,/cbb/conferences/pac-12/men/2021.html,Pac-12,10.15,W,69,51,16,5,W 3,Maples Pavilion,/cbb/schools/colorado/men/2021.html
21,/cbb/boxscores/2021-02-13-22-california.html,"Sat, Feb 13, 2021",10:00p,REG,@,/cbb/schools/california/men/2021.html,California,/cbb/conferences/pac-12/men/2021.html,Pac-12,4.89,L,62,71,16,6,L 1,Haas Pavilion,/cbb/schools/colorado/men/2021.html
22,/cbb/boxscores/2021-02-18-23-oregon.html,"Thu, Feb 18, 2021",11:00p,REG,@,/cbb/schools/oregon/men/2021.html,Oregon,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.15,L,56,60,16,7,L 2,Matthew Knight Arena,/cbb/schools/colorado/men/2021.html
