,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
12,Arkansas,/cbb/schools/arkansas/men/2021.html,True,32,25,7,.781,17.80,7.18,13,4,16,1,5,4,2604,2264,75.1,108.0,.327,.339,.544,52.6,49.8,10.4,13.0,.508,14.7,31.3,.242,75.1,93.9,.290,.377,.508,47.4,48.3,8.7,8.5,.479,17.8,26.0,.199
13,Arkansas State,/cbb/schools/arkansas-state/men/2021.html,False,24,11,13,.458,-7.97,-5.87,7,8,9,3,1,9,1741,1667,69.3,104.1,.344,.289,.538,52.5,55.9,9.4,7.1,.502,16.2,31.9,.248,69.3,99.7,.275,.335,.515,47.5,48.4,9.7,10.2,.481,15.7,27.6,.203
14,Arkansas-Pine Bluff,/cbb/schools/arkansas-pine-bluff/men/2021.html,False,25,4,21,.160,-22.67,-7.79,3,12,2,3,2,17,1549,1921,69.5,88.2,.386,.295,.483,46.7,45.8,9.1,9.9,.432,19.7,26.7,.279,69.5,109.4,.383,.333,.567,53.3,59.4,11.8,9.9,.541,16.0,31.7,.258
15,Army,/cbb/schools/army/men/2021.html,False,22,12,10,.545,0.06,0.63,7,7,5,5,5,3,1578,1529,70.0,101.9,.283,.410,.541,49.5,53.8,8.9,4.2,.523,15.9,23.2,.180,70.0,98.7,.243,.406,.537,50.5,50.5,9.9,9.7,.511,17.6,24.1,.176
16,Auburn,/cbb/schools/auburn/men/2021.html,False,27,13,14,.481,10.02,9.28,7,11,8,5,3,8,2084,2064,73.4,104.1,.362,.461,.546,52.0,56.3,8.4,14.8,.512,18.7,34.8,.256,73.4,103.1,.316,.355,.525,48.0,45.5,11.8,11.5,.496,15.8,31.5,.217
17,Austin Peay,/cbb/schools/austin-peay/men/2021.html,False,27,14,13,.519,-6.66,-8.22,10,10,8,5,4,6,2007,1890,69.0,106.7,.286,.354,.546,52.1,48.7,9.7,5.9,.513,17.8,36.0,.215,69.0,100.5,.327,.371,.561,47.9,45.4,11.2,6.7,.538,20.6,29.7,.221
18,Ball State,/cbb/schools/ball-state/men/2021.html,False,23,10,13,.435,-1.96,-1.22,8,9,7,4,3,8,1719,1736,72.0,102.7,.287,.412,.547,49.4,51.9,7.5,6.2,.513,17.3,27.8,.215,72.0,103.7,.357,.379,.523,50.6,47.1,10.0,7.4,.489,14.8,30.5,.245
19,Baylor,/cbb/schools/baylor/men/2021.html,True,30,28,2,.933,24.83,7.40,13,1,11,0,7,1,2487,1964,69.6,118.6,.265,.384,.586,53.2,55.3,12.7,10.3,.565,14.0,36.4,.188,69.6,93.7,.313,.343,.521,46.8,51.8,8.0,10.6,.489,21.3,29.7,.217
20,Bellarmine,/cbb/schools/bellarmine/men/2021.html,False,22,14,8,.636,-1.76,-5.56,10,3,6,4,7,2,1634,1456,65.8,112.9,.285,.315,.594,50.8,55.6,11.1,8.3,.567,15.1,26.8,.216,65.8,100.6,.278,.474,.563,49.2,56.8,8.1,7.5,.539,20.4,26.5,.196
21,Belmont,/cbb/schools/belmont/men/2021.html,False,30,26,4,.867,3.46,-8.71,18,2,11,1,10,2,2439,2074,71.9,112.6,.282,.430,.588,50.4,61.2,10.7,7.5,.563,14.8,26.1,.208,71.9,95.8,.247,.364,.512,49.6,49.9,8.7,10.6,.488,17.9,27.5,.168
22,Binghamton,/cbb/schools/binghamton/men/2021.html,False,18,4,14,.222,-12.24,-5.35,4,10,1,9,3,5,1178,1302,66.2,96.9,.232,.454,.511,50.2,46.3,7.4,8.3,.489,17.8,29.1,.156,66.2,107.1,.313,.360,.546,49.8,46.6,10.0,7.9,.515,14.3,27.5,.225
23,Boise State,/cbb/schools/boise-state/men/2021.html,False,28,19,9,.679,9.75,1.71,14,6,11,1,6,6,2122,1868,70.2,107.4,.346,.389,.558,52.1,50.9,9.3,7.7,.522,14.7,26.8,.255,70.2,94.5,.275,.347,.520,47.9,45.8,7.5,6.8,.488,18.3,23.1,.200
24,Boston College,/cbb/schools/boston-college/men/2021.html,False,20,4,16,.200,0.82,8.97,2,11,3,5,0,7,1427,1590,71.8,98.7,.297,.461,.528,47.2,46.0,10.0,10.0,.498,16.8,25.0,.208,71.8,110.0,.291,.360,.578,52.8,50.1,9.4,10.6,.555,16.3,28.6,.207
25,Boston University,/cbb/schools/boston-university/men/2021.html,False,18,7,11,.389,-3.71,0.84,6,10,2,6,5,5,1249,1331,67.9,102.2,.286,.380,.531,51.2,42.1,7.9,8.2,.496,16.1,28.8,.214,67.9,108.9,.297,.351,.555,48.8,48.1,9.5,7.5,.534,13.4,25.9,.199
26,Bowling Green State,/cbb/schools/bowling-green-state/men/2021.html,False,26,14,12,.538,-0.17,-2.37,10,8,4,7,10,3,2015,1939,71.9,106.8,.278,.385,.514,49.4,45.3,9.8,5.9,.480,11.5,30.5,.204,71.9,102.8,.294,.388,.537,50.6,49.4,7.3,9.3,.509,16.5,29.6,.207
27,Bradley,/cbb/schools/bradley/men/2021.html,False,28,12,16,.429,0.32,1.17,6,12,8,6,2,9,1948,1864,66.4,103.9,.240,.369,.534,52.3,51.9,7.7,11.3,.509,16.0,29.3,.174,66.4,99.4,.291,.435,.522,47.7,55.2,9.7,5.7,.497,15.8,25.6,.193
28,Brigham Young,/cbb/schools/brigham-young/men/2021.html,True,27,20,7,.741,15.19,7.23,10,3,11,2,7,2,2109,1853,70.2,109.8,.275,.394,.580,54.7,56.2,6.5,7.2,.556,16.4,28.6,.200,70.2,96.4,.295,.350,.499,45.3,46.6,8.8,5.5,.469,14.2,22.9,.201
29,Bryant,/cbb/schools/bryant/men/2021.html,False,22,15,7,.682,-1.37,-7.27,10,4,10,1,5,5,1843,1664,77.2,108.5,.344,.398,.577,50.8,52.7,8.9,8.6,.541,17.3,28.2,.262,77.2,97.9,.270,.385,.498,49.2,53.4,9.4,9.8,.467,15.3,30.0,.191
30,Bucknell,/cbb/schools/bucknell/men/2021.html,False,12,5,7,.417,-7.78,-5.36,4,6,2,3,3,4,899,928,73.1,102.5,.363,.391,.561,47.6,46.3,8.0,8.1,.520,16.0,19.8,.277,73.1,105.8,.292,.324,.534,52.4,55.1,9.6,9.1,.496,13.7,28.3,.224
31,Buffalo,/cbb/schools/buffalo/men/2021.html,False,25,16,9,.640,6.50,-1.58,12,5,8,3,5,3,2034,1823,74.2,108.6,.293,.312,.537,55.1,51.8,10.6,9.6,.514,15.5,37.2,.197,74.2,97.3,.283,.329,.503,44.9,49.2,8.6,6.6,.462,15.3,26.8,.216
32,Butler,/cbb/schools/butler/men/2021.html,False,25,10,15,.400,4.76,9.92,8,12,8,4,1,9,1588,1717,65.1,96.2,.294,.398,.500,48.8,53.8,8.4,6.0,.475,15.3,26.0,.190,65.1,104.0,.285,.376,.555,51.2,54.5,7.8,11.0,.530,16.6,25.2,.200
33,Cal Poly,/cbb/schools/cal-poly/men/2021.html,False,24,4,20,.167,-13.69,-1.56,1,15,3,8,0,11,1475,1700,68.5,89.3,.295,.373,.492,46.4,57.4,9.0,9.3,.454,18.2,22.1,.213,68.5,102.9,.359,.336,.535,53.6,51.8,10.5,9.2,.499,16.2,28.8,.254
34,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2021.html,False,26,15,11,.577,-0.13,-2.38,11,7,9,2,6,8,1811,1665,65.7,105.6,.272,.270,.524,56.2,53.4,9.7,10.1,.494,16.4,39.3,.194,65.7,97.1,.402,.410,.536,43.8,56.3,8.8,6.7,.497,19.2,25.5,.284
35,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2021.html,False,16,6,10,.375,-6.32,-3.05,5,9,5,4,1,5,1232,1257,72.7,105.1,.343,.359,.557,47.6,50.7,9.1,5.0,.521,15.6,25.0,.253,72.7,107.2,.273,.345,.567,52.4,57.6,9.3,8.7,.543,16.7,29.0,.193
36,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2021.html,False,22,9,13,.409,-8.69,-1.97,5,9,4,7,4,4,1586,1709,70.9,101.2,.308,.380,.523,47.0,52.3,8.9,6.1,.488,14.7,25.3,.224,70.9,109.0,.331,.400,.575,53.0,54.7,8.4,6.3,.540,16.4,28.8,.252
37,California,/cbb/schools/california/men/2021.html,False,29,9,20,.310,4.89,9.75,3,17,6,8,1,11,1897,2008,66.3,98.7,.346,.405,.530,49.4,52.3,6.6,6.2,.497,17.1,24.6,.242,66.3,104.5,.335,.326,.556,50.6,51.5,9.3,9.0,.525,15.7,24.4,.239
38,California Baptist,/cbb/schools/california-baptist/men/2021.html,False,23,13,10,.565,-5.25,-5.04,6,6,11,4,2,5,1820,1674,71.1,110.6,.343,.410,.587,53.1,63.6,7.1,6.3,.556,16.7,29.0,.253,71.1,101.8,.355,.332,.527,46.9,52.7,8.9,6.7,.499,14.8,25.2,.233
39,Campbell,/cbb/schools/campbell/men/2021.html,False,27,17,10,.630,-6.82,-7.34,11,6,9,3,6,7,1917,1840,65.8,106.4,.339,.369,.586,46.2,55.4,9.2,6.7,.565,16.7,20.7,.230,65.8,102.1,.305,.379,.548,53.8,43.7,8.5,6.7,.517,18.8,30.2,.220
40,Canisius,/cbb/schools/canisius/men/2021.html,False,13,7,6,.538,-8.61,-7.84,7,5,3,1,4,4,915,925,71.5,98.4,.316,.416,.506,48.6,51.4,7.8,8.7,.470,14.7,26.6,.224,71.5,99.5,.316,.311,.538,51.4,44.1,7.5,9.8,.505,18.0,26.8,.228
41,Central Arkansas,/cbb/schools/central-arkansas/men/2021.html,False,24,5,19,.208,-14.86,-1.99,4,12,4,5,1,14,1701,1933,74.0,95.8,.321,.337,.532,51.1,53.1,6.8,6.8,.498,20.8,28.9,.230,74.0,108.9,.292,.384,.556,48.9,57.2,12.6,8.8,.526,14.1,27.6,.214
42,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2021.html,False,21,5,16,.238,-15.12,-6.27,5,13,3,6,2,9,1439,1625,72.0,95.2,.283,.376,.516,44.7,51.7,9.6,7.1,.485,17.6,23.4,.199,72.0,107.5,.304,.393,.563,55.3,57.3,10.7,8.1,.539,17.4,32.6,.212
43,Central Michigan,/cbb/schools/central-michigan/men/2021.html,False,23,7,16,.304,-12.34,-4.19,3,13,5,7,2,9,1766,1835,74.9,102.5,.369,.326,.530,48.3,39.0,10.9,7.6,.499,15.6,27.7,.248,74.9,106.5,.269,.397,.555,51.7,52.5,8.4,9.2,.524,16.2,30.5,.203
44,Charleston Southern,/cbb/schools/charleston-southern/men/2021.html,False,21,3,18,.143,-16.72,-6.22,2,15,1,9,2,8,1375,1550,70.2,92.7,.302,.428,.509,49.5,45.4,8.7,10.3,.474,20.4,28.2,.216,70.2,104.5,.339,.372,.533,50.5,49.5,12.5,11.7,.507,16.0,30.5,.224
45,Charlotte,/cbb/schools/charlotte/men/2021.html,False,25,9,16,.360,-5.68,-2.43,5,11,6,7,3,8,1587,1668,64.6,95.9,.384,.350,.532,49.4,51.7,8.2,8.6,.489,18.3,22.2,.281,64.6,100.8,.235,.386,.541,50.6,54.0,10.5,10.7,.512,16.8,24.4,.180
46,Chattanooga,/cbb/schools/chattanooga/men/2021.html,False,26,18,8,.692,-1.54,-2.92,9,7,9,3,9,4,1888,1801,68.6,104.8,.282,.399,.547,49.3,47.8,9.9,4.9,.510,14.3,23.9,.221,68.6,100.0,.232,.356,.537,50.7,49.1,7.5,10.7,.515,17.0,24.5,.164
47,Chicago State,/cbb/schools/chicago-state/men/2021.html,False,9,0,9,.000,-31.82,1.41,,,,,0,7,499,798,71.2,77.9,.254,.408,.448,38.0,49.4,7.6,3.7,.413,20.1,16.6,.177,71.2,124.5,.328,.367,.619,62.0,59.0,9.0,8.8,.601,13.9,37.9,.228
48,Cincinnati,/cbb/schools/cincinnati/men/2021.html,False,23,12,11,.522,3.99,7.21,8,6,5,5,5,5,1585,1659,71.3,96.7,.330,.391,.512,51.1,60.8,9.5,10.3,.484,17.8,29.1,.217,71.3,101.2,.378,.351,.541,48.9,56.2,9.6,10.3,.496,16.6,25.3,.285
49,Clemson,/cbb/schools/clemson/men/2021.html,True,24,16,8,.667,12.49,9.49,10,6,11,1,2,5,1558,1486,64.9,99.5,.232,.434,.530,49.9,56.8,9.3,9.2,.500,17.1,26.4,.178,64.9,94.9,.289,.409,.516,50.1,50.9,10.0,9.9,.487,19.0,26.9,.202
50,Cleveland State,/cbb/schools/cleveland-state/men/2021.html,True,27,19,8,.704,-5.12,-4.82,16,4,9,2,8,5,1914,1922,67.6,102.6,.325,.343,.532,49.4,52.9,10.1,7.8,.505,16.2,30.5,.218,67.6,103.0,.376,.424,.532,50.6,52.5,9.3,7.6,.490,17.1,32.2,.275
51,Coastal Carolina,/cbb/schools/coastal-carolina/men/2021.html,False,26,18,8,.692,-2.74,-7.60,9,5,12,1,3,5,2067,1773,72.3,108.9,.332,.385,.556,56.4,55.2,11.2,11.9,.525,17.5,36.9,.238,72.3,93.4,.288,.453,.491,43.6,53.2,10.7,6.4,.460,16.7,25.8,.196
52,Colgate,/cbb/schools/colgate/men/2021.html,True,16,14,2,.875,13.66,-1.90,11,1,8,1,6,0,1363,1114,72.7,116.3,.309,.365,.591,53.2,57.0,9.6,8.5,.566,13.0,27.6,.224,72.7,95.0,.263,.362,.487,46.8,42.7,7.5,7.4,.458,14.3,25.1,.180
53,College of Charleston,/cbb/schools/college-of-charleston/men/2021.html,False,19,9,10,.474,-4.96,-3.13,6,4,8,6,1,3,1341,1329,64.7,106.3,.292,.396,.552,49.4,41.8,7.9,8.4,.525,14.0,24.7,.207,64.7,105.3,.329,.398,.550,50.6,51.8,7.2,8.9,.517,15.5,25.8,.238
54,Colorado,/cbb/schools/colorado/men/2021.html,True,32,23,9,.719,18.88,9.57,14,6,11,1,6,6,2340,2042,66.5,109.9,.295,.364,.565,53.2,52.7,7.8,7.8,.524,15.0,30.6,.241,66.5,95.9,.291,.351,.514,46.8,48.8,7.1,8.1,.479,17.5,25.2,.212
55,Colorado State,/cbb/schools/colorado-state/men/2021.html,False,28,20,8,.714,8.06,1.06,14,4,10,1,6,4,2072,1871,69.5,106.4,.335,.434,.582,50.6,57.1,8.4,8.1,.542,17.5,24.1,.265,69.5,96.1,.263,.435,.510,49.4,54.2,9.1,10.5,.490,17.4,26.8,.168
56,Connecticut,/cbb/schools/connecticut/men/2021.html,True,23,15,8,.652,15.77,8.59,11,6,7,3,6,3,1650,1485,66.2,107.8,.290,.334,.522,53.6,49.3,9.3,14.6,.490,14.5,37.0,.210,66.2,97.0,.368,.333,.509,46.4,47.1,8.2,6.8,.467,17.0,29.1,.260
57,Coppin State,/cbb/schools/coppin-state/men/2021.html,False,22,9,13,.409,-12.37,-6.06,8,4,5,3,4,9,1602,1741,79.3,91.8,.438,.494,.515,43.7,54.1,10.8,8.0,.486,18.3,18.5,.273,79.3,99.7,.270,.408,.512,56.3,48.8,9.1,9.5,.479,17.4,32.5,.198
58,Creighton,/cbb/schools/creighton/men/2021.html,True,31,22,9,.710,16.28,8.54,14,6,11,3,7,4,2355,2115,69.6,108.3,.257,.436,.564,49.4,55.2,9.9,9.0,.550,14.0,24.3,.164,69.6,97.3,.255,.392,.499,50.6,52.7,7.9,8.3,.470,15.5,28.0,.179
59,Davidson,/cbb/schools/davidson/men/2021.html,False,22,13,9,.591,9.02,3.40,7,4,7,4,4,2,1579,1411,63.6,112.3,.260,.489,.579,53.5,57.9,8.0,8.2,.561,14.7,28.2,.179,63.6,100.3,.287,.409,.528,46.5,47.4,7.4,7.9,.496,14.7,21.9,.208
60,Dayton,/cbb/schools/dayton/men/2021.html,False,24,14,10,.583,6.31,4.35,9,7,8,3,4,6,1674,1627,66.2,102.7,.337,.416,.582,49.9,54.9,6.6,5.3,.555,19.4,23.0,.241,66.2,99.8,.263,.378,.505,50.1,50.4,8.3,9.7,.485,15.0,29.0,.167
61,Delaware,/cbb/schools/delaware/men/2021.html,False,15,7,8,.467,-5.19,-5.04,5,4,6,3,1,4,1013,1012,67.8,99.7,.375,.405,.542,51.6,54.2,6.8,9.6,.505,18.7,26.9,.267,67.8,99.6,.307,.343,.516,48.4,44.3,9.5,8.3,.481,14.9,25.9,.221
62,Delaware State,/cbb/schools/delaware-state/men/2021.html,False,19,3,16,.158,-24.09,-6.33,1,11,3,6,0,10,1345,1629,77.1,91.2,.302,.416,.497,46.5,46.2,8.3,9.4,.460,19.2,26.9,.217,77.1,110.4,.430,.382,.572,53.5,54.2,10.9,11.1,.536,16.4,32.0,.304
63,Denver,/cbb/schools/denver/men/2021.html,False,21,2,19,.095,-16.40,-5.80,1,13,2,10,0,9,1466,1662,71.3,96.7,.340,.343,.539,46.8,48.2,7.9,7.5,.503,18.6,22.1,.245,71.3,109.6,.408,.386,.593,53.2,42.3,9.0,9.1,.551,16.9,26.3,.314
64,DePaul,/cbb/schools/depaul/men/2021.html,False,19,5,14,.263,2.67,8.83,2,13,2,8,2,5,1250,1367,70.6,91.9,.237,.283,.487,50.1,45.1,9.6,11.0,.461,18.9,31.8,.160,70.6,100.5,.353,.406,.519,49.9,55.7,10.2,9.1,.480,17.2,31.6,.254
65,Detroit Mercy,/cbb/schools/detroit-mercy/men/2021.html,False,22,12,10,.545,-3.66,-6.21,10,6,7,5,5,5,1683,1627,68.2,111.5,.253,.446,.582,49.1,52.7,9.9,7.2,.551,14.9,26.9,.203,68.2,107.8,.224,.425,.561,50.9,62.1,8.0,8.3,.541,16.1,28.9,.159
66,Drake,/cbb/schools/drake/men/2021.html,True,31,26,5,.839,9.42,-0.48,15,3,14,1,9,2,2354,1999,66.8,112.8,.239,.316,.563,53.7,46.6,10.4,8.4,.542,13.3,31.1,.170,66.8,95.8,.288,.360,.512,46.3,46.3,8.1,7.6,.478,16.7,24.9,.207
67,Drexel,/cbb/schools/drexel/men/2021.html,True,20,12,8,.600,-0.97,-3.92,4,5,3,2,4,5,1407,1348,66.0,106.5,.273,.355,.566,53.2,58.0,6.9,6.4,.533,17.1,28.4,.213,66.0,102.1,.264,.330,.533,46.8,42.5,9.3,8.9,.501,14.2,23.9,.197
68,Duke,/cbb/schools/duke/men/2021.html,False,24,13,11,.542,13.04,8.33,9,9,8,5,3,6,1824,1711,69.1,108.8,.234,.386,.555,51.3,56.4,11.8,11.8,.536,15.7,32.0,.162,69.1,102.1,.319,.323,.543,48.7,48.8,9.1,10.2,.513,17.4,28.9,.225
69,Duquesne,/cbb/schools/duquesne/men/2021.html,False,18,9,9,.500,2.32,2.49,7,7,5,2,2,5,1205,1208,68.4,97.9,.316,.370,.504,50.2,55.0,9.8,13.0,.476,16.7,31.0,.206,68.4,98.2,.355,.391,.511,49.8,56.9,9.9,8.5,.473,16.9,30.1,.249
70,East Carolina,/cbb/schools/east-carolina/men/2021.html,False,19,8,11,.421,1.00,3.83,2,10,7,6,1,4,1269,1291,68.9,96.3,.331,.328,.501,49.0,67.5,8.9,9.9,.460,15.9,27.2,.239,68.9,97.9,.376,.425,.531,51.0,56.1,9.6,8.3,.492,18.5,27.3,.267
71,East Tennessee State,/cbb/schools/east-tennessee-state/men/2021.html,False,25,13,12,.520,1.65,0.30,8,7,8,4,3,5,1736,1654,67.6,102.2,.299,.406,.537,52.2,47.6,10.8,8.4,.509,17.3,29.7,.208,67.6,97.4,.313,.450,.525,47.8,56.0,9.5,9.2,.495,17.9,25.7,.217
72,Eastern Illinois,/cbb/schools/eastern-illinois/men/2021.html,False,27,9,18,.333,-12.71,-7.19,6,14,5,7,4,11,1874,2023,70.2,97.6,.257,.354,.515,48.9,50.9,10.0,8.8,.493,17.4,28.7,.169,70.2,105.3,.310,.373,.551,51.1,55.4,10.4,7.6,.519,16.4,29.5,.226
73,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2021.html,False,29,22,7,.759,-2.68,-8.24,15,5,10,2,9,4,2372,2137,76.2,105.6,.255,.400,.544,47.5,52.9,13.3,9.2,.519,14.6,26.7,.180,76.2,95.1,.315,.357,.536,52.5,57.4,8.0,6.9,.502,21.8,29.6,.228
74,Eastern Michigan,/cbb/schools/eastern-michigan/men/2021.html,False,18,6,12,.333,-14.23,-1.23,3,11,5,4,1,8,1267,1362,71.4,98.6,.303,.382,.514,46.7,44.2,12.4,7.1,.475,15.2,25.1,.226,71.4,106.0,.254,.430,.575,53.3,63.2,8.4,6.2,.559,19.0,29.3,.171
75,Eastern Washington,/cbb/schools/eastern-washington/men/2021.html,True,24,16,8,.667,4.03,-3.15,12,3,7,2,6,5,1879,1690,71.8,109.0,.302,.403,.576,50.7,54.7,6.7,7.4,.540,14.5,23.0,.239,71.8,98.0,.271,.358,.506,49.3,45.1,8.0,6.2,.473,14.3,25.5,.196
76,Elon,/cbb/schools/elon/men/2021.html,False,19,10,9,.526,-5.32,-4.43,4,7,4,2,3,6,1249,1235,66.8,98.5,.246,.438,.516,50.7,45.9,8.5,6.7,.486,15.3,25.0,.182,66.8,97.3,.408,.411,.525,49.3,43.9,9.4,10.2,.493,16.7,21.9,.268
77,Evansville,/cbb/schools/evansville/men/2021.html,False,25,9,16,.360,-4.85,-0.01,7,11,8,4,1,10,1619,1740,62.4,102.3,.254,.490,.556,45.6,51.0,7.7,6.3,.532,15.8,19.0,.182,62.4,110.0,.343,.292,.596,54.4,43.4,8.2,8.5,.574,16.5,24.1,.239
78,Fairfield,/cbb/schools/fairfield/men/2021.html,False,27,10,17,.370,-11.46,-6.57,7,11,4,8,3,8,1668,1800,65.2,93.8,.341,.355,.493,50.6,46.7,7.0,6.1,.454,17.1,28.1,.237,65.2,101.2,.307,.334,.518,49.4,49.8,9.3,10.0,.491,14.3,26.6,.204
79,FDU,/cbb/schools/fairleigh-dickinson/men/2021.html,False,24,9,15,.375,-10.17,-6.46,8,10,4,6,5,9,1801,1890,71.9,103.2,.311,.361,.548,47.8,44.5,10.4,10.4,.518,17.1,28.7,.221,71.9,108.3,.339,.385,.557,52.2,58.4,9.6,8.7,.530,16.6,33.1,.234
80,Florida,/cbb/schools/florida/men/2021.html,True,25,15,10,.600,13.70,9.82,9,7,6,3,5,5,1854,1757,70.6,104.6,.339,.338,.567,51.5,44.2,10.2,14.1,.531,18.7,30.6,.255,70.6,99.1,.351,.362,.516,48.5,51.3,10.7,8.9,.478,17.3,30.2,.249
81,Florida A&M,/cbb/schools/florida-am/men/2021.html,False,20,8,12,.400,-12.35,-9.55,7,5,4,1,4,10,1314,1370,70.9,92.7,.298,.269,.511,49.9,53.0,9.2,6.8,.486,20.8,30.2,.194,70.9,96.6,.339,.363,.508,50.1,48.2,10.4,6.4,.479,18.4,31.8,.222
82,Florida Atlantic,/cbb/schools/florida-atlantic/men/2021.html,False,23,13,10,.565,-2.05,-4.94,7,5,7,1,4,7,1796,1537,70.7,109.9,.289,.417,.560,55.4,51.4,10.7,7.7,.542,16.6,34.0,.191,70.7,94.1,.347,.365,.512,44.6,44.8,7.7,7.3,.476,17.9,23.1,.241
