,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/texas/men/2021.html,53.0,52.0,/cbb/schools/abilene-christian/men/2021.html,6.27,-6.37,72.0,105.2,0.339,0.367,0.54,51.5,65.3,13.5,8.9,0.512,16.2,31.3,0.23,72.0,84.0,0.385,0.349,0.498,48.5,49.8,9.1,9.9,0.458,24.7,26.8,0.262,15.51,9.36,69.5,105.5,0.339,0.421,0.559,52.7,50.9,9.2,10.4,0.529,18.0,30.9,0.24,69.5,96.8,0.359,0.331,0.498,47.3,41.5,8.9,9.4,0.46,15.5,27.2,0.246,1.0
1,/cbb/schools/ucla/men/2021.html,47.0,67.0,/cbb/schools/abilene-christian/men/2021.html,6.27,-6.37,72.0,105.2,0.339,0.367,0.54,51.5,65.3,13.5,8.9,0.512,16.2,31.3,0.23,72.0,84.0,0.385,0.349,0.498,48.5,49.8,9.1,9.9,0.458,24.7,26.8,0.262,16.3,11.34,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226,65.4,101.0,0.282,0.377,0.533,47.4,49.7,7.2,7.3,0.504,15.5,23.9,0.201,-20.0
2,/cbb/schools/iona/men/2021.html,68.0,55.0,/cbb/schools/alabama/men/2021.html,19.58,10.01,74.7,106.3,0.288,0.465,0.544,51.7,50.2,11.3,10.6,0.517,15.9,31.8,0.204,74.7,93.5,0.307,0.343,0.492,48.3,44.0,10.6,14.2,0.458,17.7,28.8,0.211,-1.2,-6.42,69.9,102.0,0.345,0.377,0.546,53.5,54.9,9.8,12.5,0.507,19.3,32.2,0.256,69.9,94.5,0.461,0.375,0.506,46.5,53.4,10.7,7.3,0.46,17.4,26.4,0.316,13.0
3,/cbb/schools/maryland/men/2021.html,96.0,77.0,/cbb/schools/alabama/men/2021.html,19.58,10.01,74.7,106.3,0.288,0.465,0.544,51.7,50.2,11.3,10.6,0.517,15.9,31.8,0.204,74.7,93.5,0.307,0.343,0.492,48.3,44.0,10.6,14.2,0.458,17.7,28.8,0.211,13.94,11.97,65.9,104.4,0.329,0.433,0.564,49.1,55.1,7.6,10.0,0.538,15.3,20.2,0.23,65.9,99.5,0.252,0.418,0.511,50.9,51.7,8.7,9.1,0.482,14.7,25.7,0.18,19.0
4,/cbb/schools/ucla/men/2021.html,78.0,88.0,/cbb/schools/alabama/men/2021.html,19.58,10.01,74.7,106.3,0.288,0.465,0.544,51.7,50.2,11.3,10.6,0.517,15.9,31.8,0.204,74.7,93.5,0.307,0.343,0.492,48.3,44.0,10.6,14.2,0.458,17.7,28.8,0.211,16.3,11.34,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226,65.4,101.0,0.282,0.377,0.533,47.4,49.7,7.2,7.3,0.504,15.5,23.9,0.201,-10.0
5,/cbb/schools/norfolk-state/men/2021.html,53.0,54.0,/cbb/schools/appalachian-state/men/2021.html,-5.84,-5.72,66.8,103.1,0.34,0.437,0.52,50.8,49.9,11.6,10.4,0.478,14.9,29.8,0.252,66.8,94.0,0.239,0.377,0.507,49.2,50.2,8.3,13.1,0.479,18.1,26.8,0.17,-6.16,-8.51,72.0,101.7,0.37,0.357,0.53,49.6,47.9,9.0,10.3,0.492,15.6,27.3,0.261,72.0,96.3,0.395,0.452,0.517,50.4,55.3,7.7,9.9,0.475,18.6,28.5,0.277,-1.0
6,/cbb/schools/colgate/men/2021.html,85.0,68.0,/cbb/schools/arkansas/men/2021.html,17.8,7.18,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,75.1,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26.0,0.199,13.66,-1.9,72.7,116.3,0.309,0.365,0.591,53.2,57.0,9.6,8.5,0.566,13.0,27.6,0.224,72.7,95.0,0.263,0.362,0.487,46.8,42.7,7.5,7.4,0.458,14.3,25.1,0.18,17.0
7,/cbb/schools/texas-tech/men/2021.html,68.0,66.0,/cbb/schools/arkansas/men/2021.html,17.8,7.18,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,75.1,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26.0,0.199,16.59,7.28,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269,67.1,93.4,0.356,0.382,0.511,48.8,45.0,8.1,7.6,0.477,20.6,29.4,0.242,2.0
8,/cbb/schools/oral-roberts/men/2021.html,72.0,70.0,/cbb/schools/arkansas/men/2021.html,17.8,7.18,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,75.1,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26.0,0.199,1.73,-0.04,73.6,109.7,0.275,0.471,0.576,46.8,45.6,8.9,8.9,0.539,13.9,22.9,0.225,73.6,102.2,0.312,0.318,0.519,53.2,44.2,7.6,9.0,0.487,15.7,31.2,0.218,2.0
9,/cbb/schools/baylor/men/2021.html,72.0,81.0,/cbb/schools/arkansas/men/2021.html,17.8,7.18,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,75.1,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26.0,0.199,24.83,7.4,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,69.6,93.7,0.313,0.343,0.521,46.8,51.8,8.0,10.6,0.489,21.3,29.7,0.217,-9.0
