,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2020-11-28-13-pittsburgh.html,"Sat, Nov 28, 2020",1:00p,REG,@,/cbb/schools/pittsburgh/men/2021.html,Pittsburgh,/cbb/conferences/acc/men/2021.html,ACC,7.80,L,74,83,0,1,L 1,Petersen Events Center,/cbb/schools/drexel/men/2021.html
1,/cbb/boxscores/2020-12-02-19-drexel.html,"Wed, Dec 2, 2020",7:30p,REG,N,/cbb/schools/quinnipiac/men/2021.html,Quinnipiac,/cbb/conferences/maac/men/2021.html,MAAC,-9.10,W,66,48,1,1,W 1,Mohegan Sun Arena,/cbb/schools/drexel/men/2021.html
2,/cbb/boxscores/2020-12-03-14-drexel.html,"Thu, Dec 3, 2020",2:00p,REG,N,/cbb/schools/quinnipiac/men/2021.html,Quinnipiac,/cbb/conferences/maac/men/2021.html,MAAC,-9.10,W,70,58,2,1,W 2,Mohegan Sun Arena,/cbb/schools/drexel/men/2021.html
3,/cbb/boxscores/2020-12-06-14-drexel.html,"Sun, Dec 6, 2020",2:00p,REG,,/cbb/schools/coppin-state/men/2021.html,Coppin State,/cbb/conferences/meac/men/2021.html,MEAC,-12.37,W,69,54,3,1,W 3,Daskalakis Athletic Center,/cbb/schools/drexel/men/2021.html
4,/cbb/boxscores/2020-12-12-14-drexel.html,"Sat, Dec 12, 2020",2:00p,REG,,/cbb/schools/la-salle/men/2021.html,La Salle,/cbb/conferences/atlantic-10/men/2021.html,A-10,-3.57,L,48,58,3,2,L 1,Daskalakis Athletic Center,/cbb/schools/drexel/men/2021.html
5,/cbb/boxscores/2020-12-17-18-drexel.html,"Thu, Dec 17, 2020",6:00p,REG,,/cbb/schools/saint-josephs/men/2021.html,Saint Joseph's,/cbb/conferences/atlantic-10/men/2021.html,A-10,-4.56,W,81,77,4,2,W 1,Daskalakis Athletic Center,/cbb/schools/drexel/men/2021.html
6,/cbb/boxscores/2020-12-19-14-fairleigh-dickinson.html,"Sat, Dec 19, 2020",2:00p,REG,@,/cbb/schools/fairleigh-dickinson/men/2021.html,FDU,/cbb/conferences/northeast/men/2021.html,NEC,-10.17,W,85,68,5,2,W 2,Rothman Center,/cbb/schools/drexel/men/2021.html
7,/cbb/boxscores/2021-01-09-13-college-of-charleston.html,"Sat, Jan 9, 2021",1:00p,REG,@,/cbb/schools/college-of-charleston/men/2021.html,College of Charleston,/cbb/conferences/colonial/men/2021.html,CAA,-4.96,L,60,61,5,3,L 1,TD Arena,/cbb/schools/drexel/men/2021.html
8,/cbb/boxscores/2021-01-10-13-college-of-charleston.html,"Sun, Jan 10, 2021",1:00p,REG,@,/cbb/schools/college-of-charleston/men/2021.html,College of Charleston,/cbb/conferences/colonial/men/2021.html,CAA,-4.96,L,68,73,5,4,L 2,TD Arena,/cbb/schools/drexel/men/2021.html
9,/cbb/boxscores/2021-01-16-13-drexel.html,"Sat, Jan 16, 2021",1:00p,REG,,/cbb/schools/william-mary/men/2021.html,William & Mary,/cbb/conferences/colonial/men/2021.html,CAA,-11.23,W,82,58,6,4,W 1,Daskalakis Athletic Center,/cbb/schools/drexel/men/2021.html
10,/cbb/boxscores/2021-01-17-13-drexel.html,"Sun, Jan 17, 2021",1:00p,REG,,/cbb/schools/william-mary/men/2021.html,William & Mary,/cbb/conferences/colonial/men/2021.html,CAA,-11.23,L,64,69,6,5,L 1,Daskalakis Athletic Center,/cbb/schools/drexel/men/2021.html
11,/cbb/boxscores/2021-01-23-13-william-mary.html,"Sat, Jan 23, 2021",1:00p,REG,@,/cbb/schools/william-mary/men/2021.html,William & Mary,/cbb/conferences/colonial/men/2021.html,CAA,-11.23,W,79,64,7,5,W 1,Kaplan Arena at William and Mary Hall,/cbb/schools/drexel/men/2021.html
12,/cbb/boxscores/2021-01-31-14-james-madison.html,"Sun, Jan 31, 2021",2:00p,REG,@,/cbb/schools/james-madison/men/2021.html,James Madison,/cbb/conferences/colonial/men/2021.html,CAA,-0.11,L,64,73,7,6,L 1,Atlantic Union Bank Center,/cbb/schools/drexel/men/2021.html
13,/cbb/boxscores/2021-02-06-14-hofstra.html,"Sat, Feb 6, 2021",2:00p,REG,@,/cbb/schools/hofstra/men/2021.html,Hofstra,/cbb/conferences/colonial/men/2021.html,CAA,-2.77,W,73,71,8,6,W 1,Mack Sports Complex,/cbb/schools/drexel/men/2021.html
14,/cbb/boxscores/2021-02-07-14-hofstra.html,"Sun, Feb 7, 2021",2:00p,REG,@,/cbb/schools/hofstra/men/2021.html,Hofstra,/cbb/conferences/colonial/men/2021.html,CAA,-2.77,L,74,79,8,7,L 1,Mack Sports Complex,/cbb/schools/drexel/men/2021.html
15,/cbb/boxscores/2021-02-26-16-james-madison.html,"Fri, Feb 26, 2021",4:00p,REG,@,/cbb/schools/james-madison/men/2021.html,James Madison,/cbb/conferences/colonial/men/2021.html,CAA,-0.11,W,84,78,9,7,W 1,Atlantic Union Bank Center,/cbb/schools/drexel/men/2021.html
16,/cbb/boxscores/2021-03-07-21-college-of-charleston.html,"Sun, Mar 7, 2021",9:30p,CTOURN,N,/cbb/schools/college-of-charleston/men/2021.html,College of Charleston,/cbb/conferences/colonial/men/2021.html,CAA,-4.96,W,80,75,10,7,W 2,Atlantic Union Bank Center,/cbb/schools/drexel/men/2021.html
17,/cbb/boxscores/2021-03-08-21-northeastern.html,"Mon, Mar 8, 2021",9:30p,CTOURN,N,/cbb/schools/northeastern/men/2021.html,Northeastern,/cbb/conferences/colonial/men/2021.html,CAA,-1.09,W,74,67,11,7,W 3,Atlantic Union Bank Center,/cbb/schools/drexel/men/2021.html
18,/cbb/boxscores/2021-03-09-19-drexel.html,"Tue, Mar 9, 2021",7:00p,CTOURN,N,/cbb/schools/elon/men/2021.html,Elon,/cbb/conferences/colonial/men/2021.html,CAA,-5.32,W,63,56,12,7,W 4,Atlantic Union Bank Center,/cbb/schools/drexel/men/2021.html
