,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2020-11-25-17-purdue.html,"Wed, Nov 25, 2020",5:30p,REG,N,/cbb/schools/purdue/men/2021.html,Purdue,/cbb/conferences/big-ten/men/2021.html,Big Ten,15.55,L,64,77,0,1,L 1,Titan Field House,/cbb/schools/liberty/men/2021.html
1,/cbb/boxscores/2020-11-26-18-mississippi-state.html,"Thu, Nov 26, 2020",6:00p,REG,N,/cbb/schools/mississippi-state/men/2021.html,Mississippi State,/cbb/conferences/sec/men/2021.html,SEC,9.24,W,84,73,1,1,W 1,Titan Field House,/cbb/schools/liberty/men/2021.html
2,/cbb/boxscores/2020-11-28-16-liberty.html,"Sat, Nov 28, 2020",4:00p,REG,N,/cbb/schools/south-carolina/men/2021.html,South Carolina,/cbb/conferences/sec/men/2021.html,SEC,3.39,W,78,62,2,1,W 2,Sprint Center,/cbb/schools/liberty/men/2021.html
3,/cbb/boxscores/2020-11-29-15-texas-christian.html,"Sun, Nov 29, 2020",3:30p,REG,N,/cbb/schools/texas-christian/men/2021.html,TCU,/cbb/conferences/big-12/men/2021.html,Big 12,2.61,L,52,56,2,2,L 1,Sprint Center,/cbb/schools/liberty/men/2021.html
4,/cbb/boxscores/2020-12-03-19-liberty.html,"Thu, Dec 3, 2020",7:00p,REG,,/cbb/schools/saint-francis-pa/men/2021.html,Saint Francis (PA),/cbb/conferences/northeast/men/2021.html,NEC,-10.30,W,78,62,3,2,W 1,Liberty Arena,/cbb/schools/liberty/men/2021.html
5,/cbb/boxscores/2020-12-05-12-liberty.html,"Sat, Dec 5, 2020",12:00p,REG,,,Bluefield University,,,,W,86,64,4,2,W 2,Liberty Arena,/cbb/schools/liberty/men/2021.html
6,/cbb/boxscores/2020-12-09-20-missouri.html,"Wed, Dec 9, 2020",8:15p,REG,@,/cbb/schools/missouri/men/2021.html,Missouri,/cbb/conferences/sec/men/2021.html,SEC,12.37,L,60,69,4,3,L 1,Mizzou Arena,/cbb/schools/liberty/men/2021.html
7,/cbb/boxscores/2020-12-12-13-liberty.html,"Sat, Dec 12, 2020",1:00p,REG,,,Columbia International,,,,W,73,26,5,3,W 1,Liberty Arena,/cbb/schools/liberty/men/2021.html
8,/cbb/boxscores/2020-12-15-19-liberty.html,"Tue, Dec 15, 2020",7:00p,REG,,/cbb/schools/south-carolina-state/men/2021.html,South Carolina State,/cbb/conferences/meac/men/2021.html,MEAC,-24.90,W,82,52,6,3,W 2,Liberty Arena,/cbb/schools/liberty/men/2021.html
9,/cbb/boxscores/2020-12-16-19-liberty.html,"Wed, Dec 16, 2020",7:00p,REG,,,Carver College,,,,W,91,38,7,3,W 3,Liberty Arena,/cbb/schools/liberty/men/2021.html
10,/cbb/boxscores/2020-12-22-13-liberty.html,"Tue, Dec 22, 2020",1:00p,REG,,/cbb/schools/alcorn-state/men/2021.html,Alcorn State,/cbb/conferences/swac/men/2021.html,SWAC,-19.58,W,108,65,8,3,W 4,Liberty Arena,/cbb/schools/liberty/men/2021.html
11,/cbb/boxscores/2021-01-01-15-lipscomb.html,"Fri, Jan 1, 2021",3:00p,REG,@,/cbb/schools/lipscomb/men/2021.html,Lipscomb,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-7.07,L,70,77,8,4,L 1,Allen Arena,/cbb/schools/liberty/men/2021.html
12,/cbb/boxscores/2021-01-02-17-lipscomb.html,"Sat, Jan 2, 2021",5:00p,REG,@,/cbb/schools/lipscomb/men/2021.html,Lipscomb,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-7.07,W,66,50,9,4,W 1,Allen Arena,/cbb/schools/liberty/men/2021.html
13,/cbb/boxscores/2021-01-08-18-liberty.html,"Fri, Jan 8, 2021",6:00p,REG,,/cbb/schools/kennesaw-state/men/2021.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-14.15,W,69,63,10,4,W 2,Liberty Arena,/cbb/schools/liberty/men/2021.html
14,/cbb/boxscores/2021-01-09-17-liberty.html,"Sat, Jan 9, 2021",5:00p,REG,,/cbb/schools/kennesaw-state/men/2021.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-14.15,W,76,47,11,4,W 3,Liberty Arena,/cbb/schools/liberty/men/2021.html
15,/cbb/boxscores/2021-01-15-19-stetson.html,"Fri, Jan 15, 2021",7:00p,REG,@,/cbb/schools/stetson/men/2021.html,Stetson,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-7.26,L,59,65,11,5,L 1,Edmunds Center,/cbb/schools/liberty/men/2021.html
16,/cbb/boxscores/2021-01-16-17-stetson.html,"Sat, Jan 16, 2021",5:00p,REG,@,/cbb/schools/stetson/men/2021.html,Stetson,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-7.26,W,68,58,12,5,W 1,Edmunds Center,/cbb/schools/liberty/men/2021.html
17,/cbb/boxscores/2021-01-29-19-jacksonville.html,"Fri, Jan 29, 2021",7:00p,REG,@,/cbb/schools/jacksonville/men/2021.html,Jacksonville,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-11.15,W,59,54,13,5,W 2,Swisher Gymnasium,/cbb/schools/liberty/men/2021.html
18,/cbb/boxscores/2021-01-30-18-jacksonville.html,"Sat, Jan 30, 2021",6:00p,REG,@,/cbb/schools/jacksonville/men/2021.html,Jacksonville,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-11.15,W,64,58,14,5,W 3,Swisher Gymnasium,/cbb/schools/liberty/men/2021.html
19,/cbb/boxscores/2021-02-05-18-liberty.html,"Fri, Feb 5, 2021",6:00p,REG,,,Lancaster Bible,,,,W,90,49,15,5,W 4,Liberty Arena,/cbb/schools/liberty/men/2021.html
20,/cbb/boxscores/2021-02-12-18-liberty.html,"Fri, Feb 12, 2021",6:00p,REG,,/cbb/schools/north-florida/men/2021.html,North Florida,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-11.48,W,73,61,16,5,W 5,Liberty Arena,/cbb/schools/liberty/men/2021.html
21,/cbb/boxscores/2021-02-13-17-liberty.html,"Sat, Feb 13, 2021",5:00p,REG,,/cbb/schools/north-florida/men/2021.html,North Florida,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-11.48,W,80,60,17,5,W 6,Liberty Arena,/cbb/schools/liberty/men/2021.html
22,/cbb/boxscores/2021-02-22-12-liberty.html,"Mon, Feb 22, 2021",12:00p,REG,,/cbb/schools/north-alabama/men/2021.html,North Alabama,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-10.05,W,74,54,18,5,W 7,Liberty Arena,/cbb/schools/liberty/men/2021.html
23,/cbb/boxscores/2021-02-23-12-liberty.html,"Tue, Feb 23, 2021",12:00p,REG,,/cbb/schools/north-alabama/men/2021.html,North Alabama,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-10.05,W,74,54,19,5,W 8,Liberty Arena,/cbb/schools/liberty/men/2021.html
24,/cbb/boxscores/2021-02-27-12-bellarmine.html,"Sat, Feb 27, 2021",12:00p,REG,@,/cbb/schools/bellarmine/men/2021.html,Bellarmine,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-1.76,W,94,78,20,5,W 9,Freedom Hall Civic Center,/cbb/schools/liberty/men/2021.html
25,/cbb/boxscores/2021-03-04-14-liberty.html,"Thu, Mar 4, 2021",2:00p,CTOURN,N,/cbb/schools/kennesaw-state/men/2021.html,Kennesaw State,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-14.15,W,69,59,21,5,W 10,UNF Arena ,/cbb/schools/liberty/men/2021.html
26,/cbb/boxscores/2021-03-05-14-liberty.html,"Fri, Mar 5, 2021",2:00p,CTOURN,N,/cbb/schools/stetson/men/2021.html,Stetson,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-7.26,W,77,64,22,5,W 11,UNF Arena ,/cbb/schools/liberty/men/2021.html
27,/cbb/boxscores/2021-03-07-14-liberty.html,"Sun, Mar 7, 2021",2:00p,CTOURN,N,/cbb/schools/north-alabama/men/2021.html,North Alabama,/cbb/conferences/atlantic-sun/men/2021.html,A-Sun,-10.05,W,79,75,23,5,W 12,UNF Arena ,/cbb/schools/liberty/men/2021.html
28,/cbb/boxscores/2021-03-19-18-oklahoma-state.html,"Fri, Mar 19, 2021",6:25p,NCAA,N,/cbb/schools/oklahoma-state/men/2021.html,Oklahoma State,/cbb/conferences/big-12/men/2021.html,Big 12,13.65,L,60,69,23,6,L 1,Indiana Farmers Coliseum,/cbb/schools/liberty/men/2021.html
