,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2020-11-25-20-brigham-young.html,"Wed, Nov 25, 2020",8:00p,REG,Westminster (UT),,W,108,59,1,0,W 1,Marriott Center,/cbb/schools/brigham-young/men/2021.html,,,,,
1,/cbb/boxscores/2020-11-26-21-brigham-young.html,"Thu, Nov 26, 2020",9:00p,REG,New Orleans,Southland,W,86,61,2,0,W 2,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/new-orleans/men/2021.html,/cbb/conferences/southland/men/2021.html,-10.91,,
2,/cbb/boxscores/2020-11-28-21-brigham-young.html,"Sat, Nov 28, 2020",9:00p,REG,Utah Valley,WAC,W,82,60,3,0,W 3,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/utah-valley/men/2021.html,/cbb/conferences/wac/men/2021.html,-3.41,,
3,/cbb/boxscores/2020-12-01-14-brigham-young.html,"Tue, Dec 1, 2020",2:30p,REG,Southern California,Pac-12,L,53,79,3,1,L 1,Mohegan Sun Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/southern-california/men/2021.html,/cbb/conferences/pac-12/men/2021.html,20.50,N,
4,/cbb/boxscores/2020-12-02-17-brigham-young.html,"Wed, Dec 2, 2020",5:00p,REG,St. John's (NY),Big East,W,74,68,4,1,W 1,Mohegan Sun Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/st-johns-ny/men/2021.html,/cbb/conferences/big-east/men/2021.html,9.41,N,
5,/cbb/boxscores/2020-12-05-21-utah-state.html,"Sat, Dec 5, 2020",9:00p,REG,Utah State,MWC,W,67,64,5,1,W 2,Dee Glen Smith Spectrum,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/utah-state/men/2021.html,/cbb/conferences/mwc/men/2021.html,10.99,@,
6,/cbb/boxscores/2020-12-09-21-brigham-young.html,"Wed, Dec 9, 2020",9:00p,REG,Boise State,MWC,L,70,74,5,2,L 1,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/boise-state/men/2021.html,/cbb/conferences/mwc/men/2021.html,9.75,,
7,/cbb/boxscores/2020-12-12-18-brigham-young.html,"Sat, Dec 12, 2020",6:00p,REG,Utah,Pac-12,W,82,64,6,2,W 1,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/utah/men/2021.html,/cbb/conferences/pac-12/men/2021.html,11.86,,
8,/cbb/boxscores/2020-12-18-17-san-diego-state.html,"Fri, Dec 18, 2020",5:00p,REG,San Diego State,MWC,W,72,62,7,2,W 2,Viejas Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/san-diego-state/men/2021.html,/cbb/conferences/mwc/men/2021.html,14.36,@,
9,/cbb/boxscores/2020-12-21-21-brigham-young.html,"Mon, Dec 21, 2020",9:00p,REG,Texas Southern,SWAC,W,87,71,8,2,W 3,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/texas-southern/men/2021.html,/cbb/conferences/swac/men/2021.html,-6.15,,
10,/cbb/boxscores/2020-12-23-19-brigham-young.html,"Wed, Dec 23, 2020",7:00p,REG,Weber State,Big Sky,W,87,79,9,2,W 4,Vivint Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/weber-state/men/2021.html,/cbb/conferences/big-sky/men/2021.html,3.14,,
11,/cbb/boxscores/2021-01-07-20-gonzaga.html,"Thu, Jan 7, 2021",8:30p,REG,Gonzaga,WCC,L,69,86,9,3,L 1,McCarthey Athletic Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/gonzaga/men/2021.html,/cbb/conferences/wcc/men/2021.html,27.20,@,
12,/cbb/boxscores/2021-01-14-23-saint-marys-ca.html,"Thu, Jan 14, 2021",11:00p,REG,Saint Mary's (CA),WCC,W,62,52,10,3,W 1,McKeon Pavilion,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/saint-marys-ca/men/2021.html,/cbb/conferences/wcc/men/2021.html,8.05,@,
13,/cbb/boxscores/2021-01-16-20-san-francisco.html,"Sat, Jan 16, 2021",8:00p,REG,San Francisco,WCC,W,72,63,11,3,W 2,War Memorial at The Sobrato Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/san-francisco/men/2021.html,/cbb/conferences/wcc/men/2021.html,6.00,@,
14,/cbb/boxscores/2021-01-21-21-brigham-young.html,"Thu, Jan 21, 2021",9:00p,REG,Portland,WCC,W,95,67,12,3,W 3,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/portland/men/2021.html,/cbb/conferences/wcc/men/2021.html,-12.58,,
15,/cbb/boxscores/2021-01-23-22-brigham-young.html,"Sat, Jan 23, 2021",10:00p,REG,Pepperdine,WCC,W,65,54,13,3,W 4,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/pepperdine/men/2021.html,/cbb/conferences/wcc/men/2021.html,5.65,,
16,/cbb/boxscores/2021-01-27-15-pepperdine.html,"Wed, Jan 27, 2021",3:00p,REG,Pepperdine,WCC,L,73,76,13,4,L 1,Firestone Fieldhouse,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/pepperdine/men/2021.html,/cbb/conferences/wcc/men/2021.html,5.65,@,
17,/cbb/boxscores/2021-01-30-18-brigham-young.html,"Sat, Jan 30, 2021",6:00p,REG,Pacific,WCC,W,95,87,14,4,W 1,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/pacific/men/2021.html,/cbb/conferences/wcc/men/2021.html,2.64,,2OT
18,/cbb/boxscores/2021-02-04-19-portland.html,"Thu, Feb 4, 2021",7:00p,REG,Portland,WCC,W,105,60,15,4,W 2,Chiles Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/portland/men/2021.html,/cbb/conferences/wcc/men/2021.html,-12.58,@,
19,/cbb/boxscores/2021-02-08-23-brigham-young.html,"Mon, Feb 8, 2021",11:00p,REG,Gonzaga,WCC,L,71,82,15,5,L 1,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/gonzaga/men/2021.html,/cbb/conferences/wcc/men/2021.html,27.20,,
20,/cbb/boxscores/2021-02-18-20-pacific.html,"Thu, Feb 18, 2021",8:00p,REG,Pacific,WCC,W,80,52,16,5,W 1,A.G. Spanos Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/pacific/men/2021.html,/cbb/conferences/wcc/men/2021.html,2.64,@,
21,/cbb/boxscores/2021-02-20-15-loyola-marymount.html,"Sat, Feb 20, 2021",3:00p,REG,Loyola Marymount,WCC,W,88,71,17,5,W 2,Albert Gersten Pavilion,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/loyola-marymount/men/2021.html,/cbb/conferences/wcc/men/2021.html,5.55,@,
22,/cbb/boxscores/2021-02-25-21-brigham-young.html,"Thu, Feb 25, 2021",9:00p,REG,San Francisco,WCC,W,79,73,18,5,W 3,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/san-francisco/men/2021.html,/cbb/conferences/wcc/men/2021.html,6.00,,
23,/cbb/boxscores/2021-02-27-22-brigham-young.html,"Sat, Feb 27, 2021",10:00p,REG,Saint Mary's (CA),WCC,W,65,51,19,5,W 4,Marriott Center,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/saint-marys-ca/men/2021.html,/cbb/conferences/wcc/men/2021.html,8.05,,
24,/cbb/boxscores/2021-03-08-23-brigham-young.html,"Mon, Mar 8, 2021",11:59p,CTOURN,Pepperdine,WCC,W,82,77,20,5,W 5,Orleans Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/pepperdine/men/2021.html,/cbb/conferences/wcc/men/2021.html,5.65,N,OT
25,/cbb/boxscores/2021-03-09-21-gonzaga.html,"Tue, Mar 9, 2021",9:00p,CTOURN,Gonzaga,WCC,L,78,88,20,6,L 1,Orleans Arena,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/gonzaga/men/2021.html,/cbb/conferences/wcc/men/2021.html,27.20,N,
26,/cbb/boxscores/2021-03-20-21-brigham-young.html,"Sat, Mar 20, 2021",9:40p,NCAA,UCLA,Pac-12,L,62,73,20,7,L 2,Hinkle Fieldhouse,/cbb/schools/brigham-young/men/2021.html,/cbb/schools/ucla/men/2021.html,/cbb/conferences/pac-12/men/2021.html,16.30,N,
