,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2020-11-25-21-southern-california.html,"Wed, Nov 25, 2020",9:00p,REG,/cbb/schools/california-baptist/men/2021.html,California Baptist,/cbb/conferences/wac/men/2021.html,WAC,-5.25,W,95,87,OT,1,0,W 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
1,/cbb/boxscores/2020-11-28-21-southern-california.html,"Sat, Nov 28, 2020",9:00p,REG,/cbb/schools/montana/men/2021.html,Montana,/cbb/conferences/big-sky/men/2021.html,Big Sky,-3.65,W,76,62,,2,0,W 2,Galen Center,/cbb/schools/southern-california/men/2021.html,
2,/cbb/boxscores/2020-12-01-14-brigham-young.html,"Tue, Dec 1, 2020",2:30p,REG,/cbb/schools/brigham-young/men/2021.html,Brigham Young,/cbb/conferences/wcc/men/2021.html,WCC,15.19,W,79,53,,3,0,W 3,Mohegan Sun Arena,/cbb/schools/southern-california/men/2021.html,N
3,/cbb/boxscores/2020-12-03-19-southern-california.html,"Thu, Dec 3, 2020",7:00p,REG,/cbb/schools/connecticut/men/2021.html,Connecticut,/cbb/conferences/big-east/men/2021.html,Big East,15.77,L,58,61,,3,1,L 1,Mohegan Sun Arena,/cbb/schools/southern-california/men/2021.html,N
4,/cbb/boxscores/2020-12-08-22-southern-california.html,"Tue, Dec 8, 2020",10:00p,REG,/cbb/schools/california-irvine/men/2021.html,UC Irvine,/cbb/conferences/big-west/men/2021.html,Big West,3.46,W,91,56,,4,1,W 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
5,/cbb/boxscores/2020-12-29-19-southern-california.html,"Tue, Dec 29, 2020",7:00p,REG,/cbb/schools/santa-clara/men/2021.html,Santa Clara,/cbb/conferences/wcc/men/2021.html,WCC,-0.05,W,86,63,,5,1,W 2,Galen Center,/cbb/schools/southern-california/men/2021.html,
6,/cbb/boxscores/2020-12-31-22-southern-california.html,"Thu, Dec 31, 2020",10:00p,REG,/cbb/schools/colorado/men/2021.html,Colorado,/cbb/conferences/pac-12/men/2021.html,Pac-12,18.88,L,62,72,,5,2,L 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
7,/cbb/boxscores/2021-01-02-16-southern-california.html,"Sat, Jan 2, 2021",4:00p,REG,/cbb/schools/utah/men/2021.html,Utah,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.86,W,64,46,,6,2,W 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
8,/cbb/boxscores/2021-01-07-21-arizona.html,"Thu, Jan 7, 2021",9:00p,REG,/cbb/schools/arizona/men/2021.html,Arizona,/cbb/conferences/pac-12/men/2021.html,Pac-12,15.02,W,87,73,,7,2,W 2,McKale Center,/cbb/schools/southern-california/men/2021.html,@
9,/cbb/boxscores/2021-01-09-19-arizona-state.html,"Sat, Jan 9, 2021",7:00p,REG,/cbb/schools/arizona-state/men/2021.html,Arizona State,/cbb/conferences/pac-12/men/2021.html,Pac-12,7.48,W,73,64,,8,2,W 3,Desert Financial Arena,/cbb/schools/southern-california/men/2021.html,@
10,/cbb/boxscores/2021-01-12-21-southern-california.html,"Tue, Jan 12, 2021",9:00p,REG,/cbb/schools/california-riverside/men/2021.html,UC Riverside,/cbb/conferences/big-west/men/2021.html,Big West,4.12,W,67,62,OT,9,2,W 4,Galen Center,/cbb/schools/southern-california/men/2021.html,
11,/cbb/boxscores/2021-01-14-21-southern-california.html,"Thu, Jan 14, 2021",9:30p,REG,/cbb/schools/washington/men/2021.html,Washington,/cbb/conferences/pac-12/men/2021.html,Pac-12,1.88,W,95,68,,10,2,W 5,Galen Center,/cbb/schools/southern-california/men/2021.html,
12,/cbb/boxscores/2021-01-16-21-southern-california.html,"Sat, Jan 16, 2021",9:30p,REG,/cbb/schools/washington-state/men/2021.html,Washington State,/cbb/conferences/pac-12/men/2021.html,Pac-12,8.12,W,85,77,,11,2,W 6,Galen Center,/cbb/schools/southern-california/men/2021.html,
13,/cbb/boxscores/2021-01-19-19-oregon-state.html,"Tue, Jan 19, 2021",7:00p,REG,/cbb/schools/oregon-state/men/2021.html,Oregon State,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.48,L,56,58,,11,3,L 1,Gill Coliseum,/cbb/schools/southern-california/men/2021.html,@
14,/cbb/boxscores/2021-01-23-20-california.html,"Sat, Jan 23, 2021",8:00p,REG,/cbb/schools/california/men/2021.html,California,/cbb/conferences/pac-12/men/2021.html,Pac-12,4.89,W,76,68,,12,3,W 1,Haas Pavilion,/cbb/schools/southern-california/men/2021.html,@
15,/cbb/boxscores/2021-01-28-17-southern-california.html,"Thu, Jan 28, 2021",5:00p,REG,/cbb/schools/oregon-state/men/2021.html,Oregon State,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.48,W,75,62,,13,3,W 2,Galen Center,/cbb/schools/southern-california/men/2021.html,
16,/cbb/boxscores/2021-02-02-21-stanford.html,"Tue, Feb 2, 2021",9:00p,REG,/cbb/schools/stanford/men/2021.html,Stanford,/cbb/conferences/pac-12/men/2021.html,Pac-12,10.15,W,72,66,,14,3,W 3,Maples Pavilion,/cbb/schools/southern-california/men/2021.html,@
17,/cbb/boxscores/2021-02-06-22-southern-california.html,"Sat, Feb 6, 2021",10:00p,REG,/cbb/schools/ucla/men/2021.html,UCLA,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.30,W,66,48,,15,3,W 4,Galen Center,/cbb/schools/southern-california/men/2021.html,
18,/cbb/boxscores/2021-02-11-22-washington.html,"Thu, Feb 11, 2021",10:00p,REG,/cbb/schools/washington/men/2021.html,Washington,/cbb/conferences/pac-12/men/2021.html,Pac-12,1.88,W,69,54,,16,3,W 5,Alaska Airlines Arena,/cbb/schools/southern-california/men/2021.html,@
19,/cbb/boxscores/2021-02-13-20-washington-state.html,"Sat, Feb 13, 2021",8:00p,REG,/cbb/schools/washington-state/men/2021.html,Washington State,/cbb/conferences/pac-12/men/2021.html,Pac-12,8.12,W,76,65,,17,3,W 6,Friel Court at Beasley Coliseum,/cbb/schools/southern-california/men/2021.html,@
20,/cbb/boxscores/2021-02-17-20-southern-california.html,"Wed, Feb 17, 2021",8:00p,REG,/cbb/schools/arizona-state/men/2021.html,Arizona State,/cbb/conferences/pac-12/men/2021.html,Pac-12,7.48,W,89,71,,18,3,W 7,Galen Center,/cbb/schools/southern-california/men/2021.html,
21,/cbb/boxscores/2021-02-20-18-southern-california.html,"Sat, Feb 20, 2021",6:00p,REG,/cbb/schools/arizona/men/2021.html,Arizona,/cbb/conferences/pac-12/men/2021.html,Pac-12,15.02,L,72,81,,18,4,L 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
22,/cbb/boxscores/2021-02-22-21-southern-california.html,"Mon, Feb 22, 2021",9:00p,REG,/cbb/schools/oregon/men/2021.html,Oregon,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.15,W,72,58,,19,4,W 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
23,/cbb/boxscores/2021-02-25-21-colorado.html,"Thu, Feb 25, 2021",9:00p,REG,/cbb/schools/colorado/men/2021.html,Colorado,/cbb/conferences/pac-12/men/2021.html,Pac-12,18.88,L,62,80,,19,5,L 1,Coors Events/Conference Center,/cbb/schools/southern-california/men/2021.html,@
24,/cbb/boxscores/2021-02-27-20-utah.html,"Sat, Feb 27, 2021",8:00p,REG,/cbb/schools/utah/men/2021.html,Utah,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.86,L,61,71,,19,6,L 2,Jon M. Huntsman Center,/cbb/schools/southern-california/men/2021.html,@
25,/cbb/boxscores/2021-03-03-22-southern-california.html,"Wed, Mar 3, 2021",10:30p,REG,/cbb/schools/stanford/men/2021.html,Stanford,/cbb/conferences/pac-12/men/2021.html,Pac-12,10.15,W,79,42,,20,6,W 1,Galen Center,/cbb/schools/southern-california/men/2021.html,
26,/cbb/boxscores/2021-03-06-16-ucla.html,"Sat, Mar 6, 2021",4:00p,REG,/cbb/schools/ucla/men/2021.html,UCLA,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.30,W,64,63,,21,6,W 2,Pauley Pavilion,/cbb/schools/southern-california/men/2021.html,@
27,/cbb/boxscores/2021-03-11-20-southern-california.html,"Thu, Mar 11, 2021",8:30p,CTOURN,/cbb/schools/utah/men/2021.html,Utah,/cbb/conferences/pac-12/men/2021.html,Pac-12,11.86,W,91,85,2OT,22,6,W 3,T-Mobile Arena,/cbb/schools/southern-california/men/2021.html,N
28,/cbb/boxscores/2021-03-12-23-southern-california.html,"Fri, Mar 12, 2021",11:30p,CTOURN,/cbb/schools/colorado/men/2021.html,Colorado,/cbb/conferences/pac-12/men/2021.html,Pac-12,18.88,L,70,72,,22,7,L 1,T-Mobile Arena,/cbb/schools/southern-california/men/2021.html,N
29,/cbb/boxscores/2021-03-20-16-southern-california.html,"Sat, Mar 20, 2021",4:30p,NCAA,/cbb/schools/drake/men/2021.html,Drake,/cbb/conferences/mvc/men/2021.html,MVC,9.42,W,72,56,,23,7,W 1,Gainbridge Fieldhouse,/cbb/schools/southern-california/men/2021.html,N
30,/cbb/boxscores/2021-03-22-21-kansas.html,"Mon, Mar 22, 2021",9:40p,NCAA,/cbb/schools/kansas/men/2021.html,Kansas,/cbb/conferences/big-12/men/2021.html,Big 12,15.29,W,85,51,,24,7,W 2,Hinkle Fieldhouse,/cbb/schools/southern-california/men/2021.html,N
31,/cbb/boxscores/2021-03-28-21-southern-california.html,"Sun, Mar 28, 2021",9:45p,NCAA,/cbb/schools/oregon/men/2021.html,Oregon,/cbb/conferences/pac-12/men/2021.html,Pac-12,16.15,W,82,68,,25,7,W 3,Gainbridge Fieldhouse,/cbb/schools/southern-california/men/2021.html,N
32,/cbb/boxscores/2021-03-30-19-gonzaga.html,"Tue, Mar 30, 2021",7:15p,NCAA,/cbb/schools/gonzaga/men/2021.html,Gonzaga,/cbb/conferences/wcc/men/2021.html,WCC,27.20,L,66,85,,25,8,L 1,Lucas Oil Stadium,/cbb/schools/southern-california/men/2021.html,N
