,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
12,/cbb/boxscores/2021-01-30-16-georgia-tech.html,"Sat, Jan 30, 2021",4:00p,REG,/cbb/schools/florida-state/men/2021.html,Florida State,/cbb/conferences/acc/men/2021.html,ACC,17.12,W,76,65,,8,5,W 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
13,/cbb/boxscores/2021-02-01-14-louisville.html,"Mon, Feb 1, 2021",2:00p,REG,/cbb/schools/louisville/men/2021.html,Louisville,/cbb/conferences/acc/men/2021.html,ACC,10.35,L,58,74,,8,6,L 1,KFC Yum! Center,/cbb/schools/georgia-tech/men/2021.html,@
14,/cbb/boxscores/2021-02-06-20-georgia-tech.html,"Sat, Feb 6, 2021",8:00p,REG,/cbb/schools/notre-dame/men/2021.html,Notre Dame,/cbb/conferences/acc/men/2021.html,ACC,7.73,W,82,80,,9,6,W 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
15,/cbb/boxscores/2021-02-10-19-georgia-tech.html,"Wed, Feb 10, 2021",7:00p,REG,/cbb/schools/virginia/men/2021.html,Virginia,/cbb/conferences/acc/men/2021.html,ACC,15.27,L,49,57,,9,7,L 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
16,/cbb/boxscores/2021-02-12-20-clemson.html,"Fri, Feb 12, 2021",8:00p,REG,/cbb/schools/clemson/men/2021.html,Clemson,/cbb/conferences/acc/men/2021.html,ACC,12.49,L,72,74,,9,8,L 2,Littlejohn Coliseum,/cbb/schools/georgia-tech/men/2021.html,@
17,/cbb/boxscores/2021-02-14-16-georgia-tech.html,"Sun, Feb 14, 2021",4:00p,REG,/cbb/schools/pittsburgh/men/2021.html,Pittsburgh,/cbb/conferences/acc/men/2021.html,ACC,7.80,W,71,65,,10,8,W 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
18,/cbb/boxscores/2021-02-20-12-miami-fl.html,"Sat, Feb 20, 2021",12:00p,REG,/cbb/schools/miami-fl/men/2021.html,Miami (FL),/cbb/conferences/acc/men/2021.html,ACC,3.23,W,87,60,,11,8,W 2,BankUnited Center,/cbb/schools/georgia-tech/men/2021.html,@
19,/cbb/boxscores/2021-02-23-19-virginia-tech.html,"Tue, Feb 23, 2021",7:00p,REG,/cbb/schools/virginia-tech/men/2021.html,Virginia Tech,/cbb/conferences/acc/men/2021.html,ACC,12.59,W,69,53,,12,8,W 3,Cassell Coliseum,/cbb/schools/georgia-tech/men/2021.html,@
20,/cbb/boxscores/2021-02-27-12-georgia-tech.html,"Sat, Feb 27, 2021",12:00p,REG,/cbb/schools/syracuse/men/2021.html,Syracuse,/cbb/conferences/acc/men/2021.html,ACC,13.27,W,84,77,,13,8,W 4,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
21,/cbb/boxscores/2021-03-02-20-georgia-tech.html,"Tue, Mar 2, 2021",8:00p,REG,/cbb/schools/duke/men/2021.html,Duke,/cbb/conferences/acc/men/2021.html,ACC,13.04,W,81,77,OT,14,8,W 5,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
22,/cbb/boxscores/2021-03-05-20-wake-forest.html,"Fri, Mar 5, 2021",8:00p,REG,/cbb/schools/wake-forest/men/2021.html,Wake Forest,/cbb/conferences/acc/men/2021.html,ACC,1.72,W,75,63,,15,8,W 6,Lawrence Joel Veterans Memorial Coliseum,/cbb/schools/georgia-tech/men/2021.html,@
23,/cbb/boxscores/2021-03-11-14-georgia-tech.html,"Thu, Mar 11, 2021",2:30p,CTOURN,/cbb/schools/miami-fl/men/2021.html,Miami (FL),/cbb/conferences/acc/men/2021.html,ACC,3.23,W,70,66,,16,8,W 7,Greensboro Coliseum,/cbb/schools/georgia-tech/men/2021.html,N
24,/cbb/boxscores/2021-03-13-20-florida-state.html,"Sat, Mar 13, 2021",8:30p,CTOURN,/cbb/schools/florida-state/men/2021.html,Florida State,/cbb/conferences/acc/men/2021.html,ACC,17.12,W,80,75,,17,8,W 8,Greensboro Coliseum,/cbb/schools/georgia-tech/men/2021.html,N
25,/cbb/boxscores/2021-03-19-16-loyola-il.html,"Fri, Mar 19, 2021",4:00p,NCAA,/cbb/schools/loyola-il/men/2021.html,Loyola (IL),/cbb/conferences/mvc/men/2021.html,MVC,15.12,L,60,71,,17,9,L 1,Hinkle Fieldhouse,/cbb/schools/georgia-tech/men/2021.html,N
