,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2020-11-25-21-georgia-tech.html,"Wed, Nov 25, 2020",9:00p,REG,/cbb/schools/georgia-state/men/2021.html,Georgia State,/cbb/conferences/sun-belt/men/2021.html,Sun Belt,-1.70,L,120,123,4OT,0,1,L 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
1,/cbb/boxscores/2020-11-27-20-georgia-tech.html,"Fri, Nov 27, 2020",8:00p,REG,/cbb/schools/mercer/men/2021.html,Mercer,/cbb/conferences/southern/men/2021.html,Southern,1.28,L,73,83,,0,2,L 2,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
2,/cbb/boxscores/2020-12-06-17-georgia-tech.html,"Sun, Dec 6, 2020",5:00p,REG,/cbb/schools/kentucky/men/2021.html,Kentucky,/cbb/conferences/sec/men/2021.html,SEC,11.77,W,79,62,,1,2,W 1,State Farm Arena,/cbb/schools/georgia-tech/men/2021.html,
3,/cbb/boxscores/2020-12-09-19-nebraska.html,"Wed, Dec 9, 2020",7:15p,REG,/cbb/schools/nebraska/men/2021.html,Nebraska,/cbb/conferences/big-ten/men/2021.html,Big Ten,6.08,W,75,64,,2,2,W 2,Pinnacle Bank Arena,/cbb/schools/georgia-tech/men/2021.html,@
4,/cbb/boxscores/2020-12-15-20-florida-state.html,"Tue, Dec 15, 2020",8:30p,REG,/cbb/schools/florida-state/men/2021.html,Florida State,/cbb/conferences/acc/men/2021.html,ACC,17.12,L,61,74,,2,3,L 1,Donald L. Tucker Center,/cbb/schools/georgia-tech/men/2021.html,@
5,/cbb/boxscores/2020-12-18-19-georgia-tech.html,"Fri, Dec 18, 2020",7:00p,REG,/cbb/schools/florida-am/men/2021.html,Florida A&M,/cbb/conferences/meac/men/2021.html,MEAC,-12.35,W,74,64,,3,3,W 1,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
6,/cbb/boxscores/2020-12-20-18-georgia-tech.html,"Sun, Dec 20, 2020",6:00p,REG,/cbb/schools/delaware-state/men/2021.html,Delaware State,/cbb/conferences/meac/men/2021.html,MEAC,-24.09,W,97,69,,4,3,W 2,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
7,/cbb/boxscores/2020-12-30-20-georgia-tech.html,"Wed, Dec 30, 2020",8:00p,REG,/cbb/schools/north-carolina/men/2021.html,North Carolina,/cbb/conferences/acc/men/2021.html,ACC,14.79,W,72,67,,5,3,W 3,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
8,/cbb/boxscores/2021-01-03-18-georgia-tech.html,"Sun, Jan 3, 2021",6:00p,REG,/cbb/schools/wake-forest/men/2021.html,Wake Forest,/cbb/conferences/acc/men/2021.html,ACC,1.72,W,70,54,,6,3,W 4,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
9,/cbb/boxscores/2021-01-20-19-georgia-tech.html,"Wed, Jan 20, 2021",7:00p,REG,/cbb/schools/clemson/men/2021.html,Clemson,/cbb/conferences/acc/men/2021.html,ACC,12.49,W,83,65,,7,3,W 5,McCamish Pavilion,/cbb/schools/georgia-tech/men/2021.html,
10,/cbb/boxscores/2021-01-23-20-virginia.html,"Sat, Jan 23, 2021",8:00p,REG,/cbb/schools/virginia/men/2021.html,Virginia,/cbb/conferences/acc/men/2021.html,ACC,15.27,L,62,64,,7,4,L 1,John Paul Jones Arena,/cbb/schools/georgia-tech/men/2021.html,@
11,/cbb/boxscores/2021-01-26-21-duke.html,"Tue, Jan 26, 2021",9:00p,REG,/cbb/schools/duke/men/2021.html,Duke,/cbb/conferences/acc/men/2021.html,ACC,13.04,L,68,75,,7,5,L 2,Cameron Indoor Stadium,/cbb/schools/georgia-tech/men/2021.html,@
