,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2020-11-25-16-georgetown.html,"Wed, Nov 25, 2020",4:00p,REG,/cbb/schools/maryland-baltimore-county/men/2021.html,Maryland-Baltimore County,/cbb/conferences/america-east/men/2021.html,AEC,-1.05,W,70,62,1,0,W 1,McDonough Gymnasium,/cbb/schools/georgetown/men/2021.html,,
1,/cbb/boxscores/2020-12-01-18-georgetown.html,"Tue, Dec 1, 2020",6:00p,REG,/cbb/schools/navy/men/2021.html,Navy,/cbb/conferences/patriot/men/2021.html,Patriot,1.02,L,71,78,1,1,L 1,McDonough Gymnasium,/cbb/schools/georgetown/men/2021.html,,
2,/cbb/boxscores/2020-12-06-16-georgetown.html,"Sun, Dec 6, 2020",4:30p,REG,/cbb/schools/west-virginia/men/2021.html,West Virginia,/cbb/conferences/big-12/men/2021.html,Big 12,15.36,L,71,80,1,2,L 2,McDonough Gymnasium,/cbb/schools/georgetown/men/2021.html,,
3,/cbb/boxscores/2020-12-08-19-georgetown.html,"Tue, Dec 8, 2020",7:00p,REG,/cbb/schools/coppin-state/men/2021.html,Coppin State,/cbb/conferences/meac/men/2021.html,MEAC,-12.37,W,80,48,2,2,W 1,McDonough Gymnasium,/cbb/schools/georgetown/men/2021.html,,
4,/cbb/boxscores/2020-12-11-19-georgetown.html,"Fri, Dec 11, 2020",7:00p,REG,/cbb/schools/villanova/men/2021.html,Villanova,/cbb/conferences/big-east/men/2021.html,Big East,17.47,L,63,76,2,3,L 1,McDonough Gymnasium,/cbb/schools/georgetown/men/2021.html,,
5,/cbb/boxscores/2020-12-13-19-georgetown.html,"Sun, Dec 13, 2020",7:30p,REG,/cbb/schools/st-johns-ny/men/2021.html,St. John's (NY),/cbb/conferences/big-east/men/2021.html,Big East,9.41,W,97,94,3,3,W 1,Capital One Arena,/cbb/schools/georgetown/men/2021.html,OT,
6,/cbb/boxscores/2020-12-20-18-st-johns-ny.html,"Sun, Dec 20, 2020",6:30p,REG,/cbb/schools/st-johns-ny/men/2021.html,St. John's (NY),/cbb/conferences/big-east/men/2021.html,Big East,9.41,L,83,94,3,4,L 1,Carnesecca Arena,/cbb/schools/georgetown/men/2021.html,,@
7,/cbb/boxscores/2020-12-23-17-seton-hall.html,"Wed, Dec 23, 2020",5:00p,REG,/cbb/schools/seton-hall/men/2021.html,Seton Hall,/cbb/conferences/big-east/men/2021.html,Big East,11.12,L,67,78,3,5,L 2,Prudential Center,/cbb/schools/georgetown/men/2021.html,,@
8,/cbb/boxscores/2021-01-02-19-georgetown.html,"Sat, Jan 2, 2021",7:30p,REG,/cbb/schools/marquette/men/2021.html,Marquette,/cbb/conferences/big-east/men/2021.html,Big East,8.51,L,60,64,3,6,L 3,Capital One Arena,/cbb/schools/georgetown/men/2021.html,,
9,/cbb/boxscores/2021-01-06-19-butler.html,"Wed, Jan 6, 2021",7:00p,REG,/cbb/schools/butler/men/2021.html,Butler,/cbb/conferences/big-east/men/2021.html,Big East,4.76,L,55,63,3,7,L 4,Hinkle Fieldhouse,/cbb/schools/georgetown/men/2021.html,,@
