,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2022-11-07-22-saint-marys-ca.html,"Mon, Nov 7, 2022",10:00p,REG,@,/cbb/schools/saint-marys-ca/men/2023.html,Saint Mary's (CA),/cbb/conferences/wcc/men/2023.html,WCC,17.41,L,70,78,0,1,L 1,University Credit Union Pavilion,/cbb/schools/oral-roberts/men/2023.html
1,/cbb/boxscores/2022-11-11-20-oral-roberts.html,"Fri, Nov 11, 2022",8:00p,REG,,,John Brown,,,,W,95,62,1,1,W 1,Mabee Center,/cbb/schools/oral-roberts/men/2023.html
2,/cbb/boxscores/2022-11-14-20-houston.html,"Mon, Nov 14, 2022",8:00p,REG,@,/cbb/schools/houston/men/2023.html,Houston,/cbb/conferences/aac/men/2023.html,AAC,22.20,L,45,83,1,2,L 1,Fertitta Center,/cbb/schools/oral-roberts/men/2023.html
3,/cbb/boxscores/2022-11-15-01-texas-southern.html,"Tue, Nov 15, 2022",8:00p,REG,@,/cbb/schools/texas-southern/men/2023.html,Texas Southern,/cbb/conferences/swac/men/2023.html,SWAC,-10.56,W,82,64,2,2,W 1,Health & Physical Education Arena,/cbb/schools/oral-roberts/men/2023.html
4,/cbb/boxscores/2022-11-19-20-oral-roberts.html,"Sat, Nov 19, 2022",8:00p,REG,,,Oklahoma Baptist,,,,W,98,86,3,2,W 2,Mabee Center,/cbb/schools/oral-roberts/men/2023.html
5,/cbb/boxscores/2022-11-22-02-utah-state.html,"Tue, Nov 22, 2022",9:00p,REG,@,/cbb/schools/utah-state/men/2023.html,Utah State,/cbb/conferences/mwc/men/2023.html,MWC,14.23,L,85,95,3,3,L 1,Dee Glen Smith Spectrum,/cbb/schools/oral-roberts/men/2023.html
6,/cbb/boxscores/2022-11-27-17-oral-roberts.html,"Sun, Nov 27, 2022",5:00p,REG,,,Rogers State,,,,W,81,70,4,3,W 1,Mabee Center,/cbb/schools/oral-roberts/men/2023.html
7,/cbb/boxscores/2022-11-29-20-oral-roberts.html,"Tue, Nov 29, 2022",8:00p,REG,,,Ozark Christian College,,,,W,116,68,5,3,W 2,Mabee Center,/cbb/schools/oral-roberts/men/2023.html
8,/cbb/boxscores/2022-12-03-01-tulsa.html,"Sat, Dec 3, 2022",3:00p,REG,@,/cbb/schools/tulsa/men/2023.html,Tulsa,/cbb/conferences/aac/men/2023.html,AAC,-8.48,W,77,66,6,3,W 3,Donald W. Reynolds Center,/cbb/schools/oral-roberts/men/2023.html
9,/cbb/boxscores/2022-12-10-20-oral-roberts.html,"Sat, Dec 10, 2022",8:00p,REG,,/cbb/schools/central-arkansas/men/2023.html,Central Arkansas,/cbb/conferences/atlantic-sun/men/2023.html,A-Sun,-13.72,W,111,78,7,3,W 4,Mabee Center,/cbb/schools/oral-roberts/men/2023.html
