,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
18,/cbb/boxscores/2023-01-14-00-gardner-webb.html,"Sat, Jan 14, 2023",2:00p,REG,@,/cbb/schools/gardner-webb/men/2023.html,Gardner-Webb,/cbb/conferences/big-south/men/2023.html,Big South,-3.84,W,72,67,OT,13,6,W 4,Paul Porter Arena,/cbb/schools/north-carolina-asheville/men/2023.html
19,/cbb/boxscores/2023-01-18-19-charleston-southern.html,"Wed, Jan 18, 2023",7:00p,REG,@,/cbb/schools/charleston-southern/men/2023.html,Charleston Southern,/cbb/conferences/big-south/men/2023.html,Big South,-9.44,W,73,63,,14,6,W 5,Buccaneer Field House,/cbb/schools/north-carolina-asheville/men/2023.html
20,/cbb/boxscores/2023-01-21-14-north-carolina-asheville.html,"Sat, Jan 21, 2023",2:00p,REG,,/cbb/schools/south-carolina-upstate/men/2023.html,South Carolina Upstate,/cbb/conferences/big-south/men/2023.html,Big South,-7.44,W,64,58,,15,6,W 6,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
21,/cbb/boxscores/2023-01-25-18-north-carolina-asheville.html,"Wed, Jan 25, 2023",6:30p,REG,,/cbb/schools/presbyterian/men/2023.html,Presbyterian,/cbb/conferences/big-south/men/2023.html,Big South,-13.55,W,88,80,OT,16,6,W 7,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
22,/cbb/boxscores/2023-01-28-14-campbell.html,"Sat, Jan 28, 2023",2:00p,REG,@,/cbb/schools/campbell/men/2023.html,Campbell,/cbb/conferences/big-south/men/2023.html,Big South,-5.23,W,78,65,,17,6,W 8,John W. Pope Jr. Convocation Center,/cbb/schools/north-carolina-asheville/men/2023.html
23,/cbb/boxscores/2023-02-01-18-north-carolina-asheville.html,"Thu, Feb 2, 2023",7:00p,REG,,/cbb/schools/high-point/men/2023.html,High Point,/cbb/conferences/big-south/men/2023.html,Big South,-9.88,W,89,63,,18,6,W 9,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
24,/cbb/boxscores/2023-02-04-15-south-carolina-upstate.html,"Sat, Feb 4, 2023",4:00p,REG,@,/cbb/schools/south-carolina-upstate/men/2023.html,South Carolina Upstate,/cbb/conferences/big-south/men/2023.html,Big South,-7.44,L,70,76,,18,7,L 1,G.B. Hodge Center,/cbb/schools/north-carolina-asheville/men/2023.html
25,/cbb/boxscores/2023-02-08-18-north-carolina-asheville.html,"Wed, Feb 8, 2023",6:30p,REG,,/cbb/schools/winthrop/men/2023.html,Winthrop,/cbb/conferences/big-south/men/2023.html,Big South,-6.63,W,86,79,,19,7,W 1,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
26,/cbb/boxscores/2023-02-11-14-presbyterian.html,"Sat, Feb 11, 2023",2:00p,REG,@,/cbb/schools/presbyterian/men/2023.html,Presbyterian,/cbb/conferences/big-south/men/2023.html,Big South,-13.55,W,76,72,,20,7,W 2,Ross E. Templeton Center,/cbb/schools/north-carolina-asheville/men/2023.html
27,/cbb/boxscores/2023-02-15-19-radford.html,"Thu, Feb 16, 2023",7:00p,REG,@,/cbb/schools/radford/men/2023.html,Radford,/cbb/conferences/big-south/men/2023.html,Big South,-1.86,W,63,54,,21,7,W 3,Donald N. Dedmon Center,/cbb/schools/north-carolina-asheville/men/2023.html
28,/cbb/boxscores/2023-02-18-15-north-carolina-asheville.html,"Sat, Feb 18, 2023",3:00p,REG,,/cbb/schools/gardner-webb/men/2023.html,Gardner-Webb,/cbb/conferences/big-south/men/2023.html,Big South,-3.84,W,75,63,,22,7,W 4,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
29,/cbb/boxscores/2023-02-22-18-north-carolina-asheville.html,"Wed, Feb 22, 2023",6:30p,REG,,/cbb/schools/charleston-southern/men/2023.html,Charleston Southern,/cbb/conferences/big-south/men/2023.html,Big South,-9.44,W,80,62,,23,7,W 5,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
30,/cbb/boxscores/2023-02-25-00-longwood.html,"Sat, Feb 25, 2023",4:30p,REG,@,/cbb/schools/longwood/men/2023.html,Longwood,/cbb/conferences/big-south/men/2023.html,Big South,-1.75,W,76,66,,24,7,W 6,Willett Hall,/cbb/schools/north-carolina-asheville/men/2023.html
31,/cbb/boxscores/2023-03-03-12-north-carolina-asheville.html,"Fri, Mar 3, 2023",12:00p,CTOURN,N,/cbb/schools/charleston-southern/men/2023.html,Charleston Southern,/cbb/conferences/big-south/men/2023.html,Big South,-9.44,W,75,66,,25,7,W 7,,/cbb/schools/north-carolina-asheville/men/2023.html
32,/cbb/boxscores/2023-03-04-12-north-carolina-asheville.html,"Sat, Mar 4, 2023",12:00p,CTOURN,N,/cbb/schools/south-carolina-upstate/men/2023.html,South Carolina Upstate,/cbb/conferences/big-south/men/2023.html,Big South,-7.44,W,66,62,,26,7,W 8,,/cbb/schools/north-carolina-asheville/men/2023.html
33,/cbb/boxscores/2023-03-05-13-north-carolina-asheville.html,"Sun, Mar 5, 2023",1:00p,CTOURN,N,/cbb/schools/campbell/men/2023.html,Campbell,/cbb/conferences/big-south/men/2023.html,Big South,-5.23,W,77,73,,27,7,W 9,,/cbb/schools/north-carolina-asheville/men/2023.html
34,/cbb/boxscores/2023-03-16-22-ucla.html,"Thu, Mar 16, 2023",10:05p,NCAA,N,/cbb/schools/ucla/men/2023.html,UCLA,/cbb/conferences/pac-12/men/2023.html,Pac-12,22.11,L,53,86,,27,8,L 1,Golden 1 Center,/cbb/schools/north-carolina-asheville/men/2023.html
