,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2022-11-07-20-central-florida.html,"Mon, Nov 7, 2022",8:00p,REG,@,/cbb/schools/central-florida/men/2023.html,UCF,/cbb/conferences/aac/men/2023.html,AAC,11.09,W,98,95,2OT,1,0,W 1,Addition Financial Arena,/cbb/schools/north-carolina-asheville/men/2023.html
1,/cbb/boxscores/2022-11-12-15-north-carolina-asheville.html,"Sat, Nov 12, 2022",3:00p,REG,,,Brevard,,,,W,94,46,,2,0,W 2,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
2,/cbb/boxscores/2022-11-18-20-texas-am-commerce.html,"Fri, Nov 18, 2022",8:30p,REG,N,/cbb/schools/texas-am-commerce/men/2023.html,Texas A&M-Commerce,/cbb/conferences/southland/men/2023.html,Southland,-11.09,W,72,64,,3,0,W 3,GSU Convocation Center,/cbb/schools/north-carolina-asheville/men/2023.html
3,/cbb/boxscores/2022-11-19-17-eastern-kentucky.html,"Sat, Nov 19, 2022",5:30p,REG,N,/cbb/schools/eastern-kentucky/men/2023.html,Eastern Kentucky,/cbb/conferences/atlantic-sun/men/2023.html,A-Sun,-1.47,L,75,77,,3,1,L 1,GSU Convocation Center,/cbb/schools/north-carolina-asheville/men/2023.html
4,/cbb/boxscores/2022-11-20-15-georgia-state.html,"Sun, Nov 20, 2022",3:30p,REG,@,/cbb/schools/georgia-state/men/2023.html,Georgia State,/cbb/conferences/sun-belt/men/2023.html,Sun Belt,-6.79,L,68,74,,3,2,L 2,GSU Convocation Center,/cbb/schools/north-carolina-asheville/men/2023.html
5,/cbb/boxscores/2022-11-26-14-north-carolina-asheville.html,"Sat, Nov 26, 2022",2:00p,REG,,/cbb/schools/western-carolina/men/2023.html,Western Carolina,/cbb/conferences/southern/men/2023.html,Southern,-6.34,W,73,61,,4,2,W 1,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
6,/cbb/boxscores/2022-11-29-19-north-carolina-central.html,"Tue, Nov 29, 2022",7:00p,REG,@,/cbb/schools/north-carolina-central/men/2023.html,North Carolina Central,/cbb/conferences/meac/men/2023.html,MEAC,-2.91,L,66,79,,4,3,L 1,McDougald-McLendon Arena,/cbb/schools/north-carolina-asheville/men/2023.html
7,/cbb/boxscores/2022-12-03-14-north-carolina-asheville.html,"Sat, Dec 3, 2022",2:00p,REG,,/cbb/schools/tennessee-martin/men/2023.html,Tennessee-Martin,/cbb/conferences/ovc/men/2023.html,OVC,-8.67,W,90,83,,5,3,W 1,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
8,/cbb/boxscores/2022-12-07-17-north-carolina-asheville.html,"Wed, Dec 7, 2022",4:30p,REG,,,Warren Wilson,,,,W,122,70,,6,3,W 2,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
9,/cbb/boxscores/2022-12-10-14-dayton.html,"Sat, Dec 10, 2022",2:00p,REG,@,/cbb/schools/dayton/men/2023.html,Dayton,/cbb/conferences/atlantic-10/men/2023.html,A-10,8.71,L,56,79,,6,4,L 1,University of Dayton Arena,/cbb/schools/north-carolina-asheville/men/2023.html
10,/cbb/boxscores/2022-12-13-00-south-carolina-state.html,"Tue, Dec 13, 2022",7:00p,REG,@,/cbb/schools/south-carolina-state/men/2023.html,South Carolina State,/cbb/conferences/meac/men/2023.html,MEAC,-16.73,W,94,84,,7,4,W 1,SHM Memorial Center,/cbb/schools/north-carolina-asheville/men/2023.html
11,/cbb/boxscores/2022-12-17-16-east-tennessee-state.html,"Sat, Dec 17, 2022",4:00p,REG,@,/cbb/schools/east-tennessee-state/men/2023.html,East Tennessee State,/cbb/conferences/southern/men/2023.html,Southern,-6.00,W,74,73,,8,4,W 2,Freedom Hall Civic Center,/cbb/schools/north-carolina-asheville/men/2023.html
12,/cbb/boxscores/2022-12-21-01-arkansas.html,"Wed, Dec 21, 2022",9:00p,REG,@,/cbb/schools/arkansas/men/2023.html,Arkansas,/cbb/conferences/sec/men/2023.html,SEC,15.99,L,51,85,,8,5,L 1,Bud Walton Arena,/cbb/schools/north-carolina-asheville/men/2023.html
13,/cbb/boxscores/2022-12-29-18-north-carolina-asheville.html,"Thu, Dec 29, 2022",4:00p,REG,,/cbb/schools/radford/men/2023.html,Radford,/cbb/conferences/big-south/men/2023.html,Big South,-1.86,W,62,58,,9,5,W 1,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
14,/cbb/boxscores/2022-12-31-00-winthrop.html,"Sat, Dec 31, 2022",2:00p,REG,@,/cbb/schools/winthrop/men/2023.html,Winthrop,/cbb/conferences/big-south/men/2023.html,Big South,-6.63,L,60,62,,9,6,L 1,Winthrop Coliseum,/cbb/schools/north-carolina-asheville/men/2023.html
15,/cbb/boxscores/2023-01-04-19-high-point.html,"Wed, Jan 4, 2023",7:00p,REG,@,/cbb/schools/high-point/men/2023.html,High Point,/cbb/conferences/big-south/men/2023.html,Big South,-9.88,W,76,72,,10,6,W 1,Millis Center,/cbb/schools/north-carolina-asheville/men/2023.html
16,/cbb/boxscores/2023-01-07-14-north-carolina-asheville.html,"Sat, Jan 7, 2023",2:00p,REG,,/cbb/schools/campbell/men/2023.html,Campbell,/cbb/conferences/big-south/men/2023.html,Big South,-5.23,W,58,55,,11,6,W 2,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
17,/cbb/boxscores/2023-01-11-18-north-carolina-asheville.html,"Thu, Jan 12, 2023",7:00p,REG,,/cbb/schools/longwood/men/2023.html,Longwood,/cbb/conferences/big-south/men/2023.html,Big South,-1.75,W,54,46,,12,6,W 3,Kimmel Arena,/cbb/schools/north-carolina-asheville/men/2023.html
