,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
10,Arizona,/cbb/schools/arizona/men/2023.html,True,35,28,7,.800,19.08,8.34,14,6,15,2,6,4,2866,2490,72.7,112.6,.358,.377,.591,54.2,64.7,8.4,8.1,.565,16.2,30.7,.253,72.7,97.8,.255,.387,.501,45.8,49.0,10.8,9.5,.471,14.8,26.1,.182
11,Arizona State,/cbb/schools/arizona-state/men/2023.html,True,36,23,13,.639,11.29,8.18,11,9,10,5,7,6,2559,2447,69.0,101.9,.312,.393,.515,48.8,56.6,10.2,13.3,.484,14.5,29.2,.215,69.0,97.4,.335,.390,.504,51.2,54.8,8.7,8.2,.465,17.2,31.5,.237
12,Arkansas,/cbb/schools/arkansas/men/2023.html,True,36,22,14,.611,15.99,9.87,8,10,14,3,2,8,2666,2446,70.2,105.1,.393,.277,.545,51.7,48.1,11.9,13.1,.509,15.8,30.7,.274,70.2,96.4,.395,.305,.516,48.3,45.1,9.5,6.9,.472,18.0,27.9,.282
13,Arkansas State,/cbb/schools/arkansas-state/men/2023.html,False,33,13,20,.394,-8.07,-3.30,4,14,10,8,2,11,2169,2232,64.8,101.0,.334,.330,.520,50.3,55.7,10.2,9.2,.490,15.6,29.0,.226,64.8,103.9,.346,.336,.540,49.7,48.6,9.3,9.3,.500,15.6,27.6,.257
14,Arkansas-Pine Bluff,/cbb/schools/arkansas-pine-bluff/men/2023.html,False,31,10,21,.323,-12.99,-5.36,6,12,8,5,2,16,2074,2162,71.3,93.0,.328,.433,.501,48.7,56.5,11.2,7.9,.460,18.6,27.2,.238,71.3,97.0,.411,.357,.535,51.3,59.2,11.8,10.3,.495,19.8,27.5,.290
15,Army,/cbb/schools/army/men/2023.html,False,33,17,16,.515,-7.13,-7.58,10,8,10,5,7,8,2412,2322,68.1,106.5,.308,.387,.568,53.0,48.8,7.4,6.0,.546,16.7,27.5,.210,68.1,102.5,.282,.384,.536,47.0,52.6,10.0,9.0,.510,14.1,23.5,.196
16,Auburn,/cbb/schools/auburn/men/2023.html,True,34,21,13,.618,14.35,9.29,10,8,14,2,4,8,2474,2302,68.7,105.6,.363,.352,.530,50.4,54.7,11.2,13.6,.495,15.1,32.8,.253,68.7,98.3,.389,.345,.502,49.6,48.2,10.2,9.1,.457,16.2,32.4,.276
17,Austin Peay,/cbb/schools/austin-peay/men/2023.html,False,31,9,22,.290,-12.17,-2.60,3,15,7,8,1,13,2067,2241,66.8,99.4,.277,.385,.510,47.1,52.1,10.6,8.8,.477,15.2,28.0,.201,66.8,107.8,.363,.356,.574,52.9,53.6,9.2,7.3,.539,17.7,30.6,.269
18,Ball State,/cbb/schools/ball-state/men/2023.html,False,32,20,12,.625,-1.20,-3.50,11,7,12,2,6,7,2445,2292,68.5,111.1,.425,.365,.570,52.1,50.2,8.0,9.8,.538,15.4,31.2,.293,68.5,104.2,.300,.330,.536,47.9,37.2,9.0,7.0,.503,14.8,27.7,.218
19,Baylor,/cbb/schools/baylor/men/2023.html,True,34,23,11,.676,17.30,10.54,11,7,14,3,5,5,2619,2389,67.8,113.3,.368,.449,.570,51.5,54.9,9.6,6.9,.532,15.2,34.4,.274,67.8,103.3,.313,.379,.547,48.5,60.0,9.0,9.0,.516,17.4,30.9,.225
20,Bellarmine,/cbb/schools/bellarmine/men/2023.html,False,33,15,18,.455,-7.42,-1.35,9,9,8,6,6,12,2187,2216,62.8,104.7,.251,.433,.562,48.0,58.6,8.8,5.4,.535,15.9,22.1,.189,62.8,106.1,.303,.518,.564,52.0,58.7,8.6,6.8,.536,16.7,27.1,.218
21,Belmont,/cbb/schools/belmont/men/2023.html,False,32,21,11,.656,1.88,-1.93,14,6,12,2,7,7,2447,2299,69.0,109.9,.249,.416,.575,48.4,54.3,10.1,8.1,.553,14.6,25.2,.181,69.0,103.3,.289,.340,.533,51.6,49.3,8.3,10.0,.510,15.9,29.8,.193
22,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2023.html,False,32,12,20,.375,-17.15,-7.82,8,10,8,5,3,13,2172,2401,69.5,97.2,.315,.325,.507,46.2,46.9,10.3,7.7,.473,16.2,27.6,.220,69.5,107.5,.344,.368,.554,53.8,52.2,10.3,9.5,.519,16.8,33.9,.252
23,Binghamton,/cbb/schools/binghamton/men/2023.html,False,31,13,18,.419,-10.44,-5.51,8,8,8,7,5,11,2133,2217,67.0,101.0,.297,.302,.530,51.0,45.5,6.8,8.4,.499,16.7,29.0,.212,67.0,105.0,.347,.346,.533,49.0,41.2,10.8,7.7,.494,13.8,28.0,.253
24,Boise State,/cbb/schools/boise-state/men/2023.html,True,34,24,10,.706,12.78,6.21,13,5,14,1,6,6,2451,2198,66.8,106.8,.303,.378,.553,52.6,43.8,7.5,8.0,.521,14.6,27.4,.222,66.8,95.8,.273,.371,.503,47.4,45.4,7.7,9.0,.473,15.5,23.8,.192
25,Boston College,/cbb/schools/boston-college/men/2023.html,False,33,16,17,.485,1.09,4.73,9,11,9,7,4,7,2197,2317,66.7,99.0,.273,.315,.519,49.3,50.4,9.5,10.4,.487,16.1,27.5,.198,66.7,104.4,.276,.395,.544,50.7,49.0,9.9,8.5,.515,16.0,28.3,.200
26,Boston University,/cbb/schools/boston-university/men/2023.html,False,32,15,17,.469,-8.10,-6.52,8,10,9,4,6,11,2147,2151,66.3,99.7,.284,.391,.513,51.3,44.0,9.5,7.5,.477,15.5,28.6,.210,66.3,99.9,.358,.392,.533,48.7,49.5,9.2,11.0,.500,16.4,24.3,.247
27,Bowling Green State,/cbb/schools/bowling-green-state/men/2023.html,False,31,11,20,.355,-8.46,-3.81,5,13,7,9,4,11,2355,2434,71.2,106.7,.335,.354,.547,50.8,51.0,8.5,8.1,.512,14.9,29.6,.243,71.2,110.3,.332,.381,.566,49.2,52.1,8.4,9.0,.534,14.2,27.6,.242
28,Bradley,/cbb/schools/bradley/men/2023.html,False,35,25,10,.714,6.51,-0.67,16,4,15,1,8,6,2473,2195,65.9,106.8,.275,.391,.550,52.8,50.7,10.3,11.8,.530,15.4,29.2,.183,65.9,94.8,.316,.387,.509,47.2,48.8,9.6,7.0,.467,17.0,23.9,.237
29,Brigham Young,/cbb/schools/brigham-young/men/2023.html,False,34,19,15,.559,9.43,5.40,7,9,12,4,2,7,2568,2376,70.9,106.1,.324,.404,.554,54.0,54.9,10.4,11.4,.523,17.2,31.8,.232,70.9,98.2,.375,.378,.531,46.0,50.2,10.2,7.3,.496,17.2,23.9,.261
30,Brown,/cbb/schools/brown/men/2023.html,False,27,14,13,.519,-2.47,-2.69,7,7,7,5,7,8,1878,1872,69.9,99.1,.298,.399,.528,50.3,54.5,10.2,9.0,.507,16.9,25.3,.191,69.9,98.8,.269,.371,.539,49.7,47.2,9.7,8.8,.512,17.7,23.7,.191
31,Bryant,/cbb/schools/bryant/men/2023.html,False,30,17,13,.567,-3.59,-4.52,8,8,9,4,7,8,2381,2193,73.0,108.3,.331,.392,.565,53.6,47.5,9.1,9.4,.532,16.0,30.1,.243,73.0,99.7,.308,.389,.517,46.4,55.7,9.5,7.9,.485,14.9,24.8,.216
32,Bucknell,/cbb/schools/bucknell/men/2023.html,False,32,12,20,.375,-9.93,-6.96,5,13,7,7,3,13,2161,2192,66.4,100.9,.265,.377,.549,51.5,53.8,8.2,10.3,.523,17.8,25.8,.190,66.4,102.4,.274,.361,.525,48.5,55.6,11.5,9.2,.506,13.7,24.8,.176
33,Buffalo,/cbb/schools/buffalo/men/2023.html,False,32,15,17,.469,-2.97,0.67,9,9,11,4,3,9,2481,2485,74.2,104.1,.316,.348,.539,51.8,51.9,10.7,8.2,.509,16.4,31.9,.223,74.2,104.3,.351,.358,.548,48.2,53.2,8.8,8.0,.516,16.5,27.9,.247
34,Butler,/cbb/schools/butler/men/2023.html,False,32,14,18,.438,5.85,8.54,6,14,10,6,3,10,2088,2174,67.2,97.0,.260,.358,.526,45.2,52.3,10.0,11.0,.495,16.0,19.9,.192,67.2,101.0,.226,.332,.524,54.8,52.5,10.2,9.3,.501,16.2,30.4,.159
35,Cal Poly,/cbb/schools/cal-poly/men/2023.html,False,33,8,25,.242,-7.51,-0.54,1,18,6,11,1,13,2006,2174,65.1,92.7,.306,.355,.505,50.3,47.7,8.4,7.6,.465,18.7,25.8,.228,65.1,100.5,.411,.361,.538,49.7,51.0,9.5,8.8,.495,16.8,24.7,.297
36,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2023.html,False,33,11,22,.333,-8.34,-1.47,6,14,6,8,3,12,1995,2134,63.4,93.9,.289,.247,.495,49.7,48.5,9.6,10.6,.454,17.4,28.6,.220,63.4,100.4,.423,.424,.542,50.3,53.3,9.1,6.1,.500,18.4,28.0,.303
37,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2023.html,False,33,20,13,.606,1.73,-0.27,12,6,11,2,7,8,2283,2148,65.5,102.5,.376,.379,.535,49.0,43.6,9.6,7.7,.500,15.5,26.9,.260,65.5,96.4,.326,.389,.513,51.0,49.3,8.9,8.6,.477,18.2,28.9,.232
38,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2023.html,False,32,7,25,.219,-10.40,-1.74,4,16,7,8,0,14,2028,2194,65.7,96.1,.353,.331,.501,48.6,45.2,9.5,9.2,.454,16.5,28.0,.262,65.7,104.0,.385,.379,.536,51.4,53.9,8.2,7.4,.490,15.8,30.0,.289
39,California,/cbb/schools/california/men/2023.html,False,32,3,29,.094,-3.36,8.43,2,18,3,14,0,12,1866,2243,64.3,90.0,.315,.309,.479,47.0,46.5,7.3,9.1,.437,17.6,25.3,.228,64.3,108.2,.326,.383,.548,53.0,51.6,8.9,11.1,.516,14.0,30.4,.234
40,California Baptist,/cbb/schools/california-baptist/men/2023.html,False,33,17,16,.515,0.21,-0.69,7,10,12,5,4,8,2291,2156,65.9,104.5,.312,.441,.526,52.3,58.1,6.7,8.2,.500,14.8,30.4,.207,65.9,98.4,.289,.327,.509,47.7,46.2,8.3,8.1,.474,14.5,25.1,.210
41,Campbell,/cbb/schools/campbell/men/2023.html,False,34,16,18,.471,-5.23,-4.89,8,10,8,6,4,10,2374,2329,64.6,106.1,.389,.384,.564,49.6,50.1,9.5,9.0,.531,16.1,25.3,.273,64.6,104.1,.312,.415,.552,50.4,48.9,9.2,10.5,.526,16.6,27.1,.217
42,Canisius,/cbb/schools/canisius/men/2023.html,False,30,10,20,.333,-7.05,-3.46,8,12,7,7,3,12,2111,2169,67.5,102.1,.248,.406,.522,48.4,56.5,8.1,6.6,.492,15.0,28.8,.181,67.5,104.9,.274,.317,.549,51.6,49.1,9.1,8.9,.525,16.7,30.0,.191
43,Central Arkansas,/cbb/schools/central-arkansas/men/2023.html,False,31,9,22,.290,-13.72,-3.15,4,14,6,8,2,13,2261,2527,72.7,99.1,.243,.412,.510,48.2,46.9,8.9,8.2,.478,15.7,28.4,.182,72.7,110.7,.291,.392,.566,51.8,46.8,9.9,9.0,.541,14.7,30.1,.205
44,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2023.html,False,32,10,22,.313,-13.68,-9.49,7,9,6,7,4,14,2111,2245,65.7,99.3,.233,.357,.507,49.5,52.1,8.4,10.6,.481,15.4,28.5,.165,65.7,105.6,.264,.372,.543,50.5,56.5,10.1,9.0,.513,14.5,28.2,.197
45,Central Michigan,/cbb/schools/central-michigan/men/2023.html,False,31,10,21,.323,-11.97,-2.62,5,13,6,8,3,12,2038,2263,69.0,94.9,.380,.377,.511,49.8,47.4,8.4,11.5,.472,19.9,31.2,.262,69.0,105.3,.396,.418,.542,50.2,51.9,12.0,8.2,.510,16.6,31.7,.268
46,Charleston Southern,/cbb/schools/charleston-southern/men/2023.html,False,31,10,21,.323,-9.44,-4.47,5,13,6,8,3,12,2251,2305,67.1,107.7,.269,.395,.539,51.0,45.5,7.5,7.8,.511,14.9,32.6,.196,67.1,110.3,.354,.403,.565,49.0,51.1,8.2,8.1,.532,14.6,29.4,.255
47,Charlotte,/cbb/schools/charlotte/men/2023.html,False,36,22,14,.611,3.90,-0.46,9,11,11,4,5,8,2410,2253,61.5,107.0,.249,.413,.576,49.8,53.0,8.8,7.6,.551,15.4,22.3,.187,61.5,100.0,.240,.380,.529,50.2,41.5,8.7,8.9,.502,15.9,24.4,.175
48,Chattanooga,/cbb/schools/chattanooga/men/2023.html,False,35,18,17,.514,-2.34,-3.34,7,11,9,7,6,9,2702,2523,68.9,111.7,.313,.518,.576,51.7,58.0,8.3,10.0,.550,14.8,28.0,.223,68.9,104.3,.279,.425,.531,48.3,45.5,9.0,8.6,.494,13.4,25.8,.214
49,Chicago State,/cbb/schools/chicago-state/men/2023.html,False,31,11,20,.355,-11.29,-3.51,,,8,0,3,20,2180,2264,66.8,104.8,.316,.430,.539,51.2,49.9,8.4,7.5,.505,17.3,34.2,.230,66.8,108.9,.326,.381,.550,48.8,55.5,10.0,11.1,.521,14.8,31.6,.228
50,Cincinnati,/cbb/schools/cincinnati/men/2023.html,False,36,23,13,.639,11.77,4.97,11,7,16,3,5,7,2776,2495,69.9,109.6,.260,.392,.542,51.8,54.7,8.9,9.6,.517,13.0,30.9,.183,69.9,98.5,.288,.312,.512,48.2,50.8,7.5,7.3,.476,15.2,27.1,.213
51,Clemson,/cbb/schools/clemson/men/2023.html,False,34,23,11,.676,10.53,3.71,14,6,15,2,5,6,2540,2308,68.1,109.0,.305,.403,.577,51.5,53.9,7.5,9.2,.541,14.6,23.4,.239,68.1,99.0,.307,.408,.511,48.5,49.5,8.2,7.6,.473,14.5,24.3,.226
52,Cleveland State,/cbb/schools/cleveland-state/men/2023.html,False,35,21,14,.600,-2.60,-5.05,14,6,13,3,7,9,2512,2405,66.5,106.1,.291,.275,.523,49.9,48.5,10.2,9.5,.496,14.5,35.1,.198,66.5,101.6,.302,.378,.520,50.1,49.8,9.1,8.9,.484,17.4,35.1,.221
53,Coastal Carolina,/cbb/schools/coastal-carolina/men/2023.html,False,31,11,20,.355,-8.93,-1.75,5,13,8,8,3,11,2273,2294,69.1,105.3,.284,.375,.533,51.2,46.9,8.7,9.6,.493,15.1,31.6,.222,69.1,106.2,.275,.454,.536,48.8,55.3,9.5,8.5,.507,14.3,29.9,.197
54,Colgate,/cbb/schools/colgate/men/2023.html,True,35,26,9,.743,2.20,-5.86,17,1,14,2,11,4,2733,2426,68.2,114.5,.269,.348,.594,51.7,61.1,10.4,7.7,.581,13.4,25.5,.178,68.2,101.7,.199,.366,.539,48.3,54.5,8.8,8.2,.521,16.1,24.2,.137
55,College of Charleston,/cbb/schools/college-of-charleston/men/2023.html,True,35,31,4,.886,8.40,-4.02,16,2,17,1,11,2,2804,2353,70.7,112.5,.328,.477,.551,54.3,49.8,10.4,7.7,.515,14.1,35.2,.244,70.7,94.4,.248,.322,.505,45.7,45.7,7.9,11.2,.480,17.1,25.4,.168
56,Colorado,/cbb/schools/colorado/men/2023.html,False,35,18,17,.514,11.17,8.39,8,12,13,5,2,9,2445,2348,69.6,100.4,.299,.346,.520,52.5,50.8,10.7,9.8,.490,16.4,30.8,.208,69.6,96.4,.314,.341,.515,47.5,46.7,10.2,10.4,.480,17.1,25.1,.226
57,Colorado State,/cbb/schools/colorado-state/men/2023.html,False,33,15,18,.455,5.64,5.86,6,12,9,7,4,8,2391,2355,66.4,107.9,.296,.385,.586,48.1,62.4,8.4,7.7,.558,15.3,19.9,.220,66.4,106.3,.296,.435,.555,51.9,51.1,8.5,9.7,.524,15.9,27.0,.218
58,Columbia,/cbb/schools/columbia/men/2023.html,False,29,7,22,.241,-14.37,-2.37,2,12,6,9,1,13,1966,2197,70.6,95.2,.282,.413,.502,46.6,48.9,9.5,5.0,.468,17.0,27.0,.201,70.6,106.4,.278,.354,.541,53.4,54.6,9.3,12.2,.516,15.7,32.9,.195
59,Connecticut,/cbb/schools/connecticut/men/2023.html,True,39,31,8,.795,22.95,8.51,13,7,15,2,6,5,3064,2501,68.4,114.9,.308,.417,.573,56.7,63.2,9.2,12.7,.539,15.8,38.4,.234,68.4,93.8,.378,.304,.494,43.3,41.7,9.7,7.7,.444,16.3,26.0,.277
60,Coppin State,/cbb/schools/coppin-state/men/2023.html,False,32,9,23,.281,-14.76,-3.60,4,10,4,6,5,16,2304,2661,73.1,97.0,.372,.443,.547,42.3,46.3,10.4,6.8,.510,18.5,18.6,.267,73.1,112.0,.342,.414,.564,57.7,58.5,10.1,9.9,.532,15.7,35.7,.247
61,Cornell,/cbb/schools/cornell/men/2023.html,False,28,17,11,.607,0.63,-2.41,7,7,11,2,6,8,2287,2129,72.5,112.1,.282,.490,.580,50.0,59.9,13.3,6.3,.556,15.0,29.5,.204,72.5,104.4,.299,.396,.567,50.0,58.9,8.9,9.8,.541,19.2,28.6,.213
62,Creighton,/cbb/schools/creighton/men/2023.html,True,37,24,13,.649,17.83,9.80,14,6,13,2,5,6,2828,2531,69.3,109.6,.284,.417,.576,52.7,57.3,7.2,9.2,.542,14.9,25.3,.222,69.3,98.1,.197,.295,.496,47.3,44.7,8.4,8.2,.471,12.3,23.5,.143
63,Dartmouth,/cbb/schools/dartmouth/men/2023.html,False,28,10,18,.357,-7.98,-2.52,6,8,7,5,3,11,1998,2027,70.8,99.4,.292,.421,.540,49.6,50.1,7.6,10.4,.512,17.9,24.2,.204,70.8,100.9,.299,.348,.532,50.4,44.0,11.7,9.1,.499,15.4,25.5,.217
64,Davidson,/cbb/schools/davidson/men/2023.html,False,32,16,16,.500,1.99,1.47,8,10,7,8,6,6,2236,2197,66.1,104.4,.339,.374,.543,48.7,53.5,8.0,3.5,.503,14.4,24.8,.254,66.1,102.6,.264,.368,.530,51.3,48.8,8.9,11.0,.503,15.2,27.9,.186
65,Dayton,/cbb/schools/dayton/men/2023.html,False,34,22,12,.647,8.71,1.09,12,6,14,2,5,6,2334,2075,63.6,107.2,.355,.373,.560,53.8,62.2,7.5,12.5,.530,16.5,30.8,.248,63.6,95.3,.239,.387,.480,46.2,48.6,9.1,6.9,.450,14.0,27.0,.168
66,Delaware,/cbb/schools/delaware/men/2023.html,False,33,17,16,.515,-5.57,-3.72,8,10,10,5,4,10,2298,2333,67.4,102.6,.331,.366,.534,47.6,47.7,10.2,10.6,.498,14.8,25.3,.241,67.4,104.2,.290,.346,.543,52.4,53.4,9.1,9.2,.513,16.4,29.6,.209
67,Delaware State,/cbb/schools/delaware-state/men/2023.html,False,30,6,24,.200,-17.70,-4.95,4,11,4,8,2,14,1939,2265,69.6,92.1,.286,.314,.495,50.2,52.1,9.9,8.2,.463,19.7,30.7,.197,69.6,107.6,.381,.423,.578,49.8,61.8,11.2,8.9,.550,17.8,28.3,.264
68,Denver,/cbb/schools/denver/men/2023.html,False,32,15,17,.469,-9.56,-5.89,6,12,9,5,4,11,2325,2402,69.1,103.6,.416,.258,.566,53.1,43.5,7.9,8.4,.529,18.9,29.8,.298,69.1,107.0,.270,.403,.546,46.9,51.4,9.6,9.2,.514,14.0,27.2,.204
69,DePaul,/cbb/schools/depaul/men/2023.html,False,33,10,23,.303,2.90,9.03,3,17,7,8,2,12,2349,2551,69.8,100.4,.276,.378,.530,45.7,54.5,9.0,12.0,.497,16.1,25.8,.204,69.8,109.0,.357,.347,.550,54.3,51.9,10.2,9.0,.516,15.2,34.1,.254
70,Detroit Mercy,/cbb/schools/detroit-mercy/men/2023.html,False,33,14,19,.424,-3.21,-3.61,9,11,9,5,5,13,2527,2486,67.8,112.1,.281,.432,.551,52.5,47.1,9.0,5.5,.516,14.5,35.9,.216,67.8,110.3,.290,.392,.566,47.5,52.2,9.5,7.9,.534,14.9,29.4,.219
71,Drake,/cbb/schools/drake/men/2023.html,True,35,27,8,.771,7.84,-1.14,15,5,14,1,6,6,2617,2236,67.0,109.2,.279,.370,.569,52.2,50.2,7.8,7.4,.537,13.8,24.3,.214,67.0,93.3,.270,.380,.495,47.8,43.6,7.7,6.2,.464,15.7,22.2,.190
72,Drexel,/cbb/schools/drexel/men/2023.html,False,32,17,15,.531,-2.27,-5.43,10,8,12,3,3,9,2135,1997,64.0,102.2,.294,.404,.522,51.6,48.4,8.6,8.0,.495,15.4,30.2,.201,64.0,95.6,.240,.284,.500,48.4,47.2,8.9,8.0,.472,16.1,26.9,.169
73,Duke,/cbb/schools/duke/men/2023.html,True,36,27,9,.750,15.83,7.44,14,6,16,0,4,6,2592,2290,65.5,109.5,.299,.353,.548,55.7,56.2,8.6,12.2,.511,15.4,35.9,.229,65.5,96.8,.237,.356,.495,44.3,48.5,9.3,9.8,.460,14.5,26.0,.181
74,Duquesne,/cbb/schools/duquesne/men/2023.html,False,33,20,13,.606,3.48,-0.16,10,8,16,4,3,7,2472,2352,69.4,108.0,.264,.403,.535,49.6,56.3,11.6,10.0,.511,14.6,33.4,.183,69.4,102.8,.351,.338,.537,50.4,52.6,8.5,8.2,.505,17.8,33.1,.244
75,East Carolina,/cbb/schools/east-carolina/men/2023.html,False,33,16,17,.485,-0.29,1.41,6,12,10,6,2,9,2271,2327,68.6,100.4,.371,.416,.509,51.5,56.3,9.5,7.0,.471,16.3,33.0,.255,68.6,102.8,.331,.345,.528,48.5,49.9,9.5,10.5,.492,15.1,28.9,.237
76,East Tennessee State,/cbb/schools/east-tennessee-state/men/2023.html,False,32,12,20,.375,-6.00,-4.44,8,10,7,9,4,9,2211,2208,66.7,103.2,.301,.349,.533,51.3,47.5,9.1,9.4,.509,16.8,31.5,.202,66.7,103.1,.265,.428,.535,48.7,50.6,10.6,6.2,.505,15.9,29.1,.194
77,Eastern Illinois,/cbb/schools/eastern-illinois/men/2023.html,False,31,9,22,.290,-14.09,-6.75,5,13,6,9,3,12,2134,2235,70.7,96.9,.329,.274,.513,47.2,56.3,11.8,10.1,.488,16.8,25.8,.210,70.7,101.5,.321,.426,.537,52.8,59.3,9.2,8.3,.507,18.0,31.3,.224
78,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2023.html,False,37,23,14,.622,-1.47,-1.62,12,6,14,2,5,10,2909,2720,72.0,107.3,.241,.373,.525,51.9,50.3,10.9,12.7,.505,13.8,34.1,.159,72.0,100.4,.257,.397,.529,48.1,53.8,8.9,6.7,.498,17.3,29.0,.191
79,Eastern Michigan,/cbb/schools/eastern-michigan/men/2023.html,False,31,8,23,.258,-11.05,-1.88,5,13,6,7,2,13,2239,2505,70.3,101.9,.315,.333,.533,45.9,37.2,8.8,6.2,.492,14.9,25.0,.241,70.3,114.0,.350,.415,.582,54.1,46.8,8.9,7.1,.555,15.1,32.5,.246
80,Eastern Washington,/cbb/schools/eastern-washington/men/2023.html,False,34,23,11,.676,1.47,-1.62,16,2,11,2,10,7,2607,2429,68.9,111.2,.310,.440,.598,53.7,56.2,7.5,9.5,.569,17.5,29.2,.234,68.9,103.6,.291,.440,.532,46.3,49.5,9.3,6.0,.497,14.4,25.6,.218
81,Elon,/cbb/schools/elon/men/2023.html,False,32,8,24,.250,-12.85,-4.38,6,12,5,9,3,12,2094,2291,67.0,97.7,.277,.403,.517,48.4,51.0,9.1,6.7,.486,16.3,25.7,.197,67.0,106.9,.279,.451,.541,51.6,57.2,9.2,9.0,.514,14.8,29.8,.198
82,Evansville,/cbb/schools/evansville/men/2023.html,False,32,5,27,.156,-15.14,-1.54,1,19,3,10,1,14,1997,2432,69.8,89.4,.294,.336,.476,45.1,45.0,10.0,5.8,.451,15.8,20.7,.185,69.8,108.9,.301,.412,.588,54.9,57.9,8.3,7.0,.557,16.9,25.5,.229
