,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2022-11-07-19-kennesaw-state.html,"Mon, Nov 7, 2022",7:00p,REG,LaGrange,,W,99,56,1,0,W 1,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,,,,
1,/cbb/boxscores/2022-11-11-19-florida.html,"Fri, Nov 11, 2022",7:00p,REG,Florida,SEC,L,78,88,1,1,L 1,Stephen C. O''Connell Center,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/florida/men/2023.html,/cbb/conferences/sec/men/2023.html,10.90,
2,/cbb/boxscores/2022-11-14-19-kennesaw-state.html,"Mon, Nov 14, 2022",7:00p,REG,Brewton-Parker,,W,95,36,2,1,W 1,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,,,,
3,/cbb/boxscores/2022-11-18-16-kennesaw-state.html,"Fri, Nov 18, 2022",4:00p,REG,Southeastern Louisiana,Southland,W,72,68,3,1,W 2,George M. Holmes Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,N,/cbb/schools/southeastern-louisiana/men/2023.html,/cbb/conferences/southland/men/2023.html,-8.00,
4,/cbb/boxscores/2022-11-19-19-appalachian-state.html,"Sat, Nov 19, 2022",7:00p,REG,Appalachian State,Sun Belt,W,71,67,4,1,W 3,George M. Holmes Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/appalachian-state/men/2023.html,/cbb/conferences/sun-belt/men/2023.html,-1.50,
5,/cbb/boxscores/2022-11-20-12-campbell.html,"Sun, Nov 20, 2022",12:00p,REG,Campbell,Big South,L,61,85,4,2,L 1,George M. Holmes Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,N,/cbb/schools/campbell/men/2023.html,/cbb/conferences/big-south/men/2023.html,-5.23,
6,/cbb/boxscores/2022-11-26-00-virginia-commonwealth.html,"Sat, Nov 26, 2022",4:00p,REG,Virginia Commonwealth,A-10,L,61,64,4,3,L 2,Stuart Siegel Center,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/virginia-commonwealth/men/2023.html,/cbb/conferences/atlantic-10/men/2023.html,9.89,
7,/cbb/boxscores/2022-12-02-00-mercer.html,"Fri, Dec 2, 2022",7:00p,REG,Mercer,Southern,W,66,63,5,3,W 1,University Center,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/mercer/men/2023.html,/cbb/conferences/southern/men/2023.html,-5.11,
8,/cbb/boxscores/2022-12-05-19-charleston-southern.html,"Mon, Dec 5, 2022",7:00p,REG,Charleston Southern,Big South,W,76,65,6,3,W 2,Buccaneer Field House,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/charleston-southern/men/2023.html,/cbb/conferences/big-south/men/2023.html,-9.44,
9,/cbb/boxscores/2022-12-12-03-san-diego-state.html,"Mon, Dec 12, 2022",10:00p,REG,San Diego State,MWC,L,54,88,6,4,L 1,Viejas Arena,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/san-diego-state/men/2023.html,/cbb/conferences/mwc/men/2023.html,15.81,
10,/cbb/boxscores/2022-12-17-14-kennesaw-state.html,"Sat, Dec 17, 2022",2:00p,REG,Georgia College,,W,79,55,7,4,W 1,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,,,,
11,/cbb/boxscores/2022-12-20-19-kennesaw-state.html,"Tue, Dec 20, 2022",7:00p,REG,South Carolina Upstate,Big South,W,65,56,8,4,W 2,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/south-carolina-upstate/men/2023.html,/cbb/conferences/big-south/men/2023.html,-7.44,
12,/cbb/boxscores/2022-12-23-19-indiana.html,"Fri, Dec 23, 2022",7:00p,REG,Indiana,Big Ten,L,55,69,8,5,L 1,Simon Skjodt Assembly Hall,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/indiana/men/2023.html,/cbb/conferences/big-ten/men/2023.html,14.94,
13,/cbb/boxscores/2022-12-31-14-kennesaw-state.html,"Sat, Dec 31, 2022",2:00p,REG,Central Arkansas,A-Sun,W,82,66,9,5,W 1,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/central-arkansas/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-13.72,
14,/cbb/boxscores/2023-01-02-18-kennesaw-state.html,"Mon, Jan 2, 2023",6:30p,REG,Eastern Kentucky,A-Sun,W,79,75,10,5,W 2,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/eastern-kentucky/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-1.47,
15,/cbb/boxscores/2023-01-05-17-north-florida.html,"Thu, Jan 5, 2023",7:00p,REG,North Florida,A-Sun,L,86,89,10,6,L 1,UNF Arena,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/north-florida/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-6.75,
16,/cbb/boxscores/2023-01-07-20-queens-nc.html,"Sat, Jan 7, 2023",8:00p,REG,Queens (NC),A-Sun,W,76,67,11,6,W 1,Curry Arena,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/queens-nc/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-4.16,
17,/cbb/boxscores/2023-01-12-19-kennesaw-state.html,"Thu, Jan 12, 2023",7:00p,REG,Jacksonville,A-Sun,W,81,68,12,6,W 2,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/jacksonville/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-6.19,
18,/cbb/boxscores/2023-01-14-14-kennesaw-state.html,"Sat, Jan 14, 2023",2:00p,REG,North Florida,A-Sun,W,86,72,13,6,W 3,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/north-florida/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-6.75,
19,/cbb/boxscores/2023-01-19-19-stetson.html,"Thu, Jan 19, 2023",7:00p,REG,Stetson,A-Sun,W,82,81,14,6,W 4,Edmunds Center,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/stetson/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-2.83,OT
20,/cbb/boxscores/2023-01-21-19-florida-gulf-coast.html,"Sat, Jan 21, 2023",7:00p,REG,Florida Gulf Coast,A-Sun,W,65,63,15,6,W 5,Alico Arena,/cbb/schools/kennesaw-state/men/2023.html,@,/cbb/schools/florida-gulf-coast/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-2.63,
21,/cbb/boxscores/2023-01-26-19-kennesaw-state.html,"Thu, Jan 26, 2023",7:30p,REG,Austin Peay,A-Sun,W,84,57,16,6,W 6,KSU Convocation Center,/cbb/schools/kennesaw-state/men/2023.html,,/cbb/schools/austin-peay/men/2023.html,/cbb/conferences/atlantic-sun/men/2023.html,-12.17,
