,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
10,/cbb/boxscores/2017-12-16-20-marshall.html,"Sat, Dec 16, 2017",8:00p,REG,/cbb/schools/ohio/men/2018.html,Ohio,/cbb/conferences/mac/men/2018.html,MAC,-2.52,W,99,96,OT,8,3,W 4,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
11,/cbb/boxscores/2017-12-19-18-xavier.html,"Tue, Dec 19, 2017",6:30p,REG,/cbb/schools/xavier/men/2018.html,Xavier,/cbb/conferences/big-east/men/2018.html,Big East,19.06,L,77,81,,8,4,L 1,Cintas Center,/cbb/schools/marshall/men/2018.html,@
12,/cbb/boxscores/2017-12-22-19-marshall.html,"Fri, Dec 22, 2017",7:00p,REG,/cbb/schools/eastern-kentucky/men/2018.html,Eastern Kentucky,/cbb/conferences/ovc/men/2018.html,OVC,-10.57,W,91,71,,9,4,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
13,/cbb/boxscores/2017-12-28-19-marshall.html,"Thu, Dec 28, 2017",7:00p,REG,/cbb/schools/southern-mississippi/men/2018.html,Southern Mississippi,/cbb/conferences/cusa/men/2018.html,CUSA,-4.26,W,85,66,,10,4,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
14,/cbb/boxscores/2017-12-30-19-marshall.html,"Sat, Dec 30, 2017",7:00p,REG,/cbb/schools/louisiana-tech/men/2018.html,Louisiana Tech,/cbb/conferences/cusa/men/2018.html,CUSA,1.33,W,78,65,,11,4,W 3,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
15,/cbb/boxscores/2018-01-06-19-marshall.html,"Sat, Jan 6, 2018",7:00p,REG,/cbb/schools/western-kentucky/men/2018.html,Western Kentucky,/cbb/conferences/cusa/men/2018.html,CUSA,11.08,L,87,112,,11,5,L 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
16,/cbb/boxscores/2018-01-11-19-charlotte.html,"Thu, Jan 11, 2018",7:00p,REG,/cbb/schools/charlotte/men/2018.html,Charlotte,/cbb/conferences/cusa/men/2018.html,CUSA,-10.13,W,91,83,,12,5,W 1,Dale F. Halton Arena,/cbb/schools/marshall/men/2018.html,@
17,/cbb/boxscores/2018-01-13-19-old-dominion.html,"Sat, Jan 13, 2018",7:00p,REG,/cbb/schools/old-dominion/men/2018.html,Old Dominion,/cbb/conferences/cusa/men/2018.html,CUSA,9.27,L,76,82,,12,6,L 1,Ted Constant Convocaation Center,/cbb/schools/marshall/men/2018.html,@
18,/cbb/boxscores/2018-01-18-20-marshall.html,"Thu, Jan 18, 2018",8:00p,REG,/cbb/schools/middle-tennessee/men/2018.html,Middle Tennessee,/cbb/conferences/cusa/men/2018.html,CUSA,10.29,W,73,63,,13,6,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
19,/cbb/boxscores/2018-01-20-19-marshall.html,"Sat, Jan 20, 2018",7:00p,REG,/cbb/schools/alabama-birmingham/men/2018.html,UAB,/cbb/conferences/cusa/men/2018.html,CUSA,4.90,W,86,78,OT,14,6,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
20,/cbb/boxscores/2018-01-27-19-western-kentucky.html,"Sat, Jan 27, 2018",7:00p,REG,/cbb/schools/western-kentucky/men/2018.html,Western Kentucky,/cbb/conferences/cusa/men/2018.html,CUSA,11.08,L,74,85,,14,7,L 1,E. A. Diddle Arena,/cbb/schools/marshall/men/2018.html,@
21,/cbb/boxscores/2018-02-01-20-texas-san-antonio.html,"Thu, Feb 1, 2018",8:00p,REG,/cbb/schools/texas-san-antonio/men/2018.html,UTSA,/cbb/conferences/cusa/men/2018.html,CUSA,-1.24,L,77,81,,14,8,L 2,Convocation Center,/cbb/schools/marshall/men/2018.html,@
22,/cbb/boxscores/2018-02-03-21-texas-el-paso.html,"Sat, Feb 3, 2018",9:00p,REG,/cbb/schools/texas-el-paso/men/2018.html,UTEP,/cbb/conferences/cusa/men/2018.html,CUSA,-5.31,W,74,65,,15,8,W 1,Don Haskins Center,/cbb/schools/marshall/men/2018.html,@
23,/cbb/boxscores/2018-02-08-20-marshall.html,"Thu, Feb 8, 2018",8:00p,REG,/cbb/schools/florida-international/men/2018.html,Florida International,/cbb/conferences/cusa/men/2018.html,CUSA,-4.30,W,76,66,,16,8,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
24,/cbb/boxscores/2018-02-10-19-marshall.html,"Sat, Feb 10, 2018",7:00p,REG,/cbb/schools/florida-atlantic/men/2018.html,Florida Atlantic,/cbb/conferences/cusa/men/2018.html,CUSA,-5.35,W,79,68,,17,8,W 3,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
25,/cbb/boxscores/2018-02-15-20-rice.html,"Thu, Feb 15, 2018",8:00p,REG,/cbb/schools/rice/men/2018.html,Rice,/cbb/conferences/cusa/men/2018.html,CUSA,-8.63,W,93,80,,18,8,W 4,Tudor Fieldhouse,/cbb/schools/marshall/men/2018.html,@
26,/cbb/boxscores/2018-02-17-18-north-texas.html,"Sat, Feb 17, 2018",6:00p,REG,/cbb/schools/north-texas/men/2018.html,North Texas,/cbb/conferences/cusa/men/2018.html,CUSA,1.16,W,74,72,,19,8,W 5,UNT Coliseum,/cbb/schools/marshall/men/2018.html,@
27,/cbb/boxscores/2018-02-22-19-marshall.html,"Thu, Feb 22, 2018",7:00p,REG,/cbb/schools/old-dominion/men/2018.html,Old Dominion,/cbb/conferences/cusa/men/2018.html,CUSA,9.27,L,79,84,,19,9,L 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
28,/cbb/boxscores/2018-02-24-19-marshall.html,"Sat, Feb 24, 2018",7:00p,REG,/cbb/schools/charlotte/men/2018.html,Charlotte,/cbb/conferences/cusa/men/2018.html,CUSA,-10.13,W,103,75,,20,9,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
29,/cbb/boxscores/2018-03-01-20-alabama-birmingham.html,"Thu, Mar 1, 2018",8:00p,REG,/cbb/schools/alabama-birmingham/men/2018.html,UAB,/cbb/conferences/cusa/men/2018.html,CUSA,4.90,L,77,91,,20,10,L 1,Bartow Arena,/cbb/schools/marshall/men/2018.html,@
30,/cbb/boxscores/2018-03-03-19-middle-tennessee.html,"Sat, Mar 3, 2018",7:00p,REG,/cbb/schools/middle-tennessee/men/2018.html,Middle Tennessee,/cbb/conferences/cusa/men/2018.html,CUSA,10.29,W,76,67,,21,10,W 1,Murphy Center,/cbb/schools/marshall/men/2018.html,@
31,/cbb/boxscores/2018-03-08-19-marshall.html,"Thu, Mar 8, 2018",7:30p,CTOURN,/cbb/schools/texas-san-antonio/men/2018.html,UTSA,/cbb/conferences/cusa/men/2018.html,CUSA,-1.24,W,95,81,,22,10,W 2,Ford Center at the Star,/cbb/schools/marshall/men/2018.html,N
32,/cbb/boxscores/2018-03-09-13-marshall.html,"Fri, Mar 9, 2018",1:30p,CTOURN,/cbb/schools/southern-mississippi/men/2018.html,Southern Mississippi,/cbb/conferences/cusa/men/2018.html,CUSA,-4.26,W,85,75,,23,10,W 3,Ford Center at the Star,/cbb/schools/marshall/men/2018.html,N
33,/cbb/boxscores/2018-03-10-20-western-kentucky.html,"Sat, Mar 10, 2018",8:30p,CTOURN,/cbb/schools/western-kentucky/men/2018.html,Western Kentucky,/cbb/conferences/cusa/men/2018.html,CUSA,11.08,W,67,66,,24,10,W 4,Ford Center at the Star,/cbb/schools/marshall/men/2018.html,N
34,/cbb/boxscores/2018-03-16-13-wichita-state.html,"Fri, Mar 16, 2018",1:30p,NCAA,/cbb/schools/wichita-state/men/2018.html,Wichita State,/cbb/conferences/aac/men/2018.html,AAC,16.58,W,81,75,,25,10,W 5,Viejas Arena,/cbb/schools/marshall/men/2018.html,N
35,/cbb/boxscores/2018-03-18-21-west-virginia.html,"Sun, Mar 18, 2018",9:40p,NCAA,/cbb/schools/west-virginia/men/2018.html,West Virginia,/cbb/conferences/big-12/men/2018.html,Big 12,19.89,L,71,94,,25,11,L 1,Viejas Arena,/cbb/schools/marshall/men/2018.html,N
