,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2017-11-10-20-marshall.html,"Fri, Nov 10, 2017",8:00p,REG,/cbb/schools/tennessee-martin/men/2018.html,Tennessee-Martin,/cbb/conferences/ovc/men/2018.html,OVC,-10.52,W,102,91,OT,1,0,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
1,/cbb/boxscores/2017-11-13-19-marshall.html,"Mon, Nov 13, 2017",7:00p,REG,/cbb/schools/southern/men/2018.html,Southern,/cbb/conferences/swac/men/2018.html,SWAC,-14.54,W,83,74,,2,0,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
2,/cbb/boxscores/2017-11-16-19-morehead-state.html,"Thu, Nov 16, 2017",7:00p,REG,/cbb/schools/morehead-state/men/2018.html,Morehead State,/cbb/conferences/ovc/men/2018.html,OVC,-10.65,L,83,86,,2,1,L 1,Ellis T. Johnson Arena,/cbb/schools/marshall/men/2018.html,@
3,/cbb/boxscores/2017-11-19-17-illinois.html,"Sun, Nov 19, 2017",5:00p,REG,/cbb/schools/illinois/men/2018.html,Illinois,/cbb/conferences/big-ten/men/2018.html,Big Ten,8.50,L,74,91,,2,2,L 2,State Farm Center,/cbb/schools/marshall/men/2018.html,@
4,/cbb/boxscores/2017-11-22-20-marshall.html,"Wed, Nov 22, 2017",8:00p,REG,/cbb/schools/north-carolina-central/men/2018.html,North Carolina Central,/cbb/conferences/meac/men/2018.html,MEAC,-13.18,W,92,84,,3,2,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
5,/cbb/boxscores/2017-11-26-16-marshall.html,"Sun, Nov 26, 2017",4:00p,REG,,Concord,,,,W,106,70,,4,2,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
6,/cbb/boxscores/2017-11-29-19-william-mary.html,"Wed, Nov 29, 2017",7:00p,REG,/cbb/schools/william-mary/men/2018.html,William & Mary,/cbb/conferences/colonial/men/2018.html,CAA,-1.37,L,104,114,,4,3,L 1,Kaplan Arena at William and Mary Hall,/cbb/schools/marshall/men/2018.html,@
7,/cbb/boxscores/2017-12-02-19-marshall.html,"Sat, Dec 2, 2017",7:00p,REG,/cbb/schools/akron/men/2018.html,Akron,/cbb/conferences/mac/men/2018.html,MAC,-6.82,W,86,64,,5,3,W 1,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
8,/cbb/boxscores/2017-12-05-19-marshall.html,"Tue, Dec 5, 2017",7:00p,REG,/cbb/schools/chattanooga/men/2018.html,Chattanooga,/cbb/conferences/southern/men/2018.html,Southern,-11.09,W,70,66,,6,3,W 2,Cam Henderson Center,/cbb/schools/marshall/men/2018.html,
9,/cbb/boxscores/2017-12-09-19-toledo.html,"Sat, Dec 9, 2017",7:00p,REG,/cbb/schools/toledo/men/2018.html,Toledo,/cbb/conferences/mac/men/2018.html,MAC,2.65,W,93,87,,7,3,W 3,Savage Arena,/cbb/schools/marshall/men/2018.html,@
