,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
54,Colorado,/cbb/schools/colorado/men/2018.html,False,32,17,15,.531,6.06,7.00,8,10,12,3,1,10,2307,2337,69.5,102.5,.333,.365,.542,52.4,50.5,6.2,10.5,.506,17.5,29.4,.243,69.5,103.8,.340,.389,.527,47.6,45.8,10.4,11.0,.493,13.3,26.3,.239
55,Colorado State,/cbb/schools/colorado-state/men/2018.html,False,32,11,21,.344,-3.86,3.79,4,14,8,8,3,10,2314,2537,71.4,100.0,.335,.352,.514,50.7,50.4,8.2,9.5,.476,15.9,30.7,.241,71.4,109.7,.353,.439,.566,49.3,57.2,8.6,6.5,.537,15.3,28.0,.249
56,Columbia,/cbb/schools/columbia/men/2018.html,False,27,8,19,.296,-5.63,-3.02,5,9,7,5,1,14,2062,2085,71.0,106.6,.241,.435,.549,49.0,51.5,9.2,10.4,.522,15.2,27.6,.179,71.0,107.8,.314,.445,.564,51.0,56.0,8.4,7.6,.533,16.1,28.6,.230
57,Connecticut,/cbb/schools/connecticut/men/2018.html,False,32,14,18,.438,1.08,6.05,7,11,11,5,2,9,2181,2340,67.1,99.9,.324,.360,.516,48.2,43.8,8.7,11.2,.475,16.0,29.4,.241,67.1,107.2,.339,.426,.543,51.8,54.7,7.5,8.3,.511,15.7,32.8,.239
58,Coppin State,/cbb/schools/coppin-state/men/2018.html,False,32,5,27,.156,-20.96,-7.24,5,11,4,6,1,20,1945,2384,69.1,86.3,.272,.476,.472,44.8,51.4,7.6,7.0,.433,18.3,22.3,.201,69.1,105.7,.376,.386,.533,55.2,55.4,8.0,10.7,.492,15.3,31.9,.273
59,Cornell,/cbb/schools/cornell/men/2018.html,False,28,12,16,.429,-8.80,-3.24,6,8,8,4,4,11,2124,2250,70.7,104.5,.356,.396,.563,48.0,60.3,7.1,8.7,.529,16.6,24.2,.260,70.7,110.7,.289,.371,.554,52.0,50.3,9.2,10.4,.525,13.6,30.2,.210
60,Creighton,/cbb/schools/creighton/men/2018.html,True,33,21,12,.636,16.35,8.10,10,8,16,2,4,7,2756,2444,72.8,113.8,.259,.450,.599,51.0,58.3,7.7,6.7,.575,13.9,22.5,.194,72.8,100.9,.245,.375,.523,49.0,50.7,8.3,8.8,.496,14.2,24.0,.176
61,Dartmouth,/cbb/schools/dartmouth/men/2018.html,False,27,7,20,.259,-10.31,-4.00,3,11,6,6,1,14,1841,1970,67.8,100.2,.327,.383,.548,48.5,55.1,8.3,9.3,.517,17.9,23.7,.233,67.8,107.2,.249,.407,.568,51.5,52.2,9.1,8.7,.537,16.3,26.7,.195
62,Davidson,/cbb/schools/davidson/men/2018.html,True,33,21,12,.636,11.02,2.57,13,5,11,1,6,8,2519,2240,65.3,115.7,.246,.484,.602,50.8,61.3,7.1,6.1,.574,13.1,22.6,.196,65.3,102.9,.296,.417,.538,49.2,52.0,7.3,8.6,.512,14.5,23.3,.203
63,Dayton,/cbb/schools/dayton/men/2018.html,False,31,14,17,.452,1.64,2.71,8,10,12,4,1,10,2244,2277,67.0,106.4,.318,.440,.583,49.7,60.7,7.7,7.3,.555,18.1,25.5,.232,67.0,107.9,.292,.390,.570,50.3,55.5,8.8,7.9,.544,16.3,27.6,.209
64,Delaware,/cbb/schools/delaware/men/2018.html,False,33,14,19,.424,-6.93,-2.96,6,12,7,8,4,10,2338,2428,67.0,105.0,.349,.311,.533,50.2,44.9,7.4,6.4,.508,13.9,27.2,.228,67.0,109.0,.301,.388,.556,49.8,52.1,7.9,7.6,.527,13.4,26.2,.218
65,Delaware State,/cbb/schools/delaware-state/men/2018.html,False,32,4,28,.125,-24.57,-9.30,2,14,4,9,0,18,2034,2458,66.9,93.6,.290,.332,.502,48.2,46.9,8.7,8.2,.471,19.4,30.4,.201,66.9,113.1,.355,.446,.577,51.8,56.5,11.0,8.9,.550,16.1,33.6,.249
66,Denver,/cbb/schools/denver/men/2018.html,False,30,15,15,.500,-5.21,-2.53,8,6,10,4,3,9,2192,2189,68.7,104.6,.318,.310,.560,54.4,56.3,6.2,7.4,.535,18.7,31.4,.221,68.7,104.4,.360,.434,.544,45.6,44.2,9.5,7.4,.507,14.3,23.9,.260
67,DePaul,/cbb/schools/depaul/men/2018.html,False,31,11,20,.355,6.55,8.45,4,14,6,10,4,7,2230,2289,71.2,100.6,.294,.327,.512,51.7,56.8,9.0,9.2,.479,16.5,32.9,.208,71.2,103.3,.323,.431,.555,48.3,58.8,9.9,7.2,.520,17.8,28.1,.240
68,Detroit Mercy,/cbb/schools/detroit-mercy/men/2018.html,False,32,8,24,.250,-12.47,-2.07,4,14,5,11,2,11,2516,2743,75.4,103.9,.306,.401,.541,47.5,49.5,8.8,7.1,.504,15.8,27.8,.231,75.4,113.3,.374,.378,.586,52.5,54.7,8.7,11.5,.557,15.6,31.4,.265
69,Drake,/cbb/schools/drake/men/2018.html,False,34,17,17,.500,-0.51,0.58,10,8,11,3,4,11,2506,2495,69.3,104.1,.325,.403,.551,48.4,58.5,8.5,6.7,.510,15.3,23.4,.250,69.3,103.6,.243,.378,.539,51.6,54.3,8.4,10.4,.515,15.1,26.8,.172
70,Drexel,/cbb/schools/drexel/men/2018.html,False,33,13,20,.394,-7.20,-2.48,6,12,9,5,2,11,2454,2591,70.1,104.4,.324,.351,.533,49.9,43.2,7.5,10.0,.498,15.1,30.7,.234,70.1,110.3,.310,.327,.550,50.1,49.8,9.2,8.3,.521,13.7,30.9,.219
71,Duke,/cbb/schools/duke/men/2018.html,True,37,29,8,.784,24.43,9.70,13,5,15,1,6,5,3121,2576,70.6,118.6,.346,.363,.586,55.5,57.6,10.5,12.4,.559,14.7,38.8,.246,70.6,97.9,.223,.368,.493,44.5,56.1,8.0,6.7,.464,14.8,29.7,.162
72,Duquesne,/cbb/schools/duquesne/men/2018.html,False,32,16,16,.500,-1.08,-3.33,7,11,13,6,2,7,2317,2245,66.5,106.4,.354,.398,.529,51.2,47.7,8.5,11.7,.497,14.9,33.0,.242,66.5,103.1,.364,.324,.540,48.8,56.2,7.9,8.4,.508,16.2,28.9,.252
73,East Carolina,/cbb/schools/east-carolina/men/2018.html,False,30,10,20,.333,-8.72,-0.22,4,14,8,11,2,8,1993,2248,68.8,95.3,.287,.346,.509,47.9,52.4,7.1,7.9,.483,18.0,27.8,.191,68.8,107.5,.311,.352,.542,52.1,58.2,9.5,9.1,.515,14.8,32.5,.213
74,East Tennessee State,/cbb/schools/east-tennessee-state/men/2018.html,False,34,25,9,.735,3.72,-4.09,14,4,12,4,11,4,2556,2241,69.7,107.9,.331,.363,.564,52.9,54.0,11.2,12.7,.536,16.7,31.2,.235,69.7,94.6,.322,.406,.504,47.1,48.2,8.7,8.7,.468,18.4,27.8,.226
75,Eastern Illinois,/cbb/schools/eastern-illinois/men/2018.html,False,31,12,19,.387,-8.33,-3.40,7,11,7,6,4,12,2065,2120,66.4,99.9,.319,.363,.519,49.9,53.6,8.8,13.1,.489,17.3,30.3,.218,66.4,102.6,.325,.379,.541,50.1,56.2,9.4,9.0,.509,17.3,29.6,.232
76,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2018.html,False,31,11,20,.355,-10.57,-3.68,5,13,6,7,5,12,2230,2371,69.8,102.6,.337,.359,.540,48.0,52.1,8.9,9.9,.501,16.3,27.6,.252,69.8,109.1,.344,.363,.566,52.0,55.9,10.0,9.3,.542,16.4,31.1,.232
77,Eastern Michigan,/cbb/schools/eastern-michigan/men/2018.html,False,35,22,13,.629,-0.23,-2.81,11,7,14,3,7,9,2509,2339,67.5,105.0,.298,.347,.547,49.7,48.2,12.7,18.6,.522,16.3,30.0,.203,67.5,97.9,.298,.393,.509,50.3,63.4,10.0,8.2,.473,18.0,32.0,.215
78,Eastern Washington,/cbb/schools/eastern-washington/men/2018.html,False,35,20,15,.571,-0.03,-1.54,13,5,11,1,6,12,2619,2520,69.2,107.4,.284,.411,.572,49.6,47.0,7.6,8.1,.541,14.9,22.4,.217,69.2,103.3,.359,.339,.543,50.4,52.5,7.9,6.5,.507,15.1,24.2,.258
79,Elon,/cbb/schools/elon/men/2018.html,False,32,14,18,.438,-6.89,-1.69,6,12,8,5,4,12,2346,2437,68.0,104.5,.239,.504,.550,48.2,60.2,6.2,5.8,.527,14.9,22.6,.170,68.0,108.6,.225,.442,.540,51.8,47.1,9.3,10.0,.519,12.7,27.9,.158
80,Evansville,/cbb/schools/evansville/men/2018.html,False,32,17,15,.531,0.68,1.35,7,11,15,3,2,10,2094,2045,65.7,99.1,.350,.271,.543,50.8,57.0,9.0,9.5,.498,18.3,24.8,.271,65.7,96.8,.321,.429,.523,49.2,56.2,10.8,11.3,.492,18.3,25.5,.221
81,Fairfield,/cbb/schools/fairfield/men/2018.html,False,33,17,16,.515,-4.98,-3.68,9,9,10,3,3,10,2506,2549,72.1,103.3,.309,.444,.544,48.3,55.3,8.7,7.6,.514,15.4,24.4,.220,72.1,105.1,.368,.355,.557,51.7,47.6,8.2,8.2,.525,16.7,26.9,.260
82,FDU,/cbb/schools/fairleigh-dickinson/men/2018.html,False,31,13,18,.419,-10.41,-5.66,9,9,8,5,5,13,2313,2350,71.8,103.9,.307,.334,.540,48.3,49.4,9.9,8.7,.508,16.6,30.8,.223,71.8,105.6,.345,.381,.545,51.7,55.9,9.3,7.1,.506,17.3,34.4,.257
