,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2017-11-10-20-southern-methodist.html,"Fri, Nov 10, 2017",8:00p,REG,@,/cbb/schools/southern-methodist/men/2018.html,Southern Methodist,/cbb/conferences/aac/men/2018.html,AAC,9.08,L,67,78,0,1,L 1,Moody Coliseum,/cbb/schools/maryland-baltimore-county/men/2018.html
1,/cbb/boxscores/2017-11-12-18-arizona.html,"Sun, Nov 12, 2017",6:00p,REG,@,/cbb/schools/arizona/men/2018.html,Arizona,/cbb/conferences/pac-12/men/2018.html,Pac-12,15.67,L,78,103,0,2,L 2,McKale Center,/cbb/schools/maryland-baltimore-county/men/2018.html
2,/cbb/boxscores/2017-11-16-19-maryland-baltimore-county.html,"Thu, Nov 16, 2017",7:00p,REG,,,Central Pennsylvania College,,,,W,93,62,1,2,W 1,Retriever Activities Center,/cbb/schools/maryland-baltimore-county/men/2018.html
3,/cbb/boxscores/2017-11-19-14-colgate.html,"Sun, Nov 19, 2017",2:00p,REG,@,/cbb/schools/colgate/men/2018.html,Colgate,/cbb/conferences/patriot/men/2018.html,Patriot,-4.85,L,88,93,1,3,L 1,Cotterell Court,/cbb/schools/maryland-baltimore-county/men/2018.html
4,/cbb/boxscores/2017-11-23-12-maryland-baltimore-county.html,"Thu, Nov 23, 2017",12:00p,REG,,/cbb/schools/chicago-state/men/2018.html,Chicago State,/cbb/conferences/wac/men/2018.html,WAC,-21.53,W,84,73,2,3,W 1,Retriever Activities Center,/cbb/schools/maryland-baltimore-county/men/2018.html
5,/cbb/boxscores/2017-11-24-14-maryland-baltimore-county.html,"Fri, Nov 24, 2017",2:30p,REG,,/cbb/schools/nicholls-state/men/2018.html,Nicholls State,/cbb/conferences/southland/men/2018.html,Southland,-3.54,W,89,88,3,3,W 2,Retriever Activities Center,/cbb/schools/maryland-baltimore-county/men/2018.html
6,/cbb/boxscores/2017-11-27-12-maryland-baltimore-county.html,"Mon, Nov 27, 2017",12:00p,REG,,,Shenandoah,,,,W,88,59,4,3,W 3,Retriever Activities Center,/cbb/schools/maryland-baltimore-county/men/2018.html
7,/cbb/boxscores/2017-12-01-17-maryland-baltimore-county.html,"Fri, Dec 1, 2017",5:00p,REG,N,/cbb/schools/army/men/2018.html,Army,/cbb/conferences/patriot/men/2018.html,Patriot,-8.62,L,70,81,4,4,L 1,McAlister Field House,/cbb/schools/maryland-baltimore-county/men/2018.html
8,/cbb/boxscores/2017-12-02-15-citadel.html,"Sat, Dec 2, 2017",3:00p,REG,@,/cbb/schools/citadel/men/2018.html,The Citadel,/cbb/conferences/southern/men/2018.html,Southern,-13.64,W,98,72,5,4,W 1,McAlister Field House,/cbb/schools/maryland-baltimore-county/men/2018.html
9,/cbb/boxscores/2017-12-06-19-delaware-state.html,"Wed, Dec 6, 2017",7:30p,REG,@,/cbb/schools/delaware-state/men/2018.html,Delaware State,/cbb/conferences/meac/men/2018.html,MEAC,-24.57,W,81,60,6,4,W 2,Memorial Hall,/cbb/schools/maryland-baltimore-county/men/2018.html
10,/cbb/boxscores/2017-12-09-14-towson.html,"Sat, Dec 9, 2017",2:00p,REG,@,/cbb/schools/towson/men/2018.html,Towson,/cbb/conferences/colonial/men/2018.html,CAA,-0.12,L,65,78,6,5,L 1,SECU Arena,/cbb/schools/maryland-baltimore-county/men/2018.html
11,/cbb/boxscores/2017-12-12-19-maryland-baltimore-county.html,"Tue, Dec 12, 2017",7:00p,REG,,/cbb/schools/coppin-state/men/2018.html,Coppin State,/cbb/conferences/meac/men/2018.html,MEAC,-20.96,W,81,74,7,5,W 1,Retriever Activities Center,/cbb/schools/maryland-baltimore-county/men/2018.html
