,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2017-11-10-19-georgia-state.html,"Fri, Nov 10, 2017",7:00p,REG,Carver College,,W,90,50,1,0,W 1,GSU Sports Arena,/cbb/schools/georgia-state/men/2018.html,,,,,
1,/cbb/boxscores/2017-11-14-20-rice.html,"Tue, Nov 14, 2017",8:00p,REG,Rice,CUSA,W,75,54,2,0,W 2,Tudor Fieldhouse,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/rice/men/2018.html,/cbb/conferences/cusa/men/2018.html,-8.63,
2,/cbb/boxscores/2017-11-17-19-mississippi.html,"Fri, Nov 17, 2017",7:00p,REG,Mississippi,SEC,L,72,77,2,1,L 1,The Pavilion at Ole Miss,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/mississippi/men/2018.html,/cbb/conferences/sec/men/2018.html,6.85,
3,/cbb/boxscores/2017-11-20-16-georgia-state.html,"Mon, Nov 20, 2017",4:30p,REG,Eastern Washington,Big Sky,W,68,50,3,1,W 1,T-Mobile Arena,/cbb/schools/georgia-state/men/2018.html,N,/cbb/schools/eastern-washington/men/2018.html,/cbb/conferences/big-sky/men/2018.html,-0.03,
4,/cbb/boxscores/2017-11-22-16-georgia-state.html,"Wed, Nov 22, 2017",4:30p,REG,Prairie View,SWAC,L,56,71,3,2,L 1,T-Mobile Arena,/cbb/schools/georgia-state/men/2018.html,N,/cbb/schools/prairie-view/men/2018.html,/cbb/conferences/swac/men/2018.html,-10.13,
5,/cbb/boxscores/2017-11-26-12-georgia-state.html,"Sun, Nov 26, 2017",12:00p,REG,Tulane,AAC,W,70,59,4,2,W 1,GSU Sports Arena,/cbb/schools/georgia-state/men/2018.html,,/cbb/schools/tulane/men/2018.html,/cbb/conferences/aac/men/2018.html,1.21,
6,/cbb/boxscores/2017-11-29-20-alabama-am.html,"Wed, Nov 29, 2017",8:00p,REG,Alabama A&M,SWAC,W,63,53,5,2,W 2,Elmore Gymnasium,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/alabama-am/men/2018.html,/cbb/conferences/swac/men/2018.html,-23.97,
7,/cbb/boxscores/2017-12-04-19-georgia-state.html,"Mon, Dec 4, 2017",7:00p,REG,Liberty,Big South,L,74,77,5,3,L 1,GSU Sports Arena,/cbb/schools/georgia-state/men/2018.html,,/cbb/schools/liberty/men/2018.html,/cbb/conferences/big-south/men/2018.html,-2.68,OT
8,/cbb/boxscores/2017-12-09-14-georgia-state.html,"Sat, Dec 9, 2017",2:00p,REG,Montana,Big Sky,W,71,68,6,3,W 1,GSU Sports Arena,/cbb/schools/georgia-state/men/2018.html,,/cbb/schools/montana/men/2018.html,/cbb/conferences/big-sky/men/2018.html,6.29,
9,/cbb/boxscores/2017-12-12-19-georgia-state.html,"Tue, Dec 12, 2017",7:00p,REG,Point University,,W,90,70,7,3,W 2,GSU Sports Arena,/cbb/schools/georgia-state/men/2018.html,,,,,
10,/cbb/boxscores/2017-12-16-19-dayton.html,"Sat, Dec 16, 2017",7:00p,REG,Dayton,A-10,L,83,88,7,4,L 1,University of Dayton Arena,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/dayton/men/2018.html,/cbb/conferences/atlantic-10/men/2018.html,1.64,OT
11,/cbb/boxscores/2017-12-20-19-massachusetts.html,"Wed, Dec 20, 2017",7:00p,REG,Massachusetts,A-10,W,71,63,8,4,W 1,Mullins Center,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/massachusetts/men/2018.html,/cbb/conferences/atlantic-10/men/2018.html,-1.65,
12,/cbb/boxscores/2017-12-23-13-chattanooga.html,"Sat, Dec 23, 2017",1:00p,REG,Chattanooga,Southern,W,71,48,9,4,W 2,McKenzie Arena,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/chattanooga/men/2018.html,/cbb/conferences/southern/men/2018.html,-11.09,
13,/cbb/boxscores/2017-12-29-20-south-alabama.html,"Fri, Dec 29, 2017",8:05p,REG,South Alabama,Sun Belt,L,64,86,9,5,L 1,Mitchell Center,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/south-alabama/men/2018.html,/cbb/conferences/sun-belt/men/2018.html,-5.44,
14,/cbb/boxscores/2017-12-31-16-troy.html,"Sun, Dec 31, 2017",4:15p,REG,Troy,Sun Belt,L,66,68,9,6,L 2,Trojan Arena,/cbb/schools/georgia-state/men/2018.html,@,/cbb/schools/troy/men/2018.html,/cbb/conferences/sun-belt/men/2018.html,-1.50,
