,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2017-11-10-19-lipscomb.html,"Fri, Nov 10, 2017",7:30p,REG,Emory,,W,98,83,1,0,W 1,Allen Arena,/cbb/schools/lipscomb/men/2018.html,,,,,
1,/cbb/boxscores/2017-11-12-17-lipscomb.html,"Sun, Nov 12, 2017",5:00p,REG,Morehead State,OVC,W,77,70,2,0,W 2,Allen Arena,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/morehead-state/men/2018.html,/cbb/conferences/ovc/men/2018.html,-10.65,,
2,/cbb/boxscores/2017-11-14-20-alabama.html,"Tue, Nov 14, 2017",8:00p,REG,Alabama,SEC,L,64,86,2,1,L 1,Coleman Coliseum,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/alabama/men/2018.html,/cbb/conferences/sec/men/2018.html,12.34,@,
3,/cbb/boxscores/2017-11-18-17-texas.html,"Sat, Nov 18, 2017",5:00p,REG,Texas,Big 12,L,57,80,2,2,L 2,Frank Erwin Center,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/texas/men/2018.html,/cbb/conferences/big-12/men/2018.html,13.96,@,
4,/cbb/boxscores/2017-11-20-20-abilene-christian.html,"Mon, Nov 20, 2017",8:00p,REG,Abilene Christian,Southland,W,75,67,3,2,W 1,Moody Coliseum ,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/abilene-christian/men/2018.html,/cbb/conferences/southland/men/2018.html,-9.14,@,
5,/cbb/boxscores/2017-11-27-19-belmont.html,"Mon, Nov 27, 2017",7:30p,REG,Belmont,OVC,W,74,66,4,2,W 2,Curb Event Center,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/belmont/men/2018.html,/cbb/conferences/ovc/men/2018.html,5.54,@,
6,/cbb/boxscores/2017-11-29-19-tennessee-tech.html,"Wed, Nov 29, 2017",7:00p,REG,Tennessee Tech,OVC,L,80,86,4,3,L 1,Eblen Center,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/tennessee-tech/men/2018.html,/cbb/conferences/ovc/men/2018.html,-5.83,@,
7,/cbb/boxscores/2017-12-02-20-tennessee-state.html,"Sat, Dec 2, 2017",8:00p,REG,Tennessee State,OVC,W,95,86,5,3,W 1,Gentry Center Complex,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/tennessee-state/men/2018.html,/cbb/conferences/ovc/men/2018.html,-5.34,@,OT
8,/cbb/boxscores/2017-12-04-20-lipscomb.html,"Mon, Dec 4, 2017",8:15p,REG,Belmont,OVC,W,69,54,6,3,W 2,Allen Arena,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/belmont/men/2018.html,/cbb/conferences/ovc/men/2018.html,5.54,,
9,/cbb/boxscores/2017-12-09-14-tennessee.html,"Sat, Dec 9, 2017",2:15p,REG,Tennessee,SEC,L,71,81,6,4,L 1,Thompson-Boling Arena,/cbb/schools/lipscomb/men/2018.html,/cbb/schools/tennessee/men/2018.html,/cbb/conferences/sec/men/2018.html,18.20,@,
