,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
10,/cbb/boxscores/2017-12-21-22-san-diego-state.html,"Thu, Dec 21, 2017",10:00p,REG,Gonzaga,WCC,W,72,70,8,3,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/gonzaga/men/2018.html,/cbb/conferences/wcc/men/2018.html,18.44
11,/cbb/boxscores/2017-12-27-21-wyoming.html,"Wed, Dec 27, 2017",9:00p,REG,Wyoming,MWC,L,69,82,8,4,L 1,Arena-Auditorium,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/wyoming/men/2018.html,/cbb/conferences/mwc/men/2018.html,4.26
12,/cbb/boxscores/2017-12-30-22-san-diego-state.html,"Sat, Dec 30, 2017",10:00p,REG,Utah State,MWC,W,79,59,9,4,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/utah-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,2.31
13,/cbb/boxscores/2018-01-02-21-colorado-state.html,"Tue, Jan 2, 2018",9:00p,REG,Colorado State,MWC,W,77,68,10,4,W 2,Moby Arena,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/colorado-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,-3.86
14,/cbb/boxscores/2018-01-09-23-san-diego-state.html,"Tue, Jan 9, 2018",11:00p,REG,San Jose State,MWC,W,85,49,11,4,W 3,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/san-jose-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,-8.74
15,/cbb/boxscores/2018-01-13-22-boise-state.html,"Sat, Jan 13, 2018",10:00p,REG,Boise State,MWC,L,80,83,11,5,L 1,Taco Bell Arena,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/boise-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,11.21
16,/cbb/boxscores/2018-01-17-23-san-diego-state.html,"Wed, Jan 17, 2018",11:00p,REG,Fresno State,MWC,L,73,77,11,6,L 2,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/fresno-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,8.17
17,/cbb/boxscores/2018-01-20-19-new-mexico.html,"Sat, Jan 20, 2018",7:00p,REG,New Mexico,MWC,L,75,79,11,7,L 3,Dreamstyle Arena,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/new-mexico/men/2018.html,/cbb/conferences/mwc/men/2018.html,5.81
18,/cbb/boxscores/2018-01-24-23-san-diego-state.html,"Wed, Jan 24, 2018",11:00p,REG,Colorado State,MWC,W,97,78,12,7,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/colorado-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,-3.86
19,/cbb/boxscores/2018-01-27-22-nevada-las-vegas.html,"Sat, Jan 27, 2018",10:00p,REG,Nevada-Las Vegas,MWC,L,78,88,12,8,L 1,Thomas & Mack Center,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/nevada-las-vegas/men/2018.html,/cbb/conferences/mwc/men/2018.html,7.20
20,/cbb/boxscores/2018-02-03-22-san-diego-state.html,"Sat, Feb 3, 2018",10:00p,REG,Air Force,MWC,W,81,50,13,8,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/air-force/men/2018.html,/cbb/conferences/mwc/men/2018.html,-4.31
21,/cbb/boxscores/2018-02-06-23-fresno-state.html,"Tue, Feb 6, 2018",11:00p,REG,Fresno State,MWC,L,61,79,13,9,L 1,Save Mart Center,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/fresno-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,8.17
22,/cbb/boxscores/2018-02-10-20-nevada.html,"Sat, Feb 10, 2018",8:00p,REG,Nevada,MWC,L,58,83,13,10,L 2,Lawlor Events Center,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/nevada/men/2018.html,/cbb/conferences/mwc/men/2018.html,14.44
23,/cbb/boxscores/2018-02-14-23-san-diego-state.html,"Wed, Feb 14, 2018",11:00p,REG,Wyoming,MWC,W,87,77,14,10,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/wyoming/men/2018.html,/cbb/conferences/mwc/men/2018.html,4.26
24,/cbb/boxscores/2018-02-17-16-san-diego-state.html,"Sat, Feb 17, 2018",4:00p,REG,Nevada-Las Vegas,MWC,W,94,56,15,10,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/nevada-las-vegas/men/2018.html,/cbb/conferences/mwc/men/2018.html,7.20
25,/cbb/boxscores/2018-02-21-21-air-force.html,"Wed, Feb 21, 2018",9:30p,REG,Air Force,MWC,W,67,56,16,10,W 3,Clune Arena,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/air-force/men/2018.html,/cbb/conferences/mwc/men/2018.html,-4.31
26,/cbb/boxscores/2018-02-24-22-san-jose-state.html,"Sat, Feb 24, 2018",10:00p,REG,San Jose State,MWC,W,71,59,17,10,W 4,San Jose State Event Center,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/san-jose-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,-8.74
27,/cbb/boxscores/2018-02-27-23-san-diego-state.html,"Tue, Feb 27, 2018",11:00p,REG,Boise State,MWC,W,72,64,18,10,W 5,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/boise-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,11.21
28,/cbb/boxscores/2018-03-03-22-san-diego-state.html,"Sat, Mar 3, 2018",10:00p,REG,Nevada,MWC,W,79,74,19,10,W 6,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/nevada/men/2018.html,/cbb/conferences/mwc/men/2018.html,14.44
29,/cbb/boxscores/2018-03-08-17-fresno-state.html,"Thu, Mar 8, 2018",5:30p,CTOURN,Fresno State,MWC,W,64,52,20,10,W 7,Thomas & Mack Center,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/fresno-state/men/2018.html,/cbb/conferences/mwc/men/2018.html,8.17
30,/cbb/boxscores/2018-03-09-21-nevada.html,"Fri, Mar 9, 2018",9:00p,CTOURN,Nevada,MWC,W,90,73,21,10,W 8,Thomas & Mack Center,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/nevada/men/2018.html,/cbb/conferences/mwc/men/2018.html,14.44
31,/cbb/boxscores/2018-03-10-18-new-mexico.html,"Sat, Mar 10, 2018",6:00p,CTOURN,New Mexico,MWC,W,82,75,22,10,W 9,Thomas & Mack Center,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/new-mexico/men/2018.html,/cbb/conferences/mwc/men/2018.html,5.81
32,/cbb/boxscores/2018-03-15-19-houston.html,"Thu, Mar 15, 2018",7:20p,NCAA,Houston,AAC,L,65,67,22,11,L 1,Intrust Bank Arena,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/houston/men/2018.html,/cbb/conferences/aac/men/2018.html,15.99
