,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
0,/cbb/boxscores/2017-11-10-22-san-diego-state.html,"Fri, Nov 10, 2017",10:00p,REG,San Diego Christian,,W,91,52,1,0,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,,,
1,/cbb/boxscores/2017-11-14-21-arizona-state.html,"Tue, Nov 14, 2017",9:00p,REG,Arizona State,Pac-12,L,68,90,1,1,L 1,Wells Fargo Arena,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/arizona-state/men/2018.html,/cbb/conferences/pac-12/men/2018.html,14.37
2,/cbb/boxscores/2017-11-17-22-san-diego-state.html,"Fri, Nov 17, 2017",10:30p,REG,McNeese State,Southland,W,83,52,2,1,W 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/mcneese-state/men/2018.html,/cbb/conferences/southland/men/2018.html,-12.06
3,/cbb/boxscores/2017-11-20-22-san-diego-state.html,"Mon, Nov 20, 2017",10:30p,REG,Eastern Illinois,OVC,W,94,63,3,1,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/eastern-illinois/men/2018.html,/cbb/conferences/ovc/men/2018.html,-8.33
4,/cbb/boxscores/2017-11-24-01-sacramento-state.html,"Fri, Nov 24, 2017",1:00a,REG,Sacramento State,Big Sky,W,89,52,4,1,W 3,The Nest,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/sacramento-state/men/2018.html,/cbb/conferences/big-sky/men/2018.html,-8.90
5,/cbb/boxscores/2017-11-24-19-san-diego-state.html,"Fri, Nov 24, 2017",7:00p,REG,Georgia,SEC,W,75,68,5,1,W 4,Titan Gym,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/georgia/men/2018.html,/cbb/conferences/sec/men/2018.html,10.24
6,/cbb/boxscores/2017-11-26-23-san-diego-state.html,"Sun, Nov 26, 2017",11:59p,REG,Washington State,Pac-12,L,86,93,5,2,L 1,Titan Gym,/cbb/schools/san-diego-state/men/2018.html,N,/cbb/schools/washington-state/men/2018.html,/cbb/conferences/pac-12/men/2018.html,0.67
7,/cbb/boxscores/2017-11-30-23-san-diego.html,"Thu, Nov 30, 2017",11:00p,REG,San Diego,WCC,W,66,57,6,2,W 1,Jenny Craig Pavilion,/cbb/schools/san-diego-state/men/2018.html,@,/cbb/schools/san-diego/men/2018.html,/cbb/conferences/wcc/men/2018.html,2.86
8,/cbb/boxscores/2017-12-03-18-san-diego-state.html,"Sun, Dec 3, 2017",6:00p,REG,Bradley,MVC,W,75,52,7,2,W 2,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/bradley/men/2018.html,/cbb/conferences/mvc/men/2018.html,2.07
9,/cbb/boxscores/2017-12-09-17-san-diego-state.html,"Sat, Dec 9, 2017",5:00p,REG,California,Pac-12,L,62,63,7,3,L 1,Viejas Arena,/cbb/schools/san-diego-state/men/2018.html,,/cbb/schools/california/men/2018.html,/cbb/conferences/pac-12/men/2018.html,-3.40
