,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2017-11-10-19-radford.html,"Fri, Nov 10, 2017",7:00p,REG,Georgia Southwestern,,W,72,63,1,0,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,,,,
1,/cbb/boxscores/2017-11-12-14-ohio-state.html,"Sun, Nov 12, 2017",2:30p,REG,Ohio State,Big Ten,L,72,82,1,1,L 1,Value City Arena,/cbb/schools/radford/men/2018.html,@,/cbb/schools/ohio-state/men/2018.html,/cbb/conferences/big-ten/men/2018.html,17.67,
2,/cbb/boxscores/2017-11-15-19-east-carolina.html,"Wed, Nov 15, 2017",7:00p,REG,East Carolina,AAC,W,73,66,2,1,W 1,Williams Arena at Minges Coliseum,/cbb/schools/radford/men/2018.html,@,/cbb/schools/east-carolina/men/2018.html,/cbb/conferences/aac/men/2018.html,-8.72,
3,/cbb/boxscores/2017-11-22-19-elon.html,"Wed, Nov 22, 2017",7:00p,REG,Elon,CAA,L,74,77,2,2,L 1,Alumni Gym,/cbb/schools/radford/men/2018.html,@,/cbb/schools/elon/men/2018.html,/cbb/conferences/colonial/men/2018.html,-6.89,
4,/cbb/boxscores/2017-11-25-16-radford.html,"Sat, Nov 25, 2017",4:00p,REG,James Madison,CAA,W,69,68,3,2,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/james-madison/men/2018.html,/cbb/conferences/colonial/men/2018.html,-5.47,
5,/cbb/boxscores/2017-11-28-20-vanderbilt.html,"Tue, Nov 28, 2017",8:00p,REG,Vanderbilt,SEC,L,62,74,3,3,L 1,Memorial Gymnasium,/cbb/schools/radford/men/2018.html,@,/cbb/schools/vanderbilt/men/2018.html,/cbb/conferences/sec/men/2018.html,8.52,
6,/cbb/boxscores/2017-12-02-13-virginia-military-institute.html,"Sat, Dec 2, 2017",1:00p,REG,Virginia Military Institute,Southern,W,63,50,4,3,W 1,Cameron Hall,/cbb/schools/radford/men/2018.html,@,/cbb/schools/virginia-military-institute/men/2018.html,/cbb/conferences/southern/men/2018.html,-15.43,
7,/cbb/boxscores/2017-12-06-18-virginia-tech.html,"Wed, Dec 6, 2017",6:00p,REG,Virginia Tech,ACC,L,68,95,4,4,L 1,Cassell Coliseum,/cbb/schools/radford/men/2018.html,@,/cbb/schools/virginia-tech/men/2018.html,/cbb/conferences/acc/men/2018.html,14.35,
8,/cbb/boxscores/2017-12-09-16-radford.html,"Sat, Dec 9, 2017",4:00p,REG,Erskine,,W,76,49,5,4,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,,,,
9,/cbb/boxscores/2017-12-17-17-nevada.html,"Sun, Dec 17, 2017",5:30p,REG,Nevada,MWC,L,62,77,5,5,L 1,Lawlor Events Center,/cbb/schools/radford/men/2018.html,@,/cbb/schools/nevada/men/2018.html,/cbb/conferences/mwc/men/2018.html,14.44,
10,/cbb/boxscores/2017-12-19-22-san-francisco.html,"Tue, Dec 19, 2017",10:00p,REG,San Francisco,WCC,L,41,52,5,6,L 2,War Memorial Gymnasium,/cbb/schools/radford/men/2018.html,@,/cbb/schools/san-francisco/men/2018.html,/cbb/conferences/wcc/men/2018.html,1.13,
11,/cbb/boxscores/2017-12-22-15-radford.html,"Fri, Dec 22, 2017",3:00p,REG,North Carolina A&T,MEAC,W,66,60,6,6,W 1,Orleans Arena,/cbb/schools/radford/men/2018.html,N,/cbb/schools/north-carolina-at/men/2018.html,/cbb/conferences/meac/men/2018.html,-12.58,
12,/cbb/boxscores/2017-12-23-17-california-davis.html,"Sat, Dec 23, 2017",5:30p,REG,UC Davis,Big West,W,72,62,7,6,W 2,Orleans Arena,/cbb/schools/radford/men/2018.html,N,/cbb/schools/california-davis/men/2018.html,/cbb/conferences/big-west/men/2018.html,0.87,OT
13,/cbb/boxscores/2017-12-30-16-presbyterian.html,"Sat, Dec 30, 2017",4:00p,REG,Presbyterian,Big South,W,78,62,8,6,W 3,Ross E. Templeton Center,/cbb/schools/radford/men/2018.html,@,/cbb/schools/presbyterian/men/2018.html,/cbb/conferences/big-south/men/2018.html,-14.33,
14,/cbb/boxscores/2018-01-03-19-radford.html,"Wed, Jan 3, 2018",7:00p,REG,Winthrop,Big South,W,85,79,9,6,W 4,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/winthrop/men/2018.html,/cbb/conferences/big-south/men/2018.html,-1.63,
15,/cbb/boxscores/2018-01-06-16-radford.html,"Sat, Jan 6, 2018",4:00p,REG,UNC Asheville,Big South,W,90,70,10,6,W 5,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/north-carolina-asheville/men/2018.html,/cbb/conferences/big-south/men/2018.html,-3.92,
16,/cbb/boxscores/2018-01-09-19-charleston-southern.html,"Tue, Jan 9, 2018",7:30p,REG,Charleston Southern,Big South,W,64,61,11,6,W 6,Buccaneer Field House,/cbb/schools/radford/men/2018.html,@,/cbb/schools/charleston-southern/men/2018.html,/cbb/conferences/big-south/men/2018.html,-8.16,
17,/cbb/boxscores/2018-01-12-19-gardner-webb.html,"Fri, Jan 12, 2018",7:00p,REG,Gardner-Webb,Big South,L,54,59,11,7,L 1,Paul Porter Arena,/cbb/schools/radford/men/2018.html,@,/cbb/schools/gardner-webb/men/2018.html,/cbb/conferences/big-south/men/2018.html,-9.70,
18,/cbb/boxscores/2018-01-15-19-radford.html,"Mon, Jan 15, 2018",7:00p,REG,Liberty,Big South,W,59,57,12,7,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/liberty/men/2018.html,/cbb/conferences/big-south/men/2018.html,-2.68,OT
19,/cbb/boxscores/2018-01-18-19-radford.html,"Thu, Jan 18, 2018",7:00p,REG,Longwood,Big South,W,70,63,13,7,W 2,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/longwood/men/2018.html,/cbb/conferences/big-south/men/2018.html,-18.31,
20,/cbb/boxscores/2018-01-21-14-campbell.html,"Sun, Jan 21, 2018",2:00p,REG,Campbell,Big South,L,56,59,13,8,L 1,John W. Pope Jr. Convocation Center,/cbb/schools/radford/men/2018.html,@,/cbb/schools/campbell/men/2018.html,/cbb/conferences/big-south/men/2018.html,-5.68,
21,/cbb/boxscores/2018-01-24-19-high-point.html,"Wed, Jan 24, 2018",7:00p,REG,High Point,Big South,W,78,76,14,8,W 1,Millis Center,/cbb/schools/radford/men/2018.html,@,/cbb/schools/high-point/men/2018.html,/cbb/conferences/big-south/men/2018.html,-6.75,OT
22,/cbb/boxscores/2018-01-27-14-radford.html,"Sat, Jan 27, 2018",2:00p,REG,Charleston Southern,Big South,L,81,84,14,9,L 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/charleston-southern/men/2018.html,/cbb/conferences/big-south/men/2018.html,-8.16,OT
23,/cbb/boxscores/2018-02-01-19-radford.html,"Thu, Feb 1, 2018",7:00p,REG,Gardner-Webb,Big South,W,70,66,15,9,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/gardner-webb/men/2018.html,/cbb/conferences/big-south/men/2018.html,-9.70,
24,/cbb/boxscores/2018-02-03-14-winthrop.html,"Sat, Feb 3, 2018",2:00p,REG,Winthrop,Big South,L,57,75,15,10,L 1,Winthrop Coliseum,/cbb/schools/radford/men/2018.html,@,/cbb/schools/winthrop/men/2018.html,/cbb/conferences/big-south/men/2018.html,-1.63,
25,/cbb/boxscores/2018-02-07-19-radford.html,"Wed, Feb 7, 2018",7:00p,REG,High Point,Big South,L,60,61,15,11,L 2,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/high-point/men/2018.html,/cbb/conferences/big-south/men/2018.html,-6.75,
26,/cbb/boxscores/2018-02-10-14-north-carolina-asheville.html,"Sat, Feb 10, 2018",2:00p,REG,UNC Asheville,Big South,L,64,66,15,12,L 3,Kimmel Arena,/cbb/schools/radford/men/2018.html,@,/cbb/schools/north-carolina-asheville/men/2018.html,/cbb/conferences/big-south/men/2018.html,-3.92,
27,/cbb/boxscores/2018-02-15-21-radford.html,"Thu, Feb 15, 2018",9:00p,REG,Campbell,Big South,W,72,53,16,12,W 1,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/campbell/men/2018.html,/cbb/conferences/big-south/men/2018.html,-5.68,
28,/cbb/boxscores/2018-02-18-15-radford.html,"Sun, Feb 18, 2018",3:00p,REG,Presbyterian,Big South,W,74,68,17,12,W 2,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/presbyterian/men/2018.html,/cbb/conferences/big-south/men/2018.html,-14.33,OT
29,/cbb/boxscores/2018-02-22-19-liberty.html,"Thu, Feb 22, 2018",7:00p,REG,Liberty,Big South,W,63,50,18,12,W 3,Vines Center,/cbb/schools/radford/men/2018.html,@,/cbb/schools/liberty/men/2018.html,/cbb/conferences/big-south/men/2018.html,-2.68,
30,/cbb/boxscores/2018-02-24-15-longwood.html,"Sat, Feb 24, 2018",3:00p,REG,Longwood,Big South,W,70,47,19,12,W 4,Willett Hall,/cbb/schools/radford/men/2018.html,@,/cbb/schools/longwood/men/2018.html,/cbb/conferences/big-south/men/2018.html,-18.31,
31,/cbb/boxscores/2018-03-01-13-radford.html,"Thu, Mar 1, 2018",1:00p,CTOURN,Longwood,Big South,W,59,53,20,12,W 5,Kimmel Arena,/cbb/schools/radford/men/2018.html,N,/cbb/schools/longwood/men/2018.html,/cbb/conferences/big-south/men/2018.html,-18.31,
32,/cbb/boxscores/2018-03-02-18-radford.html,"Fri, Mar 2, 2018",6:00p,CTOURN,Winthrop,Big South,W,61,52,21,12,W 6,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/winthrop/men/2018.html,/cbb/conferences/big-south/men/2018.html,-1.63,
33,/cbb/boxscores/2018-03-04-13-radford.html,"Sun, Mar 4, 2018",1:00p,CTOURN,Liberty,Big South,W,55,52,22,12,W 7,Donald N. Dedmon Center,/cbb/schools/radford/men/2018.html,,/cbb/schools/liberty/men/2018.html,/cbb/conferences/big-south/men/2018.html,-2.68,
34,/cbb/boxscores/2018-03-13-18-radford.html,"Tue, Mar 13, 2018",6:40p,NCAA,Long Island University,NEC,W,71,61,23,12,W 8,University of Dayton Arena,/cbb/schools/radford/men/2018.html,N,/cbb/schools/long-island-university/men/2018.html,/cbb/conferences/northeast/men/2018.html,-8.60,
35,/cbb/boxscores/2018-03-15-18-villanova.html,"Thu, Mar 15, 2018",6:50p,NCAA,Villanova,Big East,L,61,87,23,13,L 1,PPG Paints Arena,/cbb/schools/radford/men/2018.html,N,/cbb/schools/villanova/men/2018.html,/cbb/conferences/big-east/men/2018.html,26.64,
