,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2016-11-12-cleveland-state.html,"Sat, Nov 12, 2016",5:00p,REG,N,/cbb/schools/cleveland-state/men/2017.html,Cleveland State,/cbb/conferences/horizon/men/2017.html,Horizon,-6.73,W,79,74,OT,1,0,W 1,Beeghly Center,/cbb/schools/kent-state/men/2017.html
1,/cbb/boxscores/2016-11-16-kent-state.html,"Wed, Nov 16, 2016",7:00p,REG,,/cbb/schools/mississippi-valley-state/men/2017.html,Mississippi Valley State,/cbb/conferences/swac/men/2017.html,SWAC,-20.54,W,93,63,,2,0,W 2,Memorial Athletic & Convocation Center,/cbb/schools/kent-state/men/2017.html
2,/cbb/boxscores/2016-11-18-kent-state.html,"Fri, Nov 18, 2016",7:00p,REG,,,Hiram,,,,W,111,55,,3,0,W 3,Memorial Athletic & Convocation Center,/cbb/schools/kent-state/men/2017.html
3,/cbb/boxscores/2016-11-21-south-dakota.html,"Mon, Nov 21, 2016",5:00p,REG,N,/cbb/schools/south-dakota/men/2017.html,South Dakota,/cbb/conferences/summit/men/2017.html,Summit,-0.42,L,77,80,,3,1,L 1,Hertz Arena,/cbb/schools/kent-state/men/2017.html
4,/cbb/boxscores/2016-11-22-george-mason.html,"Tue, Nov 22, 2016",1:30p,REG,N,/cbb/schools/george-mason/men/2017.html,George Mason,/cbb/conferences/atlantic-10/men/2017.html,A-10,3.01,L,75,79,,3,2,L 2,Hertz Arena,/cbb/schools/kent-state/men/2017.html
5,/cbb/boxscores/2016-11-23-kent-state.html,"Wed, Nov 23, 2016",11:00a,REG,N,/cbb/schools/wofford/men/2017.html,Wofford,/cbb/conferences/southern/men/2017.html,Southern,-0.71,W,66,59,,4,2,W 1,Hertz Arena,/cbb/schools/kent-state/men/2017.html
6,/cbb/boxscores/2016-11-27-northeastern.html,"Sun, Nov 27, 2016",2:00p,REG,@,/cbb/schools/northeastern/men/2017.html,Northeastern,/cbb/conferences/colonial/men/2017.html,CAA,-0.78,L,70,73,,4,3,L 1,Matthews Arena,/cbb/schools/kent-state/men/2017.html
7,/cbb/boxscores/2016-12-02-kent-state.html,"Fri, Dec 2, 2016",7:00p,REG,,/cbb/schools/grambling/men/2017.html,Grambling,/cbb/conferences/swac/men/2017.html,SWAC,-17.29,W,86,57,,5,3,W 1,Memorial Athletic & Convocation Center,/cbb/schools/kent-state/men/2017.html
8,/cbb/boxscores/2016-12-07-kent-state.html,"Wed, Dec 7, 2016",7:00p,REG,,/cbb/schools/niagara/men/2017.html,Niagara,/cbb/conferences/maac/men/2017.html,MAAC,-8.34,W,100,72,,6,3,W 2,Memorial Athletic & Convocation Center,/cbb/schools/kent-state/men/2017.html
9,/cbb/boxscores/2016-12-10-kent-state.html,"Sat, Dec 10, 2016",7:00p,REG,,/cbb/schools/njit/men/2017.html,NJIT,/cbb/conferences/atlantic-sun/men/2017.html,A-Sun,-10.12,W,87,71,,7,3,W 3,Memorial Athletic & Convocation Center,/cbb/schools/kent-state/men/2017.html
