,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2016-11-11-north-dakota.html,"Fri, Nov 11, 2016",2:00p,REG,Crown (MN),,W,98,48,1,0,W 1,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,,,,
1,/cbb/boxscores/2016-11-15-north-dakota.html,"Tue, Nov 15, 2016",8:00p,REG,Mayville State,,W,94,66,2,0,W 2,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,,,,
2,/cbb/boxscores/2016-11-20-north-dakota.html,"Sun, Nov 20, 2016",5:00p,REG,Presentation College,,W,101,63,3,0,W 3,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,,,,
3,/cbb/boxscores/2016-11-25-north-dakota.html,"Fri, Nov 25, 2016",4:30p,REG,North Florida,A-Sun,L,75,76,3,1,L 1,Nutter Center,/cbb/schools/north-dakota/men/2017.html,N,/cbb/schools/north-florida/men/2017.html,/cbb/conferences/atlantic-sun/men/2017.html,-7.78,
4,/cbb/boxscores/2016-11-26-wright-state.html,"Sat, Nov 26, 2016",7:00p,REG,Wright State,Horizon,L,79,83,3,2,L 2,Nutter Center,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/wright-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-1.02,
5,/cbb/boxscores/2016-11-27-north-dakota.html,"Sun, Nov 27, 2016",2:00p,REG,Cal State Bakersfield,WAC,W,57,55,4,2,W 1,Nutter Center,/cbb/schools/north-dakota/men/2017.html,N,/cbb/schools/cal-state-bakersfield/men/2017.html,/cbb/conferences/wac/men/2017.html,3.21,
6,/cbb/boxscores/2016-12-07-north-dakota-state.html,"Wed, Dec 7, 2016",8:00p,REG,North Dakota State,Summit,W,74,56,5,2,W 2,Scheels Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/north-dakota-state/men/2017.html,/cbb/conferences/summit/men/2017.html,-1.31,
7,/cbb/boxscores/2016-12-10-northern-iowa.html,"Sat, Dec 10, 2016",8:00p,REG,Northern Iowa,MVC,L,70,78,5,3,L 1,McLeod Center,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/northern-iowa/men/2017.html,/cbb/conferences/mvc/men/2017.html,1.29,
8,/cbb/boxscores/2016-12-16-north-dakota.html,"Fri, Dec 16, 2016",9:00p,REG,North Dakota State,Summit,L,70,87,5,4,L 2,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/north-dakota-state/men/2017.html,/cbb/conferences/summit/men/2017.html,-1.31,
9,/cbb/boxscores/2016-12-20-iowa.html,"Tue, Dec 20, 2016",9:00p,REG,Iowa,Big Ten,L,73,84,5,5,L 3,Carver-Hawkeye Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/iowa/men/2017.html,/cbb/conferences/big-ten/men/2017.html,10.01,
10,/cbb/boxscores/2016-12-29-portland-state.html,"Thu, Dec 29, 2016",10:05p,REG,Portland State,Big Sky,L,62,99,5,6,L 4,Peter W. Stott Center,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/portland-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-7.06,
11,/cbb/boxscores/2016-12-31-sacramento-state.html,"Sat, Dec 31, 2016",3:05p,REG,Sacramento State,Big Sky,W,90,82,6,6,W 1,The Nest,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/sacramento-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-10.69,OT
12,/cbb/boxscores/2017-01-05-north-dakota.html,"Thu, Jan 5, 2017",8:00p,REG,Northern Arizona,Big Sky,W,68,63,7,6,W 2,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/northern-arizona/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-13.92,
13,/cbb/boxscores/2017-01-07-north-dakota.html,"Sat, Jan 7, 2017",5:00p,REG,Southern Utah,Big Sky,W,95,65,8,6,W 3,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/southern-utah/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-15.58,
14,/cbb/boxscores/2017-01-12-montana-state.html,"Thu, Jan 12, 2017",9:00p,REG,Montana State,Big Sky,W,90,85,9,6,W 4,Worthington Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/montana-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-6.14,
15,/cbb/boxscores/2017-01-14-montana.html,"Sat, Jan 14, 2017",9:00p,REG,Montana,Big Sky,L,70,76,9,7,L 1,Dahlberg Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/montana/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-2.67,
16,/cbb/boxscores/2017-01-19-north-dakota.html,"Thu, Jan 19, 2017",8:00p,REG,Weber State,Big Sky,W,83,77,10,7,W 1,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/weber-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-2.32,
17,/cbb/boxscores/2017-01-21-north-dakota.html,"Sat, Jan 21, 2017",3:00p,REG,Idaho State,Big Sky,W,89,64,11,7,W 2,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/idaho-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-15.10,
18,/cbb/boxscores/2017-01-26-southern-utah.html,"Thu, Jan 26, 2017",8:30p,REG,Southern Utah,Big Sky,W,91,89,12,7,W 3,Centrum Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/southern-utah/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-15.58,
19,/cbb/boxscores/2017-01-28-northern-arizona.html,"Sat, Jan 28, 2017",4:00p,REG,Northern Arizona,Big Sky,L,67,68,12,8,L 1,Walkup Skydome,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/northern-arizona/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-13.92,
20,/cbb/boxscores/2017-02-04-north-dakota.html,"Sat, Feb 4, 2017",3:00p,REG,Northern Colorado,Big Sky,W,87,77,13,8,W 1,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/northern-colorado/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-9.27,OT
21,/cbb/boxscores/2017-02-09-north-dakota.html,"Thu, Feb 9, 2017",8:00p,REG,Eastern Washington,Big Sky,W,95,86,14,8,W 2,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/eastern-washington/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-2.77,
22,/cbb/boxscores/2017-02-11-north-dakota.html,"Sat, Feb 11, 2017",5:00p,REG,Idaho,Big Sky,W,88,65,15,8,W 3,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/idaho/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-5.34,
23,/cbb/boxscores/2017-02-16-idaho-state.html,"Thu, Feb 16, 2017",9:05p,REG,Idaho State,Big Sky,W,77,61,16,8,W 4,Holt Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/idaho-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-15.10,
24,/cbb/boxscores/2017-02-18-weber-state.html,"Sat, Feb 18, 2017",9:00p,REG,Weber State,Big Sky,W,77,68,17,8,W 5,Dee Events Center,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/weber-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-2.32,
25,/cbb/boxscores/2017-02-25-northern-colorado.html,"Sat, Feb 25, 2017",9:00p,REG,Northern Colorado,Big Sky,W,84,81,18,8,W 6,Bank of Colorado Arena,/cbb/schools/north-dakota/men/2017.html,@,/cbb/schools/northern-colorado/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-9.27,OT
26,/cbb/boxscores/2017-03-02-north-dakota.html,"Thu, Mar 2, 2017",8:00p,REG,Sacramento State,Big Sky,L,53,57,18,9,L 1,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/sacramento-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-10.69,
27,/cbb/boxscores/2017-03-04-north-dakota.html,"Sat, Mar 4, 2017",4:00p,REG,Portland State,Big Sky,W,82,73,19,9,W 1,Betty Engelstad Sioux Center,/cbb/schools/north-dakota/men/2017.html,,/cbb/schools/portland-state/men/2017.html,/cbb/conferences/big-sky/men/2017.html,-7.06,
