,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2016-11-11-kansas.html,"Fri, Nov 11, 2016",9:00p,REG,N,/cbb/schools/indiana/men/2017.html,Indiana,/cbb/conferences/big-ten/men/2017.html,Big Ten,14.63,L,99,103,OT,0,1,L 1,Stan Sheriff Center,/cbb/schools/kansas/men/2017.html
1,/cbb/boxscores/2016-11-15-kansas.html,"Tue, Nov 15, 2016",9:30p,REG,N,/cbb/schools/duke/men/2017.html,Duke,/cbb/conferences/acc/men/2017.html,ACC,21.56,W,77,75,,1,1,W 1,Madison Square Garden (IV),/cbb/schools/kansas/men/2017.html
2,/cbb/boxscores/2016-11-18-kansas.html,"Fri, Nov 18, 2016",8:00p,REG,,/cbb/schools/siena/men/2017.html,Siena,/cbb/conferences/maac/men/2017.html,MAAC,-2.00,W,86,65,,2,1,W 2,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
3,/cbb/boxscores/2016-11-21-alabama-birmingham.html,"Mon, Nov 21, 2016",9:30p,REG,N,/cbb/schools/alabama-birmingham/men/2017.html,UAB,/cbb/conferences/cusa/men/2017.html,CUSA,-1.17,W,83,63,,3,1,W 3,Sprint Center,/cbb/schools/kansas/men/2017.html
4,/cbb/boxscores/2016-11-22-georgia.html,"Tue, Nov 22, 2016",10:00p,REG,N,/cbb/schools/georgia/men/2017.html,Georgia,/cbb/conferences/sec/men/2017.html,SEC,11.13,W,65,54,,4,1,W 4,Sprint Center,/cbb/schools/kansas/men/2017.html
5,/cbb/boxscores/2016-11-25-kansas.html,"Fri, Nov 25, 2016",8:00p,REG,,/cbb/schools/north-carolina-asheville/men/2017.html,UNC Asheville,/cbb/conferences/big-south/men/2017.html,Big South,0.84,W,95,57,,5,1,W 5,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
6,/cbb/boxscores/2016-11-29-kansas.html,"Tue, Nov 29, 2016",8:00p,REG,,/cbb/schools/long-beach-state/men/2017.html,Long Beach State,/cbb/conferences/big-west/men/2017.html,Big West,-5.98,W,91,61,,6,1,W 6,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
7,/cbb/boxscores/2016-12-03-kansas.html,"Sat, Dec 3, 2016",3:30p,REG,,/cbb/schools/stanford/men/2017.html,Stanford,/cbb/conferences/pac-12/men/2017.html,Pac-12,6.39,W,89,74,,7,1,W 7,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
8,/cbb/boxscores/2016-12-06-kansas.html,"Tue, Dec 6, 2016",8:00p,REG,,/cbb/schools/missouri-kansas-city/men/2017.html,Kansas City,/cbb/conferences/wac/men/2017.html,WAC,-4.97,W,105,62,,8,1,W 8,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
9,/cbb/boxscores/2016-12-10-kansas.html,"Sat, Dec 10, 2016",3:15p,REG,,/cbb/schools/nebraska/men/2017.html,Nebraska,/cbb/conferences/big-ten/men/2017.html,Big Ten,6.47,W,89,72,,9,1,W 9,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
10,/cbb/boxscores/2016-12-17-davidson.html,"Sat, Dec 17, 2016",7:00p,REG,N,/cbb/schools/davidson/men/2017.html,Davidson,/cbb/conferences/atlantic-10/men/2017.html,A-10,6.45,W,89,71,,10,1,W 10,Sprint Center,/cbb/schools/kansas/men/2017.html
