,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
11,/cbb/boxscores/2016-12-22-nevada-las-vegas.html,"Thu, Dec 22, 2016",9:00p,REG,@,/cbb/schools/nevada-las-vegas/men/2017.html,Nevada-Las Vegas,/cbb/conferences/mwc/men/2017.html,MWC,-3.75,W,71,53,,11,1,W 11,Thomas & Mack Center,/cbb/schools/kansas/men/2017.html
12,/cbb/boxscores/2016-12-30-texas-christian.html,"Fri, Dec 30, 2016",9:00p,REG,@,/cbb/schools/texas-christian/men/2017.html,TCU,/cbb/conferences/big-12/men/2017.html,Big 12,15.64,W,86,80,,12,1,W 12,Ed & Rae Schollmaier Arena,/cbb/schools/kansas/men/2017.html
13,/cbb/boxscores/2017-01-03-kansas.html,"Tue, Jan 3, 2017",9:00p,REG,,/cbb/schools/kansas-state/men/2017.html,Kansas State,/cbb/conferences/big-12/men/2017.html,Big 12,14.80,W,90,88,,13,1,W 13,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
14,/cbb/boxscores/2017-01-07-kansas.html,"Sat, Jan 7, 2017",7:15p,REG,,/cbb/schools/texas-tech/men/2017.html,Texas Tech,/cbb/conferences/big-12/men/2017.html,Big 12,14.11,W,85,68,,14,1,W 14,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
15,/cbb/boxscores/2017-01-10-oklahoma.html,"Tue, Jan 10, 2017",9:00p,REG,@,/cbb/schools/oklahoma/men/2017.html,Oklahoma,/cbb/conferences/big-12/men/2017.html,Big 12,11.42,W,81,70,,15,1,W 15,Lloyd Noble Center,/cbb/schools/kansas/men/2017.html
16,/cbb/boxscores/2017-01-14-kansas.html,"Sat, Jan 14, 2017",2:00p,REG,,/cbb/schools/oklahoma-state/men/2017.html,Oklahoma State,/cbb/conferences/big-12/men/2017.html,Big 12,19.19,W,87,80,,16,1,W 16,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
17,/cbb/boxscores/2017-01-16-iowa-state.html,"Mon, Jan 16, 2017",9:00p,REG,@,/cbb/schools/iowa-state/men/2017.html,Iowa State,/cbb/conferences/big-12/men/2017.html,Big 12,20.51,W,76,72,,17,1,W 17,James H. Hilton Coliseum,/cbb/schools/kansas/men/2017.html
18,/cbb/boxscores/2017-01-21-kansas.html,"Sat, Jan 21, 2017",2:00p,REG,,/cbb/schools/texas/men/2017.html,Texas,/cbb/conferences/big-12/men/2017.html,Big 12,10.99,W,79,67,,18,1,W 18,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
19,/cbb/boxscores/2017-01-24-west-virginia.html,"Tue, Jan 24, 2017",7:00p,REG,@,/cbb/schools/west-virginia/men/2017.html,West Virginia,/cbb/conferences/big-12/men/2017.html,Big 12,24.45,L,69,85,,18,2,L 1,WVU Coliseum,/cbb/schools/kansas/men/2017.html
20,/cbb/boxscores/2017-01-28-kentucky.html,"Sat, Jan 28, 2017",6:15p,REG,@,/cbb/schools/kentucky/men/2017.html,Kentucky,/cbb/conferences/sec/men/2017.html,SEC,23.88,W,79,73,,19,2,W 1,Rupp Arena,/cbb/schools/kansas/men/2017.html
21,/cbb/boxscores/2017-02-01-kansas.html,"Wed, Feb 1, 2017",9:00p,REG,,/cbb/schools/baylor/men/2017.html,Baylor,/cbb/conferences/big-12/men/2017.html,Big 12,19.75,W,73,68,,20,2,W 2,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
22,/cbb/boxscores/2017-02-04-kansas.html,"Sat, Feb 4, 2017",2:00p,REG,,/cbb/schools/iowa-state/men/2017.html,Iowa State,/cbb/conferences/big-12/men/2017.html,Big 12,20.51,L,89,92,OT,20,3,L 1,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
23,/cbb/boxscores/2017-02-06-kansas-state.html,"Mon, Feb 6, 2017",9:00p,REG,@,/cbb/schools/kansas-state/men/2017.html,Kansas State,/cbb/conferences/big-12/men/2017.html,Big 12,14.80,W,74,71,,21,3,W 1,Bramlage Coliseum,/cbb/schools/kansas/men/2017.html
24,/cbb/boxscores/2017-02-11-texas-tech.html,"Sat, Feb 11, 2017",2:00p,REG,@,/cbb/schools/texas-tech/men/2017.html,Texas Tech,/cbb/conferences/big-12/men/2017.html,Big 12,14.11,W,80,79,,22,3,W 2,United Supermarkets Arena,/cbb/schools/kansas/men/2017.html
25,/cbb/boxscores/2017-02-13-kansas.html,"Mon, Feb 13, 2017",9:00p,REG,,/cbb/schools/west-virginia/men/2017.html,West Virginia,/cbb/conferences/big-12/men/2017.html,Big 12,24.45,W,84,80,OT,23,3,W 3,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
26,/cbb/boxscores/2017-02-18-baylor.html,"Sat, Feb 18, 2017",1:00p,REG,@,/cbb/schools/baylor/men/2017.html,Baylor,/cbb/conferences/big-12/men/2017.html,Big 12,19.75,W,67,65,,24,3,W 4,Ferrell Center,/cbb/schools/kansas/men/2017.html
27,/cbb/boxscores/2017-02-22-kansas.html,"Wed, Feb 22, 2017",7:00p,REG,,/cbb/schools/texas-christian/men/2017.html,TCU,/cbb/conferences/big-12/men/2017.html,Big 12,15.64,W,87,68,,25,3,W 5,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
28,/cbb/boxscores/2017-02-25-texas.html,"Sat, Feb 25, 2017",6:00p,REG,@,/cbb/schools/texas/men/2017.html,Texas,/cbb/conferences/big-12/men/2017.html,Big 12,10.99,W,77,67,,26,3,W 6,Frank Erwin Center,/cbb/schools/kansas/men/2017.html
29,/cbb/boxscores/2017-02-27-kansas.html,"Mon, Feb 27, 2017",9:00p,REG,,/cbb/schools/oklahoma/men/2017.html,Oklahoma,/cbb/conferences/big-12/men/2017.html,Big 12,11.42,W,73,63,,27,3,W 7,Allen Fieldhouse,/cbb/schools/kansas/men/2017.html
30,/cbb/boxscores/2017-03-04-oklahoma-state.html,"Sat, Mar 4, 2017",6:00p,REG,@,/cbb/schools/oklahoma-state/men/2017.html,Oklahoma State,/cbb/conferences/big-12/men/2017.html,Big 12,19.19,W,90,85,,28,3,W 8,Gallagher-Iba Arena,/cbb/schools/kansas/men/2017.html
31,/cbb/boxscores/2017-03-09-kansas.html,"Thu, Mar 9, 2017",3:06p,CTOURN,N,/cbb/schools/texas-christian/men/2017.html,TCU,/cbb/conferences/big-12/men/2017.html,Big 12,15.64,L,82,85,,28,4,L 1,Sprint Center,/cbb/schools/kansas/men/2017.html
32,/cbb/boxscores/2017-03-17-kansas.html,"Fri, Mar 17, 2017",6:50p,NCAA,N,/cbb/schools/california-davis/men/2017.html,UC Davis,/cbb/conferences/big-west/men/2017.html,Big West,-5.21,W,100,62,,29,4,W 1,BOK Center,/cbb/schools/kansas/men/2017.html
33,/cbb/boxscores/2017-03-19-kansas.html,"Sun, Mar 19, 2017",5:15p,NCAA,N,/cbb/schools/michigan-state/men/2017.html,Michigan State,/cbb/conferences/big-ten/men/2017.html,Big Ten,13.67,W,90,70,,30,4,W 2,BOK Center,/cbb/schools/kansas/men/2017.html
34,/cbb/boxscores/2017-03-23-kansas.html,"Thu, Mar 23, 2017",9:39p,NCAA,N,/cbb/schools/purdue/men/2017.html,Purdue,/cbb/conferences/big-ten/men/2017.html,Big Ten,20.13,W,98,66,,31,4,W 3,Sprint Center,/cbb/schools/kansas/men/2017.html
35,/cbb/boxscores/2017-03-25-kansas.html,"Sat, Mar 25, 2017",8:49p,NCAA,N,/cbb/schools/oregon/men/2017.html,Oregon,/cbb/conferences/pac-12/men/2017.html,Pac-12,20.80,L,60,74,,31,5,L 1,Sprint Center,/cbb/schools/kansas/men/2017.html
