,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
15,/cbb/boxscores/2017-01-05-northern-kentucky.html,"Thu, Jan 5, 2017",7:30p,REG,Youngstown State,Horizon,W,83,70,11,5,W 1,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/youngstown-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-9.75
16,/cbb/boxscores/2017-01-07-northern-kentucky.html,"Sat, Jan 7, 2017",1:00p,REG,Cleveland State,Horizon,W,83,75,12,5,W 2,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/cleveland-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-6.73
17,/cbb/boxscores/2017-01-10-green-bay.html,"Tue, Jan 10, 2017",8:00p,REG,Green Bay,Horizon,L,71,80,12,6,L 1,Resch Center,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/green-bay/men/2017.html,/cbb/conferences/horizon/men/2017.html,-2.77
18,/cbb/boxscores/2017-01-12-milwaukee.html,"Thu, Jan 12, 2017",8:00p,REG,Milwaukee,Horizon,L,58,68,12,7,L 2,UW-Milwaukee Panther Arena,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/milwaukee/men/2017.html,/cbb/conferences/horizon/men/2017.html,-7.37
19,/cbb/boxscores/2017-01-20-northern-kentucky.html,"Fri, Jan 20, 2017",7:00p,REG,Oakland,Horizon,L,70,79,12,8,L 3,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/oakland/men/2017.html,/cbb/conferences/horizon/men/2017.html,4.22
20,/cbb/boxscores/2017-01-22-northern-kentucky.html,"Sun, Jan 22, 2017",1:00p,REG,Detroit Mercy,Horizon,W,101,87,13,8,W 1,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/detroit-mercy/men/2017.html,/cbb/conferences/horizon/men/2017.html,-10.72
21,/cbb/boxscores/2017-01-27-illinois-chicago.html,"Fri, Jan 27, 2017",8:00p,REG,Illinois-Chicago,Horizon,W,79,62,14,8,W 2,UIC Pavilion,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/illinois-chicago/men/2017.html,/cbb/conferences/horizon/men/2017.html,-5.95
22,/cbb/boxscores/2017-01-29-valparaiso.html,"Sun, Jan 29, 2017",2:30p,REG,Valparaiso,Horizon,L,58,65,14,9,L 1,Athletics-Recreation Center,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/valparaiso/men/2017.html,/cbb/conferences/horizon/men/2017.html,3.94
23,/cbb/boxscores/2017-02-04-wright-state.html,"Sat, Feb 4, 2017",7:00p,REG,Wright State,Horizon,W,83,79,15,9,W 1,Nutter Center,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/wright-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-1.02
24,/cbb/boxscores/2017-02-09-northern-kentucky.html,"Thu, Feb 9, 2017",7:30p,REG,Green Bay,Horizon,W,69,67,16,9,W 2,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/green-bay/men/2017.html,/cbb/conferences/horizon/men/2017.html,-2.77
25,/cbb/boxscores/2017-02-11-northern-kentucky.html,"Sat, Feb 11, 2017",7:00p,REG,Milwaukee,Horizon,W,69,63,17,9,W 3,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/milwaukee/men/2017.html,/cbb/conferences/horizon/men/2017.html,-7.37
26,/cbb/boxscores/2017-02-16-cleveland-state.html,"Thu, Feb 16, 2017",7:45p,REG,Cleveland State,Horizon,W,62,60,18,9,W 4,Wolstein Center,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/cleveland-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-6.73
27,/cbb/boxscores/2017-02-18-youngstown-state.html,"Sat, Feb 18, 2017",7:00p,REG,Youngstown State,Horizon,L,77,81,18,10,L 1,Beeghly Center,/cbb/schools/northern-kentucky/men/2017.html,@,/cbb/schools/youngstown-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-9.75
28,/cbb/boxscores/2017-02-21-northern-kentucky.html,"Tue, Feb 21, 2017",7:00p,REG,Wright State,Horizon,W,83,76,19,10,W 1,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/wright-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-1.02
29,/cbb/boxscores/2017-02-24-northern-kentucky.html,"Fri, Feb 24, 2017",7:30p,REG,Illinois-Chicago,Horizon,W,90,82,20,10,W 2,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/illinois-chicago/men/2017.html,/cbb/conferences/horizon/men/2017.html,-5.95
30,/cbb/boxscores/2017-02-26-northern-kentucky.html,"Sun, Feb 26, 2017",1:00p,REG,Valparaiso,Horizon,W,82,78,21,10,W 3,BB&T Arena,/cbb/schools/northern-kentucky/men/2017.html,,/cbb/schools/valparaiso/men/2017.html,/cbb/conferences/horizon/men/2017.html,3.94
31,/cbb/boxscores/2017-03-05-northern-kentucky.html,"Sun, Mar 5, 2017",7:30p,CTOURN,Wright State,Horizon,W,82,77,22,10,W 4,,/cbb/schools/northern-kentucky/men/2017.html,N,/cbb/schools/wright-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-1.02
32,/cbb/boxscores/2017-03-06-northern-kentucky.html,"Mon, Mar 6, 2017",7:00p,CTOURN,Youngstown State,Horizon,W,84,74,23,10,W 5,,/cbb/schools/northern-kentucky/men/2017.html,N,/cbb/schools/youngstown-state/men/2017.html,/cbb/conferences/horizon/men/2017.html,-9.75
33,/cbb/boxscores/2017-03-07-northern-kentucky.html,"Tue, Mar 7, 2017",7:00p,CTOURN,Milwaukee,Horizon,W,59,53,24,10,W 6,,/cbb/schools/northern-kentucky/men/2017.html,N,/cbb/schools/milwaukee/men/2017.html,/cbb/conferences/horizon/men/2017.html,-7.37
34,/cbb/boxscores/2017-03-17-kentucky.html,"Fri, Mar 17, 2017",9:40p,NCAA,Kentucky,SEC,L,70,79,24,11,L 1,Bankers Life Fieldhouse,/cbb/schools/northern-kentucky/men/2017.html,N,/cbb/schools/kentucky/men/2017.html,/cbb/conferences/sec/men/2017.html,23.88
