,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
27,Bradley,/cbb/schools/bradley/men/2017.html,False,33,13,20,.394,-2.84,2.94,7,11,8,7,3,10,2163,2333,68.6,95.1,.418,.354,.524,49.2,50.9,8.9,10.5,.488,19.5,26.2,.281,68.6,102.6,.403,.391,.528,50.8,58.5,11.3,9.3,.485,16.4,29.5,.289
28,Brigham Young,/cbb/schools/brigham-young/men/2017.html,False,34,22,12,.647,8.22,1.87,12,6,14,4,5,4,2741,2525,75.6,106.7,.422,.325,.555,53.5,57.0,8.7,11.7,.511,16.0,29.2,.310,75.6,98.3,.311,.389,.506,46.5,53.4,9.2,7.3,.480,14.3,24.9,.201
29,Brown,/cbb/schools/brown/men/2017.html,False,30,13,17,.433,-8.55,-4.08,4,10,9,7,4,8,2275,2338,72.1,105.1,.445,.401,.566,47.8,54.3,10.5,5.3,.516,17.6,27.1,.338,72.1,108.0,.373,.369,.595,52.2,53.4,9.7,12.8,.567,19.4,29.6,.267
30,Bryant,/cbb/schools/bryant/men/2017.html,False,32,12,20,.375,-9.69,-5.43,9,9,9,5,2,15,2373,2478,70.0,103.2,.332,.366,.535,49.4,54.8,9.5,5.8,.499,16.2,29.5,.239,70.0,107.7,.374,.370,.552,50.6,50.2,8.6,9.7,.513,15.4,30.4,.275
31,Bucknell,/cbb/schools/bucknell/men/2017.html,True,35,26,9,.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,70.7,96.1,.331,.313,.509,49.4,49.3,9.9,8.7,.480,17.3,27.8,.218
32,Buffalo,/cbb/schools/buffalo/men/2017.html,False,32,17,15,.531,0.92,-1.01,11,7,8,4,8,7,2486,2375,72.9,106.1,.366,.374,.545,53.1,52.3,7.7,10.2,.513,16.6,33.7,.253,72.9,101.4,.424,.351,.516,46.9,51.0,8.7,8.7,.476,15.1,28.7,.289
33,Butler,/cbb/schools/butler/men/2017.html,True,34,25,9,.735,17.70,10.23,12,6,13,3,7,4,2595,2341,67.3,112.6,.371,.376,.581,50.6,50.0,8.9,8.4,.546,13.4,27.1,.275,67.3,101.6,.370,.377,.542,49.4,44.7,7.4,7.3,.508,17.3,26.7,.258
34,Cal Poly,/cbb/schools/cal-poly/men/2017.html,False,31,11,20,.355,-10.71,-4.22,6,10,6,6,5,11,2082,2242,66.7,99.9,.297,.421,.507,46.5,44.4,7.8,9.2,.475,14.0,26.0,.207,66.7,107.5,.392,.278,.557,53.5,50.2,7.1,9.0,.521,15.6,29.9,.281
35,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2017.html,False,35,25,10,.714,3.21,-1.94,12,2,12,1,11,6,2502,2235,69.7,100.8,.371,.320,.523,52.3,56.6,11.5,12.3,.496,17.8,33.9,.237,69.7,90.1,.464,.407,.489,47.7,55.3,8.6,8.5,.436,20.3,29.8,.321
36,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2017.html,False,32,17,15,.531,-7.55,-6.85,10,6,12,4,4,8,2351,2280,70.7,101.1,.404,.341,.533,52.2,47.1,9.6,9.9,.497,17.4,30.4,.277,70.7,98.0,.400,.351,.526,47.8,49.8,8.4,8.6,.481,17.4,25.9,.289
37,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2017.html,False,30,11,19,.367,-8.34,-4.13,7,9,7,7,4,8,2341,2440,74.6,104.6,.459,.238,.550,49.0,51.0,9.3,7.0,.503,15.8,28.0,.334,74.6,109.0,.415,.295,.556,51.0,49.0,8.1,7.9,.517,15.1,31.0,.299
38,California,/cbb/schools/california/men/2017.html,False,34,21,13,.618,11.11,6.34,10,8,15,4,3,6,2316,2154,66.3,101.3,.377,.347,.514,54.7,50.7,7.2,12.1,.481,16.0,32.9,.249,66.3,94.2,.342,.325,.489,45.3,51.5,7.1,9.9,.453,14.7,23.9,.231
39,Campbell,/cbb/schools/campbell/men/2017.html,False,37,19,18,.514,-9.68,-7.59,7,11,11,8,6,9,2653,2605,67.8,105.1,.361,.401,.568,49.3,47.5,9.7,11.3,.530,16.9,24.3,.272,67.8,103.2,.386,.353,.535,50.7,51.5,10.1,7.7,.495,15.4,27.2,.276
40,Canisius,/cbb/schools/canisius/men/2017.html,False,34,18,16,.529,-2.82,-3.50,10,10,7,7,9,8,2665,2642,71.4,108.9,.309,.403,.562,48.3,63.7,9.4,4.9,.531,15.8,30.2,.227,71.4,108.0,.338,.338,.576,51.7,48.6,7.8,9.1,.545,18.1,32.2,.247
41,Central Arkansas,/cbb/schools/central-arkansas/men/2017.html,False,32,8,24,.250,-13.04,-3.76,7,11,5,6,3,16,2395,2692,72.2,102.5,.360,.321,.535,48.8,55.6,7.6,7.4,.498,16.6,28.8,.258,72.2,115.2,.320,.439,.575,51.2,63.3,8.8,7.4,.551,13.5,31.7,.223
42,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2017.html,False,29,6,23,.207,-17.51,-7.68,4,14,3,9,3,14,1827,2112,66.5,93.9,.333,.261,.492,48.5,50.5,8.5,6.9,.467,18.2,31.5,.207,66.5,108.6,.346,.383,.566,51.5,55.3,9.4,9.5,.540,17.4,32.4,.238
43,Central Michigan,/cbb/schools/central-michigan/men/2017.html,False,32,16,16,.500,-5.76,-2.63,6,12,10,5,5,9,2826,2807,77.8,112.2,.354,.518,.562,47.7,39.7,7.2,6.6,.516,12.6,27.9,.280,77.8,111.5,.310,.367,.551,52.3,45.6,7.5,10.5,.523,13.5,32.5,.216
44,Charleston Southern,/cbb/schools/charleston-southern/men/2017.html,False,31,12,19,.387,-12.28,-6.21,7,11,9,6,3,12,2304,2343,69.7,105.3,.344,.358,.530,50.1,41.4,8.0,8.4,.502,14.1,29.0,.229,69.7,107.1,.405,.384,.570,49.9,54.0,7.1,9.4,.530,16.0,26.1,.299
45,Charlotte,/cbb/schools/charlotte/men/2017.html,False,30,13,17,.433,-5.24,-0.93,7,11,10,5,3,9,2295,2407,74.4,102.4,.341,.349,.548,44.8,45.1,8.5,7.3,.509,14.9,20.6,.254,74.4,107.4,.353,.304,.554,55.2,46.9,8.5,8.5,.523,16.0,31.0,.247
46,Chattanooga,/cbb/schools/chattanooga/men/2017.html,False,31,19,12,.613,1.10,-2.08,10,8,11,3,7,7,2314,2132,68.1,109.1,.394,.388,.567,49.1,47.1,11.4,12.4,.533,16.8,31.1,.280,68.1,100.6,.363,.304,.541,50.9,48.8,9.2,10.1,.497,19.0,32.2,.274
47,Chicago State,/cbb/schools/chicago-state/men/2017.html,False,32,6,26,.188,-16.67,-0.19,1,13,3,7,2,17,2089,2511,70.3,91.4,.296,.354,.476,46.8,48.7,9.4,6.6,.439,16.7,26.8,.207,70.3,109.8,.355,.447,.574,53.2,64.9,8.5,10.0,.546,16.6,30.2,.251
48,Cincinnati,/cbb/schools/cincinnati/men/2017.html,True,36,30,6,.833,18.43,5.49,16,2,18,0,8,3,2674,2208,65.1,113.3,.325,.361,.547,53.3,57.5,11.1,13.9,.520,12.9,35.5,.223,65.1,93.5,.291,.370,.491,46.7,52.8,5.5,8.4,.452,17.4,29.2,.214
49,Clemson,/cbb/schools/clemson/men/2017.html,False,33,17,16,.515,13.22,9.98,6,12,11,6,3,7,2468,2361,67.7,110.0,.343,.345,.547,49.3,47.5,10.5,10.7,.511,13.6,31.4,.251,67.7,105.2,.242,.369,.549,50.7,48.5,7.5,8.8,.519,17.3,32.2,.185
50,Cleveland State,/cbb/schools/cleveland-state/men/2017.html,False,31,9,22,.290,-6.73,-1.53,5,13,5,6,2,14,2083,2222,68.8,96.2,.294,.386,.497,47.0,43.9,10.2,8.7,.465,16.2,29.0,.203,68.8,102.6,.406,.360,.553,53.0,60.1,7.2,9.3,.520,19.4,32.1,.278
51,Coastal Carolina,/cbb/schools/coastal-carolina/men/2017.html,False,39,20,19,.513,-3.94,-1.48,10,8,15,6,3,12,2833,2858,71.0,101.7,.298,.399,.514,52.0,45.7,8.5,8.7,.488,15.6,31.0,.196,71.0,102.6,.320,.468,.529,48.0,52.3,8.3,9.0,.496,14.8,26.1,.226
52,Colgate,/cbb/schools/colgate/men/2017.html,False,32,10,22,.313,-8.47,-3.60,8,10,4,8,6,12,2145,2273,66.4,99.0,.335,.432,.547,49.7,55.6,7.6,7.7,.520,19.3,25.1,.227,66.4,104.9,.381,.388,.556,50.3,53.6,11.0,10.4,.524,15.7,25.4,.264
53,College of Charleston,/cbb/schools/college-of-charleston/men/2017.html,False,35,25,10,.714,3.99,-0.19,14,4,12,2,10,5,2416,2260,65.6,104.9,.429,.360,.539,49.1,44.2,8.4,9.8,.491,14.0,25.6,.316,65.6,98.1,.315,.383,.506,50.9,48.3,5.9,9.7,.478,16.2,28.8,.209
54,Colorado,/cbb/schools/colorado/men/2017.html,False,34,19,15,.559,9.12,6.00,8,10,13,4,4,9,2568,2455,69.0,108.7,.386,.360,.544,52.1,53.4,7.3,11.9,.508,14.8,32.7,.272,69.0,103.9,.335,.381,.535,47.9,49.5,8.1,10.3,.502,15.1,28.0,.237
55,Colorado State,/cbb/schools/colorado-state/men/2017.html,False,36,24,12,.667,6.03,2.17,13,5,15,5,7,5,2611,2447,68.0,106.6,.394,.366,.531,51.9,45.2,8.9,9.8,.487,13.8,31.6,.288,68.0,99.9,.313,.406,.504,48.1,48.6,8.1,8.3,.471,14.7,28.7,.215
56,Columbia,/cbb/schools/columbia/men/2017.html,False,27,11,16,.407,-5.67,-3.13,5,9,7,6,4,10,1940,1964,69.5,102.5,.290,.364,.532,48.5,59.7,10.0,9.2,.502,16.0,28.1,.205,69.5,103.7,.345,.448,.544,51.5,62.0,8.3,9.7,.514,17.6,31.2,.236
57,Connecticut,/cbb/schools/connecticut/men/2017.html,False,33,16,17,.485,7.23,6.61,9,9,8,6,4,8,2220,2189,65.4,102.1,.342,.347,.528,50.9,55.5,6.7,15.3,.492,16.0,29.9,.244,65.4,100.7,.316,.398,.496,49.1,53.3,9.2,7.9,.459,13.7,30.1,.222
58,Coppin State,/cbb/schools/coppin-state/men/2017.html,False,32,8,24,.250,-21.51,-8.01,7,9,5,6,3,16,2119,2521,70.5,93.1,.404,.384,.482,46.3,47.5,8.0,6.4,.443,16.7,28.4,.262,70.5,110.8,.402,.394,.570,53.7,52.8,8.2,9.6,.539,16.4,32.9,.281
59,Cornell,/cbb/schools/cornell/men/2017.html,False,29,8,21,.276,-8.40,-1.55,4,10,3,8,4,12,2074,2238,71.3,99.8,.294,.437,.553,48.7,55.9,7.2,6.7,.527,18.3,22.5,.205,71.3,107.7,.314,.342,.550,51.3,50.2,10.6,10.9,.517,13.7,26.8,.232
60,Creighton,/cbb/schools/creighton/men/2017.html,True,35,25,10,.714,17.27,8.95,10,8,13,4,7,4,2864,2549,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.8,.189,72.9,100.0,.288,.368,.525,50.7,48.1,9.2,7.5,.498,16.8,28.9,.199
61,Dartmouth,/cbb/schools/dartmouth/men/2017.html,False,27,7,20,.259,-11.15,-3.45,4,10,3,9,4,11,1812,2020,68.2,97.9,.338,.386,.534,50.5,47.7,6.7,4.7,.499,19.1,27.6,.240,68.2,109.1,.307,.357,.560,49.5,43.8,9.9,14.1,.532,14.0,26.9,.218
62,Davidson,/cbb/schools/davidson/men/2017.html,False,32,17,15,.531,6.45,4.26,8,10,8,5,5,7,2362,2292,69.5,105.5,.315,.460,.552,49.6,61.3,7.3,8.5,.516,15.4,25.1,.238,69.5,102.3,.334,.337,.528,50.4,51.5,9.6,10.8,.497,15.0,26.9,.230
63,Dayton,/cbb/schools/dayton/men/2017.html,True,32,24,8,.750,12.98,4.27,15,3,15,1,7,3,2428,2126,69.4,108.9,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.8,.301,69.4,95.4,.349,.394,.515,50.3,55.3,6.2,10.6,.477,18.8,27.6,.247
64,Delaware,/cbb/schools/delaware/men/2017.html,False,33,13,20,.394,-9.97,-1.42,5,13,9,5,3,12,2157,2381,66.1,98.5,.326,.350,.508,50.1,49.7,8.0,9.7,.475,15.7,27.5,.224,66.1,108.7,.390,.423,.551,49.9,59.4,8.6,9.9,.523,13.2,26.8,.261
65,Delaware State,/cbb/schools/delaware-state/men/2017.html,False,32,10,22,.313,-18.81,-9.37,7,9,4,7,6,14,2186,2399,68.4,98.7,.292,.390,.515,46.2,54.9,8.0,8.5,.490,17.0,29.3,.192,68.4,108.3,.377,.427,.557,53.8,59.8,9.3,9.2,.521,17.5,35.6,.273
66,Denver,/cbb/schools/denver/men/2017.html,False,30,16,14,.533,-2.99,-4.19,8,8,8,5,7,8,2275,2239,69.0,109.0,.346,.330,.580,53.1,55.7,7.2,6.1,.548,17.1,28.8,.254,69.0,107.3,.391,.388,.555,46.9,46.2,9.9,8.9,.514,13.8,24.7,.289
67,DePaul,/cbb/schools/depaul/men/2017.html,False,32,9,23,.281,2.09,7.78,2,16,8,10,1,9,2206,2388,69.0,99.5,.356,.313,.523,49.0,47.2,9.6,8.8,.481,17.6,29.9,.262,69.0,107.8,.402,.402,.575,51.0,60.7,9.2,8.5,.538,17.6,30.0,.293
68,Detroit Mercy,/cbb/schools/detroit-mercy/men/2017.html,False,31,8,23,.258,-10.72,-1.62,6,12,5,9,3,13,2387,2630,74.3,102.3,.384,.362,.541,47.1,48.0,8.7,6.9,.512,17.0,27.6,.255,74.3,112.8,.477,.371,.599,52.9,51.0,8.6,10.2,.570,17.2,31.1,.330
69,Drake,/cbb/schools/drake/men/2017.html,False,31,7,24,.226,-4.71,1.91,5,13,6,9,1,11,2208,2390,70.0,100.5,.298,.421,.521,47.5,53.2,8.6,6.4,.482,15.5,26.9,.225,70.0,108.8,.306,.374,.556,52.5,49.7,9.6,12.0,.530,15.2,30.8,.212
70,Drexel,/cbb/schools/drexel/men/2017.html,False,32,9,23,.281,-7.43,-2.56,3,15,5,8,4,14,2397,2508,71.4,103.3,.311,.373,.526,49.8,54.3,8.1,8.1,.500,15.7,31.0,.207,71.4,108.1,.389,.360,.557,50.2,51.0,8.9,9.0,.526,15.3,29.9,.269
71,Duke,/cbb/schools/duke/men/2017.html,True,37,28,9,.757,21.56,10.91,11,7,15,1,4,6,2991,2597,69.9,115.7,.393,.383,.588,51.9,47.5,8.7,10.9,.548,14.2,31.6,.299,69.9,100.5,.312,.288,.510,48.1,46.6,6.8,6.7,.475,14.9,29.6,.222
72,Duquesne,/cbb/schools/duquesne/men/2017.html,False,32,10,22,.313,-3.06,0.69,3,15,8,10,1,10,2256,2376,71.0,99.3,.371,.369,.523,49.4,51.1,6.9,10.0,.489,17.4,29.0,.251,71.0,104.6,.333,.343,.533,50.6,60.5,8.3,13.1,.499,15.2,30.2,.235
73,East Carolina,/cbb/schools/east-carolina/men/2017.html,False,33,15,18,.455,-0.49,1.33,6,12,12,5,1,11,2088,2148,66.8,94.8,.375,.372,.493,50.4,55.0,7.6,13.2,.458,17.8,30.7,.246,66.8,97.5,.272,.340,.483,49.6,53.2,9.8,9.7,.447,14.4,31.0,.197
74,East Tennessee State,/cbb/schools/east-tennessee-state/men/2017.html,True,35,27,8,.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,71.4,110.2,.432,.352,.587,53.1,53.8,11.6,13.6,.555,18.0,31.3,.304,71.4,96.6,.372,.394,.528,46.9,47.3,9.6,9.9,.487,19.2,27.2,.268
75,Eastern Illinois,/cbb/schools/eastern-illinois/men/2017.html,False,29,14,15,.483,-5.35,-5.05,6,10,8,6,6,9,2169,2083,70.5,102.9,.271,.376,.519,49.0,57.5,9.4,10.7,.487,15.0,30.3,.198,70.5,98.9,.385,.334,.528,51.0,51.9,8.1,8.0,.490,18.9,31.0,.270
76,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2017.html,False,31,12,19,.387,-8.65,-2.44,5,11,8,6,3,12,2197,2330,69.7,99.7,.374,.419,.533,46.8,56.3,8.4,10.0,.495,17.3,26.2,.264,69.7,105.7,.415,.362,.550,53.2,55.7,10.3,9.3,.507,16.8,32.2,.303
77,Eastern Michigan,/cbb/schools/eastern-michigan/men/2017.html,False,33,16,17,.485,-0.18,0.16,7,11,10,6,5,10,2566,2409,71.2,108.3,.350,.301,.538,49.9,48.3,13.4,13.1,.500,14.3,34.3,.254,71.2,101.7,.475,.399,.537,50.1,64.5,9.1,6.0,.488,19.2,34.0,.341
78,Eastern Washington,/cbb/schools/eastern-washington/men/2017.html,False,34,22,12,.647,-2.77,-4.43,13,5,15,1,6,10,2695,2592,68.0,112.4,.342,.375,.587,50.9,44.5,6.6,12.5,.551,15.3,27.6,.263,68.0,108.1,.361,.360,.545,49.1,51.7,9.1,7.4,.508,13.1,27.9,.259
79,Elon,/cbb/schools/elon/men/2017.html,False,32,18,14,.563,0.24,-1.39,10,8,10,4,6,8,2403,2292,69.2,106.1,.302,.454,.550,50.2,54.8,7.3,6.1,.525,14.6,25.0,.207,69.2,101.2,.263,.395,.512,49.8,42.1,8.4,9.6,.483,13.6,26.3,.186
80,Evansville,/cbb/schools/evansville/men/2017.html,False,33,16,17,.485,1.45,2.42,6,12,13,4,2,9,2288,2261,67.0,102.3,.447,.197,.536,50.6,55.3,7.7,9.1,.490,15.4,27.2,.318,67.0,101.1,.396,.397,.529,49.4,55.4,8.1,11.0,.488,16.4,27.2,.279
81,Fairfield,/cbb/schools/fairfield/men/2017.html,False,31,16,15,.516,-4.75,-3.85,11,9,7,6,8,8,2251,2279,71.7,100.5,.272,.421,.536,48.5,56.4,7.4,7.3,.513,16.5,24.4,.186,71.7,101.7,.320,.335,.523,51.5,47.2,8.9,7.1,.495,15.3,28.1,.216
82,FDU,/cbb/schools/fairleigh-dickinson/men/2017.html,False,30,11,19,.367,-9.28,-5.31,9,9,7,4,3,14,2183,2250,70.2,103.2,.362,.354,.544,47.3,48.5,8.9,7.0,.499,16.5,27.8,.277,70.2,106.4,.431,.347,.548,52.7,56.8,8.7,6.9,.511,16.7,33.3,.299
