,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2016-11-12-marshall.html,"Sat, Nov 12, 2016",12:00p,REG,@,/cbb/schools/marshall/men/2017.html,Marshall,/cbb/conferences/cusa/men/2017.html,CUSA,0.18,L,69,81,0,1,L 1,Cam Henderson Center,/cbb/schools/north-carolina-central/men/2017.html
1,/cbb/boxscores/2016-11-14-ohio-state.html,"Mon, Nov 14, 2016",9:00p,REG,@,/cbb/schools/ohio-state/men/2017.html,Ohio State,/cbb/conferences/big-ten/men/2017.html,Big Ten,10.31,L,63,69,0,2,L 2,Value City Arena,/cbb/schools/north-carolina-central/men/2017.html
2,/cbb/boxscores/2016-11-16-western-carolina.html,"Wed, Nov 16, 2016",7:30p,REG,@,/cbb/schools/western-carolina/men/2017.html,Western Carolina,/cbb/conferences/southern/men/2017.html,Southern,-15.30,W,67,59,1,2,W 1,Ramsey Center,/cbb/schools/north-carolina-central/men/2017.html
3,/cbb/boxscores/2016-11-18-north-carolina-central.html,"Fri, Nov 18, 2016",8:00p,REG,,/cbb/schools/jackson-state/men/2017.html,Jackson State,/cbb/conferences/swac/men/2017.html,SWAC,-15.42,W,84,75,2,2,W 2,McDougald-McLendon Arena,/cbb/schools/north-carolina-central/men/2017.html
4,/cbb/boxscores/2016-11-26-northern-kentucky.html,"Sat, Nov 26, 2016",7:00p,REG,@,/cbb/schools/northern-kentucky/men/2017.html,Northern Kentucky,/cbb/conferences/horizon/men/2017.html,Horizon,-0.17,W,82,74,3,2,W 3,BB&T Arena,/cbb/schools/north-carolina-central/men/2017.html
5,/cbb/boxscores/2016-11-28-missouri.html,"Mon, Nov 28, 2016",8:00p,REG,@,/cbb/schools/missouri/men/2017.html,Missouri,/cbb/conferences/sec/men/2017.html,SEC,2.98,W,62,52,4,2,W 4,Mizzou Arena,/cbb/schools/north-carolina-central/men/2017.html
6,/cbb/boxscores/2016-12-01-north-carolina-central.html,"Thu, Dec 1, 2016",7:00p,REG,,,Southern Wesleyan,,,,W,92,55,5,2,W 5,McDougald-McLendon Arena,/cbb/schools/north-carolina-central/men/2017.html
7,/cbb/boxscores/2016-12-03-east-carolina.html,"Sat, Dec 3, 2016",5:00p,REG,@,/cbb/schools/east-carolina/men/2017.html,East Carolina,/cbb/conferences/aac/men/2017.html,AAC,-0.49,L,56,69,5,3,L 1,Williams Arena at Minges Coliseum,/cbb/schools/north-carolina-central/men/2017.html
8,/cbb/boxscores/2016-12-06-north-carolina-central.html,"Tue, Dec 6, 2016",7:00p,REG,,/cbb/schools/long-island-university/men/2017.html,Long Island University,/cbb/conferences/northeast/men/2017.html,NEC,-7.80,W,79,56,6,3,W 1,McDougald-McLendon Arena,/cbb/schools/north-carolina-central/men/2017.html
9,/cbb/boxscores/2016-12-10-coastal-carolina.html,"Sat, Dec 10, 2016",7:00p,REG,@,/cbb/schools/coastal-carolina/men/2017.html,Coastal Carolina,/cbb/conferences/sun-belt/men/2017.html,Sun Belt,-3.94,L,67,70,6,4,L 1,HTC Center,/cbb/schools/north-carolina-central/men/2017.html
