,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2016-11-11-troy.html,"Fri, Nov 11, 2016",8:00p,REG,Toccoa Falls,,W,135,76,1,0,W 1,Trojan Arena,/cbb/schools/troy/men/2017.html,,,,,
1,/cbb/boxscores/2016-11-14-troy.html,"Mon, Nov 14, 2016",8:00p,REG,Eastern Illinois,OVC,W,70,67,2,0,W 2,Trojan Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/eastern-illinois/men/2017.html,/cbb/conferences/ovc/men/2017.html,-5.35,,
2,/cbb/boxscores/2016-11-17-alabama-birmingham.html,"Thu, Nov 17, 2016",8:00p,REG,UAB,CUSA,L,51,74,2,1,L 1,Bartow Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/alabama-birmingham/men/2017.html,/cbb/conferences/cusa/men/2017.html,-1.17,@,
3,/cbb/boxscores/2016-11-21-eastern-illinois.html,"Mon, Nov 21, 2016",1:00p,REG,Eastern Illinois,OVC,L,67,71,2,2,L 2,Lantz Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/eastern-illinois/men/2017.html,/cbb/conferences/ovc/men/2017.html,-5.35,@,
4,/cbb/boxscores/2016-11-23-san-francisco.html,"Wed, Nov 23, 2016",10:00p,REG,San Francisco,WCC,L,67,79,2,3,L 3,War Memorial Gymnasium,/cbb/schools/troy/men/2017.html,/cbb/schools/san-francisco/men/2017.html,/cbb/conferences/wcc/men/2017.html,3.80,@,
5,/cbb/boxscores/2016-11-25-hawaii.html,"Fri, Nov 25, 2016",11:59p,REG,Hawaii,Big West,W,65,63,3,3,W 1,Stan Sheriff Center,/cbb/schools/troy/men/2017.html,/cbb/schools/hawaii/men/2017.html,/cbb/conferences/big-west/men/2017.html,-6.19,@,
6,/cbb/boxscores/2016-12-01-troy.html,"Thu, Dec 1, 2016",8:00p,REG,South Florida,AAC,L,74,80,3,4,L 1,Trojan Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/south-florida/men/2017.html,/cbb/conferences/aac/men/2017.html,-7.28,,
7,/cbb/boxscores/2016-12-04-troy.html,"Sun, Dec 4, 2016",6:15p,REG,Alabama State,SWAC,W,83,65,4,4,W 1,Trojan Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/alabama-state/men/2017.html,/cbb/conferences/swac/men/2017.html,-19.75,,
8,/cbb/boxscores/2016-12-10-troy.html,"Sat, Dec 10, 2016",3:00p,REG,Alabama A&M,SWAC,W,88,59,5,4,W 2,Trojan Arena,/cbb/schools/troy/men/2017.html,/cbb/schools/alabama-am/men/2017.html,/cbb/conferences/swac/men/2017.html,-26.99,,
9,/cbb/boxscores/2016-12-14-point.html,"Wed, Dec 14, 2016",8:00p,REG,Point University,,W,114,52,6,4,W 3,Dothan Civic Center,/cbb/schools/troy/men/2017.html,,,,N,
10,/cbb/boxscores/2016-12-17-southern-california.html,"Sat, Dec 17, 2016",10:30p,REG,Southern California,Pac-12,L,77,82,6,5,L 1,Galen Center,/cbb/schools/troy/men/2017.html,/cbb/schools/southern-california/men/2017.html,/cbb/conferences/pac-12/men/2017.html,11.48,@,
11,/cbb/boxscores/2016-12-19-wyoming.html,"Mon, Dec 19, 2016",9:00p,REG,Wyoming,MWC,L,66,72,6,6,L 2,Arena-Auditorium,/cbb/schools/troy/men/2017.html,/cbb/schools/wyoming/men/2017.html,/cbb/conferences/mwc/men/2017.html,2.83,@,
