,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2016-11-11-creighton.html,"Fri, Nov 11, 2016",9:00p,REG,/cbb/schools/missouri-kansas-city/men/2017.html,Kansas City,/cbb/conferences/wac/men/2017.html,WAC,-4.97,W,89,82,1,0,W 1,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
1,/cbb/boxscores/2016-11-15-creighton.html,"Tue, Nov 15, 2016",8:30p,REG,/cbb/schools/wisconsin/men/2017.html,Wisconsin,/cbb/conferences/big-ten/men/2017.html,Big Ten,19.40,W,79,67,2,0,W 2,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
2,/cbb/boxscores/2016-11-18-creighton.html,"Fri, Nov 18, 2016",8:30p,REG,/cbb/schools/washington-state/men/2017.html,Washington State,/cbb/conferences/pac-12/men/2017.html,Pac-12,0.13,W,103,77,3,0,W 3,Virgin Islands Sport & Fitness Center,/cbb/schools/creighton/men/2017.html,N
3,/cbb/boxscores/2016-11-20-creighton.html,"Sun, Nov 20, 2016",8:30p,REG,/cbb/schools/north-carolina-state/men/2017.html,NC State,/cbb/conferences/acc/men/2017.html,ACC,6.09,W,112,94,4,0,W 4,Virgin Islands Sport & Fitness Center,/cbb/schools/creighton/men/2017.html,N
4,/cbb/boxscores/2016-11-21-creighton.html,"Mon, Nov 21, 2016",8:30p,REG,/cbb/schools/mississippi/men/2017.html,Mississippi,/cbb/conferences/sec/men/2017.html,SEC,9.65,W,86,77,5,0,W 5,Virgin Islands Sport & Fitness Center,/cbb/schools/creighton/men/2017.html,N
5,/cbb/boxscores/2016-11-26-creighton.html,"Sat, Nov 26, 2016",4:30p,REG,/cbb/schools/loyola-md/men/2017.html,Loyola (MD),/cbb/conferences/patriot/men/2017.html,Patriot,-6.32,W,82,52,6,0,W 6,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
6,/cbb/boxscores/2016-11-29-creighton.html,"Tue, Nov 29, 2016",8:30p,REG,/cbb/schools/buffalo/men/2017.html,Buffalo,/cbb/conferences/mac/men/2017.html,MAC,0.92,W,93,72,7,0,W 7,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
7,/cbb/boxscores/2016-12-03-creighton.html,"Sat, Dec 3, 2016",8:00p,REG,/cbb/schools/akron/men/2017.html,Akron,/cbb/conferences/mac/men/2017.html,MAC,3.59,W,82,70,8,0,W 8,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
8,/cbb/boxscores/2016-12-07-nebraska.html,"Wed, Dec 7, 2016",9:00p,REG,/cbb/schools/nebraska/men/2017.html,Nebraska,/cbb/conferences/big-ten/men/2017.html,Big Ten,6.47,W,77,62,9,0,W 9,Pinnacle Bank Arena,/cbb/schools/creighton/men/2017.html,@
9,/cbb/boxscores/2016-12-09-creighton.html,"Fri, Dec 9, 2016",7:30p,REG,/cbb/schools/longwood/men/2017.html,Longwood,/cbb/conferences/big-south/men/2017.html,Big South,-21.23,W,113,58,10,0,W 10,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
10,/cbb/boxscores/2016-12-17-creighton.html,"Sat, Dec 17, 2016",8:00p,REG,/cbb/schools/oral-roberts/men/2017.html,Oral Roberts,/cbb/conferences/summit/men/2017.html,Summit,-5.51,W,66,65,11,0,W 11,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
11,/cbb/boxscores/2016-12-20-arizona-state.html,"Tue, Dec 20, 2016",9:00p,REG,/cbb/schools/arizona-state/men/2017.html,Arizona State,/cbb/conferences/pac-12/men/2017.html,Pac-12,4.02,W,96,85,12,0,W 12,Wells Fargo Arena,/cbb/schools/creighton/men/2017.html,@
12,/cbb/boxscores/2016-12-28-creighton.html,"Wed, Dec 28, 2016",8:00p,REG,/cbb/schools/seton-hall/men/2017.html,Seton Hall,/cbb/conferences/big-east/men/2017.html,Big East,12.10,W,89,75,13,0,W 13,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
13,/cbb/boxscores/2016-12-31-creighton.html,"Sat, Dec 31, 2016",1:00p,REG,/cbb/schools/villanova/men/2017.html,Villanova,/cbb/conferences/big-east/men/2017.html,Big East,23.80,L,70,80,13,1,L 1,CenturyLink Center Omaha,/cbb/schools/creighton/men/2017.html,
14,/cbb/boxscores/2017-01-04-st-johns-ny.html,"Wed, Jan 4, 2017",8:30p,REG,/cbb/schools/st-johns-ny/men/2017.html,St. John's (NY),/cbb/conferences/big-east/men/2017.html,Big East,6.45,W,85,72,14,1,W 1,Carnesecca Arena,/cbb/schools/creighton/men/2017.html,@
