,pts,opp_pts,homeLink,oppLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
46,44,63,/cbb/schools/michigan/men/2019.html,/cbb/schools/texas-tech/men/2019.html,21.82,10.55,65.4,106.5,0.275,0.399,0.542,50.7,54.4,9.3,10.3,0.516,12.3,23.9,0.193,65.4,89.2,0.241,0.301,0.467,49.3,45.8,6.1,9.6,0.441,15.8,24.1,0.16,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,-19
47,70,50,/cbb/schools/michigan-state/men/2019.html,/cbb/schools/minnesota/men/2019.html,24.93,12.34,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,12.52,11.27,67.9,103.7,0.416,0.296,0.521,51.2,59.0,7.1,10.1,0.482,14.6,30.9,0.283,67.9,101.8,0.282,0.339,0.523,48.8,50.8,8.5,10.9,0.495,14.7,27.9,0.195,20
48,51,61,/cbb/schools/michigan-state/men/2019.html,/cbb/schools/texas-tech/men/2019.html,24.93,12.34,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,68.1,94.8,0.275,0.372,0.471,43.9,51.9,9.1,8.4,0.439,12.9,25.7,0.187,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,-10
49,72,95,/cbb/schools/mississippi/men/2019.html,/cbb/schools/oklahoma/men/2019.html,12.32,8.13,69.2,108.4,0.309,0.399,0.568,51.1,54.2,10.2,9.6,0.531,16.0,30.1,0.242,69.2,102.4,0.335,0.345,0.542,48.9,55.2,8.9,9.8,0.51,17.9,29.2,0.236,15.3,12.21,69.3,102.4,0.313,0.331,0.534,50.2,48.7,8.6,8.3,0.504,15.0,25.6,0.218,69.3,98.0,0.231,0.413,0.498,49.8,49.8,9.5,9.5,0.475,14.9,27.8,0.156,-23
50,81,59,/cbb/schools/north-carolina/men/2019.html,/cbb/schools/washington/men/2019.html,23.94,11.35,75.9,112.7,0.302,0.358,0.56,56.6,60.6,9.2,9.5,0.529,14.6,34.8,0.224,75.9,96.1,0.284,0.438,0.517,43.4,54.2,8.8,11.0,0.489,16.4,22.4,0.193,12.01,7.01,67.4,103.2,0.347,0.399,0.551,47.6,47.5,13.3,16.3,0.521,17.4,28.8,0.241,67.4,95.8,0.34,0.353,0.513,52.4,58.6,8.9,7.6,0.475,20.5,34.5,0.241,22
51,74,78,/cbb/schools/north-carolina-central/men/2019.html,/cbb/schools/north-dakota-state/men/2019.html,-11.53,-11.24,68.5,104.0,0.334,0.361,0.545,54.8,60.2,8.9,7.5,0.512,18.8,35.1,0.239,68.5,97.0,0.305,0.352,0.518,45.2,53.2,8.5,10.0,0.491,17.1,26.2,0.205,-4.01,-2.07,66.8,108.5,0.318,0.472,0.576,48.7,46.0,6.8,6.6,0.54,14.2,20.6,0.247,66.8,107.9,0.259,0.353,0.554,51.3,45.2,7.7,9.4,0.525,13.0,24.5,0.194,-4
52,57,72,/cbb/schools/northern-kentucky/men/2019.html,/cbb/schools/texas-tech/men/2019.html,4.67,-2.39,70.0,111.4,0.354,0.412,0.574,53.2,60.5,8.8,11.5,0.553,15.6,30.6,0.236,70.0,97.7,0.348,0.392,0.52,46.8,51.3,8.4,11.1,0.481,16.8,25.3,0.251,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,-15
53,51,63,/cbb/schools/oklahoma/men/2019.html,/cbb/schools/virginia/men/2019.html,15.3,12.21,69.3,102.4,0.313,0.331,0.534,50.2,48.7,8.6,8.3,0.504,15.0,25.6,0.218,69.3,98.0,0.231,0.413,0.498,49.8,49.8,9.5,9.5,0.475,14.9,27.8,0.156,25.46,10.15,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9.0,13.0,0.552,12.8,29.7,0.216,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,-12
54,48,61,/cbb/schools/old-dominion/men/2019.html,/cbb/schools/purdue/men/2019.html,3.74,-1.18,65.6,100.2,0.289,0.373,0.499,53.2,53.3,8.6,14.3,0.471,15.0,31.8,0.192,65.6,92.7,0.324,0.405,0.489,46.8,52.9,7.4,6.8,0.456,16.3,24.4,0.216,21.4,11.99,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215,66.1,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.49,16.3,26.5,0.232,-13
55,72,54,/cbb/schools/oregon/men/2019.html,/cbb/schools/wisconsin/men/2019.html,13.95,6.13,65.5,106.2,0.294,0.395,0.549,51.1,52.3,11.6,14.6,0.52,15.4,29.1,0.212,65.5,94.4,0.339,0.454,0.502,48.9,55.1,7.9,8.0,0.464,18.2,28.2,0.238,17.9,11.01,64.8,103.9,0.273,0.346,0.531,49.8,49.2,7.9,11.0,0.511,13.0,24.3,0.177,64.8,93.5,0.258,0.35,0.479,50.2,45.5,7.8,10.8,0.452,15.0,26.3,0.172,18
56,73,54,/cbb/schools/oregon/men/2019.html,/cbb/schools/california-irvine/men/2019.html,13.95,6.13,65.5,106.2,0.294,0.395,0.549,51.1,52.3,11.6,14.6,0.52,15.4,29.1,0.212,65.5,94.4,0.339,0.454,0.502,48.9,55.1,7.9,8.0,0.464,18.2,28.2,0.238,5.7,-2.3,66.2,107.8,0.296,0.325,0.543,54.8,48.5,8.5,10.9,0.516,15.2,34.0,0.208,66.2,94.8,0.33,0.338,0.48,45.2,43.9,7.8,7.1,0.439,14.6,26.7,0.233,19
57,49,53,/cbb/schools/oregon/men/2019.html,/cbb/schools/virginia/men/2019.html,13.95,6.13,65.5,106.2,0.294,0.395,0.549,51.1,52.3,11.6,14.6,0.52,15.4,29.1,0.212,65.5,94.4,0.339,0.454,0.502,48.9,55.1,7.9,8.0,0.464,18.2,28.2,0.238,25.46,10.15,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9.0,13.0,0.552,12.8,29.7,0.216,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,-4
58,87,61,/cbb/schools/purdue/men/2019.html,/cbb/schools/villanova/men/2019.html,21.4,11.99,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215,66.1,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.49,16.3,26.5,0.232,14.33,7.97,65.0,112.2,0.344,0.535,0.565,51.3,56.9,8.2,8.7,0.532,14.2,30.1,0.251,65.0,102.5,0.282,0.397,0.531,48.7,56.1,7.9,8.8,0.504,15.4,27.4,0.197,26
59,99,94,/cbb/schools/purdue/men/2019.html,/cbb/schools/tennessee/men/2019.html,21.4,11.99,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215,66.1,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.49,16.3,26.5,0.232,21.55,10.16,69.4,116.1,0.333,0.32,0.587,52.3,59.7,8.5,15.2,0.554,13.7,30.9,0.251,69.4,98.7,0.343,0.406,0.504,47.7,51.2,8.8,6.3,0.475,15.6,29.4,0.224,5
60,75,80,/cbb/schools/purdue/men/2019.html,/cbb/schools/virginia/men/2019.html,21.4,11.99,66.1,114.4,0.299,0.455,0.563,53.7,53.6,9.1,12.6,0.536,13.5,33.8,0.215,66.1,100.4,0.317,0.432,0.527,46.3,53.5,7.4,11.6,0.49,16.3,26.5,0.232,25.46,10.15,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9.0,13.0,0.552,12.8,29.7,0.216,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,-5
61,52,66,/cbb/schools/saint-louis/men/2019.html,/cbb/schools/virginia-tech/men/2019.html,5.06,2.23,67.0,99.4,0.394,0.329,0.492,54.5,53.8,10.5,11.9,0.467,16.0,35.7,0.236,67.0,95.2,0.335,0.376,0.509,45.5,54.8,8.9,10.1,0.469,17.1,24.6,0.242,19.28,7.79,64.4,113.3,0.319,0.437,0.588,51.9,59.5,10.4,8.4,0.556,15.2,29.2,0.243,64.4,95.6,0.263,0.499,0.52,48.1,56.5,7.7,10.0,0.49,19.0,27.0,0.19,-14
62,57,61,/cbb/schools/saint-marys-ca/men/2019.html,/cbb/schools/villanova/men/2019.html,12.58,4.4,64.3,112.2,0.291,0.352,0.568,54.4,37.9,9.2,6.9,0.538,14.1,30.8,0.216,64.3,99.6,0.291,0.316,0.523,45.6,43.1,7.6,9.2,0.489,14.6,22.8,0.214,14.33,7.97,65.0,112.2,0.344,0.535,0.565,51.3,56.9,8.2,8.7,0.532,14.2,30.1,0.251,65.0,102.5,0.282,0.397,0.531,48.7,56.1,7.9,8.8,0.504,15.4,27.4,0.197,-4
63,68,84,/cbb/schools/seton-hall/men/2019.html,/cbb/schools/wofford/men/2019.html,10.25,8.34,70.1,104.0,0.345,0.367,0.533,50.0,51.7,9.7,11.2,0.499,15.2,29.6,0.243,70.1,101.4,0.328,0.402,0.535,50.0,53.1,8.1,11.7,0.496,17.3,29.2,0.244,13.92,0.8,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19,68.5,95.0,0.304,0.402,0.521,45.5,48.5,7.9,7.3,0.49,18.0,23.8,0.214,-16
64,77,85,/cbb/schools/texas-tech/men/2019.html,/cbb/schools/virginia/men/2019.html,22.79,9.53,67.6,106.9,0.329,0.36,0.567,50.8,52.3,10.7,15.4,0.535,15.8,26.3,0.241,67.6,87.4,0.367,0.403,0.475,49.2,49.5,9.2,7.0,0.43,19.8,27.5,0.255,25.46,10.15,60.8,116.3,0.291,0.395,0.58,53.9,55.9,9.0,13.0,0.552,12.8,29.7,0.216,60.8,91.3,0.263,0.425,0.475,46.1,43.4,8.1,8.3,0.447,15.4,24.7,0.175,-8
65,73,58,/cbb/schools/central-florida/men/2019.html,/cbb/schools/virginia-commonwealth/men/2019.html,13.37,5.58,67.3,107.1,0.453,0.356,0.557,51.5,53.6,8.5,12.6,0.529,15.5,29.0,0.294,67.3,95.5,0.292,0.384,0.482,48.5,53.5,8.5,8.1,0.454,15.3,29.2,0.189,11.96,2.87,69.0,102.1,0.357,0.412,0.535,50.8,54.9,11.5,12.2,0.501,17.3,31.0,0.251,69.0,89.1,0.366,0.332,0.478,49.2,50.7,9.2,7.9,0.435,20.0,30.6,0.252,15
66,61,78,/cbb/schools/utah-state/men/2019.html,/cbb/schools/washington/men/2019.html,11.98,0.89,70.0,111.6,0.367,0.379,0.575,56.2,62.4,8.7,12.2,0.538,15.8,31.9,0.274,70.0,95.2,0.34,0.398,0.504,43.8,51.0,8.7,9.5,0.464,15.6,22.2,0.243,12.01,7.01,67.4,103.2,0.347,0.399,0.551,47.6,47.5,13.3,16.3,0.521,17.4,28.8,0.241,67.4,95.8,0.34,0.353,0.513,52.4,58.6,8.9,7.6,0.475,20.5,34.5,0.241,-17
