,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2019-03-21-19-kentucky.html,"Thu, Mar 21, 2019",7:10p,NCAA,Kentucky,SEC,L,44,79,27,7,L 1,Jacksonville Veteran's Memorial Arena,/cbb/schools/abilene-christian/men/2019.html,/cbb/schools/kentucky/men/2019.html,/cbb/conferences/sec/men/2019.html,21.43,N,
1,/cbb/boxscores/2019-03-20-21-arizona-state.html,"Wed, Mar 20, 2019",9:10p,NCAA,St. John's (NY),Big East,W,74,65,23,10,W 1,University of Dayton Arena,/cbb/schools/arizona-state/men/2019.html,/cbb/schools/st-johns-ny/men/2019.html,/cbb/conferences/big-east/men/2019.html,7.88,N,
2,/cbb/boxscores/2019-03-22-16-buffalo.html,"Fri, Mar 22, 2019",4:00p,NCAA,Buffalo,MAC,L,74,91,23,11,L 1,BOK Center,/cbb/schools/arizona-state/men/2019.html,/cbb/schools/buffalo/men/2019.html,/cbb/conferences/mac/men/2019.html,15.56,N,
3,/cbb/boxscores/2019-03-21-13-auburn.html,"Thu, Mar 21, 2019",1:30p,NCAA,New Mexico State,WAC,W,78,77,27,9,W 9,Vivint Arena,/cbb/schools/auburn/men/2019.html,/cbb/schools/new-mexico-state/men/2019.html,/cbb/conferences/wac/men/2019.html,10.05,N,
4,/cbb/boxscores/2019-03-23-21-kansas.html,"Sat, Mar 23, 2019",9:40p,NCAA,Kansas,Big 12,W,89,75,28,9,W 10,Vivint Arena,/cbb/schools/auburn/men/2019.html,/cbb/schools/kansas/men/2019.html,/cbb/conferences/big-12/men/2019.html,18.35,N,
5,/cbb/boxscores/2019-03-29-19-north-carolina.html,"Fri, Mar 29, 2019",7:29p,NCAA,North Carolina,ACC,W,97,80,29,9,W 11,Sprint Center,/cbb/schools/auburn/men/2019.html,/cbb/schools/north-carolina/men/2019.html,/cbb/conferences/acc/men/2019.html,23.94,N,
6,/cbb/boxscores/2019-03-31-14-kentucky.html,"Sun, Mar 31, 2019",2:20p,NCAA,Kentucky,SEC,W,77,71,30,9,W 12,Sprint Center,/cbb/schools/auburn/men/2019.html,/cbb/schools/kentucky/men/2019.html,/cbb/conferences/sec/men/2019.html,21.43,N,OT
7,/cbb/boxscores/2019-04-06-18-virginia.html,"Sat, Apr 6, 2019",6:09p,NCAA,Virginia,ACC,L,62,63,30,10,L 1,U.S. Bank Stadium,/cbb/schools/auburn/men/2019.html,/cbb/schools/virginia/men/2019.html,/cbb/conferences/acc/men/2019.html,25.46,N,
8,/cbb/boxscores/2019-03-21-21-syracuse.html,"Thu, Mar 21, 2019",9:57p,NCAA,Syracuse,ACC,W,78,69,20,13,W 1,Vivint Arena,/cbb/schools/baylor/men/2019.html,/cbb/schools/syracuse/men/2019.html,/cbb/conferences/acc/men/2019.html,13.73,N,
9,/cbb/boxscores/2019-03-23-19-gonzaga.html,"Sat, Mar 23, 2019",7:10p,NCAA,Gonzaga,WCC,L,71,83,20,14,L 1,Vivint Arena,/cbb/schools/baylor/men/2019.html,/cbb/schools/gonzaga/men/2019.html,/cbb/conferences/wcc/men/2019.html,27.79,N,
