,boxScorelink,date,time_game,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2018-11-06-19-njit.html,"Tue, Nov 6, 2018",7:00p,REG,@,/cbb/schools/njit/men/2019.html,NJIT,/cbb/conferences/atlantic-sun/men/2019.html,A-Sun,-3.63,L,78,81,OT,0,1,L 1,NJIT Wellness and Events Center,/cbb/schools/colgate/men/2019.html
1,/cbb/boxscores/2018-11-09-19-colgate.html,"Fri, Nov 9, 2018",7:00p,REG,,/cbb/schools/monmouth/men/2019.html,Monmouth,/cbb/conferences/maac/men/2019.html,MAAC,-10.66,W,87,74,,1,1,W 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
2,/cbb/boxscores/2018-11-11-13-cornell.html,"Sun, Nov 11, 2018",1:00p,REG,@,/cbb/schools/cornell/men/2019.html,Cornell,/cbb/conferences/ivy/men/2019.html,Ivy,-6.12,W,73,57,,2,1,W 2,Newman Arena,/cbb/schools/colgate/men/2019.html
3,/cbb/boxscores/2018-11-14-19-colgate.html,"Wed, Nov 14, 2018",7:00p,REG,,,Nazareth,,,,W,86,68,,3,1,W 3,Cotterell Court,/cbb/schools/colgate/men/2019.html
4,/cbb/boxscores/2018-11-19-19-colgate.html,"Mon, Nov 19, 2018",7:00p,REG,,/cbb/schools/binghamton/men/2019.html,Binghamton,/cbb/conferences/america-east/men/2019.html,AEC,-13.92,W,76,68,,4,1,W 4,Cotterell Court,/cbb/schools/colgate/men/2019.html
5,/cbb/boxscores/2018-11-21-19-syracuse.html,"Wed, Nov 21, 2018",7:00p,REG,@,/cbb/schools/syracuse/men/2019.html,Syracuse,/cbb/conferences/acc/men/2019.html,ACC,13.73,L,56,77,,4,2,L 1,Carrier Dome,/cbb/schools/colgate/men/2019.html
6,/cbb/boxscores/2018-11-24-14-siena.html,"Sat, Nov 24, 2018",2:00p,REG,@,/cbb/schools/siena/men/2019.html,Siena,/cbb/conferences/maac/men/2019.html,MAAC,-7.90,W,84,79,,5,2,W 1,Times Union Center,/cbb/schools/colgate/men/2019.html
7,/cbb/boxscores/2018-11-30-20-south-florida.html,"Fri, Nov 30, 2018",8:30p,REG,@,/cbb/schools/south-florida/men/2019.html,South Florida,/cbb/conferences/aac/men/2019.html,AAC,5.96,L,63,73,,5,3,L 1,Yuengling Center,/cbb/schools/colgate/men/2019.html
8,/cbb/boxscores/2018-12-02-13-florida-gulf-coast.html,"Sun, Dec 2, 2018",1:30p,REG,@,/cbb/schools/florida-gulf-coast/men/2019.html,Florida Gulf Coast,/cbb/conferences/atlantic-sun/men/2019.html,A-Sun,-5.11,W,74,56,,6,3,W 1,Alico Arena,/cbb/schools/colgate/men/2019.html
9,/cbb/boxscores/2018-12-05-19-columbia.html,"Wed, Dec 5, 2018",7:00p,REG,@,/cbb/schools/columbia/men/2019.html,Columbia,/cbb/conferences/ivy/men/2019.html,Ivy,-5.18,W,64,62,,7,3,W 2,Levien Gymnasium,/cbb/schools/colgate/men/2019.html
10,/cbb/boxscores/2018-12-08-14-penn-state.html,"Sat, Dec 8, 2018",2:00p,REG,@,/cbb/schools/penn-state/men/2019.html,Penn State,/cbb/conferences/big-ten/men/2019.html,Big Ten,12.55,L,65,76,,7,4,L 1,Bryce Jordan Center,/cbb/schools/colgate/men/2019.html
11,/cbb/boxscores/2018-12-15-14-colgate.html,"Sat, Dec 15, 2018",2:00p,REG,,/cbb/schools/marist/men/2019.html,Marist,/cbb/conferences/maac/men/2019.html,MAAC,-9.49,W,82,66,,8,4,W 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
12,/cbb/boxscores/2018-12-29-16-pittsburgh.html,"Sat, Dec 29, 2018",4:00p,REG,@,/cbb/schools/pittsburgh/men/2019.html,Pittsburgh,/cbb/conferences/acc/men/2019.html,ACC,7.88,L,54,68,,8,5,L 1,Petersen Events Center,/cbb/schools/colgate/men/2019.html
13,/cbb/boxscores/2019-01-03-19-navy.html,"Thu, Jan 3, 2019",7:00p,REG,@,/cbb/schools/navy/men/2019.html,Navy,/cbb/conferences/patriot/men/2019.html,Patriot,-10.09,L,66,72,,8,6,L 2,Alumni Hall,/cbb/schools/colgate/men/2019.html
14,/cbb/boxscores/2019-01-06-14-colgate.html,"Sun, Jan 6, 2019",2:00p,REG,,/cbb/schools/american/men/2019.html,American,/cbb/conferences/patriot/men/2019.html,Patriot,-4.19,W,73,69,,9,6,W 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
15,/cbb/boxscores/2019-01-09-19-bucknell.html,"Wed, Jan 9, 2019",7:00p,REG,@,/cbb/schools/bucknell/men/2019.html,Bucknell,/cbb/conferences/patriot/men/2019.html,Patriot,0.59,L,81,84,,9,7,L 1,Sojka Pavilion,/cbb/schools/colgate/men/2019.html
16,/cbb/boxscores/2019-01-12-16-colgate.html,"Sat, Jan 12, 2019",4:00p,REG,,/cbb/schools/lehigh/men/2019.html,Lehigh,/cbb/conferences/patriot/men/2019.html,Patriot,-2.34,W,91,78,,10,7,W 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
17,/cbb/boxscores/2019-01-16-19-army.html,"Wed, Jan 16, 2019",7:00p,REG,@,/cbb/schools/army/men/2019.html,Army,/cbb/conferences/patriot/men/2019.html,Patriot,-7.57,L,81,91,,10,8,L 1,Christl Arena,/cbb/schools/colgate/men/2019.html
18,/cbb/boxscores/2019-01-19-13-boston-university.html,"Sat, Jan 19, 2019",1:00p,REG,@,/cbb/schools/boston-university/men/2019.html,Boston University,/cbb/conferences/patriot/men/2019.html,Patriot,-6.61,W,77,56,,11,8,W 1,Case Gym,/cbb/schools/colgate/men/2019.html
19,/cbb/boxscores/2019-01-23-19-colgate.html,"Wed, Jan 23, 2019",7:00p,REG,,/cbb/schools/lafayette/men/2019.html,Lafayette,/cbb/conferences/patriot/men/2019.html,Patriot,-11.17,W,57,47,,12,8,W 2,Cotterell Court,/cbb/schools/colgate/men/2019.html
20,/cbb/boxscores/2019-01-26-12-loyola-md.html,"Sat, Jan 26, 2019",12:00p,REG,@,/cbb/schools/loyola-md/men/2019.html,Loyola (MD),/cbb/conferences/patriot/men/2019.html,Patriot,-9.13,L,72,79,OT,12,9,L 1,Reitz Arena,/cbb/schools/colgate/men/2019.html
21,/cbb/boxscores/2019-01-30-19-colgate.html,"Wed, Jan 30, 2019",7:00p,REG,,/cbb/schools/army/men/2019.html,Army,/cbb/conferences/patriot/men/2019.html,Patriot,-7.57,W,76,56,,13,9,W 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
22,/cbb/boxscores/2019-02-02-13-colgate.html,"Sat, Feb 2, 2019",1:00p,REG,,/cbb/schools/boston-university/men/2019.html,Boston University,/cbb/conferences/patriot/men/2019.html,Patriot,-6.61,L,68,76,,13,10,L 1,Cotterell Court,/cbb/schools/colgate/men/2019.html
23,/cbb/boxscores/2019-02-04-19-lehigh.html,"Mon, Feb 4, 2019",7:00p,REG,@,/cbb/schools/lehigh/men/2019.html,Lehigh,/cbb/conferences/patriot/men/2019.html,Patriot,-2.34,W,84,62,,14,10,W 1,Stabler Arena,/cbb/schools/colgate/men/2019.html
24,/cbb/boxscores/2019-02-09-14-colgate.html,"Sat, Feb 9, 2019",2:00p,REG,,/cbb/schools/loyola-md/men/2019.html,Loyola (MD),/cbb/conferences/patriot/men/2019.html,Patriot,-9.13,W,75,72,,15,10,W 2,Cotterell Court,/cbb/schools/colgate/men/2019.html
25,/cbb/boxscores/2019-02-13-19-holy-cross.html,"Wed, Feb 13, 2019",7:30p,REG,@,/cbb/schools/holy-cross/men/2019.html,Holy Cross,/cbb/conferences/patriot/men/2019.html,Patriot,-6.43,W,74,70,,16,10,W 3,Hart Recreation Center,/cbb/schools/colgate/men/2019.html
26,/cbb/boxscores/2019-02-16-16-american.html,"Sat, Feb 16, 2019",4:00p,REG,@,/cbb/schools/american/men/2019.html,American,/cbb/conferences/patriot/men/2019.html,Patriot,-4.19,W,83,81,OT,17,10,W 4,Bender Arena,/cbb/schools/colgate/men/2019.html
27,/cbb/boxscores/2019-02-19-19-colgate.html,"Tue, Feb 19, 2019",7:00p,REG,,/cbb/schools/bucknell/men/2019.html,Bucknell,/cbb/conferences/patriot/men/2019.html,Patriot,0.59,W,75,64,,18,10,W 5,Cotterell Court,/cbb/schools/colgate/men/2019.html
28,/cbb/boxscores/2019-02-23-14-colgate.html,"Sat, Feb 23, 2019",2:00p,REG,,/cbb/schools/navy/men/2019.html,Navy,/cbb/conferences/patriot/men/2019.html,Patriot,-10.09,W,93,71,,19,10,W 6,Cotterell Court,/cbb/schools/colgate/men/2019.html
29,/cbb/boxscores/2019-02-27-18-colgate.html,"Wed, Feb 27, 2019",6:00p,REG,,/cbb/schools/holy-cross/men/2019.html,Holy Cross,/cbb/conferences/patriot/men/2019.html,Patriot,-6.43,W,79,59,,20,10,W 7,Cotterell Court,/cbb/schools/colgate/men/2019.html
30,/cbb/boxscores/2019-03-02-12-lafayette.html,"Sat, Mar 2, 2019",12:00p,REG,@,/cbb/schools/lafayette/men/2019.html,Lafayette,/cbb/conferences/patriot/men/2019.html,Patriot,-11.17,W,76,70,,21,10,W 8,Kirby Sports Center,/cbb/schools/colgate/men/2019.html
31,/cbb/boxscores/2019-03-07-19-colgate.html,"Thu, Mar 7, 2019",7:00p,CTOURN,,/cbb/schools/boston-university/men/2019.html,Boston University,/cbb/conferences/patriot/men/2019.html,Patriot,-6.61,W,81,69,,22,10,W 9,Cotterell Court,/cbb/schools/colgate/men/2019.html
32,/cbb/boxscores/2019-03-10-12-colgate.html,"Sun, Mar 10, 2019",12:00p,CTOURN,,/cbb/schools/navy/men/2019.html,Navy,/cbb/conferences/patriot/men/2019.html,Patriot,-10.09,W,80,70,,23,10,W 10,Cotterell Court,/cbb/schools/colgate/men/2019.html
33,/cbb/boxscores/2019-03-13-19-colgate.html,"Wed, Mar 13, 2019",7:30p,CTOURN,,/cbb/schools/bucknell/men/2019.html,Bucknell,/cbb/conferences/patriot/men/2019.html,Patriot,0.59,W,94,80,,24,10,W 11,Cotterell Court,/cbb/schools/colgate/men/2019.html
34,/cbb/boxscores/2019-03-22-14-tennessee.html,"Fri, Mar 22, 2019",2:45p,NCAA,N,/cbb/schools/tennessee/men/2019.html,Tennessee,/cbb/conferences/sec/men/2019.html,SEC,21.55,L,70,77,,24,11,L 1,Nationwide Arena,/cbb/schools/colgate/men/2019.html
