,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2018-11-06-19-tennessee.html,"Tue, Nov 6, 2018",7:00p,REG,Lenoir-Rhyne,,W,86,41,1,0,W 1,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,,,,,
1,/cbb/boxscores/2018-11-09-19-tennessee.html,"Fri, Nov 9, 2018",7:00p,REG,Louisiana,Sun Belt,W,87,65,2,0,W 2,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/louisiana-lafayette/men/2019.html,/cbb/conferences/sun-belt/men/2019.html,-2.07,,
2,/cbb/boxscores/2018-11-13-21-tennessee.html,"Tue, Nov 13, 2018",9:00p,REG,Georgia Tech,ACC,W,66,53,3,0,W 3,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/georgia-tech/men/2019.html,/cbb/conferences/acc/men/2019.html,6.93,,
3,/cbb/boxscores/2018-11-21-17-tennessee.html,"Wed, Nov 21, 2018",5:00p,REG,Louisville,ACC,W,92,81,4,0,W 4,Barclays Center,/cbb/schools/tennessee/men/2019.html,/cbb/schools/louisville/men/2019.html,/cbb/conferences/acc/men/2019.html,17.28,N,
4,/cbb/boxscores/2018-11-23-21-kansas.html,"Fri, Nov 23, 2018",9:00p,REG,Kansas,Big 12,L,81,87,4,1,L 1,Barclays Center,/cbb/schools/tennessee/men/2019.html,/cbb/schools/kansas/men/2019.html,/cbb/conferences/big-12/men/2019.html,18.35,N,OT
5,/cbb/boxscores/2018-11-28-18-tennessee.html,"Wed, Nov 28, 2018",6:30p,REG,Eastern Kentucky,OVC,W,95,67,5,1,W 1,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/eastern-kentucky/men/2019.html,/cbb/conferences/ovc/men/2019.html,-7.40,,
6,/cbb/boxscores/2018-12-02-12-tennessee.html,"Sun, Dec 2, 2018",12:00p,REG,Texas A&M-Corpus Christi,Southland,W,79,51,6,1,W 2,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/texas-am-corpus-christi/men/2019.html,/cbb/conferences/southland/men/2019.html,-9.11,,
7,/cbb/boxscores/2018-12-09-15-gonzaga.html,"Sun, Dec 9, 2018",3:00p,REG,Gonzaga,WCC,W,76,73,7,1,W 3,Footprint Center,/cbb/schools/tennessee/men/2019.html,/cbb/schools/gonzaga/men/2019.html,/cbb/conferences/wcc/men/2019.html,27.79,N,
8,/cbb/boxscores/2018-12-15-12-memphis.html,"Sat, Dec 15, 2018",12:00p,REG,Memphis,AAC,W,102,92,8,1,W 4,FedExForum,/cbb/schools/tennessee/men/2019.html,/cbb/schools/memphis/men/2019.html,/cbb/conferences/aac/men/2019.html,10.70,@,
9,/cbb/boxscores/2018-12-19-19-tennessee.html,"Wed, Dec 19, 2018",7:00p,REG,Samford,Southern,W,83,70,9,1,W 5,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/samford/men/2019.html,/cbb/conferences/southern/men/2019.html,0.69,,
10,/cbb/boxscores/2018-12-22-12-tennessee.html,"Sat, Dec 22, 2018",12:00p,REG,Wake Forest,ACC,W,83,64,10,1,W 6,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/wake-forest/men/2019.html,/cbb/conferences/acc/men/2019.html,1.21,,
11,/cbb/boxscores/2018-12-29-13-tennessee.html,"Sat, Dec 29, 2018",1:00p,REG,Tennessee Tech,OVC,W,96,53,11,1,W 7,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/tennessee-tech/men/2019.html,/cbb/conferences/ovc/men/2019.html,-14.76,,
12,/cbb/boxscores/2019-01-05-15-tennessee.html,"Sat, Jan 5, 2019",3:30p,REG,Georgia,SEC,W,96,50,12,1,W 8,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/georgia/men/2019.html,/cbb/conferences/sec/men/2019.html,5.31,,
13,/cbb/boxscores/2019-01-08-19-missouri.html,"Tue, Jan 8, 2019",7:00p,REG,Missouri,SEC,W,87,63,13,1,W 9,Mizzou Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/missouri/men/2019.html,/cbb/conferences/sec/men/2019.html,8.60,@,
14,/cbb/boxscores/2019-01-12-18-florida.html,"Sat, Jan 12, 2019",6:00p,REG,Florida,SEC,W,78,67,14,1,W 10,Stephen C. O''Connell Center,/cbb/schools/tennessee/men/2019.html,/cbb/schools/florida/men/2019.html,/cbb/conferences/sec/men/2019.html,15.42,@,
15,/cbb/boxscores/2019-01-15-19-tennessee.html,"Tue, Jan 15, 2019",7:00p,REG,Arkansas,SEC,W,106,87,15,1,W 11,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/arkansas/men/2019.html,/cbb/conferences/sec/men/2019.html,11.75,,
16,/cbb/boxscores/2019-01-19-14-tennessee.html,"Sat, Jan 19, 2019",2:00p,REG,Alabama,SEC,W,71,68,16,1,W 12,Thompson-Boling Arena,/cbb/schools/tennessee/men/2019.html,/cbb/schools/alabama/men/2019.html,/cbb/conferences/sec/men/2019.html,9.45,,
