,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2011-11-11-davidson.html,"Fri, Nov 11, 2011",REG,Guilford,,W,111,64,1,0,W 1,Belk Arena,/cbb/schools/davidson/men/2012.html,,,,,
1,/cbb/boxscores/2011-11-14-davidson.html,"Mon, Nov 14, 2011",REG,Richmond,A-10,W,74,61,2,0,W 2,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/richmond/men/2012.html,/cbb/conferences/atlantic-10/men/2012.html,4.71,,
2,/cbb/boxscores/2011-11-18-duke.html,"Fri, Nov 18, 2011",REG,Duke,ACC,L,69,82,2,1,L 1,Cameron Indoor Stadium,/cbb/schools/davidson/men/2012.html,/cbb/schools/duke/men/2012.html,/cbb/conferences/acc/men/2012.html,17.05,@,
3,/cbb/boxscores/2011-11-21-davidson.html,"Mon, Nov 21, 2011",REG,Presbyterian,Big South,W,68,54,3,1,W 1,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/presbyterian/men/2012.html,/cbb/conferences/big-south/men/2012.html,-6.76,,
4,/cbb/boxscores/2011-11-26-north-carolina-wilmington.html,"Sat, Nov 26, 2011",REG,UNC Wilmington,CAA,W,70,67,4,1,W 2,Trask Coliseum,/cbb/schools/davidson/men/2012.html,/cbb/schools/north-carolina-wilmington/men/2012.html,/cbb/conferences/colonial/men/2012.html,-5.50,@,
5,/cbb/boxscores/2011-12-01-wofford.html,"Thu, Dec 1, 2011",REG,Wofford,Southern,W,72,69,5,1,W 3,Benjamin Johnson Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/wofford/men/2012.html,/cbb/conferences/southern/men/2012.html,-3.62,@,
6,/cbb/boxscores/2011-12-03-davidson.html,"Sat, Dec 3, 2011",REG,Furman,Southern,W,86,65,6,1,W 4,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/furman/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.04,,
7,/cbb/boxscores/2011-12-07-davidson.html,"Wed, Dec 7, 2011",REG,Vanderbilt,SEC,L,83,87,6,2,L 1,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/vanderbilt/men/2012.html,/cbb/conferences/sec/men/2012.html,15.71,,
8,/cbb/boxscores/2011-12-10-charlotte.html,"Sat, Dec 10, 2011",REG,Charlotte,A-10,L,61,84,6,3,L 2,Dale F. Halton Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/charlotte/men/2012.html,/cbb/conferences/atlantic-10/men/2012.html,0.99,@,
9,/cbb/boxscores/2011-12-19-davidson.html,"Mon, Dec 19, 2011",REG,Kansas,Big 12,W,80,74,7,3,W 1,Sprint Center,/cbb/schools/davidson/men/2012.html,/cbb/schools/kansas/men/2012.html,/cbb/conferences/big-12/men/2012.html,21.72,N,
10,/cbb/boxscores/2011-12-22-massachusetts.html,"Thu, Dec 22, 2011",REG,Massachusetts,A-10,L,65,73,7,4,L 1,Mullins Center,/cbb/schools/davidson/men/2012.html,/cbb/schools/massachusetts/men/2012.html,/cbb/conferences/atlantic-10/men/2012.html,7.49,@,
11,/cbb/boxscores/2011-12-29-davidson.html,"Thu, Dec 29, 2011",REG,Pennsylvania,Ivy,W,75,70,8,4,W 1,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/pennsylvania/men/2012.html,/cbb/conferences/ivy/men/2012.html,1.12,,
12,/cbb/boxscores/2012-01-05-north-carolina-greensboro.html,"Thu, Jan 5, 2012",REG,UNC Greensboro,Southern,W,92,63,9,4,W 2,Fleming Gymnasium,/cbb/schools/davidson/men/2012.html,/cbb/schools/north-carolina-greensboro/men/2012.html,/cbb/conferences/southern/men/2012.html,-9.67,@,
13,/cbb/boxscores/2012-01-07-davidson.html,"Sat, Jan 7, 2012",REG,Georgia Southern,Southern,W,96,74,10,4,W 3,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/georgia-southern/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.70,,
14,/cbb/boxscores/2012-01-12-davidson.html,"Thu, Jan 12, 2012",REG,Western Carolina,Southern,W,88,67,11,4,W 4,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/western-carolina/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.57,,
15,/cbb/boxscores/2012-01-14-appalachian-state.html,"Sat, Jan 14, 2012",REG,Appalachian State,Southern,W,83,79,12,4,W 5,George M. Holmes Convocation Center,/cbb/schools/davidson/men/2012.html,/cbb/schools/appalachian-state/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.93,@,
16,/cbb/boxscores/2012-01-19-davidson.html,"Thu, Jan 19, 2012",REG,College of Charleston,Southern,W,87,69,13,4,W 6,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/college-of-charleston/men/2012.html,/cbb/conferences/southern/men/2012.html,-0.16,,
17,/cbb/boxscores/2012-01-21-davidson.html,"Sat, Jan 21, 2012",REG,The Citadel,Southern,W,80,51,14,4,W 7,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/citadel/men/2012.html,/cbb/conferences/southern/men/2012.html,-14.49,,
18,/cbb/boxscores/2012-01-26-chattanooga.html,"Thu, Jan 26, 2012",REG,Chattanooga,Southern,W,64,63,15,4,W 8,McKenzie Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/chattanooga/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.99,@,
19,/cbb/boxscores/2012-01-28-samford.html,"Sat, Jan 28, 2012",REG,Samford,Southern,L,74,77,15,5,L 1,Pete Hanna Center,/cbb/schools/davidson/men/2012.html,/cbb/schools/samford/men/2012.html,/cbb/conferences/southern/men/2012.html,-8.68,@,
20,/cbb/boxscores/2012-02-01-furman.html,"Wed, Feb 1, 2012",REG,Furman,Southern,W,71,53,16,5,W 1,Timmons Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/furman/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.04,@,
21,/cbb/boxscores/2012-02-04-davidson.html,"Sat, Feb 4, 2012",REG,Chattanooga,Southern,W,88,61,17,5,W 2,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/chattanooga/men/2012.html,/cbb/conferences/southern/men/2012.html,-6.99,,
22,/cbb/boxscores/2012-02-06-davidson.html,"Mon, Feb 6, 2012",REG,Wofford,Southern,W,76,54,18,5,W 3,Belk Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/wofford/men/2012.html,/cbb/conferences/southern/men/2012.html,-3.62,,
23,/cbb/boxscores/2012-02-09-citadel.html,"Thu, Feb 9, 2012",REG,The Citadel,Southern,W,77,66,19,5,W 4,McAlister Field House,/cbb/schools/davidson/men/2012.html,/cbb/schools/citadel/men/2012.html,/cbb/conferences/southern/men/2012.html,-14.49,@,
24,/cbb/boxscores/2012-02-11-college-of-charleston.html,"Sat, Feb 11, 2012",REG,College of Charleston,Southern,L,78,86,19,6,L 1,Carolina First Arena,/cbb/schools/davidson/men/2012.html,/cbb/schools/college-of-charleston/men/2012.html,/cbb/conferences/southern/men/2012.html,-0.16,@,
