,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2011-11-11-wake-forest.html,"Fri, Nov 11, 2011",REG,@,/cbb/schools/wake-forest/men/2012.html,Wake Forest,/cbb/conferences/acc/men/2012.html,ACC,-0.75,L,63,75,0,1,L 1,Lawrence Joel Veterans Memorial Coliseum,/cbb/schools/loyola-md/men/2012.html
1,/cbb/boxscores/2011-11-14-loyola-md.html,"Mon, Nov 14, 2011",REG,,/cbb/schools/coppin-state/men/2012.html,Coppin State,/cbb/conferences/meac/men/2012.html,MEAC,-9.07,W,78,68,1,1,W 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
2,/cbb/boxscores/2011-11-17-maryland-baltimore-county.html,"Thu, Nov 17, 2011",REG,@,/cbb/schools/maryland-baltimore-county/men/2012.html,Maryland-Baltimore County,/cbb/conferences/america-east/men/2012.html,AEC,-19.85,W,73,63,2,1,W 2,RAC Arena,/cbb/schools/loyola-md/men/2012.html
3,/cbb/boxscores/2011-11-20-new-hampshire.html,"Sun, Nov 20, 2011",REG,@,/cbb/schools/new-hampshire/men/2012.html,New Hampshire,/cbb/conferences/america-east/men/2012.html,AEC,-10.09,W,66,60,3,1,W 3,Lundholm Gym,/cbb/schools/loyola-md/men/2012.html
4,/cbb/boxscores/2011-11-27-loyola-md.html,"Sun, Nov 27, 2011",REG,,/cbb/schools/florida-gulf-coast/men/2012.html,Florida Gulf Coast,/cbb/conferences/atlantic-sun/men/2012.html,A-Sun,-2.41,W,77,74,4,1,W 4,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
5,/cbb/boxscores/2011-12-01-loyola-md.html,"Thu, Dec 1, 2011",REG,,/cbb/schools/marist/men/2012.html,Marist,/cbb/conferences/maac/men/2012.html,MAAC,-8.20,W,76,63,5,1,W 5,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
6,/cbb/boxscores/2011-12-03-siena.html,"Sat, Dec 3, 2011",REG,@,/cbb/schools/siena/men/2012.html,Siena,/cbb/conferences/maac/men/2012.html,MAAC,-5.71,W,66,59,6,1,W 6,Times Union Center,/cbb/schools/loyola-md/men/2012.html
7,/cbb/boxscores/2011-12-07-george-washington.html,"Wed, Dec 7, 2011",REG,@,/cbb/schools/george-washington/men/2012.html,George Washington,/cbb/conferences/atlantic-10/men/2012.html,A-10,-0.63,W,65,55,7,1,W 7,Charles E. Smith Center,/cbb/schools/loyola-md/men/2012.html
8,/cbb/boxscores/2011-12-10-mount-st-marys.html,"Sat, Dec 10, 2011",REG,@,/cbb/schools/mount-st-marys/men/2012.html,Mount St. Mary's,/cbb/conferences/northeast/men/2012.html,NEC,-11.72,W,65,54,8,1,W 8,Knott Arena,/cbb/schools/loyola-md/men/2012.html
9,/cbb/boxscores/2011-12-18-st-bonaventure.html,"Sun, Dec 18, 2011",REG,@,/cbb/schools/st-bonaventure/men/2012.html,St. Bonaventure,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.25,L,66,76,8,2,L 1,Reilly Center,/cbb/schools/loyola-md/men/2012.html
10,/cbb/boxscores/2011-12-22-kentucky.html,"Thu, Dec 22, 2011",REG,@,/cbb/schools/kentucky/men/2012.html,Kentucky,/cbb/conferences/sec/men/2012.html,SEC,24.73,L,63,87,8,3,L 2,Rupp Arena,/cbb/schools/loyola-md/men/2012.html
11,/cbb/boxscores/2011-12-28-bucknell.html,"Wed, Dec 28, 2011",REG,@,/cbb/schools/bucknell/men/2012.html,Bucknell,/cbb/conferences/patriot/men/2012.html,Patriot,3.57,W,72,67,9,3,W 1,Sojka Pavilion,/cbb/schools/loyola-md/men/2012.html
12,/cbb/boxscores/2012-01-02-loyola-md.html,"Mon, Jan 2, 2012",REG,,/cbb/schools/niagara/men/2012.html,Niagara,/cbb/conferences/maac/men/2012.html,MAAC,-6.67,L,61,66,9,4,L 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
13,/cbb/boxscores/2012-01-05-loyola-md.html,"Thu, Jan 5, 2012",REG,,/cbb/schools/manhattan/men/2012.html,Manhattan,/cbb/conferences/maac/men/2012.html,MAAC,1.46,W,61,60,10,4,W 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
14,/cbb/boxscores/2012-01-07-loyola-md.html,"Sat, Jan 7, 2012",REG,,/cbb/schools/canisius/men/2012.html,Canisius,/cbb/conferences/maac/men/2012.html,MAAC,-14.73,W,77,62,11,4,W 2,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
15,/cbb/boxscores/2012-01-13-fairfield.html,"Fri, Jan 13, 2012",REG,@,/cbb/schools/fairfield/men/2012.html,Fairfield,/cbb/conferences/maac/men/2012.html,MAAC,2.94,W,66,63,12,4,W 3,Arena at Harbor Yard,/cbb/schools/loyola-md/men/2012.html
16,/cbb/boxscores/2012-01-15-iona.html,"Sun, Jan 15, 2012",REG,@,/cbb/schools/iona/men/2012.html,Iona,/cbb/conferences/maac/men/2012.html,MAAC,8.36,L,63,74,12,5,L 1,Hynes Athletic Center,/cbb/schools/loyola-md/men/2012.html
17,/cbb/boxscores/2012-01-19-loyola-md.html,"Thu, Jan 19, 2012",REG,,/cbb/schools/siena/men/2012.html,Siena,/cbb/conferences/maac/men/2012.html,MAAC,-5.71,W,66,55,13,5,W 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
18,/cbb/boxscores/2012-01-22-loyola-md.html,"Sun, Jan 22, 2012",REG,,/cbb/schools/saint-peters/men/2012.html,Saint Peter's,/cbb/conferences/maac/men/2012.html,MAAC,-13.37,W,65,54,14,5,W 2,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
19,/cbb/boxscores/2012-01-27-niagara.html,"Fri, Jan 27, 2012",REG,@,/cbb/schools/niagara/men/2012.html,Niagara,/cbb/conferences/maac/men/2012.html,MAAC,-6.67,W,69,57,15,5,W 3,Gallagher Center,/cbb/schools/loyola-md/men/2012.html
20,/cbb/boxscores/2012-01-29-canisius.html,"Sun, Jan 29, 2012",REG,@,/cbb/schools/canisius/men/2012.html,Canisius,/cbb/conferences/maac/men/2012.html,MAAC,-14.73,W,70,52,16,5,W 4,Koessler Athletic Center,/cbb/schools/loyola-md/men/2012.html
21,/cbb/boxscores/2012-02-03-loyola-md.html,"Fri, Feb 3, 2012",REG,,/cbb/schools/rider/men/2012.html,Rider,/cbb/conferences/maac/men/2012.html,MAAC,-5.40,W,63,46,17,5,W 5,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
22,/cbb/boxscores/2012-02-05-saint-peters.html,"Sun, Feb 5, 2012",REG,@,/cbb/schools/saint-peters/men/2012.html,Saint Peter's,/cbb/conferences/maac/men/2012.html,MAAC,-13.37,W,66,55,18,5,W 6,Yanitelli Center,/cbb/schools/loyola-md/men/2012.html
23,/cbb/boxscores/2012-02-10-loyola-md.html,"Fri, Feb 10, 2012",REG,,/cbb/schools/iona/men/2012.html,Iona,/cbb/conferences/maac/men/2012.html,MAAC,8.36,W,87,81,19,5,W 7,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
24,/cbb/boxscores/2012-02-12-loyola-md.html,"Sun, Feb 12, 2012",REG,,/cbb/schools/fairfield/men/2012.html,Fairfield,/cbb/conferences/maac/men/2012.html,MAAC,2.94,L,51,68,19,6,L 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
25,/cbb/boxscores/2012-02-15-marist.html,"Wed, Feb 15, 2012",REG,@,/cbb/schools/marist/men/2012.html,Marist,/cbb/conferences/maac/men/2012.html,MAAC,-8.20,L,54,72,19,7,L 2,McCann Arena,/cbb/schools/loyola-md/men/2012.html
26,/cbb/boxscores/2012-02-19-loyola-md.html,"Sun, Feb 19, 2012",REG,,/cbb/schools/boston-university/men/2012.html,Boston University,/cbb/conferences/america-east/men/2012.html,AEC,-3.74,W,69,56,20,7,W 1,Reitz Arena,/cbb/schools/loyola-md/men/2012.html
27,/cbb/boxscores/2012-02-24-rider.html,"Fri, Feb 24, 2012",REG,@,/cbb/schools/rider/men/2012.html,Rider,/cbb/conferences/maac/men/2012.html,MAAC,-5.40,L,79,83,20,8,L 1,Alumni Gymnasium,/cbb/schools/loyola-md/men/2012.html
28,/cbb/boxscores/2012-02-26-manhattan.html,"Sun, Feb 26, 2012",REG,@,/cbb/schools/manhattan/men/2012.html,Manhattan,/cbb/conferences/maac/men/2012.html,MAAC,1.46,W,62,60,21,8,W 1,Draddy Gymnasium,/cbb/schools/loyola-md/men/2012.html
29,/cbb/boxscores/2012-03-03-loyola-md.html,"Sat, Mar 3, 2012",CTOURN,N,/cbb/schools/niagara/men/2012.html,Niagara,/cbb/conferences/maac/men/2012.html,MAAC,-6.67,W,86,73,22,8,W 2,,/cbb/schools/loyola-md/men/2012.html
30,/cbb/boxscores/2012-03-04-loyola-md.html,"Sun, Mar 4, 2012",CTOURN,N,/cbb/schools/siena/men/2012.html,Siena,/cbb/conferences/maac/men/2012.html,MAAC,-5.71,W,70,60,23,8,W 3,,/cbb/schools/loyola-md/men/2012.html
31,/cbb/boxscores/2012-03-05-fairfield.html,"Mon, Mar 5, 2012",CTOURN,N,/cbb/schools/fairfield/men/2012.html,Fairfield,/cbb/conferences/maac/men/2012.html,MAAC,2.94,W,48,44,24,8,W 4,MassMutual Center,/cbb/schools/loyola-md/men/2012.html
32,/cbb/boxscores/2012-03-15-loyola-md.html,"Thu, Mar 15, 2012",NCAA,N,/cbb/schools/ohio-state/men/2012.html,Ohio State,/cbb/conferences/big-ten/men/2012.html,Big Ten,23.95,L,59,78,24,9,L 1,Consol Energy Center,/cbb/schools/loyola-md/men/2012.html
