,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2011-11-11-new-mexico.html,"Fri, Nov 11, 2011",REG,New Orleans,,W,92,40,1,0,W 1,University Arena,/cbb/schools/new-mexico/men/2012.html,,,,,
1,/cbb/boxscores/2011-11-16-new-mexico.html,"Wed, Nov 16, 2011",REG,New Mexico State,WAC,L,53,62,1,1,L 1,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/new-mexico-state/men/2012.html,/cbb/conferences/wac/men/2012.html,8.73,,
2,/cbb/boxscores/2011-11-18-arizona-state.html,"Fri, Nov 18, 2011",REG,Arizona State,Pac-12,W,76,71,2,1,W 1,Wells Fargo Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/arizona-state/men/2012.html,/cbb/conferences/pac-12/men/2012.html,-1.01,@,
3,/cbb/boxscores/2011-11-24-new-mexico.html,"Thu, Nov 24, 2011",REG,Santa Clara,WCC,L,76,79,2,2,L 1,Anaheim Convention Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/santa-clara/men/2012.html,/cbb/conferences/wcc/men/2012.html,-6.79,N,OT
4,/cbb/boxscores/2011-11-25-new-mexico.html,"Fri, Nov 25, 2011",REG,Washington State,Pac-12,W,72,62,3,2,W 1,Anaheim Convention Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/washington-state/men/2012.html,/cbb/conferences/pac-12/men/2012.html,6.17,N,
5,/cbb/boxscores/2011-11-27-boston-college.html,"Sun, Nov 27, 2011",REG,Boston College,ACC,W,75,57,4,2,W 2,Anaheim Convention Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/boston-college/men/2012.html,/cbb/conferences/acc/men/2012.html,-4.54,N,
6,/cbb/boxscores/2011-11-30-new-mexico.html,"Wed, Nov 30, 2011",REG,Idaho State,Big Sky,W,65,41,5,2,W 3,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/idaho-state/men/2012.html,/cbb/conferences/big-sky/men/2012.html,-11.05,,
7,/cbb/boxscores/2011-12-03-new-mexico.html,"Sat, Dec 3, 2011",REG,Missouri State,MVC,W,76,60,6,2,W 4,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/missouri-state/men/2012.html,/cbb/conferences/mvc/men/2012.html,6.15,,
8,/cbb/boxscores/2011-12-10-southern-california.html,"Sat, Dec 10, 2011",REG,Southern California,Pac-12,W,44,41,7,2,W 5,Galen Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/southern-california/men/2012.html,/cbb/conferences/pac-12/men/2012.html,-0.51,@,
9,/cbb/boxscores/2011-12-17-new-mexico.html,"Sat, Dec 17, 2011",REG,Oklahoma State,Big 12,W,66,56,8,2,W 6,Ford Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/oklahoma-state/men/2012.html,/cbb/conferences/big-12/men/2012.html,7.02,N,
