,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
10,/cbb/boxscores/2011-12-20-new-mexico.html,"Tue, Dec 20, 2011",REG,Montana State,Big Sky,W,91,46,9,2,W 7,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/montana-state/men/2012.html,/cbb/conferences/big-sky/men/2012.html,-10.29,,
11,/cbb/boxscores/2011-12-22-new-mexico.html,"Thu, Dec 22, 2011",REG,Kansas City,Summit,W,87,62,10,2,W 8,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/missouri-kansas-city/men/2012.html,/cbb/conferences/summit/men/2012.html,-8.82,,
12,/cbb/boxscores/2011-12-28-new-mexico-state.html,"Wed, Dec 28, 2011",REG,New Mexico State,WAC,W,89,69,11,2,W 9,Pan American Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/new-mexico-state/men/2012.html,/cbb/conferences/wac/men/2012.html,8.73,@,
13,/cbb/boxscores/2011-12-31-new-mexico.html,"Sat, Dec 31, 2011",REG,Saint Louis,A-10,W,64,60,12,2,W 10,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/saint-louis/men/2012.html,/cbb/conferences/atlantic-10/men/2012.html,15.15,,
14,/cbb/boxscores/2012-01-03-new-mexico.html,"Tue, Jan 3, 2012",REG,Houston Christian,GWC,W,98,61,13,2,W 11,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/houston-baptist/men/2012.html,/cbb/conferences/great-west/men/2012.html,-16.07,,
15,/cbb/boxscores/2012-01-07-new-mexico.html,"Sat, Jan 7, 2012",REG,North Dakota,GWC,W,85,57,14,2,W 12,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/north-dakota/men/2012.html,/cbb/conferences/great-west/men/2012.html,-8.76,,
16,/cbb/boxscores/2012-01-14-wyoming.html,"Sat, Jan 14, 2012",REG,Wyoming,MWC,W,72,62,15,2,W 13,Arena-Auditorium,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/wyoming/men/2012.html,/cbb/conferences/mwc/men/2012.html,6.79,@,
17,/cbb/boxscores/2012-01-18-new-mexico.html,"Wed, Jan 18, 2012",REG,San Diego State,MWC,L,70,75,15,3,L 1,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/san-diego-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,9.04,,
18,/cbb/boxscores/2012-01-21-nevada-las-vegas.html,"Sat, Jan 21, 2012",REG,Nevada-Las Vegas,MWC,L,63,80,15,4,L 2,Thomas & Mack Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/nevada-las-vegas/men/2012.html,/cbb/conferences/mwc/men/2012.html,13.55,@,
19,/cbb/boxscores/2012-01-25-new-mexico.html,"Wed, Jan 25, 2012",REG,Colorado State,MWC,W,85,52,16,4,W 1,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/colorado-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,6.58,,
20,/cbb/boxscores/2012-01-28-new-mexico.html,"Sat, Jan 28, 2012",REG,TCU,MWC,W,71,54,17,4,W 2,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/texas-christian/men/2012.html,/cbb/conferences/mwc/men/2012.html,1.72,,
21,/cbb/boxscores/2012-01-31-air-force.html,"Tue, Jan 31, 2012",REG,Air Force,MWC,W,81,42,18,4,W 3,Clune Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/air-force/men/2012.html,/cbb/conferences/mwc/men/2012.html,-0.45,@,
22,/cbb/boxscores/2012-02-04-boise-state.html,"Sat, Feb 4, 2012",REG,Boise State,MWC,W,65,49,19,4,W 4,Taco Bell Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/boise-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,3.52,@,
23,/cbb/boxscores/2012-02-11-new-mexico.html,"Sat, Feb 11, 2012",REG,Wyoming,MWC,W,48,38,20,4,W 5,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/wyoming/men/2012.html,/cbb/conferences/mwc/men/2012.html,6.79,,
24,/cbb/boxscores/2012-02-15-san-diego-state.html,"Wed, Feb 15, 2012",REG,San Diego State,MWC,W,77,67,21,4,W 6,Viejas Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/san-diego-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,9.04,@,
25,/cbb/boxscores/2012-02-18-new-mexico.html,"Sat, Feb 18, 2012",REG,Nevada-Las Vegas,MWC,W,65,45,22,4,W 7,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/nevada-las-vegas/men/2012.html,/cbb/conferences/mwc/men/2012.html,13.55,,
26,/cbb/boxscores/2012-02-21-colorado-state.html,"Tue, Feb 21, 2012",REG,Colorado State,MWC,L,63,71,22,5,L 1,Moby Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/colorado-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,6.58,@,
27,/cbb/boxscores/2012-02-25-texas-christian.html,"Sat, Feb 25, 2012",REG,TCU,MWC,L,64,83,22,6,L 2,Daniel-Meyer Coliseum,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/texas-christian/men/2012.html,/cbb/conferences/mwc/men/2012.html,1.72,@,
28,/cbb/boxscores/2012-02-29-new-mexico.html,"Wed, Feb 29, 2012",REG,Air Force,MWC,W,86,56,23,6,W 1,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/air-force/men/2012.html,/cbb/conferences/mwc/men/2012.html,-0.45,,
29,/cbb/boxscores/2012-03-03-new-mexico.html,"Sat, Mar 3, 2012",REG,Boise State,MWC,W,76,61,24,6,W 2,University Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/boise-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,3.52,,
30,/cbb/boxscores/2012-03-08-air-force.html,"Thu, Mar 8, 2012",CTOURN,Air Force,MWC,W,79,64,25,6,W 3,Thomas & Mack Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/air-force/men/2012.html,/cbb/conferences/mwc/men/2012.html,-0.45,N,
31,/cbb/boxscores/2012-03-09-nevada-las-vegas.html,"Fri, Mar 9, 2012",CTOURN,Nevada-Las Vegas,MWC,W,72,67,26,6,W 4,Thomas & Mack Center,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/nevada-las-vegas/men/2012.html,/cbb/conferences/mwc/men/2012.html,13.55,N,
32,/cbb/boxscores/2012-03-10-new-mexico.html,"Sat, Mar 10, 2012",CTOURN,San Diego State,MWC,W,68,59,27,6,W 5,,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/san-diego-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,9.04,N,
33,/cbb/boxscores/2012-03-15-long-beach-state.html,"Thu, Mar 15, 2012",NCAA,Long Beach State,Big West,W,75,68,28,6,W 6,Rose Garden Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/long-beach-state/men/2012.html,/cbb/conferences/big-west/men/2012.html,9.52,N,
34,/cbb/boxscores/2012-03-17-louisville.html,"Sat, Mar 17, 2012",NCAA,Louisville,Big East,L,56,59,28,7,L 1,Rose Garden Arena,/cbb/schools/new-mexico/men/2012.html,/cbb/schools/louisville/men/2012.html,/cbb/conferences/big-east/men/2012.html,16.19,N,
