,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2011-11-12-southern-mississippi.html,"Sat, Nov 12, 2011",REG,Spring Hill,,W,76,41,1,0,W 1,Reed Green Coliseum,/cbb/schools/southern-mississippi/men/2012.html,,,,,
1,/cbb/boxscores/2011-11-17-denver.html,"Thu, Nov 17, 2011",REG,Denver,Sun Belt,L,52,59,1,1,L 1,Magness Arena,/cbb/schools/southern-mississippi/men/2012.html,@,/cbb/schools/denver/men/2012.html,/cbb/conferences/sun-belt/men/2012.html,6.14,
2,/cbb/boxscores/2011-11-19-colorado-state.html,"Sat, Nov 19, 2011",REG,Colorado State,MWC,W,79,58,2,1,W 1,Moby Arena,/cbb/schools/southern-mississippi/men/2012.html,@,/cbb/schools/colorado-state/men/2012.html,/cbb/conferences/mwc/men/2012.html,6.58,
3,/cbb/boxscores/2011-11-24-california-irvine.html,"Thu, Nov 24, 2011",REG,UC Irvine,Big West,W,78,67,3,1,W 2,Sullivan Arena,/cbb/schools/southern-mississippi/men/2012.html,N,/cbb/schools/california-irvine/men/2012.html,/cbb/conferences/big-west/men/2012.html,-6.07,
4,/cbb/boxscores/2011-11-25-new-mexico-state.html,"Fri, Nov 25, 2011",REG,New Mexico State,WAC,W,80,72,4,1,W 3,Sullivan Arena,/cbb/schools/southern-mississippi/men/2012.html,N,/cbb/schools/new-mexico-state/men/2012.html,/cbb/conferences/wac/men/2012.html,8.73,
5,/cbb/boxscores/2011-11-26-murray-state.html,"Sat, Nov 26, 2011",REG,Murray State,OVC,L,81,90,4,2,L 1,Sullivan Arena,/cbb/schools/southern-mississippi/men/2012.html,N,/cbb/schools/murray-state/men/2012.html,/cbb/conferences/ovc/men/2012.html,8.74,2OT
6,/cbb/boxscores/2011-12-04-southern-mississippi.html,"Sun, Dec 4, 2011",REG,New Mexico State,WAC,W,74,66,5,2,W 1,Reed Green Coliseum,/cbb/schools/southern-mississippi/men/2012.html,,/cbb/schools/new-mexico-state/men/2012.html,/cbb/conferences/wac/men/2012.html,8.73,
7,/cbb/boxscores/2011-12-07-south-alabama.html,"Wed, Dec 7, 2011",REG,South Alabama,Sun Belt,W,67,54,6,2,W 2,Mitchell Center,/cbb/schools/southern-mississippi/men/2012.html,@,/cbb/schools/south-alabama/men/2012.html,/cbb/conferences/sun-belt/men/2012.html,-2.81,
8,/cbb/boxscores/2011-12-10-southern-mississippi.html,"Sat, Dec 10, 2011",REG,Louisiana Tech,WAC,W,78,62,7,2,W 3,Reed Green Coliseum,/cbb/schools/southern-mississippi/men/2012.html,,/cbb/schools/louisiana-tech/men/2012.html,/cbb/conferences/wac/men/2012.html,-2.65,
9,/cbb/boxscores/2011-12-17-southern-mississippi.html,"Sat, Dec 17, 2011",REG,Mississippi,SEC,W,86,82,8,2,W 4,Reed Green Coliseum,/cbb/schools/southern-mississippi/men/2012.html,,/cbb/schools/mississippi/men/2012.html,/cbb/conferences/sec/men/2012.html,6.53,
