,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
0,Air Force,/cbb/schools/air-force/men/2012.html,False,29,13,16,.448,-0.45,2.14,3,11,9,7,2,7,1786,1798,62.9,97.1,.388,.411,.545,43.6,65.4,10.5,10.5,.515,18.5,20.4,.262,62.9,97.8,.371,.420,.517,56.4,60.9,10.3,9.2,.477,19.0,33.7,.262
1,Akron,/cbb/schools/akron/men/2012.html,False,34,22,12,.647,6.33,0.72,13,3,13,2,8,8,2456,2241,67.5,106.2,.394,.298,.550,49.2,54.7,10.7,10.4,.517,17.7,35.2,.273,67.5,96.9,.338,.299,.501,50.8,52.3,9.4,8.8,.465,17.6,36.4,.234
2,Alabama,/cbb/schools/alabama/men/2012.html,True,33,21,12,.636,13.76,7.18,9,7,12,3,4,6,2135,1918,62.9,102.2,.362,.273,.529,49.9,51.7,11.4,12.0,.491,17.3,33.5,.257,62.9,91.8,.382,.332,.474,50.1,51.5,8.7,9.4,.437,17.9,34.3,.247
3,Alabama A&M,/cbb/schools/alabama-am/men/2012.html,False,28,7,21,.250,-19.33,-10.79,5,13,6,5,1,15,1764,1964,68.8,90.8,.361,.305,.490,45.5,49.9,9.2,10.7,.457,20.4,31.1,.233,68.8,101.1,.506,.255,.530,54.5,45.0,11.7,10.8,.491,17.8,37.4,.333
4,Alabama State,/cbb/schools/alabama-state/men/2012.html,False,31,12,19,.387,-15.79,-9.96,9,9,7,4,4,14,1840,1995,65.6,88.7,.354,.362,.460,46.0,55.1,11.4,8.4,.433,19.0,33.1,.207,65.6,96.1,.403,.303,.515,54.0,57.5,11.6,11.3,.481,20.0,37.2,.264
5,Albany (NY),/cbb/schools/albany-ny/men/2012.html,False,34,19,15,.559,-3.92,-6.92,9,7,10,4,6,10,2453,2351,65.7,109.4,.367,.356,.553,49.2,50.4,8.6,7.5,.511,16.2,35.2,.277,65.7,104.8,.280,.340,.543,50.8,54.2,8.5,8.8,.523,17.1,35.6,.185
6,Alcorn State,/cbb/schools/alcorn-state/men/2012.html,False,32,10,22,.313,-19.57,-10.61,6,12,7,5,2,14,1926,2148,66.5,89.8,.363,.252,.492,43.2,42.1,9.3,8.5,.451,19.8,28.1,.252,66.5,100.1,.432,.295,.514,56.8,48.3,11.6,10.7,.479,17.9,41.0,.281
7,American,/cbb/schools/american/men/2012.html,False,32,20,12,.625,-3.12,-5.24,10,4,13,2,7,10,2059,1991,62.9,102.0,.338,.343,.529,46.5,56.7,7.2,8.0,.493,15.4,27.1,.242,62.9,98.6,.327,.337,.498,53.5,51.3,9.2,8.0,.464,15.0,33.4,.224
8,Appalachian State,/cbb/schools/appalachian-state/men/2012.html,False,31,13,18,.419,-6.93,-3.28,7,11,9,5,3,11,2121,2175,68.0,100.2,.387,.349,.529,47.9,50.8,8.8,9.7,.501,18.1,31.0,.252,68.0,102.8,.388,.281,.514,52.1,48.6,10.1,7.1,.479,14.5,34.6,.260
9,Arizona,/cbb/schools/arizona/men/2012.html,False,35,23,12,.657,10.91,4.62,12,6,14,4,6,4,2416,2196,65.0,105.4,.445,.377,.550,49.1,59.5,8.5,8.9,.510,16.9,31.5,.313,65.0,95.8,.327,.303,.483,50.9,50.4,8.6,9.6,.449,15.4,33.2,.217
