,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2011-11-11-indiana.html,"Fri, Nov 11, 2011",REG,/cbb/schools/stony-brook/men/2012.html,Stony Brook,/cbb/conferences/america-east/men/2012.html,AEC,-0.45,W,96,66,1,0,W 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
1,/cbb/boxscores/2011-11-13-indiana.html,"Sun, Nov 13, 2011",REG,/cbb/schools/chattanooga/men/2012.html,Chattanooga,/cbb/conferences/southern/men/2012.html,Southern,-6.99,W,78,53,2,0,W 2,Assembly Hall,/cbb/schools/indiana/men/2012.html,
2,/cbb/boxscores/2011-11-16-evansville.html,"Wed, Nov 16, 2011",REG,/cbb/schools/evansville/men/2012.html,Evansville,/cbb/conferences/mvc/men/2012.html,MVC,3.46,W,94,73,3,0,W 3,Ford Center,/cbb/schools/indiana/men/2012.html,@
3,/cbb/boxscores/2011-11-19-indiana.html,"Sat, Nov 19, 2011",REG,/cbb/schools/savannah-state/men/2012.html,Savannah State,/cbb/conferences/meac/men/2012.html,MEAC,-3.59,W,94,65,4,0,W 4,Assembly Hall,/cbb/schools/indiana/men/2012.html,
4,/cbb/boxscores/2011-11-21-indiana.html,"Mon, Nov 21, 2011",REG,/cbb/schools/gardner-webb/men/2012.html,Gardner-Webb,/cbb/conferences/big-south/men/2012.html,Big South,-7.99,W,73,49,5,0,W 5,Assembly Hall,/cbb/schools/indiana/men/2012.html,
5,/cbb/boxscores/2011-11-27-indiana.html,"Sun, Nov 27, 2011",REG,/cbb/schools/butler/men/2012.html,Butler,/cbb/conferences/horizon/men/2012.html,Horizon,2.86,W,75,59,6,0,W 6,Assembly Hall,/cbb/schools/indiana/men/2012.html,
6,/cbb/boxscores/2011-11-30-north-carolina-state.html,"Wed, Nov 30, 2011",REG,/cbb/schools/north-carolina-state/men/2012.html,NC State,/cbb/conferences/acc/men/2012.html,ACC,12.10,W,86,75,7,0,W 7,RBC Center,/cbb/schools/indiana/men/2012.html,@
7,/cbb/boxscores/2011-12-04-indiana.html,"Sun, Dec 4, 2011",REG,/cbb/schools/stetson/men/2012.html,Stetson,/cbb/conferences/atlantic-sun/men/2012.html,A-Sun,-7.48,W,84,50,8,0,W 8,Assembly Hall,/cbb/schools/indiana/men/2012.html,
8,/cbb/boxscores/2011-12-10-indiana.html,"Sat, Dec 10, 2011",REG,/cbb/schools/kentucky/men/2012.html,Kentucky,/cbb/conferences/sec/men/2012.html,SEC,24.73,W,73,72,9,0,W 9,Assembly Hall,/cbb/schools/indiana/men/2012.html,
9,/cbb/boxscores/2011-12-17-indiana.html,"Sat, Dec 17, 2011",REG,/cbb/schools/notre-dame/men/2012.html,Notre Dame,/cbb/conferences/big-east/men/2012.html,Big East,11.18,W,69,58,10,0,W 10,Purcell Pavilion at the Joyce Center,/cbb/schools/indiana/men/2012.html,N
10,/cbb/boxscores/2011-12-19-indiana.html,"Mon, Dec 19, 2011",REG,/cbb/schools/howard/men/2012.html,Howard,/cbb/conferences/meac/men/2012.html,MEAC,-14.59,W,107,50,11,0,W 11,Assembly Hall,/cbb/schools/indiana/men/2012.html,
11,/cbb/boxscores/2011-12-22-indiana.html,"Thu, Dec 22, 2011",REG,/cbb/schools/maryland-baltimore-county/men/2012.html,Maryland-Baltimore County,/cbb/conferences/america-east/men/2012.html,AEC,-19.85,W,89,47,12,0,W 12,Assembly Hall,/cbb/schools/indiana/men/2012.html,
12,/cbb/boxscores/2011-12-28-michigan-state.html,"Wed, Dec 28, 2011",REG,/cbb/schools/michigan-state/men/2012.html,Michigan State,/cbb/conferences/big-ten/men/2012.html,Big Ten,21.32,L,65,80,12,1,L 1,Breslin Student Events Center,/cbb/schools/indiana/men/2012.html,@
13,/cbb/boxscores/2011-12-31-indiana.html,"Sat, Dec 31, 2011",REG,/cbb/schools/ohio-state/men/2012.html,Ohio State,/cbb/conferences/big-ten/men/2012.html,Big Ten,23.95,W,74,70,13,1,W 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
14,/cbb/boxscores/2012-01-05-indiana.html,"Thu, Jan 5, 2012",REG,/cbb/schools/michigan/men/2012.html,Michigan,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.19,W,73,71,14,1,W 2,Assembly Hall,/cbb/schools/indiana/men/2012.html,
15,/cbb/boxscores/2012-01-08-penn-state.html,"Sun, Jan 8, 2012",REG,/cbb/schools/penn-state/men/2012.html,Penn State,/cbb/conferences/big-ten/men/2012.html,Big Ten,3.72,W,88,82,15,1,W 3,Bryce Jordan Center,/cbb/schools/indiana/men/2012.html,@
16,/cbb/boxscores/2012-01-12-indiana.html,"Thu, Jan 12, 2012",REG,/cbb/schools/minnesota/men/2012.html,Minnesota,/cbb/conferences/big-ten/men/2012.html,Big Ten,10.70,L,74,77,15,2,L 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
17,/cbb/boxscores/2012-01-15-ohio-state.html,"Sun, Jan 15, 2012",REG,/cbb/schools/ohio-state/men/2012.html,Ohio State,/cbb/conferences/big-ten/men/2012.html,Big Ten,23.95,L,63,80,15,3,L 2,Value City Arena,/cbb/schools/indiana/men/2012.html,@
18,/cbb/boxscores/2012-01-18-nebraska.html,"Wed, Jan 18, 2012",REG,/cbb/schools/nebraska/men/2012.html,Nebraska,/cbb/conferences/big-ten/men/2012.html,Big Ten,3.52,L,69,70,15,4,L 3,Bob Devaney Sports Center,/cbb/schools/indiana/men/2012.html,@
19,/cbb/boxscores/2012-01-22-indiana.html,"Sun, Jan 22, 2012",REG,/cbb/schools/penn-state/men/2012.html,Penn State,/cbb/conferences/big-ten/men/2012.html,Big Ten,3.72,W,73,54,16,4,W 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
20,/cbb/boxscores/2012-01-26-wisconsin.html,"Thu, Jan 26, 2012",REG,/cbb/schools/wisconsin/men/2012.html,Wisconsin,/cbb/conferences/big-ten/men/2012.html,Big Ten,19.04,L,50,57,16,5,L 1,Kohl Center,/cbb/schools/indiana/men/2012.html,@
21,/cbb/boxscores/2012-01-29-indiana.html,"Sun, Jan 29, 2012",REG,/cbb/schools/iowa/men/2012.html,Iowa,/cbb/conferences/big-ten/men/2012.html,Big Ten,7.04,W,103,89,17,5,W 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
22,/cbb/boxscores/2012-02-01-michigan.html,"Wed, Feb 1, 2012",REG,/cbb/schools/michigan/men/2012.html,Michigan,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.19,L,56,68,17,6,L 1,Crisler Center,/cbb/schools/indiana/men/2012.html,@
23,/cbb/boxscores/2012-02-04-purdue.html,"Sat, Feb 4, 2012",REG,/cbb/schools/purdue/men/2012.html,Purdue,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.88,W,78,61,18,6,W 1,Mackey Arena,/cbb/schools/indiana/men/2012.html,@
24,/cbb/boxscores/2012-02-09-indiana.html,"Thu, Feb 9, 2012",REG,/cbb/schools/illinois/men/2012.html,Illinois,/cbb/conferences/big-ten/men/2012.html,Big Ten,9.33,W,84,71,19,6,W 2,Assembly Hall,/cbb/schools/indiana/men/2012.html,
25,/cbb/boxscores/2012-02-15-indiana.html,"Wed, Feb 15, 2012",REG,/cbb/schools/northwestern/men/2012.html,Northwestern,/cbb/conferences/big-ten/men/2012.html,Big Ten,8.87,W,71,66,20,6,W 3,Assembly Hall,/cbb/schools/indiana/men/2012.html,
26,/cbb/boxscores/2012-02-19-iowa.html,"Sun, Feb 19, 2012",REG,/cbb/schools/iowa/men/2012.html,Iowa,/cbb/conferences/big-ten/men/2012.html,Big Ten,7.04,L,66,78,20,7,L 1,Carver-Hawkeye Arena,/cbb/schools/indiana/men/2012.html,@
27,/cbb/boxscores/2012-02-22-indiana.html,"Wed, Feb 22, 2012",REG,/cbb/schools/north-carolina-central/men/2012.html,North Carolina Central,/cbb/conferences/meac/men/2012.html,MEAC,-6.12,W,75,56,21,7,W 1,Assembly Hall,/cbb/schools/indiana/men/2012.html,
28,/cbb/boxscores/2012-02-26-minnesota.html,"Sun, Feb 26, 2012",REG,/cbb/schools/minnesota/men/2012.html,Minnesota,/cbb/conferences/big-ten/men/2012.html,Big Ten,10.70,W,69,50,22,7,W 2,Williams Arena,/cbb/schools/indiana/men/2012.html,@
29,/cbb/boxscores/2012-02-28-indiana.html,"Tue, Feb 28, 2012",REG,/cbb/schools/michigan-state/men/2012.html,Michigan State,/cbb/conferences/big-ten/men/2012.html,Big Ten,21.32,W,70,55,23,7,W 3,Assembly Hall,/cbb/schools/indiana/men/2012.html,
30,/cbb/boxscores/2012-03-04-indiana.html,"Sun, Mar 4, 2012",REG,/cbb/schools/purdue/men/2012.html,Purdue,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.88,W,85,74,24,7,W 4,Assembly Hall,/cbb/schools/indiana/men/2012.html,
31,/cbb/boxscores/2012-03-08-indiana.html,"Thu, Mar 8, 2012",CTOURN,/cbb/schools/penn-state/men/2012.html,Penn State,/cbb/conferences/big-ten/men/2012.html,Big Ten,3.72,W,75,58,25,7,W 5,Conseco Fieldhouse,/cbb/schools/indiana/men/2012.html,N
32,/cbb/boxscores/2012-03-09-indiana.html,"Fri, Mar 9, 2012",CTOURN,/cbb/schools/wisconsin/men/2012.html,Wisconsin,/cbb/conferences/big-ten/men/2012.html,Big Ten,19.04,L,71,79,25,8,L 1,Conseco Fieldhouse,/cbb/schools/indiana/men/2012.html,N
33,/cbb/boxscores/2012-03-15-indiana.html,"Thu, Mar 15, 2012",NCAA,/cbb/schools/new-mexico-state/men/2012.html,New Mexico State,/cbb/conferences/wac/men/2012.html,WAC,8.73,W,79,66,26,8,W 1,Rose Garden Arena,/cbb/schools/indiana/men/2012.html,N
34,/cbb/boxscores/2012-03-17-indiana.html,"Sat, Mar 17, 2012",NCAA,/cbb/schools/virginia-commonwealth/men/2012.html,Virginia Commonwealth,/cbb/conferences/colonial/men/2012.html,CAA,8.79,W,63,61,27,8,W 2,Rose Garden Arena,/cbb/schools/indiana/men/2012.html,N
35,/cbb/boxscores/2012-03-23-indiana.html,"Fri, Mar 23, 2012",NCAA,/cbb/schools/kentucky/men/2012.html,Kentucky,/cbb/conferences/sec/men/2012.html,SEC,24.73,L,90,102,27,9,L 1,Georgia Dome,/cbb/schools/indiana/men/2012.html,N
