,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
21,/cbb/boxscores/2012-02-04-rhode-island.html,"Sat, Feb 4, 2012",REG,@,/cbb/schools/rhode-island/men/2012.html,Rhode Island,/cbb/conferences/atlantic-10/men/2012.html,A-10,-3.78,W,73,56,,17,5,W 6,Thomas M. Ryan Center,/cbb/schools/temple/men/2012.html
22,/cbb/boxscores/2012-02-08-temple.html,"Wed, Feb 8, 2012",REG,,/cbb/schools/george-washington/men/2012.html,George Washington,/cbb/conferences/atlantic-10/men/2012.html,A-10,-0.63,W,79,72,,18,5,W 7,Liacouras Center,/cbb/schools/temple/men/2012.html
23,/cbb/boxscores/2012-02-11-temple.html,"Sat, Feb 11, 2012",REG,,/cbb/schools/xavier/men/2012.html,Xavier,/cbb/conferences/atlantic-10/men/2012.html,A-10,9.59,W,85,72,,19,5,W 8,Liacouras Center,/cbb/schools/temple/men/2012.html
24,/cbb/boxscores/2012-02-15-st-bonaventure.html,"Wed, Feb 15, 2012",REG,@,/cbb/schools/st-bonaventure/men/2012.html,St. Bonaventure,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.25,W,76,70,,20,5,W 9,Reilly Center,/cbb/schools/temple/men/2012.html
25,/cbb/boxscores/2012-02-18-temple.html,"Sat, Feb 18, 2012",REG,,/cbb/schools/duquesne/men/2012.html,Duquesne,/cbb/conferences/atlantic-10/men/2012.html,A-10,4.09,W,78,59,,21,5,W 10,Liacouras Center,/cbb/schools/temple/men/2012.html
26,/cbb/boxscores/2012-02-22-la-salle.html,"Wed, Feb 22, 2012",REG,@,/cbb/schools/la-salle/men/2012.html,La Salle,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.56,W,80,79,OT,22,5,W 11,Tom Gola Arena,/cbb/schools/temple/men/2012.html
27,/cbb/boxscores/2012-02-25-saint-josephs.html,"Sat, Feb 25, 2012",REG,@,/cbb/schools/saint-josephs/men/2012.html,Saint Joseph's,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.25,L,72,82,,22,6,L 1,Hagan Arena,/cbb/schools/temple/men/2012.html
28,/cbb/boxscores/2012-02-29-temple.html,"Wed, Feb 29, 2012",REG,,/cbb/schools/massachusetts/men/2012.html,Massachusetts,/cbb/conferences/atlantic-10/men/2012.html,A-10,7.49,W,90,88,OT,23,6,W 1,Liacouras Center,/cbb/schools/temple/men/2012.html
29,/cbb/boxscores/2012-03-03-fordham.html,"Sat, Mar 3, 2012",REG,@,/cbb/schools/fordham/men/2012.html,Fordham,/cbb/conferences/atlantic-10/men/2012.html,A-10,-7.63,W,80,60,,24,6,W 2,Rose Hill Gymnasium,/cbb/schools/temple/men/2012.html
30,/cbb/boxscores/2012-03-09-massachusetts.html,"Fri, Mar 9, 2012",CTOURN,N,/cbb/schools/massachusetts/men/2012.html,Massachusetts,/cbb/conferences/atlantic-10/men/2012.html,A-10,7.49,L,71,77,,24,7,L 1,Boardwalk Hall,/cbb/schools/temple/men/2012.html
31,/cbb/boxscores/2012-03-16-south-florida.html,"Fri, Mar 16, 2012",NCAA,N,/cbb/schools/south-florida/men/2012.html,South Florida,/cbb/conferences/big-east/men/2012.html,Big East,9.20,L,44,58,,24,8,L 2,Bridgestone Arena,/cbb/schools/temple/men/2012.html
