,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,overtimes,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2011-11-14-pennsylvania.html,"Mon, Nov 14, 2011",REG,@,/cbb/schools/pennsylvania/men/2012.html,Pennsylvania,/cbb/conferences/ivy/men/2012.html,Ivy,1.12,W,73,67,OT,1,0,W 1,The Palestra,/cbb/schools/temple/men/2012.html
1,/cbb/boxscores/2011-11-17-temple.html,"Thu, Nov 17, 2011",REG,N,/cbb/schools/western-michigan/men/2012.html,Western Michigan,/cbb/conferences/mac/men/2012.html,MAC,-1.80,W,69,55,,2,0,W 2,José Miguel Agrelot Coliseum,/cbb/schools/temple/men/2012.html
2,/cbb/boxscores/2011-11-18-purdue.html,"Fri, Nov 18, 2011",REG,N,/cbb/schools/purdue/men/2012.html,Purdue,/cbb/conferences/big-ten/men/2012.html,Big Ten,13.88,L,77,85,,2,1,L 1,José Miguel Agrelot Coliseum,/cbb/schools/temple/men/2012.html
3,/cbb/boxscores/2011-11-20-temple.html,"Sun, Nov 20, 2011",REG,N,/cbb/schools/wichita-state/men/2012.html,Wichita State,/cbb/conferences/mvc/men/2012.html,MVC,17.42,W,78,74,OT,3,1,W 1,José Miguel Agrelot Coliseum,/cbb/schools/temple/men/2012.html
4,/cbb/boxscores/2011-11-27-bowling-green-state.html,"Sun, Nov 27, 2011",REG,@,/cbb/schools/bowling-green-state/men/2012.html,Bowling Green State,/cbb/conferences/mac/men/2012.html,MAC,1.23,L,64,67,,3,2,L 1,Stroh Center,/cbb/schools/temple/men/2012.html
5,/cbb/boxscores/2011-12-03-temple.html,"Sat, Dec 3, 2011",REG,,/cbb/schools/central-michigan/men/2012.html,Central Michigan,/cbb/conferences/mac/men/2012.html,MAC,-6.74,W,86,74,,4,2,W 1,Liacouras Center,/cbb/schools/temple/men/2012.html
6,/cbb/boxscores/2011-12-07-toledo.html,"Wed, Dec 7, 2011",REG,@,/cbb/schools/toledo/men/2012.html,Toledo,/cbb/conferences/mac/men/2012.html,MAC,-3.35,W,77,58,,5,2,W 2,Savage Arena,/cbb/schools/temple/men/2012.html
7,/cbb/boxscores/2011-12-10-temple.html,"Sat, Dec 10, 2011",REG,,/cbb/schools/villanova/men/2012.html,Villanova,/cbb/conferences/big-east/men/2012.html,Big East,7.89,W,78,67,,6,2,W 3,Liacouras Center,/cbb/schools/temple/men/2012.html
8,/cbb/boxscores/2011-12-17-texas.html,"Sat, Dec 17, 2011",REG,@,/cbb/schools/texas/men/2012.html,Texas,/cbb/conferences/big-12/men/2012.html,Big 12,14.00,L,65,77,,6,3,L 1,Frank Erwin Center,/cbb/schools/temple/men/2012.html
9,/cbb/boxscores/2011-12-19-rice.html,"Mon, Dec 19, 2011",REG,@,/cbb/schools/rice/men/2012.html,Rice,/cbb/conferences/cusa/men/2012.html,CUSA,1.42,W,77,70,,7,3,W 1,Tudor Fieldhouse,/cbb/schools/temple/men/2012.html
10,/cbb/boxscores/2011-12-28-temple.html,"Wed, Dec 28, 2011",REG,,/cbb/schools/buffalo/men/2012.html,Buffalo,/cbb/conferences/mac/men/2012.html,MAC,4.15,W,87,85,OT,8,3,W 2,Liacouras Center,/cbb/schools/temple/men/2012.html
11,/cbb/boxscores/2011-12-30-delaware.html,"Fri, Dec 30, 2011",REG,@,/cbb/schools/delaware/men/2012.html,Delaware,/cbb/conferences/colonial/men/2012.html,CAA,-1.61,W,66,63,,9,3,W 3,Bob Carpenter Center,/cbb/schools/temple/men/2012.html
12,/cbb/boxscores/2012-01-04-duke.html,"Wed, Jan 4, 2012",REG,N,/cbb/schools/duke/men/2012.html,Duke,/cbb/conferences/acc/men/2012.html,ACC,17.05,W,78,73,,10,3,W 4,,/cbb/schools/temple/men/2012.html
13,/cbb/boxscores/2012-01-07-temple.html,"Sat, Jan 7, 2012",REG,,/cbb/schools/dayton/men/2012.html,Dayton,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.48,L,77,87,,10,4,L 1,Liacouras Center,/cbb/schools/temple/men/2012.html
14,/cbb/boxscores/2012-01-11-saint-louis.html,"Wed, Jan 11, 2012",REG,@,/cbb/schools/saint-louis/men/2012.html,Saint Louis,/cbb/conferences/atlantic-10/men/2012.html,A-10,15.15,W,72,67,,11,4,W 1,Chaifetz Arena,/cbb/schools/temple/men/2012.html
15,/cbb/boxscores/2012-01-14-richmond.html,"Sat, Jan 14, 2012",REG,@,/cbb/schools/richmond/men/2012.html,Richmond,/cbb/conferences/atlantic-10/men/2012.html,A-10,4.71,L,65,76,,11,5,L 1,Robins Center,/cbb/schools/temple/men/2012.html
16,/cbb/boxscores/2012-01-18-temple.html,"Wed, Jan 18, 2012",REG,,/cbb/schools/la-salle/men/2012.html,La Salle,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.56,W,76,70,,12,5,W 1,Liacouras Center,/cbb/schools/temple/men/2012.html
17,/cbb/boxscores/2012-01-21-maryland.html,"Sat, Jan 21, 2012",REG,N,/cbb/schools/maryland/men/2012.html,Maryland,/cbb/conferences/acc/men/2012.html,ACC,3.95,W,73,60,,13,5,W 2,,/cbb/schools/temple/men/2012.html
18,/cbb/boxscores/2012-01-25-charlotte.html,"Wed, Jan 25, 2012",REG,@,/cbb/schools/charlotte/men/2012.html,Charlotte,/cbb/conferences/atlantic-10/men/2012.html,A-10,0.99,W,79,57,,14,5,W 3,Dale F. Halton Arena,/cbb/schools/temple/men/2012.html
19,/cbb/boxscores/2012-01-28-temple.html,"Sat, Jan 28, 2012",REG,,/cbb/schools/saint-josephs/men/2012.html,Saint Joseph's,/cbb/conferences/atlantic-10/men/2012.html,A-10,8.25,W,78,60,,15,5,W 4,Liacouras Center,/cbb/schools/temple/men/2012.html
20,/cbb/boxscores/2012-02-01-temple.html,"Wed, Feb 1, 2012",REG,,/cbb/schools/fordham/men/2012.html,Fordham,/cbb/conferences/atlantic-10/men/2012.html,A-10,-7.63,W,78,60,,16,5,W 5,Liacouras Center,/cbb/schools/temple/men/2012.html
