,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2011-11-11-ohio-state.html,"Fri, Nov 11, 2011",REG,/cbb/schools/wright-state/men/2012.html,Wright State,/cbb/conferences/horizon/men/2012.html,Horizon,-4.07,W,73,42,1,0,W 1,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
1,/cbb/boxscores/2011-11-15-ohio-state.html,"Tue, Nov 15, 2011",REG,/cbb/schools/florida/men/2012.html,Florida,/cbb/conferences/sec/men/2012.html,SEC,18.25,W,81,74,2,0,W 2,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
2,/cbb/boxscores/2011-11-18-ohio-state.html,"Fri, Nov 18, 2011",REG,/cbb/schools/jackson-state/men/2012.html,Jackson State,/cbb/conferences/swac/men/2012.html,SWAC,-17.50,W,85,41,3,0,W 3,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
3,/cbb/boxscores/2011-11-21-ohio-state.html,"Mon, Nov 21, 2011",REG,/cbb/schools/north-florida/men/2012.html,North Florida,/cbb/conferences/atlantic-sun/men/2012.html,A-Sun,-3.44,W,85,50,4,0,W 4,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
4,/cbb/boxscores/2011-11-23-ohio-state.html,"Wed, Nov 23, 2011",REG,/cbb/schools/virginia-military-institute/men/2012.html,Virginia Military Institute,/cbb/conferences/big-south/men/2012.html,Big South,-9.43,W,107,74,5,0,W 5,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
5,/cbb/boxscores/2011-11-25-ohio-state.html,"Fri, Nov 25, 2011",REG,/cbb/schools/valparaiso/men/2012.html,Valparaiso,/cbb/conferences/horizon/men/2012.html,Horizon,0.61,W,80,47,6,0,W 6,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
6,/cbb/boxscores/2011-11-29-ohio-state.html,"Tue, Nov 29, 2011",REG,/cbb/schools/duke/men/2012.html,Duke,/cbb/conferences/acc/men/2012.html,ACC,17.05,W,85,63,7,0,W 7,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
7,/cbb/boxscores/2011-12-03-ohio-state.html,"Sat, Dec 3, 2011",REG,/cbb/schools/texas-pan-american/men/2012.html,Texas-Rio Grande Valley,/cbb/conferences/great-west/men/2012.html,GWC,-13.66,W,64,35,8,0,W 8,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
8,/cbb/boxscores/2011-12-10-kansas.html,"Sat, Dec 10, 2011",REG,/cbb/schools/kansas/men/2012.html,Kansas,/cbb/conferences/big-12/men/2012.html,Big 12,21.72,L,67,78,8,1,L 1,Allen Fieldhouse,/cbb/schools/ohio-state/men/2012.html,@
9,/cbb/boxscores/2011-12-14-ohio-state.html,"Wed, Dec 14, 2011",REG,/cbb/schools/south-carolina-upstate/men/2012.html,South Carolina Upstate,/cbb/conferences/atlantic-sun/men/2012.html,A-Sun,-0.16,W,82,58,9,1,W 1,Value City Arena,/cbb/schools/ohio-state/men/2012.html,
