,boxScorelink,date,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location
0,/cbb/boxscores/2011-11-11-california.html,"Fri, Nov 11, 2011",REG,/cbb/schools/california-irvine/men/2012.html,UC Irvine,/cbb/conferences/big-west/men/2012.html,Big West,-6.07,W,77,56,1,0,W 1,Haas Pavilion,/cbb/schools/california/men/2012.html,
1,/cbb/boxscores/2011-11-13-california.html,"Sun, Nov 13, 2011",REG,/cbb/schools/george-washington/men/2012.html,George Washington,/cbb/conferences/atlantic-10/men/2012.html,A-10,-0.63,W,81,54,2,0,W 2,Haas Pavilion,/cbb/schools/california/men/2012.html,
2,/cbb/boxscores/2011-11-15-california.html,"Tue, Nov 15, 2011",REG,/cbb/schools/austin-peay/men/2012.html,Austin Peay,/cbb/conferences/ovc/men/2012.html,OVC,-4.86,W,72,55,3,0,W 3,Haas Pavilion,/cbb/schools/california/men/2012.html,
3,/cbb/boxscores/2011-11-21-california.html,"Mon, Nov 21, 2011",REG,/cbb/schools/georgia/men/2012.html,Georgia,/cbb/conferences/sec/men/2012.html,SEC,5.92,W,70,46,4,0,W 4,Sprint Center,/cbb/schools/california/men/2012.html,N
4,/cbb/boxscores/2011-11-22-california.html,"Tue, Nov 22, 2011",REG,/cbb/schools/missouri/men/2012.html,Missouri,/cbb/conferences/big-12/men/2012.html,Big 12,19.77,L,53,92,4,1,L 1,Sprint Center,/cbb/schools/california/men/2012.html,N
5,/cbb/boxscores/2011-11-26-california.html,"Sat, Nov 26, 2011",REG,/cbb/schools/denver/men/2012.html,Denver,/cbb/conferences/sun-belt/men/2012.html,Sun Belt,6.14,W,80,59,5,1,W 1,Haas Pavilion,/cbb/schools/california/men/2012.html,
6,/cbb/boxscores/2011-11-28-california.html,"Mon, Nov 28, 2011",REG,/cbb/schools/mcneese-state/men/2012.html,McNeese State,/cbb/conferences/southland/men/2012.html,Southland,-6.26,W,73,57,6,1,W 2,Haas Pavilion,/cbb/schools/california/men/2012.html,
7,/cbb/boxscores/2011-12-04-san-diego-state.html,"Sun, Dec 4, 2011",REG,/cbb/schools/san-diego-state/men/2012.html,San Diego State,/cbb/conferences/mwc/men/2012.html,MWC,9.04,L,63,64,6,2,L 1,Viejas Arena,/cbb/schools/california/men/2012.html,@
8,/cbb/boxscores/2011-12-07-california.html,"Wed, Dec 7, 2011",REG,/cbb/schools/san-jose-state/men/2012.html,San Jose State,/cbb/conferences/wac/men/2012.html,WAC,-7.86,W,81,36,7,2,W 1,Haas Pavilion,/cbb/schools/california/men/2012.html,
9,/cbb/boxscores/2011-12-11-california.html,"Sun, Dec 11, 2011",REG,/cbb/schools/jackson-state/men/2012.html,Jackson State,/cbb/conferences/swac/men/2012.html,SWAC,-17.50,W,73,46,8,2,W 2,Haas Pavilion,/cbb/schools/california/men/2012.html,
