,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/creighton/men/2012.html,57,58,/cbb/schools/alabama/men/2012.html,13.76,7.18,62.9,102.2,0.362,0.273,0.529,49.9,51.7,11.4,12.0,0.491,17.3,33.5,0.257,62.9,91.8,0.382,0.332,0.474,50.1,51.5,8.7,9.4,0.437,17.9,34.3,0.247,12.92,3.41,67.3,116.9,0.381,0.35,0.607,52.1,63.2,7.1,5.8,0.578,15.6,30.8,0.276,67.3,102.8,0.293,0.308,0.522,47.9,51.1,9.4,8.7,0.496,13.4,28.3,0.198,-1
1,/cbb/schools/south-dakota-state/men/2012.html,68,60,/cbb/schools/baylor/men/2012.html,16.54,8.03,67.1,111.0,0.353,0.315,0.566,52.0,56.8,11.2,12.5,0.528,17.2,38.4,0.266,67.1,97.1,0.334,0.328,0.507,48.0,56.1,10.3,8.5,0.473,17.9,34.6,0.229,7.34,-1.87,66.1,114.9,0.399,0.371,0.576,48.9,54.5,10.1,4.9,0.54,13.7,31.2,0.29,66.1,99.5,0.29,0.315,0.527,51.1,49.0,8.4,7.1,0.5,17.1,31.4,0.2,8
2,/cbb/schools/colorado/men/2012.html,80,63,/cbb/schools/baylor/men/2012.html,16.54,8.03,67.1,111.0,0.353,0.315,0.566,52.0,56.8,11.2,12.5,0.528,17.2,38.4,0.266,67.1,97.1,0.334,0.328,0.507,48.0,56.1,10.3,8.5,0.473,17.9,34.6,0.229,7.91,5.73,66.0,101.9,0.432,0.305,0.538,50.2,50.5,8.8,9.0,0.499,17.2,30.1,0.299,66.0,95.2,0.32,0.35,0.49,49.8,48.3,9.5,10.5,0.461,16.1,30.3,0.207,17
3,/cbb/schools/xavier/men/2012.html,75,70,/cbb/schools/baylor/men/2012.html,16.54,8.03,67.1,111.0,0.353,0.315,0.566,52.0,56.8,11.2,12.5,0.528,17.2,38.4,0.266,67.1,97.1,0.334,0.328,0.507,48.0,56.1,10.3,8.5,0.473,17.9,34.6,0.229,9.59,6.22,67.5,103.6,0.412,0.252,0.535,49.1,52.4,8.8,10.2,0.497,15.9,31.3,0.287,67.5,98.7,0.355,0.356,0.503,50.9,58.2,9.5,8.5,0.456,15.8,33.0,0.263,5
4,/cbb/schools/kentucky/men/2012.html,70,82,/cbb/schools/baylor/men/2012.html,16.54,8.03,67.1,111.0,0.353,0.315,0.566,52.0,56.8,11.2,12.5,0.528,17.2,38.4,0.266,67.1,97.1,0.334,0.328,0.507,48.0,56.1,10.3,8.5,0.473,17.9,34.6,0.229,24.73,7.93,66.4,116.5,0.417,0.265,0.575,52.9,48.4,9.1,20.4,0.538,14.2,37.1,0.302,66.4,91.2,0.258,0.29,0.454,47.1,47.2,8.2,8.0,0.42,14.8,33.4,0.179,-12
5,/cbb/schools/georgetown/men/2012.html,59,74,/cbb/schools/belmont/men/2012.html,11.81,-1.22,68.6,117.0,0.385,0.403,0.591,49.7,62.2,10.5,5.7,0.558,15.2,34.5,0.282,68.6,97.7,0.35,0.308,0.511,50.3,53.2,9.3,12.2,0.481,18.0,34.9,0.23,16.81,7.69,63.3,107.4,0.386,0.308,0.552,52.1,55.6,9.4,13.2,0.519,16.8,35.8,0.27,63.3,92.4,0.357,0.332,0.474,47.9,55.8,10.2,7.4,0.433,17.0,32.7,0.243,-15
6,/cbb/schools/iona/men/2012.html,78,72,/cbb/schools/brigham-young/men/2012.html,11.25,1.55,73.0,106.7,0.367,0.323,0.553,50.2,61.3,11.6,11.9,0.521,16.1,30.6,0.257,73.0,92.3,0.331,0.362,0.502,49.8,57.6,8.7,6.6,0.471,19.1,29.2,0.22,8.36,-1.82,71.4,114.8,0.303,0.323,0.588,48.1,62.5,10.1,5.5,0.565,15.1,32.1,0.216,71.4,100.7,0.288,0.341,0.538,51.9,53.6,7.6,7.6,0.511,19.2,35.5,0.2,6
7,/cbb/schools/marquette/men/2012.html,68,88,/cbb/schools/brigham-young/men/2012.html,11.25,1.55,73.0,106.7,0.367,0.323,0.553,50.2,61.3,11.6,11.9,0.521,16.1,30.6,0.257,73.0,92.3,0.331,0.362,0.502,49.8,57.6,8.7,6.6,0.471,19.1,29.2,0.22,16.92,7.5,70.7,106.6,0.409,0.293,0.543,47.4,63.1,12.3,8.8,0.501,16.0,33.9,0.295,70.7,93.3,0.306,0.326,0.488,52.6,58.1,10.1,10.4,0.454,19.6,38.9,0.21,-20
8,/cbb/schools/south-florida/men/2012.html,54,65,/cbb/schools/california/men/2012.html,13.79,4.53,66.3,107.3,0.341,0.229,0.554,51.4,60.5,7.1,8.0,0.517,15.8,32.1,0.254,66.3,93.3,0.267,0.3,0.493,48.6,49.1,7.5,5.8,0.464,17.0,29.5,0.183,9.2,7.29,59.7,98.6,0.338,0.303,0.521,50.5,54.8,9.2,10.8,0.485,19.1,34.2,0.239,59.7,94.1,0.316,0.322,0.475,49.5,55.8,11.5,9.6,0.434,15.6,33.5,0.223,-11
9,/cbb/schools/texas/men/2012.html,65,59,/cbb/schools/cincinnati/men/2012.html,12.93,6.28,64.1,104.9,0.293,0.348,0.505,48.1,51.8,12.4,12.0,0.48,13.9,35.7,0.189,64.1,94.7,0.263,0.311,0.49,51.9,54.8,8.3,8.4,0.462,18.2,37.6,0.18,14.0,8.12,66.7,108.1,0.426,0.312,0.533,49.6,50.1,10.1,9.7,0.485,15.5,38.5,0.312,66.7,99.4,0.415,0.307,0.509,50.4,49.0,8.6,8.7,0.469,17.1,38.1,0.281,6
