,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2011-11-11-murray-state.html,"Fri, Nov 11, 2011",REG,Harris-Stowe,,W,76,49,1,0,W 1,Regional Special Events Center,/cbb/schools/murray-state/men/2012.html,,,,,
1,/cbb/boxscores/2011-11-14-morgan-state.html,"Mon, Nov 14, 2011",REG,Morgan State,MEAC,W,80,69,2,0,W 2,Talmadge L. Hill Field House,/cbb/schools/murray-state/men/2012.html,@,/cbb/schools/morgan-state/men/2012.html,/cbb/conferences/meac/men/2012.html,-8.41,
2,/cbb/boxscores/2011-11-17-murray-state.html,"Thu, Nov 17, 2011",REG,Tennessee Temple,,W,83,41,3,0,W 3,Regional Special Events Center,/cbb/schools/murray-state/men/2012.html,,,,,
3,/cbb/boxscores/2011-11-20-alabama-birmingham.html,"Sun, Nov 20, 2011",REG,UAB,CUSA,W,62,55,4,0,W 4,Bartow Arena,/cbb/schools/murray-state/men/2012.html,@,/cbb/schools/alabama-birmingham/men/2012.html,/cbb/conferences/cusa/men/2012.html,2.61,
4,/cbb/boxscores/2011-11-23-alaska-anchorage.html,"Wed, Nov 23, 2011",REG,Alaska-Anchorage,,W,64,62,5,0,W 5,Sullivan Arena,/cbb/schools/murray-state/men/2012.html,@,,,,
5,/cbb/boxscores/2011-11-25-murray-state.html,"Fri, Nov 25, 2011",REG,San Francisco,WCC,W,70,67,6,0,W 6,Sullivan Arena,/cbb/schools/murray-state/men/2012.html,N,/cbb/schools/san-francisco/men/2012.html,/cbb/conferences/wcc/men/2012.html,1.90,
6,/cbb/boxscores/2011-11-26-murray-state.html,"Sat, Nov 26, 2011",REG,Southern Mississippi,CUSA,W,90,81,7,0,W 7,Sullivan Arena,/cbb/schools/murray-state/men/2012.html,N,/cbb/schools/southern-mississippi/men/2012.html,/cbb/conferences/cusa/men/2012.html,7.79,2OT
7,/cbb/boxscores/2011-12-01-western-kentucky.html,"Thu, Dec 1, 2011",REG,Western Kentucky,Sun Belt,W,70,59,8,0,W 8,E. A. Diddle Arena,/cbb/schools/murray-state/men/2012.html,@,/cbb/schools/western-kentucky/men/2012.html,/cbb/conferences/sun-belt/men/2012.html,-2.66,
8,/cbb/boxscores/2011-12-04-murray-state.html,"Sun, Dec 4, 2011",REG,Dayton,A-10,W,75,58,9,0,W 9,Regional Special Events Center,/cbb/schools/murray-state/men/2012.html,,/cbb/schools/dayton/men/2012.html,/cbb/conferences/atlantic-10/men/2012.html,8.48,
9,/cbb/boxscores/2011-12-11-memphis.html,"Sun, Dec 11, 2011",REG,Memphis,CUSA,W,76,72,10,0,W 10,FedExForum,/cbb/schools/murray-state/men/2012.html,@,/cbb/schools/memphis/men/2012.html,/cbb/conferences/cusa/men/2012.html,16.86,
