,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
17,Austin Peay,/cbb/schools/austin-peay/men/2016.html,True,36,18,18,.500,-6.04,-2.98,7,9,7,7,7,9,2740,2765,70.5,106.4,.457,.315,.549,51.8,50.7,9.7,7.7,.516,16.8,33.0,.306,70.5,107.4,.309,.389,.558,48.2,52.7,9.8,7.7,.531,16.2,29.5,.218
18,Ball State,/cbb/schools/ball-state/men/2016.html,False,35,21,14,.600,0.11,-2.98,10,8,13,6,6,8,2479,2338,66.2,104.8,.349,.426,.554,51.7,59.9,8.1,10.0,.525,17.2,27.9,.242,66.2,98.8,.375,.357,.509,48.3,50.5,9.7,6.8,.467,14.7,26.2,.264
19,Baylor,/cbb/schools/baylor/men/2016.html,True,34,22,12,.647,16.13,9.76,10,8,15,5,6,5,2621,2366,67.6,112.8,.375,.286,.555,55.6,64.6,11.6,11.2,.518,15.5,40.1,.272,67.6,101.8,.376,.346,.545,44.4,72.7,9.6,9.4,.510,17.6,28.2,.263
20,Belmont,/cbb/schools/belmont/men/2016.html,False,32,20,12,.625,1.19,-2.10,12,4,11,1,8,10,2638,2510,72.8,112.8,.352,.504,.611,49.3,59.5,6.2,6.3,.586,17.3,26.1,.255,72.8,107.3,.367,.349,.541,50.7,48.1,9.8,10.9,.503,14.4,30.7,.264
21,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2016.html,False,32,14,18,.438,-14.35,-9.18,10,6,9,2,5,13,2258,2330,68.2,102.3,.309,.407,.510,48.5,46.4,8.9,15.3,.478,15.8,32.9,.213,68.2,105.6,.336,.349,.522,51.5,57.6,7.8,7.5,.491,14.9,35.5,.230
22,Binghamton,/cbb/schools/binghamton/men/2016.html,False,30,8,22,.267,-14.08,-6.35,5,11,5,9,3,13,1827,2059,67.4,90.0,.362,.371,.483,48.0,52.9,7.9,6.4,.443,18.1,25.2,.247,67.4,101.4,.344,.362,.528,52.0,54.5,10.4,8.3,.496,16.0,28.4,.238
23,Boise State,/cbb/schools/boise-state/men/2016.html,False,32,20,12,.625,7.23,3.13,11,7,14,2,5,7,2480,2246,70.5,109.1,.406,.424,.559,51.3,51.1,9.2,5.8,.523,14.4,28.5,.288,70.5,98.8,.358,.379,.544,48.7,49.4,7.4,9.8,.511,18.6,24.9,.250
24,Boston College,/cbb/schools/boston-college/men/2016.html,False,32,7,25,.219,-1.61,7.67,0,18,6,11,0,10,1959,2256,67.0,91.0,.258,.407,.498,45.8,57.2,8.4,8.1,.475,18.0,21.8,.168,67.0,104.9,.370,.339,.554,54.2,58.7,10.9,10.6,.524,16.9,28.7,.254
25,Boston University,/cbb/schools/boston-university/men/2016.html,False,34,19,15,.559,-6.79,-6.37,11,7,9,6,10,9,2483,2464,69.4,104.1,.363,.395,.559,50.7,53.1,8.6,10.2,.526,17.4,27.1,.260,69.4,103.3,.339,.370,.528,49.3,55.5,9.1,7.9,.497,14.8,27.7,.232
26,Bowling Green State,/cbb/schools/bowling-green-state/men/2016.html,False,34,16,18,.471,-5.88,-1.85,5,13,7,8,7,8,2400,2457,69.4,101.8,.398,.294,.528,50.6,46.9,8.9,9.2,.497,15.9,28.7,.261,69.4,104.2,.346,.377,.533,49.4,44.4,8.8,7.6,.502,14.9,28.2,.239
27,Bradley,/cbb/schools/bradley/men/2016.html,False,32,5,27,.156,-10.91,3.70,3,15,4,11,1,12,1793,2238,67.3,82.7,.393,.370,.473,49.1,48.2,6.5,7.7,.431,22.4,24.9,.261,67.3,103.2,.517,.325,.536,50.9,53.9,11.4,9.8,.496,15.2,26.3,.344
28,Brigham Young,/cbb/schools/brigham-young/men/2016.html,False,37,26,11,.703,12.36,2.36,13,5,17,2,6,6,3093,2692,74.0,112.6,.349,.364,.560,53.0,55.7,9.3,11.5,.532,13.6,31.0,.241,74.0,98.0,.320,.380,.515,47.0,54.0,7.5,9.0,.479,15.7,25.1,.229
29,Brown,/cbb/schools/brown/men/2016.html,False,28,8,20,.286,-8.05,-2.82,3,11,7,6,1,13,2040,2155,70.5,101.5,.369,.393,.534,48.3,59.4,7.5,10.2,.498,16.4,26.5,.259,70.5,107.2,.357,.355,.534,51.7,53.0,10.8,9.8,.502,13.8,31.2,.245
30,Bryant,/cbb/schools/bryant/men/2016.html,False,31,8,23,.258,-18.58,-6.71,5,13,4,10,4,13,2018,2361,68.4,94.4,.268,.342,.498,46.3,55.0,8.2,7.4,.475,17.2,26.3,.172,68.4,110.5,.313,.404,.547,53.7,57.1,10.1,9.6,.514,13.8,33.6,.228
31,Bucknell,/cbb/schools/bucknell/men/2016.html,False,31,17,14,.548,-2.09,-5.89,14,4,8,7,9,7,2448,2288,71.5,108.2,.433,.357,.568,51.6,58.8,9.0,8.5,.530,16.4,29.8,.309,71.5,101.2,.410,.359,.525,48.4,57.4,9.6,11.5,.490,15.6,28.1,.275
32,Buffalo,/cbb/schools/buffalo/men/2016.html,True,35,20,15,.571,1.34,0.90,10,8,10,5,5,9,2709,2634,72.6,105.9,.414,.370,.540,51.7,48.2,9.4,9.2,.499,15.9,32.2,.294,72.6,102.9,.377,.360,.532,48.3,50.6,7.7,8.9,.493,15.8,28.7,.270
33,Butler,/cbb/schools/butler/men/2016.html,True,33,22,11,.667,16.46,7.55,10,8,13,3,5,5,2638,2344,69.8,114.0,.393,.305,.564,52.3,51.0,9.8,8.9,.526,12.5,32.1,.287,69.8,101.3,.358,.363,.533,47.7,50.6,6.6,10.6,.497,16.4,27.3,.254
34,Cal Poly,/cbb/schools/cal-poly/men/2016.html,False,30,10,20,.333,-3.49,0.90,4,12,5,7,3,12,2171,2255,67.8,104.9,.345,.376,.515,49.8,56.3,7.9,8.2,.482,12.7,30.1,.233,67.8,109.0,.383,.318,.555,50.2,57.4,7.3,8.8,.522,13.8,27.8,.266
35,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2016.html,True,33,24,9,.727,2.58,-5.15,11,3,14,1,7,7,2405,2104,68.4,105.8,.374,.270,.527,52.8,59.0,11.6,14.2,.497,15.1,34.6,.245,68.4,92.6,.423,.343,.497,47.2,48.7,7.8,7.6,.451,19.1,29.0,.291
36,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2016.html,False,30,10,20,.333,-7.12,-0.76,3,13,5,8,5,9,2104,2227,70.0,99.8,.436,.342,.512,50.5,43.6,7.0,4.5,.467,16.0,29.8,.302,70.0,105.6,.379,.386,.538,49.5,58.0,7.7,10.5,.497,14.2,28.2,.277
37,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2016.html,False,30,10,20,.333,-6.85,-0.85,5,11,5,7,4,12,2143,2261,71.4,98.1,.427,.247,.517,48.6,56.8,9.3,7.9,.469,16.9,27.4,.306,71.4,103.5,.347,.331,.535,51.4,57.8,9.0,8.7,.504,16.4,30.8,.237
38,California,/cbb/schools/california/men/2016.html,True,34,23,11,.676,15.39,7.87,12,6,18,0,4,7,2545,2289,68.2,108.5,.417,.337,.550,54.5,48.3,5.9,10.9,.522,15.3,32.6,.274,68.2,97.6,.375,.265,.489,45.5,46.8,7.3,7.8,.443,12.3,25.3,.265
39,Campbell,/cbb/schools/campbell/men/2016.html,False,30,12,18,.400,-11.07,-6.67,5,13,7,9,5,8,2207,2203,70.0,104.7,.413,.404,.552,46.6,46.4,10.2,6.2,.512,15.0,23.3,.296,70.0,104.5,.380,.315,.546,53.4,45.6,8.5,7.6,.516,16.7,30.2,.257
40,Canisius,/cbb/schools/canisius/men/2016.html,False,33,14,19,.424,-5.62,-3.77,8,12,7,7,4,11,2526,2587,68.9,108.3,.369,.415,.533,47.6,55.1,8.5,7.6,.490,13.5,31.0,.274,68.9,110.9,.390,.384,.583,52.4,59.0,7.5,9.7,.549,17.0,32.8,.283
41,Central Arkansas,/cbb/schools/central-arkansas/men/2016.html,False,28,7,21,.250,-15.17,-6.81,6,12,4,6,2,14,2110,2344,73.7,102.2,.419,.300,.531,50.4,50.4,7.4,9.4,.499,17.0,31.3,.276,73.7,113.5,.387,.357,.573,49.6,54.6,9.5,9.8,.538,13.7,29.8,.279
42,Central Connecticut State,/cbb/schools/central-connecticut-state/men/2016.html,False,29,4,25,.138,-22.35,-9.24,3,15,3,11,1,14,1888,2268,68.9,93.3,.311,.282,.483,48.8,50.0,6.3,9.0,.448,17.1,29.9,.211,68.9,112.1,.305,.327,.558,51.2,52.7,10.1,9.3,.534,12.8,30.3,.211
43,Central Michigan,/cbb/schools/central-michigan/men/2016.html,False,33,17,16,.515,-0.67,-1.30,10,8,13,4,4,8,2495,2401,67.4,111.8,.310,.467,.554,48.3,50.9,6.9,7.1,.524,11.9,27.3,.223,67.4,107.6,.333,.343,.535,51.7,48.5,6.3,7.8,.504,13.7,30.7,.231
44,Charleston Southern,/cbb/schools/charleston-southern/men/2016.html,False,30,9,21,.300,-10.92,-2.59,5,13,6,8,3,12,2146,2253,70.0,101.4,.283,.448,.523,48.9,49.0,7.2,6.0,.506,15.6,27.0,.176,70.0,106.4,.365,.385,.562,51.1,52.4,8.2,11.8,.529,15.8,26.4,.261
45,Charlotte,/cbb/schools/charlotte/men/2016.html,False,33,14,19,.424,-3.14,-1.72,9,9,8,7,5,8,2584,2631,72.1,107.1,.332,.337,.540,49.9,52.3,8.5,5.5,.510,14.2,29.7,.231,72.1,109.0,.309,.337,.575,50.1,45.6,7.8,8.5,.548,16.2,27.6,.223
46,Chattanooga,/cbb/schools/chattanooga/men/2016.html,True,35,29,6,.829,3.24,-3.46,15,3,13,1,10,4,2652,2364,68.1,110.5,.413,.371,.565,52.3,56.2,11.3,13.1,.524,15.7,32.6,.304,68.1,98.5,.297,.361,.527,47.7,51.0,9.4,10.7,.500,18.0,28.6,.202
47,Chicago State,/cbb/schools/chicago-state/men/2016.html,False,32,4,28,.125,-17.52,-1.38,0,14,4,9,0,15,2140,2478,72.0,92.9,.287,.376,.472,47.7,49.1,10.7,9.3,.440,16.8,31.0,.192,72.0,107.5,.432,.419,.565,52.3,66.8,9.3,10.7,.533,17.6,32.6,.294
48,Cincinnati,/cbb/schools/cincinnati/men/2016.html,True,33,22,11,.667,15.19,5.25,12,6,14,3,6,6,2418,2090,65.5,108.9,.332,.366,.527,53.2,59.7,11.6,15.5,.493,13.7,36.6,.234,65.5,94.2,.270,.352,.486,46.8,50.7,7.6,8.7,.456,17.2,30.5,.184
49,Clemson,/cbb/schools/clemson/men/2016.html,False,31,17,14,.548,12.03,6.87,10,8,13,4,3,8,2159,1999,63.7,108.5,.333,.393,.540,50.4,54.6,9.0,14.2,.506,13.6,30.4,.241,63.7,100.4,.285,.338,.510,49.6,51.9,7.9,8.4,.479,15.4,30.2,.202
50,Cleveland State,/cbb/schools/cleveland-state/men/2016.html,False,32,9,23,.281,-9.17,0.09,4,14,5,9,3,10,1947,2169,65.9,91.9,.308,.308,.486,48.6,46.4,9.3,8.1,.453,18.7,30.1,.209,65.9,102.4,.452,.353,.537,51.4,59.1,9.6,8.4,.504,17.6,31.7,.297
51,Coastal Carolina,/cbb/schools/coastal-carolina/men/2016.html,False,33,21,12,.636,-1.85,-4.22,12,6,14,4,7,5,2410,2196,68.3,106.6,.361,.375,.539,52.4,46.4,8.6,9.7,.511,15.4,31.6,.240,68.3,97.1,.298,.414,.486,47.6,50.0,8.7,7.6,.457,13.8,28.4,.195
52,Colgate,/cbb/schools/colgate/men/2016.html,False,30,13,17,.433,-8.61,-6.06,9,9,8,4,5,13,2093,2145,65.4,104.9,.292,.429,.549,47.7,53.3,9.2,7.2,.526,16.1,27.4,.198,65.4,107.5,.415,.372,.560,52.3,52.3,8.3,11.3,.528,16.8,31.0,.285
53,College of Charleston,/cbb/schools/college-of-charleston/men/2016.html,False,31,17,14,.548,2.37,0.04,8,10,10,5,6,8,2028,1921,65.2,99.6,.330,.346,.510,50.8,50.0,10.9,7.4,.480,16.5,30.0,.220,65.2,94.3,.426,.346,.516,49.2,47.5,8.1,9.2,.480,19.2,26.6,.280
54,Colorado,/cbb/schools/colorado/men/2016.html,True,34,22,12,.647,12.04,7.64,10,8,16,1,4,7,2576,2407,70.8,106.3,.398,.319,.534,55.7,53.3,7.3,11.6,.488,15.8,35.3,.293,70.8,99.3,.351,.292,.506,44.3,41.9,10.5,11.1,.470,13.5,24.6,.241
55,Colorado State,/cbb/schools/colorado-state/men/2016.html,False,34,18,16,.529,2.31,1.53,8,10,12,5,3,8,2700,2626,69.3,111.3,.417,.433,.545,53.6,51.8,5.4,6.2,.504,13.8,33.7,.299,69.3,108.2,.345,.395,.554,46.4,51.2,8.5,8.8,.520,13.1,25.0,.249
56,Columbia,/cbb/schools/columbia/men/2016.html,False,35,25,10,.714,3.45,-2.55,10,4,18,4,7,6,2670,2399,66.7,113.1,.375,.450,.571,51.8,57.6,9.3,10.3,.537,13.9,30.2,.270,66.7,101.7,.344,.385,.538,48.2,53.9,6.8,9.9,.508,16.8,26.2,.236
57,Connecticut,/cbb/schools/connecticut/men/2016.html,True,36,25,11,.694,15.89,6.28,11,7,14,3,6,4,2631,2285,66.1,109.0,.296,.336,.555,51.1,51.8,8.7,14.0,.516,14.0,28.5,.235,66.1,94.6,.354,.362,.481,48.9,52.1,7.6,9.4,.445,15.4,29.0,.234
58,Coppin State,/cbb/schools/coppin-state/men/2016.html,False,31,9,22,.290,-15.75,-6.06,6,10,5,7,3,14,2240,2497,71.4,98.1,.381,.370,.491,47.1,47.0,7.6,7.2,.445,15.2,31.5,.269,71.4,109.4,.427,.322,.555,52.9,52.3,7.7,10.1,.530,16.0,35.1,.274
59,Cornell,/cbb/schools/cornell/men/2016.html,False,28,10,18,.357,-9.55,-1.04,3,11,5,8,5,10,1992,2193,72.7,97.0,.324,.407,.516,43.2,43.0,10.6,9.6,.490,16.1,22.8,.211,72.7,106.8,.349,.356,.546,56.8,59.9,7.6,10.7,.508,16.8,35.7,.257
60,Creighton,/cbb/schools/creighton/men/2016.html,False,35,20,15,.571,13.69,6.44,9,9,14,5,4,9,2787,2533,72.1,110.5,.375,.386,.568,51.4,54.9,8.4,7.8,.538,14.2,27.3,.262,72.1,100.4,.335,.338,.523,48.6,50.9,8.9,8.7,.490,15.4,26.1,.233
61,Dartmouth,/cbb/schools/dartmouth/men/2016.html,False,28,10,18,.357,-5.58,-3.29,4,10,8,6,2,12,1992,1989,69.1,102.1,.375,.285,.526,51.8,52.4,9.8,5.4,.484,17.5,33.6,.271,69.1,101.9,.422,.406,.550,48.2,53.4,9.7,11.6,.521,18.5,28.8,.280
62,Davidson,/cbb/schools/davidson/men/2016.html,False,33,20,13,.606,5.74,5.14,10,8,15,1,3,10,2608,2576,71.2,110.6,.327,.441,.558,47.1,55.6,6.5,7.7,.521,12.5,25.3,.249,71.2,109.2,.300,.353,.548,52.9,49.1,7.8,9.4,.520,13.8,30.7,.211
63,Dayton,/cbb/schools/dayton/men/2016.html,True,33,25,8,.758,11.34,4.76,14,4,14,3,8,2,2393,2176,68.6,104.5,.408,.350,.546,53.2,57.4,8.6,12.2,.516,16.3,28.7,.272,68.6,95.0,.328,.368,.500,46.8,54.8,7.0,8.0,.469,15.9,24.2,.219
64,Delaware,/cbb/schools/delaware/men/2016.html,False,30,7,23,.233,-8.62,0.85,2,16,5,7,2,15,1986,2270,67.4,97.8,.422,.311,.498,50.7,47.7,5.3,9.2,.453,15.3,29.5,.289,67.4,111.8,.319,.472,.548,49.3,62.4,9.3,10.5,.518,11.7,27.9,.226
65,Delaware State,/cbb/schools/delaware-state/men/2016.html,False,32,7,25,.219,-20.88,-6.85,5,11,6,7,1,17,1980,2336,67.3,91.3,.295,.385,.478,44.8,51.7,8.0,8.8,.455,17.7,28.0,.182,67.3,107.7,.406,.422,.538,55.2,60.4,8.7,9.0,.502,16.4,37.5,.278
66,Denver,/cbb/schools/denver/men/2016.html,False,31,16,15,.516,-3.34,-3.24,7,9,8,7,6,6,2021,2024,62.7,104.0,.366,.423,.594,45.2,64.3,10.2,7.4,.557,19.2,20.1,.282,62.7,104.2,.434,.352,.567,54.8,54.6,9.1,10.4,.519,19.8,31.0,.329
67,DePaul,/cbb/schools/depaul/men/2016.html,False,31,9,22,.290,0.83,8.34,3,15,5,9,3,10,2092,2325,68.4,98.2,.365,.290,.527,50.6,48.7,7.0,9.2,.494,18.8,30.7,.248,68.4,109.1,.448,.395,.560,49.4,61.6,9.7,8.2,.514,15.4,29.9,.331
68,Detroit Mercy,/cbb/schools/detroit-mercy/men/2016.html,False,31,16,15,.516,-2.44,-0.82,9,9,11,4,4,10,2595,2567,75.7,110.2,.412,.337,.563,51.4,45.5,9.0,11.2,.529,15.5,32.4,.288,75.7,109.0,.454,.364,.565,48.6,51.9,8.3,9.8,.525,15.4,29.3,.323
69,Drake,/cbb/schools/drake/men/2016.html,False,31,7,24,.226,-5.15,0.92,2,16,5,9,0,12,2093,2230,66.0,101.1,.343,.341,.549,50.3,51.4,5.6,5.4,.515,18.1,25.6,.248,66.0,107.7,.301,.329,.540,49.7,46.0,9.1,12.0,.513,12.8,27.3,.210
70,Drexel,/cbb/schools/drexel/men/2016.html,False,31,6,25,.194,-5.42,1.88,3,15,3,9,2,12,1958,2183,65.6,95.9,.368,.300,.484,48.0,56.7,6.9,10.0,.443,14.6,28.3,.252,65.6,106.9,.474,.325,.557,52.0,51.8,7.8,9.1,.520,15.7,29.0,.325
71,Duke,/cbb/schools/duke/men/2016.html,True,36,25,11,.694,19.23,10.59,11,7,15,3,5,4,2920,2609,68.4,117.7,.405,.398,.573,49.5,48.6,9.1,9.8,.537,12.2,33.0,.293,68.4,105.2,.253,.296,.519,50.5,52.4,6.6,9.8,.495,14.5,34.4,.172
72,Duquesne,/cbb/schools/duquesne/men/2016.html,False,34,17,17,.500,1.41,1.35,6,12,10,6,4,8,2704,2677,73.6,107.2,.339,.429,.566,51.1,55.9,6.3,9.7,.540,16.5,28.1,.234,73.6,106.2,.375,.383,.531,48.9,65.2,8.3,8.4,.493,13.5,28.2,.263
73,East Carolina,/cbb/schools/east-carolina/men/2016.html,False,32,12,20,.375,-0.38,3.22,4,14,8,8,3,10,2186,2301,67.0,99.9,.346,.382,.524,48.5,63.9,8.4,5.5,.490,16.9,28.8,.241,67.0,105.2,.267,.394,.534,51.5,63.2,9.3,10.5,.512,15.7,32.4,.180
74,East Tennessee State,/cbb/schools/east-tennessee-state/men/2016.html,False,36,24,12,.667,-1.49,-2.29,14,4,13,2,8,8,2813,2687,71.0,108.9,.363,.365,.562,49.9,45.4,9.3,10.3,.530,15.6,29.1,.258,71.0,104.0,.393,.373,.537,50.1,46.6,8.8,8.6,.496,15.9,29.8,.282
75,Eastern Illinois,/cbb/schools/eastern-illinois/men/2016.html,False,30,13,17,.433,-8.35,-3.52,9,7,9,5,4,9,2145,2213,68.3,103.0,.338,.382,.532,46.3,54.6,8.5,6.3,.507,15.3,27.3,.222,68.3,106.3,.387,.368,.543,53.7,54.7,8.8,7.2,.506,16.7,34.1,.272
76,Eastern Kentucky,/cbb/schools/eastern-kentucky/men/2016.html,False,31,15,16,.484,-3.53,-3.86,6,10,10,6,5,10,2497,2453,73.4,109.8,.398,.371,.597,47.7,57.3,9.6,8.3,.564,17.9,27.2,.290,73.4,107.9,.416,.368,.565,52.3,61.4,9.1,7.4,.531,17.7,33.5,.291
77,Eastern Michigan,/cbb/schools/eastern-michigan/men/2016.html,False,33,18,15,.545,-0.14,1.24,9,9,14,3,4,11,2553,2460,72.5,106.0,.435,.307,.539,48.6,43.3,13.0,10.5,.494,15.2,32.0,.314,72.5,102.1,.398,.404,.529,51.4,58.6,8.3,7.9,.491,18.5,35.3,.275
78,Eastern Washington,/cbb/schools/eastern-washington/men/2016.html,False,34,18,16,.529,-4.47,-6.03,10,8,11,2,5,12,2769,2617,70.4,115.7,.361,.465,.594,49.4,46.7,8.4,9.0,.573,14.1,27.5,.247,70.4,109.4,.378,.273,.564,50.6,52.0,8.2,10.6,.535,14.6,28.3,.261
79,Elon,/cbb/schools/elon/men/2016.html,False,32,16,16,.500,-0.67,0.66,7,11,8,8,8,7,2429,2413,71.7,105.5,.308,.456,.545,49.3,56.4,7.6,5.2,.523,15.6,28.0,.204,71.7,104.8,.322,.306,.528,50.7,44.8,8.9,12.1,.502,14.2,29.5,.215
80,Evansville,/cbb/schools/evansville/men/2016.html,False,34,25,9,.735,8.10,-0.39,12,6,13,3,8,4,2526,2221,68.9,107.0,.470,.250,.575,52.2,67.7,7.5,11.1,.534,16.3,24.8,.340,68.9,94.1,.296,.324,.496,47.8,51.1,8.2,8.9,.457,16.3,25.0,.218
81,Fairfield,/cbb/schools/fairfield/men/2016.html,False,33,19,14,.576,-3.84,-3.14,12,8,11,5,7,7,2522,2545,72.2,103.8,.326,.415,.548,46.1,57.5,8.8,10.2,.513,15.7,24.8,.241,72.2,104.8,.341,.361,.529,53.9,50.3,7.9,7.6,.496,16.0,34.1,.236
82,FDU,/cbb/schools/fairleigh-dickinson/men/2016.html,True,33,18,15,.545,-10.90,-8.31,11,7,9,6,9,8,2558,2600,72.4,105.8,.327,.324,.546,46.3,50.8,10.3,7.2,.517,15.3,28.6,.228,72.4,107.6,.467,.367,.560,53.7,56.1,8.6,8.6,.522,18.0,35.4,.325
