,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2015-11-13-vanderbilt.html,"Fri, Nov 13, 2015",8:00p,REG,/cbb/schools/austin-peay/men/2016.html,Austin Peay,/cbb/conferences/ovc/men/2016.html,OVC,-6.04,W,80,41,1,0,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
1,/cbb/boxscores/2015-11-16-vanderbilt.html,"Mon, Nov 16, 2015",8:00p,REG,/cbb/schools/gardner-webb/men/2016.html,Gardner-Webb,/cbb/conferences/big-south/men/2016.html,Big South,-6.92,W,98,62,2,0,W 2,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
2,/cbb/boxscores/2015-11-19-vanderbilt.html,"Thu, Nov 19, 2015",8:00p,REG,/cbb/schools/stony-brook/men/2016.html,Stony Brook,/cbb/conferences/america-east/men/2016.html,AEC,3.75,W,79,72,3,0,W 3,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,OT,
3,/cbb/boxscores/2015-11-23-vanderbilt.html,"Mon, Nov 23, 2015",2:30p,REG,/cbb/schools/st-johns-ny/men/2016.html,St. John's (NY),/cbb/conferences/big-east/men/2016.html,Big East,-1.90,W,92,55,4,0,W 4,Lahaina Civic Center,/cbb/schools/vanderbilt/men/2016.html,,N
4,/cbb/boxscores/2015-11-24-wake-forest.html,"Tue, Nov 24, 2015",7:30p,REG,/cbb/schools/wake-forest/men/2016.html,Wake Forest,/cbb/conferences/acc/men/2016.html,ACC,5.53,W,86,64,5,0,W 5,Lahaina Civic Center,/cbb/schools/vanderbilt/men/2016.html,,N
5,/cbb/boxscores/2015-11-25-kansas.html,"Wed, Nov 25, 2015",10:00p,REG,/cbb/schools/kansas/men/2016.html,Kansas,/cbb/conferences/big-12/men/2016.html,Big 12,23.87,L,63,70,5,1,L 1,Lahaina Civic Center,/cbb/schools/vanderbilt/men/2016.html,,N
6,/cbb/boxscores/2015-12-02-vanderbilt.html,"Wed, Dec 2, 2015",8:00p,REG,/cbb/schools/detroit-mercy/men/2016.html,Detroit Mercy,/cbb/conferences/horizon/men/2016.html,Horizon,-2.44,W,102,52,6,1,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
7,/cbb/boxscores/2015-12-06-baylor.html,"Sun, Dec 6, 2015",8:00p,REG,/cbb/schools/baylor/men/2016.html,Baylor,/cbb/conferences/big-12/men/2016.html,Big 12,16.13,L,67,69,6,2,L 1,Ferrell Center,/cbb/schools/vanderbilt/men/2016.html,,@
8,/cbb/boxscores/2015-12-09-vanderbilt.html,"Wed, Dec 9, 2015",9:00p,REG,/cbb/schools/dayton/men/2016.html,Dayton,/cbb/conferences/atlantic-10/men/2016.html,A-10,11.34,L,67,72,6,3,L 2,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
9,/cbb/boxscores/2015-12-19-vanderbilt.html,"Sat, Dec 19, 2015",8:00p,REG,/cbb/schools/wofford/men/2016.html,Wofford,/cbb/conferences/southern/men/2016.html,Southern,-3.75,W,80,56,7,3,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
10,/cbb/boxscores/2015-12-22-purdue.html,"Tue, Dec 22, 2015",8:00p,REG,/cbb/schools/purdue/men/2016.html,Purdue,/cbb/conferences/big-ten/men/2016.html,Big Ten,20.17,L,55,68,7,4,L 1,Mackey Arena,/cbb/schools/vanderbilt/men/2016.html,,@
11,/cbb/boxscores/2015-12-30-vanderbilt.html,"Wed, Dec 30, 2015",9:00p,REG,/cbb/schools/western-michigan/men/2016.html,Western Michigan,/cbb/conferences/mac/men/2016.html,MAC,-2.07,W,86,61,8,4,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
12,/cbb/boxscores/2016-01-02-vanderbilt.html,"Sat, Jan 2, 2016",9:00p,REG,/cbb/schools/louisiana-state/men/2016.html,Louisiana State,/cbb/conferences/sec/men/2016.html,SEC,8.79,L,82,90,8,5,L 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
13,/cbb/boxscores/2016-01-05-arkansas.html,"Tue, Jan 5, 2016",9:00p,REG,/cbb/schools/arkansas/men/2016.html,Arkansas,/cbb/conferences/sec/men/2016.html,SEC,10.23,L,85,90,8,6,L 2,Bud Walton Arena,/cbb/schools/vanderbilt/men/2016.html,OT,@
14,/cbb/boxscores/2016-01-09-south-carolina.html,"Sat, Jan 9, 2016",3:00p,REG,/cbb/schools/south-carolina/men/2016.html,South Carolina,/cbb/conferences/sec/men/2016.html,SEC,12.01,L,65,69,8,7,L 3,Colonial Life Arena,/cbb/schools/vanderbilt/men/2016.html,,@
15,/cbb/boxscores/2016-01-12-vanderbilt.html,"Tue, Jan 12, 2016",9:00p,REG,/cbb/schools/auburn/men/2016.html,Auburn,/cbb/conferences/sec/men/2016.html,SEC,0.15,W,75,57,9,7,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
16,/cbb/boxscores/2016-01-16-vanderbilt.html,"Sat, Jan 16, 2016",6:00p,REG,/cbb/schools/alabama/men/2016.html,Alabama,/cbb/conferences/sec/men/2016.html,SEC,7.14,W,71,63,10,7,W 2,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
17,/cbb/boxscores/2016-01-20-tennessee.html,"Wed, Jan 20, 2016",9:00p,REG,/cbb/schools/tennessee/men/2016.html,Tennessee,/cbb/conferences/sec/men/2016.html,SEC,7.80,W,88,74,11,7,W 3,Thompson-Boling Arena,/cbb/schools/vanderbilt/men/2016.html,,@
18,/cbb/boxscores/2016-01-23-kentucky.html,"Sat, Jan 23, 2016",4:00p,REG,/cbb/schools/kentucky/men/2016.html,Kentucky,/cbb/conferences/sec/men/2016.html,SEC,20.23,L,57,76,11,8,L 1,Rupp Arena,/cbb/schools/vanderbilt/men/2016.html,,@
19,/cbb/boxscores/2016-01-26-vanderbilt.html,"Tue, Jan 26, 2016",9:00p,REG,/cbb/schools/florida/men/2016.html,Florida,/cbb/conferences/sec/men/2016.html,SEC,14.69,W,60,59,12,8,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
20,/cbb/boxscores/2016-01-30-texas.html,"Sat, Jan 30, 2016",12:00p,REG,/cbb/schools/texas/men/2016.html,Texas,/cbb/conferences/big-12/men/2016.html,Big 12,14.80,L,58,72,12,9,L 1,Frank Erwin Center,/cbb/schools/vanderbilt/men/2016.html,,@
21,/cbb/boxscores/2016-02-04-vanderbilt.html,"Thu, Feb 4, 2016",7:00p,REG,/cbb/schools/texas-am/men/2016.html,Texas A&M,/cbb/conferences/sec/men/2016.html,SEC,18.45,W,77,60,13,9,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
22,/cbb/boxscores/2016-02-06-mississippi.html,"Sat, Feb 6, 2016",8:00p,REG,/cbb/schools/mississippi/men/2016.html,Mississippi,/cbb/conferences/sec/men/2016.html,SEC,7.91,L,78,85,13,10,L 1,The Pavilion at Ole Miss,/cbb/schools/vanderbilt/men/2016.html,,@
23,/cbb/boxscores/2016-02-10-vanderbilt.html,"Wed, Feb 10, 2016",9:00p,REG,/cbb/schools/missouri/men/2016.html,Missouri,/cbb/conferences/sec/men/2016.html,SEC,2.50,W,86,71,14,10,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
24,/cbb/boxscores/2016-02-13-auburn.html,"Sat, Feb 13, 2016",6:00p,REG,/cbb/schools/auburn/men/2016.html,Auburn,/cbb/conferences/sec/men/2016.html,SEC,0.15,W,86,57,15,10,W 2,Auburn Arena,/cbb/schools/vanderbilt/men/2016.html,,@
25,/cbb/boxscores/2016-02-16-mississippi-state.html,"Tue, Feb 16, 2016",9:00p,REG,/cbb/schools/mississippi-state/men/2016.html,Mississippi State,/cbb/conferences/sec/men/2016.html,SEC,8.18,L,74,75,15,11,L 1,Humphrey Coliseum,/cbb/schools/vanderbilt/men/2016.html,,@
26,/cbb/boxscores/2016-02-20-vanderbilt.html,"Sat, Feb 20, 2016",12:00p,REG,/cbb/schools/georgia/men/2016.html,Georgia,/cbb/conferences/sec/men/2016.html,SEC,9.41,W,80,67,16,11,W 1,Memorial Gymnasium,/cbb/schools/vanderbilt/men/2016.html,,
27,/cbb/boxscores/2016-02-23-florida.html,"Tue, Feb 23, 2016",7:00p,REG,/cbb/schools/florida/men/2016.html,Florida,/cbb/conferences/sec/men/2016.html,SEC,14.69,W,87,74,17,11,W 2,Stephen C. O''Connell Center,/cbb/schools/vanderbilt/men/2016.html,,@
