,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,oppLink,confLink,srs,game_location,overtimes
0,/cbb/boxscores/2015-11-14-cal-state-bakersfield.html,"Sat, Nov 14, 2015",10:00p,REG,San Diego Christian,,W,93,69,1,0,W 1,Icardo Center,/cbb/schools/cal-state-bakersfield/men/2016.html,,,,,
1,/cbb/boxscores/2015-11-17-cal-state-bakersfield.html,"Tue, Nov 17, 2015",10:00p,REG,Idaho,Big Sky,W,68,45,2,0,W 2,Icardo Center,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/idaho/men/2016.html,/cbb/conferences/big-sky/men/2016.html,-5.19,,
2,/cbb/boxscores/2015-11-20-cal-state-bakersfield.html,"Fri, Nov 20, 2015",3:00p,REG,Fresno Pacific,,W,81,68,3,0,W 3,Icardo Center,/cbb/schools/cal-state-bakersfield/men/2016.html,,,,,
3,/cbb/boxscores/2015-11-25-wyoming.html,"Wed, Nov 25, 2015",9:00p,REG,Wyoming,MWC,L,64,68,3,1,L 1,Arena-Auditorium,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/wyoming/men/2016.html,/cbb/conferences/mwc/men/2016.html,0.09,@,
4,/cbb/boxscores/2015-11-29-saint-marys-ca.html,"Sun, Nov 29, 2015",8:00p,REG,Saint Mary's (CA),WCC,L,59,94,3,2,L 2,McKeon Pavilion,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/saint-marys-ca/men/2016.html,/cbb/conferences/wcc/men/2016.html,13.60,@,
5,/cbb/boxscores/2015-12-02-idaho.html,"Wed, Dec 2, 2015",11:00p,REG,Idaho,Big Sky,L,63,67,3,3,L 3,Cowan Spectrum,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/idaho/men/2016.html,/cbb/conferences/big-sky/men/2016.html,-5.19,@,
6,/cbb/boxscores/2015-12-05-cal-state-bakersfield.html,"Sat, Dec 5, 2015",10:00p,REG,Northern Arizona,Big Sky,W,72,55,4,3,W 1,Icardo Center,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/northern-arizona/men/2016.html,/cbb/conferences/big-sky/men/2016.html,-18.29,,
7,/cbb/boxscores/2015-12-12-south-dakota.html,"Sat, Dec 12, 2015",6:30p,REG,South Dakota,Summit,W,77,67,5,3,W 2,DakotaDome ,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/south-dakota/men/2016.html,/cbb/conferences/summit/men/2016.html,-5.58,@,
8,/cbb/boxscores/2015-12-14-cal-state-bakersfield.html,"Mon, Dec 14, 2015",10:00p,REG,Dartmouth,Ivy,W,69,62,6,3,W 3,Icardo Center,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/dartmouth/men/2016.html,/cbb/conferences/ivy/men/2016.html,-5.58,,
9,/cbb/boxscores/2015-12-16-fresno-state.html,"Wed, Dec 16, 2015",10:00p,REG,Fresno State,MWC,L,68,76,6,4,L 1,Save Mart Center,/cbb/schools/cal-state-bakersfield/men/2016.html,/cbb/schools/fresno-state/men/2016.html,/cbb/conferences/mwc/men/2016.html,5.27,@,
