,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2015-11-14-stony-brook.html,"Sat, Nov 14, 2015",7:00p,REG,Merchant Marine,,W,103,32,1,0,W 1,Island Federal Credit Union Arena,/cbb/schools/stony-brook/men/2016.html,,,,,
1,/cbb/boxscores/2015-11-19-vanderbilt.html,"Thu, Nov 19, 2015",8:00p,REG,Vanderbilt,SEC,L,72,79,1,1,L 1,Memorial Gymnasium,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/vanderbilt/men/2016.html,/cbb/conferences/sec/men/2016.html,17.20,OT
2,/cbb/boxscores/2015-11-21-western-kentucky.html,"Sat, Nov 21, 2015",1:00p,REG,Western Kentucky,CUSA,L,66,67,1,2,L 2,E. A. Diddle Arena,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/western-kentucky/men/2016.html,/cbb/conferences/cusa/men/2016.html,-1.29,
3,/cbb/boxscores/2015-11-24-loyola-md.html,"Tue, Nov 24, 2015",7:30p,REG,Loyola (MD),Patriot,W,76,63,2,2,W 1,Reitz Arena,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/loyola-md/men/2016.html,/cbb/conferences/patriot/men/2016.html,-10.90,
4,/cbb/boxscores/2015-11-28-stony-brook.html,"Sat, Nov 28, 2015",2:00p,REG,Farmingdale State,,W,91,42,3,2,W 2,Island Federal Credit Union Arena,/cbb/schools/stony-brook/men/2016.html,,,,,
5,/cbb/boxscores/2015-12-05-stony-brook.html,"Sat, Dec 5, 2015",2:00p,REG,Princeton,Ivy,W,91,77,4,2,W 3,Island Federal Credit Union Arena,/cbb/schools/stony-brook/men/2016.html,,/cbb/schools/princeton/men/2016.html,/cbb/conferences/ivy/men/2016.html,7.17,
6,/cbb/boxscores/2015-12-08-notre-dame.html,"Tue, Dec 8, 2015",9:00p,REG,Notre Dame,ACC,L,61,86,4,3,L 1,Purcell Pavilion at the Joyce Center,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/notre-dame/men/2016.html,/cbb/conferences/acc/men/2016.html,14.10,
7,/cbb/boxscores/2015-12-12-northeastern.html,"Sat, Dec 12, 2015",4:00p,REG,Northeastern,CAA,L,62,75,4,4,L 2,Matthews Arena,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/northeastern/men/2016.html,/cbb/conferences/colonial/men/2016.html,1.60,
8,/cbb/boxscores/2015-12-17-american.html,"Thu, Dec 17, 2015",7:30p,REG,American,Patriot,W,86,68,5,4,W 1,Bender Arena,/cbb/schools/stony-brook/men/2016.html,@,/cbb/schools/american/men/2016.html,/cbb/conferences/patriot/men/2016.html,-14.18,
9,/cbb/boxscores/2015-12-20-stony-brook.html,"Sun, Dec 20, 2015",2:00p,REG,Hofstra,CAA,W,71,68,6,4,W 2,Island Federal Credit Union Arena,/cbb/schools/stony-brook/men/2016.html,,/cbb/schools/hofstra/men/2016.html,/cbb/conferences/colonial/men/2016.html,5.02,
