,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/wichita-state/men/2016.html,55,65,/cbb/schools/arizona/men/2016.html,18.79,7.23,69.8,112.8,0.438,0.294,0.575,56.5,51.3,6.8,11.3,0.536,15.7,34.9,0.316,69.8,96.6,0.293,0.313,0.497,43.5,48.3,7.7,8.4,0.462,14.1,24.7,0.209,17.39,4.24,66.1,108.8,0.38,0.381,0.531,53.1,56.4,10.9,11.6,0.49,12.7,31.7,0.272,66.1,88.7,0.451,0.367,0.499,46.9,47.8,7.0,8.5,0.446,20.7,23.5,0.32,-10
1,/cbb/schools/kansas/men/2016.html,79,105,/cbb/schools/austin-peay/men/2016.html,-6.04,-2.98,70.5,106.4,0.457,0.315,0.549,51.8,50.7,9.7,7.7,0.516,16.8,33.0,0.306,70.5,107.4,0.309,0.389,0.558,48.2,52.7,9.8,7.7,0.531,16.2,29.5,0.218,23.87,11.22,69.7,115.1,0.382,0.33,0.592,53.9,55.3,9.4,10.7,0.564,15.5,32.3,0.272,69.7,95.7,0.371,0.33,0.497,46.1,47.3,9.2,8.5,0.45,15.9,27.4,0.269,-26
2,/cbb/schools/yale/men/2016.html,75,79,/cbb/schools/baylor/men/2016.html,16.13,9.76,67.6,112.8,0.375,0.286,0.555,55.6,64.6,11.6,11.2,0.518,15.5,40.1,0.272,67.6,101.8,0.376,0.346,0.545,44.4,72.7,9.6,9.4,0.51,17.6,28.2,0.263,9.08,-1.03,66.9,111.5,0.413,0.309,0.555,57.8,56.9,8.4,12.6,0.526,16.4,39.4,0.276,66.9,94.9,0.325,0.341,0.501,42.2,50.0,10.0,9.1,0.465,16.0,24.2,0.227,-4
3,/cbb/schools/miami-fl/men/2016.html,72,79,/cbb/schools/buffalo/men/2016.html,1.34,0.9,72.6,105.9,0.414,0.37,0.54,51.7,48.2,9.4,9.2,0.499,15.9,32.2,0.294,72.6,102.9,0.377,0.36,0.532,48.3,50.6,7.7,8.9,0.493,15.8,28.7,0.27,18.52,10.69,66.2,113.3,0.407,0.339,0.582,51.7,48.3,9.3,9.1,0.542,14.5,29.9,0.305,66.2,101.5,0.291,0.304,0.516,48.3,46.0,8.0,6.9,0.483,15.0,28.9,0.209,-7
4,/cbb/schools/texas-tech/men/2016.html,71,61,/cbb/schools/butler/men/2016.html,16.46,7.55,69.8,114.0,0.393,0.305,0.564,52.3,51.0,9.8,8.9,0.526,12.5,32.1,0.287,69.8,101.3,0.358,0.363,0.533,47.7,50.6,6.6,10.6,0.497,16.4,27.3,0.254,12.41,10.25,66.7,106.7,0.422,0.304,0.547,50.1,53.2,8.8,11.8,0.5,15.5,31.2,0.314,66.7,103.5,0.329,0.378,0.529,49.9,46.2,9.6,8.5,0.496,15.9,32.1,0.232,10
5,/cbb/schools/virginia/men/2016.html,69,77,/cbb/schools/butler/men/2016.html,16.46,7.55,69.8,114.0,0.393,0.305,0.564,52.3,51.0,9.8,8.9,0.526,12.5,32.1,0.287,69.8,101.3,0.358,0.363,0.533,47.7,50.6,6.6,10.6,0.497,16.4,27.3,0.254,22.04,11.12,61.5,115.0,0.321,0.284,0.58,53.2,57.2,8.7,10.2,0.548,13.2,29.8,0.241,61.5,97.3,0.334,0.366,0.519,46.8,47.6,8.7,5.9,0.484,16.7,24.9,0.234,-8
6,/cbb/schools/oklahoma/men/2016.html,68,82,/cbb/schools/cal-state-bakersfield/men/2016.html,2.58,-5.15,68.4,105.8,0.374,0.27,0.527,52.8,59.0,11.6,14.2,0.497,15.1,34.6,0.245,68.4,92.6,0.423,0.343,0.497,47.2,48.7,7.8,7.6,0.451,19.1,29.0,0.291,19.76,11.14,71.0,111.0,0.33,0.407,0.573,51.4,52.8,9.3,12.6,0.543,15.8,31.0,0.238,71.0,99.0,0.283,0.357,0.501,48.6,43.1,10.1,8.9,0.472,15.1,30.0,0.192,-14
7,/cbb/schools/hawaii/men/2016.html,66,77,/cbb/schools/california/men/2016.html,15.39,7.87,68.2,108.5,0.417,0.337,0.55,54.5,48.3,5.9,10.9,0.522,15.3,32.6,0.274,68.2,97.6,0.375,0.265,0.489,45.5,46.8,7.3,7.8,0.443,12.3,25.3,0.265,9.03,-1.04,71.6,107.3,0.449,0.379,0.555,53.0,58.8,10.5,10.0,0.52,15.8,31.1,0.307,71.6,92.8,0.392,0.35,0.5,47.0,47.9,8.1,7.5,0.453,18.0,26.1,0.281,-11
8,/cbb/schools/indiana/men/2016.html,74,99,/cbb/schools/chattanooga/men/2016.html,3.24,-3.46,68.1,110.5,0.413,0.371,0.565,52.3,56.2,11.3,13.1,0.524,15.7,32.6,0.304,68.1,98.5,0.297,0.361,0.527,47.7,51.0,9.4,10.7,0.5,18.0,28.6,0.202,19.59,6.9,69.1,119.2,0.338,0.409,0.612,54.9,54.8,9.9,9.8,0.587,16.7,37.0,0.248,69.1,100.9,0.302,0.312,0.525,45.1,46.7,8.9,8.8,0.498,16.4,28.9,0.206,-25
9,/cbb/schools/saint-josephs/men/2016.html,76,78,/cbb/schools/cincinnati/men/2016.html,15.19,5.25,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234,65.5,94.2,0.27,0.352,0.486,46.8,50.7,7.6,8.7,0.456,17.2,30.5,0.184,12.1,4.93,70.1,109.7,0.374,0.356,0.548,51.9,54.7,7.3,9.2,0.512,12.3,28.2,0.268,70.1,99.5,0.25,0.415,0.508,48.1,49.1,6.4,7.4,0.481,14.2,25.7,0.175,-2
