,school_name,link,Tourney,g,wins,losses,win_loss_pct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_pace,opp_off_rtg,opp_fta_per_fga_pct,opp_fg3a_per_fga_pct,opp_ts_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate
0,Abilene Christian,/cbb/schools/abilene-christian/men/2015.html,False,31,10,21,.323,-17.20,-6.34,4,14,7,6,1,14,1976,2186,65.9,96.7,.289,.362,.516,44.6,56.7,9.9,3.6,.482,17.2,25.5,.210,65.9,107.0,.473,.327,.573,55.4,50.1,8.8,11.6,.539,19.2,33.4,.325
1,Air Force,/cbb/schools/air-force/men/2015.html,False,31,14,17,.452,-1.85,-0.71,6,12,11,5,1,11,2037,2017,61.1,107.1,.311,.399,.567,49.4,65.1,10.3,7.4,.548,16.9,29.1,.205,61.1,106.1,.349,.444,.551,50.6,64.3,9.6,11.3,.522,17.3,31.7,.240
2,Akron,/cbb/schools/akron/men/2015.html,False,35,21,14,.600,3.65,-0.47,9,9,15,3,2,9,2382,2203,64.7,104.8,.311,.473,.523,50.5,52.8,10.1,12.1,.498,15.6,33.4,.205,64.7,96.9,.410,.310,.498,49.5,48.8,10.6,9.2,.455,16.7,31.8,.278
3,Alabama,/cbb/schools/alabama/men/2015.html,False,34,19,15,.559,10.52,8.09,8,10,14,5,4,8,2280,2180,63.1,105.4,.436,.404,.548,49.7,46.1,10.1,11.1,.505,16.4,30.0,.313,63.1,100.8,.392,.370,.513,50.3,54.3,8.1,8.0,.471,16.4,32.1,.277
4,Alabama A&M,/cbb/schools/alabama-am/men/2015.html,False,29,9,20,.310,-17.15,-9.62,8,10,4,7,5,12,1797,1988,64.5,95.6,.419,.376,.489,49.5,58.2,8.8,6.1,.451,18.3,35.8,.271,64.5,105.8,.412,.293,.526,50.5,47.6,10.8,9.1,.499,15.4,36.3,.259
5,Alabama State,/cbb/schools/alabama-state/men/2015.html,False,29,19,10,.655,-8.97,-12.71,14,4,9,3,8,5,2090,1937,69.8,102.9,.350,.276,.515,53.5,51.6,9.1,10.6,.487,16.4,35.9,.228,69.8,95.3,.356,.308,.500,46.5,49.6,10.3,6.8,.469,16.9,28.5,.230
6,Albany (NY),/cbb/schools/albany-ny/men/2015.html,True,33,24,9,.727,-0.34,-5.18,15,1,12,3,12,5,2156,1996,61.2,106.4,.390,.343,.546,53.5,47.9,9.2,5.5,.499,16.2,32.6,.296,61.2,98.5,.303,.416,.527,46.5,54.5,7.8,10.6,.496,17.7,26.1,.212
7,Alcorn State,/cbb/schools/alcorn-state/men/2015.html,False,32,6,26,.188,-20.75,-9.95,4,14,4,7,1,15,2066,2377,68.2,94.7,.378,.297,.470,46.4,39.4,8.8,6.7,.430,14.3,31.2,.248,68.2,108.9,.396,.290,.553,53.6,49.2,7.5,8.2,.523,15.6,35.8,.269
8,American,/cbb/schools/american/men/2015.html,False,33,17,16,.515,-3.56,-3.71,8,10,8,3,7,13,1938,1933,57.0,101.5,.344,.386,.563,45.7,59.7,10.3,8.0,.534,17.7,21.4,.243,57.0,101.2,.331,.325,.538,54.3,51.1,8.7,10.0,.511,18.8,31.5,.224
9,Appalachian State,/cbb/schools/appalachian-state/men/2015.html,False,29,12,17,.414,-9.81,-3.18,9,11,7,5,5,12,1841,2033,66.5,95.5,.335,.367,.496,49.9,49.9,6.3,5.4,.456,17.6,31.2,.238,66.5,105.4,.375,.294,.538,50.1,49.5,9.3,9.2,.506,14.9,29.9,.256
10,Arizona,/cbb/schools/arizona/men/2015.html,True,38,34,4,.895,24.33,7.41,16,2,17,0,8,3,2911,2268,66.5,114.8,.471,.259,.575,56.8,52.3,10.8,9.8,.535,14.2,34.5,.338,66.5,89.4,.373,.315,.494,43.2,47.6,7.1,6.3,.451,18.5,22.4,.260
11,Arizona State,/cbb/schools/arizona-state/men/2015.html,False,34,18,16,.529,9.52,6.66,9,9,15,3,3,10,2360,2263,66.0,103.3,.421,.363,.541,52.9,53.3,8.7,6.1,.509,17.8,31.8,.281,66.0,99.0,.341,.285,.535,47.1,51.4,9.1,12.4,.502,17.1,25.1,.238
12,Arkansas,/cbb/schools/arkansas/men/2015.html,True,36,27,9,.750,14.07,6.79,13,5,17,2,7,5,2787,2525,70.1,109.6,.373,.310,.539,50.2,59.2,10.9,12.0,.500,14.3,35.7,.270,70.1,99.3,.388,.312,.525,49.8,51.6,8.1,6.9,.483,19.1,34.6,.278
13,Arkansas State,/cbb/schools/arkansas-state/men/2015.html,False,29,11,18,.379,-10.10,-3.81,6,14,5,9,6,9,1869,2018,66.9,95.5,.325,.315,.496,49.1,48.3,7.9,8.1,.459,17.2,30.3,.228,66.9,103.1,.347,.349,.515,50.9,47.9,9.9,7.0,.484,14.9,32.2,.233
14,Arkansas-Pine Bluff,/cbb/schools/arkansas-pine-bluff/men/2015.html,False,32,12,20,.375,-15.65,-8.61,9,9,5,4,5,13,1912,2140,64.7,92.0,.357,.373,.499,45.0,49.2,13.6,10.7,.462,20.3,30.5,.242,64.7,103.0,.488,.359,.549,55.0,59.0,11.6,8.5,.512,21.0,39.5,.328
15,Army,/cbb/schools/army/men/2015.html,False,30,15,15,.500,-6.50,-4.98,6,12,7,7,7,8,2164,2163,69.0,103.3,.315,.394,.532,49.3,56.1,9.2,8.8,.505,16.3,30.4,.214,69.0,103.2,.400,.286,.540,50.7,54.8,9.8,10.0,.509,16.8,31.1,.266
16,Auburn,/cbb/schools/auburn/men/2015.html,False,35,15,20,.429,3.27,8.15,4,14,9,8,2,10,2378,2523,67.9,99.1,.484,.387,.514,46.0,49.5,9.9,7.0,.471,16.4,28.0,.322,67.9,105.1,.412,.326,.558,54.0,50.8,9.8,13.3,.523,18.5,33.8,.288
17,Austin Peay,/cbb/schools/austin-peay/men/2015.html,False,30,8,22,.267,-12.45,-2.81,3,13,6,7,1,14,1937,2178,68.2,94.6,.411,.308,.486,50.3,54.3,9.3,12.1,.444,17.7,33.0,.274,68.2,106.4,.372,.365,.575,49.7,55.0,11.7,8.1,.542,18.3,28.8,.270
18,Ball State,/cbb/schools/ball-state/men/2015.html,False,30,7,23,.233,-5.06,0.04,2,16,6,9,1,14,1961,2070,64.1,99.9,.355,.433,.531,50.2,57.2,8.1,6.8,.497,18.7,30.2,.246,64.1,105.5,.410,.329,.554,49.8,52.1,11.3,11.0,.519,16.2,28.7,.285
19,Baylor,/cbb/schools/baylor/men/2015.html,True,34,24,10,.706,17.85,9.33,11,7,16,2,6,5,2349,2048,62.8,109.2,.386,.334,.530,55.9,61.1,12.2,11.2,.497,16.4,42.4,.260,62.8,95.2,.318,.356,.485,44.1,69.4,10.4,10.9,.455,16.3,31.0,.205
20,Belmont,/cbb/schools/belmont/men/2015.html,True,33,22,11,.667,0.35,-2.77,11,5,12,2,7,8,2450,2330,67.5,109.9,.324,.480,.589,50.3,58.7,9.4,5.5,.567,17.8,29.0,.225,67.5,104.5,.285,.366,.543,49.7,50.7,9.7,12.5,.515,16.3,29.6,.203
21,Bethune-Cookman,/cbb/schools/bethune-cookman/men/2015.html,False,32,11,21,.344,-15.52,-10.45,7,9,6,8,4,11,1899,2003,61.3,96.8,.429,.346,.503,51.1,42.1,8.9,8.1,.452,19.2,35.6,.308,61.3,102.1,.455,.339,.528,48.9,53.2,10.4,10.0,.482,17.4,32.9,.320
22,Binghamton,/cbb/schools/binghamton/men/2015.html,False,32,6,26,.188,-13.45,-3.49,5,11,5,9,1,15,1845,2124,63.4,90.7,.387,.347,.488,46.9,43.9,9.1,7.8,.450,18.6,26.5,.255,63.4,104.4,.348,.384,.547,53.1,55.6,9.7,7.0,.519,17.8,31.7,.238
23,Boise State,/cbb/schools/boise-state/men/2015.html,True,34,25,9,.735,10.01,1.38,14,4,13,1,8,5,2390,2045,62.4,110.6,.324,.416,.568,52.1,49.2,9.5,7.0,.537,14.2,28.4,.236,62.4,94.6,.318,.360,.506,47.9,49.2,7.5,9.9,.472,17.6,25.4,.222
24,Boston College,/cbb/schools/boston-college/men/2015.html,False,32,13,19,.406,6.32,7.94,4,14,9,8,2,7,2105,2157,63.9,101.4,.350,.382,.541,48.0,56.7,8.8,7.5,.507,16.7,26.1,.247,63.9,103.9,.410,.315,.537,52.0,53.5,8.2,10.3,.494,16.3,30.8,.295
25,Boston University,/cbb/schools/boston-university/men/2015.html,False,30,13,17,.433,-5.63,-3.12,9,9,8,6,5,10,2037,2087,63.7,105.7,.450,.421,.560,50.7,55.1,8.8,5.8,.523,16.9,28.5,.313,63.7,108.3,.330,.404,.557,49.3,62.2,8.3,9.2,.526,14.7,27.9,.235
26,Bowling Green State,/cbb/schools/bowling-green-state/men/2015.html,False,33,21,12,.636,2.93,-1.25,11,7,11,6,10,5,2196,2076,63.8,103.9,.326,.358,.527,51.0,52.2,10.4,11.2,.491,15.6,31.4,.233,63.8,98.2,.325,.376,.510,49.0,48.8,9.7,9.8,.475,16.8,29.6,.227
27,Bradley,/cbb/schools/bradley/men/2015.html,False,33,9,24,.273,-4.30,1.52,3,15,7,9,1,10,1882,2026,61.1,91.9,.377,.349,.469,50.5,48.2,11.1,9.6,.429,17.3,32.5,.250,61.1,98.9,.450,.378,.535,49.5,59.8,9.9,10.5,.496,19.4,29.0,.309
28,Brigham Young,/cbb/schools/brigham-young/men/2015.html,True,35,25,10,.714,13.53,5.02,13,5,13,3,8,3,2931,2561,70.7,116.7,.424,.365,.584,53.2,60.9,10.2,7.4,.539,14.2,34.1,.325,70.7,102.0,.386,.325,.527,46.8,55.1,9.2,9.4,.489,15.8,28.5,.270
29,Brown,/cbb/schools/brown/men/2015.html,False,31,13,18,.419,-7.23,-1.99,4,10,9,6,3,11,2048,2144,67.6,97.3,.448,.338,.520,51.1,53.8,6.6,11.1,.477,18.9,30.6,.309,67.6,101.9,.360,.308,.510,48.9,50.0,11.8,12.6,.474,14.2,30.0,.246
30,Bryant,/cbb/schools/bryant/men/2015.html,False,31,16,15,.516,-6.28,-4.93,12,6,9,5,7,10,2058,2100,63.8,102.9,.328,.388,.529,49.0,53.7,7.8,7.0,.488,15.8,29.5,.246,63.8,105.0,.359,.356,.524,51.0,52.5,10.0,10.8,.483,14.3,32.0,.261
31,Bucknell,/cbb/schools/bucknell/men/2015.html,False,34,19,15,.559,-3.66,-2.75,13,5,12,4,6,11,2339,2346,64.1,105.8,.397,.331,.538,51.6,55.8,6.3,7.3,.501,14.8,29.9,.277,64.1,106.1,.378,.298,.540,48.4,47.3,7.8,12.1,.497,12.8,25.7,.280
32,Buffalo,/cbb/schools/buffalo/men/2015.html,True,33,23,10,.697,7.93,1.60,12,6,11,2,9,7,2462,2253,68.7,108.5,.426,.303,.533,52.0,51.7,10.9,11.3,.487,14.1,34.5,.306,68.7,99.3,.343,.379,.515,48.0,49.3,9.0,8.1,.485,17.0,30.4,.228
33,Butler,/cbb/schools/butler/men/2015.html,True,34,23,11,.676,16.64,8.62,12,6,13,3,7,4,2346,2073,64.2,105.9,.408,.287,.522,54.2,47.5,9.8,8.8,.484,14.3,34.7,.279,64.2,93.5,.333,.342,.501,45.8,50.5,8.3,11.3,.467,17.2,25.3,.227
34,Cal Poly,/cbb/schools/cal-poly/men/2015.html,False,29,13,16,.448,-0.57,0.43,6,10,7,4,5,10,1752,1721,59.3,101.0,.318,.335,.479,51.0,47.6,9.1,8.9,.442,12.2,32.6,.218,59.3,99.3,.308,.328,.515,49.0,56.8,6.6,9.3,.484,15.5,27.7,.212
35,Cal State Bakersfield,/cbb/schools/cal-state-bakersfield/men/2015.html,False,33,14,19,.424,-6.40,-5.80,7,7,9,5,3,10,2100,2028,61.2,102.1,.393,.325,.520,53.8,59.7,9.2,6.1,.474,16.8,34.2,.284,61.2,98.6,.469,.385,.528,46.2,54.1,8.4,10.3,.482,17.3,26.1,.327
36,Cal State Fullerton,/cbb/schools/cal-state-fullerton/men/2015.html,False,31,9,22,.290,-8.58,-1.06,1,15,6,9,1,13,1991,2155,65.6,96.7,.368,.309,.500,50.7,43.7,7.6,5.5,.461,16.4,29.2,.253,65.6,104.7,.391,.330,.542,49.3,55.0,8.8,10.2,.505,14.8,26.4,.275
37,Cal State Northridge,/cbb/schools/cal-state-northridge/men/2015.html,False,33,9,24,.273,-6.61,0.39,4,12,7,9,1,14,2148,2325,65.9,98.0,.418,.193,.514,50.4,59.9,8.2,11.0,.456,17.2,29.7,.320,65.9,106.1,.355,.387,.537,49.6,55.9,10.9,6.5,.503,14.4,29.9,.249
38,California,/cbb/schools/california/men/2015.html,False,33,18,15,.545,5.36,6.15,7,11,11,7,5,6,2195,2221,66.3,99.6,.304,.276,.513,50.6,50.2,6.2,9.2,.489,14.6,26.0,.197,66.3,100.8,.389,.252,.510,49.4,45.3,7.6,9.0,.468,12.7,25.1,.271
39,Campbell,/cbb/schools/campbell/men/2015.html,False,32,10,22,.313,-11.13,-5.30,4,14,9,6,1,15,2045,2124,63.3,100.6,.361,.445,.528,48.4,59.4,11.1,8.3,.505,17.2,28.5,.226,63.3,104.5,.403,.317,.552,51.6,50.5,10.0,8.4,.511,17.0,29.7,.291
40,Canisius,/cbb/schools/canisius/men/2015.html,False,33,18,15,.545,-0.04,-2.79,11,9,10,5,8,8,2168,2077,64.2,101.5,.320,.363,.505,50.4,61.0,10.4,10.1,.466,15.5,34.0,.230,64.2,97.2,.407,.370,.511,49.6,60.2,9.4,9.6,.469,18.5,32.3,.281
41,Central Arkansas,/cbb/schools/central-arkansas/men/2015.html,False,29,2,27,.069,-22.84,-5.94,2,16,2,11,0,16,1894,2384,71.3,91.6,.393,.365,.524,45.8,55.9,8.8,9.4,.488,22.6,28.0,.266,71.3,115.3,.425,.288,.580,54.2,52.9,13.2,11.0,.550,15.6,36.7,.294
