,oppLink,pts,opp_pts,homeLink,team1_srs,team1_sos,team1_pace,team1_off_rtg,team1_fta_per_fga_pct,team1_fg3a_per_fga_pct,team1_ts_pct,team1_trb_pct,team1_ast_pct,team1_stl_pct,team1_blk_pct,team1_efg_pct,team1_tov_pct,team1_orb_pct,team1_ft_rate,team1_opp_pace,team1_opp_off_rtg,team1_opp_fta_per_fga_pct,team1_opp_fg3a_per_fga_pct,team1_opp_ts_pct,team1_opp_trb_pct,team1_opp_ast_pct,team1_opp_stl_pct,team1_opp_blk_pct,team1_opp_efg_pct,team1_opp_tov_pct,team1_opp_orb_pct,team1_opp_ft_rate,team2_srs,team2_sos,team2_pace,team2_off_rtg,team2_fta_per_fga_pct,team2_fg3a_per_fga_pct,team2_ts_pct,team2_trb_pct,team2_ast_pct,team2_stl_pct,team2_blk_pct,team2_efg_pct,team2_tov_pct,team2_orb_pct,team2_ft_rate,team2_opp_pace,team2_opp_off_rtg,team2_opp_fta_per_fga_pct,team2_opp_fg3a_per_fga_pct,team2_opp_ts_pct,team2_opp_trb_pct,team2_opp_ast_pct,team2_opp_stl_pct,team2_opp_blk_pct,team2_opp_efg_pct,team2_opp_tov_pct,team2_opp_orb_pct,team2_opp_ft_rate,pts_diff
0,/cbb/schools/oklahoma/men/2015.html,60,69,/cbb/schools/albany-ny/men/2015.html,-0.34,-5.18,61.2,106.4,0.39,0.343,0.546,53.5,47.9,9.2,5.5,0.499,16.2,32.6,0.296,61.2,98.5,0.303,0.416,0.527,46.5,54.5,7.8,10.6,0.496,17.7,26.1,0.212,18.65,9.94,67.4,105.2,0.328,0.338,0.532,51.1,48.6,10.0,12.9,0.493,15.1,31.5,0.243,67.4,92.4,0.284,0.345,0.47,48.9,49.4,9.4,9.7,0.441,16.7,31.4,0.186,-9
1,/cbb/schools/texas-southern/men/2015.html,93,72,/cbb/schools/arizona/men/2015.html,24.33,7.41,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,-5.98,-6.09,64.5,103.6,0.468,0.312,0.531,50.0,45.8,9.3,7.7,0.495,16.8,33.8,0.309,64.5,103.5,0.331,0.283,0.52,50.0,47.7,9.9,10.4,0.493,15.8,34.6,0.216,21
2,/cbb/schools/ohio-state/men/2015.html,73,58,/cbb/schools/arizona/men/2015.html,24.33,7.41,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,19.68,7.37,66.0,113.3,0.347,0.319,0.567,51.5,55.4,11.4,14.6,0.542,14.6,33.5,0.236,66.0,94.7,0.278,0.377,0.497,48.5,57.5,7.7,7.4,0.464,18.5,32.0,0.196,15
3,/cbb/schools/xavier/men/2015.html,68,60,/cbb/schools/arizona/men/2015.html,24.33,7.41,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,15.42,9.48,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9.0,8.3,0.534,15.8,31.3,0.281,65.6,100.9,0.333,0.371,0.529,47.2,54.7,9.9,9.9,0.5,16.4,27.3,0.226,8
4,/cbb/schools/wisconsin/men/2015.html,78,85,/cbb/schools/arizona/men/2015.html,24.33,7.41,66.5,114.8,0.471,0.259,0.575,56.8,52.3,10.8,9.8,0.535,14.2,34.5,0.338,66.5,89.4,0.373,0.315,0.494,43.2,47.6,7.1,6.3,0.451,18.5,22.4,0.26,24.61,10.29,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,59.5,97.2,0.224,0.257,0.503,45.3,40.0,6.8,6.3,0.477,14.0,23.7,0.159,-7
5,/cbb/schools/wofford/men/2015.html,56,53,/cbb/schools/arkansas/men/2015.html,14.07,6.79,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27,70.1,99.3,0.388,0.312,0.525,49.8,51.6,8.1,6.9,0.483,19.1,34.6,0.278,2.56,-2.98,62.7,106.2,0.382,0.331,0.547,51.1,56.4,10.4,7.2,0.516,15.1,29.1,0.262,62.7,95.2,0.357,0.317,0.507,48.9,43.0,8.4,9.5,0.467,17.8,26.9,0.251,3
6,/cbb/schools/north-carolina/men/2015.html,78,87,/cbb/schools/arkansas/men/2015.html,14.07,6.79,70.1,109.6,0.373,0.31,0.539,50.2,59.2,10.9,12.0,0.5,14.3,35.7,0.27,70.1,99.3,0.388,0.312,0.525,49.8,51.6,8.1,6.9,0.483,19.1,34.6,0.278,20.63,11.76,69.2,111.6,0.353,0.223,0.548,55.2,60.1,9.5,11.3,0.516,15.1,40.0,0.247,69.2,98.9,0.378,0.368,0.497,44.8,52.4,9.6,8.2,0.454,15.1,31.2,0.265,-9
7,/cbb/schools/georgia-state/men/2015.html,56,57,/cbb/schools/baylor/men/2015.html,17.85,9.33,62.8,109.2,0.386,0.334,0.53,55.9,61.1,12.2,11.2,0.497,16.4,42.4,0.26,62.8,95.2,0.318,0.356,0.485,44.1,69.4,10.4,10.9,0.455,16.3,31.0,0.205,5.47,-2.03,64.3,109.8,0.383,0.278,0.563,48.9,53.1,14.1,13.5,0.527,14.2,30.0,0.277,64.3,96.0,0.395,0.42,0.504,51.1,62.6,7.0,6.0,0.457,19.8,34.4,0.282,-1
8,/cbb/schools/virginia/men/2015.html,67,79,/cbb/schools/belmont/men/2015.html,0.35,-2.77,67.5,109.9,0.324,0.48,0.589,50.3,58.7,9.4,5.5,0.567,17.8,29.0,0.225,67.5,104.5,0.285,0.366,0.543,49.7,50.7,9.7,12.5,0.515,16.3,29.6,0.203,21.73,7.81,58.6,110.8,0.349,0.275,0.543,56.0,53.5,9.3,13.3,0.506,13.4,34.2,0.254,58.6,87.2,0.286,0.366,0.454,44.0,49.5,8.5,7.4,0.423,15.7,24.3,0.185,-12
9,/cbb/schools/dayton/men/2015.html,55,56,/cbb/schools/boise-state/men/2015.html,10.01,1.38,62.4,110.6,0.324,0.416,0.568,52.1,49.2,9.5,7.0,0.537,14.2,28.4,0.236,62.4,94.6,0.318,0.36,0.506,47.9,49.2,7.5,9.9,0.472,17.6,25.4,0.222,10.98,4.06,64.2,105.1,0.482,0.382,0.565,48.6,60.5,10.8,7.2,0.53,16.1,23.3,0.33,64.2,94.4,0.306,0.334,0.503,51.4,54.3,8.2,11.4,0.472,18.3,28.4,0.207,-1
