,boxScorelink,date,time_game,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs
10,/cbb/boxscores/2014-12-18-mississippi.html,"Thu, Dec 18, 2014",8:00p,REG,Mississippi,SEC,L,68,71,8,3,L 1,C.M. Tad Smith Coliseum,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/mississippi/men/2015.html,/cbb/conferences/sec/men/2015.html,11.39
11,/cbb/boxscores/2014-12-21-central-arkansas.html,"Sun, Dec 21, 2014",1:30p,REG,Central Arkansas,Southland,W,72,55,9,3,W 1,Farris Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/central-arkansas/men/2015.html,/cbb/conferences/southland/men/2015.html,-22.84
12,/cbb/boxscores/2014-12-31-high-point.html,"Wed, Dec 31, 2014",7:00p,REG,High Point,Big South,W,83,68,10,3,W 2,Millis Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/high-point/men/2015.html,/cbb/conferences/big-south/men/2015.html,-2.47
13,/cbb/boxscores/2015-01-03-coastal-carolina.html,"Sat, Jan 3, 2015",2:00p,REG,Charleston Southern,Big South,W,83,74,11,3,W 3,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/charleston-southern/men/2015.html,/cbb/conferences/big-south/men/2015.html,-4.48
14,/cbb/boxscores/2015-01-08-coastal-carolina.html,"Thu, Jan 8, 2015",7:30p,REG,Longwood,Big South,W,76,70,12,3,W 4,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/longwood/men/2015.html,/cbb/conferences/big-south/men/2015.html,-12.96
15,/cbb/boxscores/2015-01-10-liberty.html,"Sat, Jan 10, 2015",7:00p,REG,Liberty,Big South,W,69,54,13,3,W 5,Vines Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/liberty/men/2015.html,/cbb/conferences/big-south/men/2015.html,-16.01
16,/cbb/boxscores/2015-01-12-campbell.html,"Mon, Jan 12, 2015",8:00p,REG,Campbell,Big South,W,70,67,14,3,W 6,John W. Pope Jr. Convocation Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/campbell/men/2015.html,/cbb/conferences/big-south/men/2015.html,-11.13
17,/cbb/boxscores/2015-01-17-coastal-carolina.html,"Sat, Jan 17, 2015",4:30p,REG,Gardner-Webb,Big South,L,67,82,14,4,L 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/gardner-webb/men/2015.html,/cbb/conferences/big-south/men/2015.html,-5.24
18,/cbb/boxscores/2015-01-22-north-carolina-asheville.html,"Thu, Jan 22, 2015",7:00p,REG,UNC Asheville,Big South,L,65,75,14,5,L 2,Kimmel Arena,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/north-carolina-asheville/men/2015.html,/cbb/conferences/big-south/men/2015.html,-7.19
19,/cbb/boxscores/2015-01-24-coastal-carolina.html,"Sat, Jan 24, 2015",4:00p,REG,Presbyterian,Big South,W,63,52,15,5,W 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/presbyterian/men/2015.html,/cbb/conferences/big-south/men/2015.html,-16.26
20,/cbb/boxscores/2015-01-28-coastal-carolina.html,"Wed, Jan 28, 2015",7:00p,REG,Winthrop,Big South,L,68,75,15,6,L 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/winthrop/men/2015.html,/cbb/conferences/big-south/men/2015.html,-3.90
21,/cbb/boxscores/2015-01-31-gardner-webb.html,"Sat, Jan 31, 2015",4:00p,REG,Gardner-Webb,Big South,L,64,66,15,7,L 2,Paul Porter Arena,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/gardner-webb/men/2015.html,/cbb/conferences/big-south/men/2015.html,-5.24
22,/cbb/boxscores/2015-02-03-coastal-carolina.html,"Tue, Feb 3, 2015",7:00p,REG,UNC Asheville,Big South,W,68,56,16,7,W 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/north-carolina-asheville/men/2015.html,/cbb/conferences/big-south/men/2015.html,-7.19
23,/cbb/boxscores/2015-02-06-coastal-carolina.html,"Fri, Feb 6, 2015",9:00p,REG,High Point,Big South,W,65,60,17,7,W 2,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/high-point/men/2015.html,/cbb/conferences/big-south/men/2015.html,-2.47
24,/cbb/boxscores/2015-02-11-charleston-southern.html,"Wed, Feb 11, 2015",7:30p,REG,Charleston Southern,Big South,L,72,83,17,8,L 1,Buccaneer Field House,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/charleston-southern/men/2015.html,/cbb/conferences/big-south/men/2015.html,-4.48
25,/cbb/boxscores/2015-02-14-coastal-carolina.html,"Sat, Feb 14, 2015",3:30p,REG,Liberty,Big South,W,96,56,18,8,W 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/liberty/men/2015.html,/cbb/conferences/big-south/men/2015.html,-16.01
26,/cbb/boxscores/2015-02-16-radford.html,"Mon, Feb 16, 2015",8:00p,REG,Radford,Big South,W,65,59,19,8,W 2,Donald N. Dedmon Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/radford/men/2015.html,/cbb/conferences/big-south/men/2015.html,-3.89
27,/cbb/boxscores/2015-02-19-coastal-carolina.html,"Thu, Feb 19, 2015",7:00p,REG,Campbell,Big South,W,81,57,20,8,W 3,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/campbell/men/2015.html,/cbb/conferences/big-south/men/2015.html,-11.13
28,/cbb/boxscores/2015-02-23-longwood.html,"Mon, Feb 23, 2015",7:00p,REG,Longwood,Big South,W,72,59,21,8,W 4,Willett Hall,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/longwood/men/2015.html,/cbb/conferences/big-south/men/2015.html,-12.96
29,/cbb/boxscores/2015-02-26-presbyterian.html,"Thu, Feb 26, 2015",7:00p,REG,Presbyterian,Big South,L,69,80,21,9,L 1,Ross E. Templeton Center,/cbb/schools/coastal-carolina/men/2015.html,@,/cbb/schools/presbyterian/men/2015.html,/cbb/conferences/big-south/men/2015.html,-16.26
30,/cbb/boxscores/2015-03-06-coastal-carolina.html,"Fri, Mar 6, 2015",8:55p,CTOURN,UNC Asheville,Big South,W,74,57,22,9,W 1,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/north-carolina-asheville/men/2015.html,/cbb/conferences/big-south/men/2015.html,-7.19
31,/cbb/boxscores/2015-03-07-coastal-carolina.html,"Sat, Mar 7, 2015",2:30p,CTOURN,Gardner-Webb,Big South,W,73,70,23,9,W 2,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,,/cbb/schools/gardner-webb/men/2015.html,/cbb/conferences/big-south/men/2015.html,-5.24
32,/cbb/boxscores/2015-03-08-coastal-carolina.html,"Sun, Mar 8, 2015",12:30p,CTOURN,Winthrop,Big South,W,81,70,24,9,W 3,HTC Center,/cbb/schools/coastal-carolina/men/2015.html,N,/cbb/schools/winthrop/men/2015.html,/cbb/conferences/big-south/men/2015.html,-3.90
33,/cbb/boxscores/2015-03-20-coastal-carolina.html,"Fri, Mar 20, 2015",9:28p,NCAA,Wisconsin,Big Ten,L,72,86,24,10,L 1,CenturyLink Center Omaha,/cbb/schools/coastal-carolina/men/2015.html,N,/cbb/schools/wisconsin/men/2015.html,/cbb/conferences/big-ten/men/2015.html,24.61
