,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
15,/cbb/boxscores/2015-01-10-alabama-birmingham.html,"Sat, Jan 10, 2015",3:00p,REG,/cbb/schools/florida-international/men/2015.html,Florida International,/cbb/conferences/cusa/men/2015.html,CUSA,-7.78,W,70,53,7,9,W 3,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
16,/cbb/boxscores/2015-01-15-louisiana-tech.html,"Thu, Jan 15, 2015",8:00p,REG,/cbb/schools/louisiana-tech/men/2015.html,Louisiana Tech,/cbb/conferences/cusa/men/2015.html,CUSA,5.75,L,71,74,7,10,L 1,Thomas Assembly Center,/cbb/schools/alabama-birmingham/men/2015.html,,@
17,/cbb/boxscores/2015-01-17-southern-mississippi.html,"Sat, Jan 17, 2015",8:00p,REG,/cbb/schools/southern-mississippi/men/2015.html,Southern Mississippi,/cbb/conferences/cusa/men/2015.html,CUSA,-10.03,W,63,56,8,10,W 1,Reed Green Coliseum,/cbb/schools/alabama-birmingham/men/2015.html,,@
18,/cbb/boxscores/2015-01-22-alabama-birmingham.html,"Thu, Jan 22, 2015",8:00p,REG,/cbb/schools/charlotte/men/2015.html,Charlotte,/cbb/conferences/cusa/men/2015.html,CUSA,1.76,W,81,76,9,10,W 2,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,OT,
19,/cbb/boxscores/2015-01-24-alabama-birmingham.html,"Sat, Jan 24, 2015",5:30p,REG,/cbb/schools/old-dominion/men/2015.html,Old Dominion,/cbb/conferences/cusa/men/2015.html,CUSA,7.68,W,81,68,10,10,W 3,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
20,/cbb/boxscores/2015-01-29-texas-el-paso.html,"Thu, Jan 29, 2015",9:00p,REG,/cbb/schools/texas-el-paso/men/2015.html,UTEP,/cbb/conferences/cusa/men/2015.html,CUSA,4.89,L,69,71,10,11,L 1,Don Haskins Center,/cbb/schools/alabama-birmingham/men/2015.html,,@
21,/cbb/boxscores/2015-01-31-texas-san-antonio.html,"Sat, Jan 31, 2015",3:00p,REG,/cbb/schools/texas-san-antonio/men/2015.html,UTSA,/cbb/conferences/cusa/men/2015.html,CUSA,-3.33,W,65,57,11,11,W 1,Convocation Center,/cbb/schools/alabama-birmingham/men/2015.html,,@
22,/cbb/boxscores/2015-02-05-alabama-birmingham.html,"Thu, Feb 5, 2015",9:00p,REG,/cbb/schools/louisiana-tech/men/2015.html,Louisiana Tech,/cbb/conferences/cusa/men/2015.html,CUSA,5.75,W,80,60,12,11,W 2,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
23,/cbb/boxscores/2015-02-07-alabama-birmingham.html,"Sat, Feb 7, 2015",3:00p,REG,/cbb/schools/southern-mississippi/men/2015.html,Southern Mississippi,/cbb/conferences/cusa/men/2015.html,CUSA,-10.03,W,78,68,13,11,W 3,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
24,/cbb/boxscores/2015-02-12-north-texas.html,"Thu, Feb 12, 2015",8:00p,REG,/cbb/schools/north-texas/men/2015.html,North Texas,/cbb/conferences/cusa/men/2015.html,CUSA,-4.95,L,64,67,13,12,L 1,UNT Coliseum,/cbb/schools/alabama-birmingham/men/2015.html,,@
25,/cbb/boxscores/2015-02-14-rice.html,"Sat, Feb 14, 2015",8:00p,REG,/cbb/schools/rice/men/2015.html,Rice,/cbb/conferences/cusa/men/2015.html,CUSA,-2.86,L,73,82,13,13,L 2,Tudor Fieldhouse,/cbb/schools/alabama-birmingham/men/2015.html,2OT,@
26,/cbb/boxscores/2015-02-19-alabama-birmingham.html,"Thu, Feb 19, 2015",8:00p,REG,/cbb/schools/western-kentucky/men/2015.html,Western Kentucky,/cbb/conferences/cusa/men/2015.html,CUSA,1.12,W,71,66,14,13,W 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
27,/cbb/boxscores/2015-02-21-alabama-birmingham.html,"Sat, Feb 21, 2015",8:00p,REG,/cbb/schools/marshall/men/2015.html,Marshall,/cbb/conferences/cusa/men/2015.html,CUSA,-6.45,W,72,54,15,13,W 2,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
28,/cbb/boxscores/2015-02-28-alabama-birmingham.html,"Sat, Feb 28, 2015",3:00p,REG,/cbb/schools/middle-tennessee/men/2015.html,Middle Tennessee,/cbb/conferences/cusa/men/2015.html,CUSA,0.21,W,100,95,16,13,W 3,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,3OT,
29,/cbb/boxscores/2015-03-05-florida-atlantic.html,"Thu, Mar 5, 2015",7:00p,REG,/cbb/schools/florida-atlantic/men/2015.html,Florida Atlantic,/cbb/conferences/cusa/men/2015.html,CUSA,-7.80,L,59,62,16,14,L 1,FAU Arena,/cbb/schools/alabama-birmingham/men/2015.html,,@
30,/cbb/boxscores/2015-03-07-florida-international.html,"Sat, Mar 7, 2015",8:00p,REG,/cbb/schools/florida-international/men/2015.html,Florida International,/cbb/conferences/cusa/men/2015.html,CUSA,-7.78,L,66,70,16,15,L 2,FIU Arena,/cbb/schools/alabama-birmingham/men/2015.html,,@
31,/cbb/boxscores/2015-03-12-alabama-birmingham.html,"Thu, Mar 12, 2015",7:00p,CTOURN,/cbb/schools/western-kentucky/men/2015.html,Western Kentucky,/cbb/conferences/cusa/men/2015.html,CUSA,1.12,W,53,52,17,15,W 1,Legacy Arena,/cbb/schools/alabama-birmingham/men/2015.html,,N
32,/cbb/boxscores/2015-03-13-alabama-birmingham.html,"Fri, Mar 13, 2015",6:30p,CTOURN,/cbb/schools/louisiana-tech/men/2015.html,Louisiana Tech,/cbb/conferences/cusa/men/2015.html,CUSA,5.75,W,72,62,18,15,W 2,Legacy Arena,/cbb/schools/alabama-birmingham/men/2015.html,OT,N
33,/cbb/boxscores/2015-03-14-alabama-birmingham.html,"Sat, Mar 14, 2015",3:30p,CTOURN,/cbb/schools/middle-tennessee/men/2015.html,Middle Tennessee,/cbb/conferences/cusa/men/2015.html,CUSA,0.21,W,73,60,19,15,W 3,Legacy Arena,/cbb/schools/alabama-birmingham/men/2015.html,,N
34,/cbb/boxscores/2015-03-19-alabama-birmingham.html,"Thu, Mar 19, 2015",12:40p,NCAA,/cbb/schools/iowa-state/men/2015.html,Iowa State,/cbb/conferences/big-12/men/2015.html,Big 12,17.94,W,60,59,20,15,W 4,KFC Yum! Center,/cbb/schools/alabama-birmingham/men/2015.html,,N
35,/cbb/boxscores/2015-03-21-alabama-birmingham.html,"Sat, Mar 21, 2015",12:10p,NCAA,/cbb/schools/ucla/men/2015.html,UCLA,/cbb/conferences/pac-12/men/2015.html,Pac-12,12.07,L,75,92,20,16,L 1,KFC Yum! Center,/cbb/schools/alabama-birmingham/men/2015.html,,N
