,boxScorelink,date,time_game,game_type,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,overtimes,game_location
0,/cbb/boxscores/2014-11-15-alabama-birmingham.html,"Sat, Nov 15, 2014",8:00p,REG,/cbb/schools/louisiana-monroe/men/2015.html,Louisiana-Monroe,/cbb/conferences/sun-belt/men/2015.html,Sun Belt,-1.99,L,65,74,0,1,L 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
1,/cbb/boxscores/2014-11-17-alabama-birmingham.html,"Mon, Nov 17, 2014",8:00p,REG,,Young Harris,,,,W,94,81,1,1,W 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
2,/cbb/boxscores/2014-11-20-alabama-birmingham.html,"Thu, Nov 20, 2014",8:00p,REG,/cbb/schools/south-florida/men/2015.html,South Florida,/cbb/conferences/aac/men/2015.html,AAC,-4.96,L,71,73,1,2,L 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,OT,
3,/cbb/boxscores/2014-11-23-alabama-birmingham.html,"Sun, Nov 23, 2014",3:00p,REG,/cbb/schools/jackson-state/men/2015.html,Jackson State,/cbb/conferences/swac/men/2015.html,SWAC,-12.36,W,58,50,2,2,W 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
4,/cbb/boxscores/2014-11-26-alabama-birmingham.html,"Wed, Nov 26, 2014",7:00p,REG,/cbb/schools/wisconsin/men/2015.html,Wisconsin,/cbb/conferences/big-ten/men/2015.html,Big Ten,24.61,L,43,72,2,3,L 1,Imperial Arena at Atlantis Resort,/cbb/schools/alabama-birmingham/men/2015.html,,N
5,/cbb/boxscores/2014-11-27-alabama-birmingham.html,"Thu, Nov 27, 2014",9:30p,REG,/cbb/schools/florida/men/2015.html,Florida,/cbb/conferences/sec/men/2015.html,SEC,13.27,L,47,56,2,4,L 2,Imperial Arena at Atlantis Resort,/cbb/schools/alabama-birmingham/men/2015.html,,N
6,/cbb/boxscores/2014-11-28-alabama-birmingham.html,"Fri, Nov 28, 2014",10:30p,REG,/cbb/schools/ucla/men/2015.html,UCLA,/cbb/conferences/pac-12/men/2015.html,Pac-12,12.07,L,76,88,2,5,L 3,Imperial Arena at Atlantis Resort,/cbb/schools/alabama-birmingham/men/2015.html,,N
7,/cbb/boxscores/2014-12-04-alabama-birmingham.html,"Thu, Dec 4, 2014",8:00p,REG,/cbb/schools/morehead-state/men/2015.html,Morehead State,/cbb/conferences/ovc/men/2015.html,OVC,-0.66,W,58,48,3,5,W 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
8,/cbb/boxscores/2014-12-07-alabama-birmingham.html,"Sun, Dec 7, 2014",3:00p,REG,/cbb/schools/illinois-state/men/2015.html,Illinois State,/cbb/conferences/mvc/men/2015.html,MVC,7.96,L,74,78,3,6,L 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
9,/cbb/boxscores/2014-12-14-alabama-birmingham.html,"Sun, Dec 14, 2014",8:00p,REG,/cbb/schools/north-carolina-asheville/men/2015.html,UNC Asheville,/cbb/conferences/big-south/men/2015.html,Big South,-7.19,W,79,71,4,6,W 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
10,/cbb/boxscores/2014-12-18-alabama-birmingham.html,"Thu, Dec 18, 2014",9:00p,REG,/cbb/schools/louisiana-state/men/2015.html,Louisiana State,/cbb/conferences/sec/men/2015.html,SEC,11.39,L,70,79,4,7,L 1,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
11,/cbb/boxscores/2014-12-22-chattanooga.html,"Mon, Dec 22, 2014",8:00p,REG,/cbb/schools/chattanooga/men/2015.html,Chattanooga,/cbb/conferences/southern/men/2015.html,Southern,-1.63,L,67,83,4,8,L 2,McKenzie Arena,/cbb/schools/alabama-birmingham/men/2015.html,,@
12,/cbb/boxscores/2014-12-27-north-carolina.html,"Sat, Dec 27, 2014",4:00p,REG,/cbb/schools/north-carolina/men/2015.html,North Carolina,/cbb/conferences/acc/men/2015.html,ACC,20.63,L,58,89,4,9,L 3,Dean Smith Center,/cbb/schools/alabama-birmingham/men/2015.html,,@
13,/cbb/boxscores/2015-01-04-middle-tennessee.html,"Sun, Jan 4, 2015",3:00p,REG,/cbb/schools/middle-tennessee/men/2015.html,Middle Tennessee,/cbb/conferences/cusa/men/2015.html,CUSA,0.21,W,54,49,5,9,W 1,Murphy Center,/cbb/schools/alabama-birmingham/men/2015.html,,@
14,/cbb/boxscores/2015-01-08-alabama-birmingham.html,"Thu, Jan 8, 2015",8:00p,REG,/cbb/schools/florida-atlantic/men/2015.html,Florida Atlantic,/cbb/conferences/cusa/men/2015.html,CUSA,-7.80,W,66,57,6,9,W 2,Bartow Arena,/cbb/schools/alabama-birmingham/men/2015.html,,
