,boxScorelink,date,game_type,opp,conf,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink,game_location,oppLink,confLink,srs,overtimes
0,/cbb/boxscores/2009-11-14-winthrop.html,"Sat, Nov 14, 2009",REG,Limestone,,W,57,55,1,0,W 1,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,,,,
1,/cbb/boxscores/2009-11-17-college-of-charleston.html,"Tue, Nov 17, 2009",REG,College of Charleston,Southern,L,57,69,1,1,L 1,Carolina First Arena,/cbb/schools/winthrop/men/2010.html,@,/cbb/schools/college-of-charleston/men/2010.html,/cbb/conferences/southern/men/2010.html,-0.81,
2,/cbb/boxscores/2009-11-21-winthrop.html,"Sat, Nov 21, 2009",REG,South Carolina Upstate,A-Sun,W,49,46,2,1,W 1,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,,/cbb/conferences/atlantic-sun/men/2010.html,,
3,/cbb/boxscores/2009-11-23-clemson.html,"Mon, Nov 23, 2009",REG,Clemson,ACC,L,66,102,2,2,L 1,Littlejohn Coliseum,/cbb/schools/winthrop/men/2010.html,@,/cbb/schools/clemson/men/2010.html,/cbb/conferences/acc/men/2010.html,15.71,
4,/cbb/boxscores/2009-11-30-appalachian-state.html,"Mon, Nov 30, 2009",REG,Appalachian State,Southern,L,51,70,2,3,L 2,George M. Holmes Convocation Center,/cbb/schools/winthrop/men/2010.html,@,/cbb/schools/appalachian-state/men/2010.html,/cbb/conferences/southern/men/2010.html,1.80,
5,/cbb/boxscores/2009-12-03-winthrop.html,"Thu, Dec 3, 2009",REG,Radford,Big South,L,59,61,2,4,L 3,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,/cbb/schools/radford/men/2010.html,/cbb/conferences/big-south/men/2010.html,-6.42,OT
6,/cbb/boxscores/2009-12-05-winthrop.html,"Sat, Dec 5, 2009",REG,High Point,Big South,W,82,68,3,4,W 1,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,/cbb/schools/high-point/men/2010.html,/cbb/conferences/big-south/men/2010.html,-14.63,
7,/cbb/boxscores/2009-12-12-winthrop.html,"Sat, Dec 12, 2009",REG,Barton,,W,64,51,4,4,W 2,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,,,,
8,/cbb/boxscores/2009-12-16-south-carolina-upstate.html,"Wed, Dec 16, 2009",REG,South Carolina Upstate,A-Sun,W,62,53,5,4,W 3,G.B. Hodge Center,/cbb/schools/winthrop/men/2010.html,@,,/cbb/conferences/atlantic-sun/men/2010.html,,
9,/cbb/boxscores/2009-12-20-winthrop.html,"Sun, Dec 20, 2009",REG,Charlotte,A-10,L,47,57,5,5,L 1,Winthrop Coliseum,/cbb/schools/winthrop/men/2010.html,,/cbb/schools/charlotte/men/2010.html,/cbb/conferences/atlantic-10/men/2010.html,3.96,
