,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2009-11-13-saint-marys-ca.html,"Fri, Nov 13, 2009",REG,@,/cbb/schools/saint-marys-ca/men/2010.html,Saint Mary's (CA),/cbb/conferences/wcc/men/2010.html,WCC,13.38,L,68,100,0,1,L 1,McKeon Pavilion,/cbb/schools/new-mexico-state/men/2010.html
1,/cbb/boxscores/2009-11-17-new-mexico-state.html,"Tue, Nov 17, 2009",REG,,/cbb/schools/new-mexico/men/2010.html,New Mexico,/cbb/conferences/mwc/men/2010.html,MWC,12.49,L,87,97,0,2,L 2,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
2,/cbb/boxscores/2009-11-21-new-mexico-state.html,"Sat, Nov 21, 2009",REG,,,Oklahoma Panhandle State,,,,W,83,73,1,2,W 1,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
3,/cbb/boxscores/2009-11-24-cal-state-fullerton.html,"Tue, Nov 24, 2009",REG,@,/cbb/schools/cal-state-fullerton/men/2010.html,Cal State Fullerton,/cbb/conferences/big-west/men/2010.html,Big West,-2.87,L,73,84,1,3,L 1,Titan Gym,/cbb/schools/new-mexico-state/men/2010.html
4,/cbb/boxscores/2009-11-26-new-mexico-state.html,"Thu, Nov 26, 2009",REG,,/cbb/schools/north-carolina-at/men/2010.html,North Carolina A&T,/cbb/conferences/meac/men/2010.html,MEAC,-12.02,W,84,68,2,3,W 1,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
5,/cbb/boxscores/2009-12-01-new-mexico-state.html,"Tue, Dec 1, 2009",REG,,/cbb/schools/texas-el-paso/men/2010.html,UTEP,/cbb/conferences/cusa/men/2010.html,CUSA,12.66,L,58,79,2,4,L 1,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
6,/cbb/boxscores/2009-12-05-new-mexico.html,"Sat, Dec 5, 2009",REG,@,/cbb/schools/new-mexico/men/2010.html,New Mexico,/cbb/conferences/mwc/men/2010.html,MWC,12.49,L,58,75,2,5,L 2,University Arena,/cbb/schools/new-mexico-state/men/2010.html
7,/cbb/boxscores/2009-12-13-texas-el-paso.html,"Sun, Dec 13, 2009",REG,@,/cbb/schools/texas-el-paso/men/2010.html,UTEP,/cbb/conferences/cusa/men/2010.html,CUSA,12.66,W,87,80,3,5,W 1,Don Haskins Center,/cbb/schools/new-mexico-state/men/2010.html
8,/cbb/boxscores/2009-12-15-ucla.html,"Tue, Dec 15, 2009",REG,@,/cbb/schools/ucla/men/2010.html,UCLA,/cbb/conferences/pac-10/men/2010.html,Pac-10,5.70,L,68,100,3,6,L 1,Pauley Pavilion,/cbb/schools/new-mexico-state/men/2010.html
9,/cbb/boxscores/2009-12-18-pepperdine.html,"Fri, Dec 18, 2009",REG,@,/cbb/schools/pepperdine/men/2010.html,Pepperdine,/cbb/conferences/wcc/men/2010.html,WCC,-8.44,W,78,72,4,6,W 1,Firestone Fieldhouse,/cbb/schools/new-mexico-state/men/2010.html
10,/cbb/boxscores/2009-12-21-new-mexico-state.html,"Mon, Dec 21, 2009",REG,,/cbb/schools/alcorn-state/men/2010.html,Alcorn State,/cbb/conferences/swac/men/2010.html,SWAC,-30.36,W,97,72,5,6,W 2,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
11,/cbb/boxscores/2009-12-23-new-mexico-state.html,"Wed, Dec 23, 2009",REG,,/cbb/schools/texas-southern/men/2010.html,Texas Southern,/cbb/conferences/swac/men/2010.html,SWAC,-11.12,W,79,75,6,6,W 3,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
12,/cbb/boxscores/2009-12-28-new-mexico-state.html,"Mon, Dec 28, 2009",REG,,/cbb/schools/prairie-view/men/2010.html,Prairie View,/cbb/conferences/swac/men/2010.html,SWAC,-15.79,W,95,76,7,6,W 4,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
13,/cbb/boxscores/2010-01-02-new-mexico-state.html,"Sat, Jan 2, 2010",REG,,/cbb/schools/utah-state/men/2010.html,Utah State,/cbb/conferences/wac/men/2010.html,WAC,13.62,W,55,52,8,6,W 5,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
14,/cbb/boxscores/2010-01-04-new-mexico-state.html,"Mon, Jan 4, 2010",REG,,/cbb/schools/nevada/men/2010.html,Nevada,/cbb/conferences/wac/men/2010.html,WAC,6.50,L,67,77,8,7,L 1,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
15,/cbb/boxscores/2010-01-09-boise-state.html,"Sat, Jan 9, 2010",REG,@,/cbb/schools/boise-state/men/2010.html,Boise State,/cbb/conferences/wac/men/2010.html,WAC,-1.11,W,88,85,9,7,W 1,Taco Bell Arena,/cbb/schools/new-mexico-state/men/2010.html
16,/cbb/boxscores/2010-01-11-idaho.html,"Mon, Jan 11, 2010",REG,@,/cbb/schools/idaho/men/2010.html,Idaho,/cbb/conferences/wac/men/2010.html,WAC,-0.19,W,75,72,10,7,W 2,Cowan Spectrum,/cbb/schools/new-mexico-state/men/2010.html
17,/cbb/boxscores/2010-01-16-new-mexico-state.html,"Sat, Jan 16, 2010",REG,,/cbb/schools/fresno-state/men/2010.html,Fresno State,/cbb/conferences/wac/men/2010.html,WAC,0.14,W,86,77,11,7,W 3,Pan American Center,/cbb/schools/new-mexico-state/men/2010.html
18,/cbb/boxscores/2010-01-21-hawaii.html,"Thu, Jan 21, 2010",REG,@,/cbb/schools/hawaii/men/2010.html,Hawaii,/cbb/conferences/wac/men/2010.html,WAC,-4.91,W,71,69,12,7,W 4,Stan Sheriff Center,/cbb/schools/new-mexico-state/men/2010.html
