,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
18,/cbb/boxscores/2010-01-16-murray-state.html,"Sat, Jan 16, 2010",REG,,/cbb/schools/tennessee-tech/men/2010.html,Tennessee Tech,/cbb/conferences/ovc/men/2010.html,OVC,-9.58,W,88,66,16,3,W 7,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
19,/cbb/boxscores/2010-01-21-eastern-illinois.html,"Thu, Jan 21, 2010",REG,@,/cbb/schools/eastern-illinois/men/2010.html,Eastern Illinois,/cbb/conferences/ovc/men/2010.html,OVC,-5.00,W,60,51,17,3,W 8,Lantz Arena,/cbb/schools/murray-state/men/2010.html
20,/cbb/boxscores/2010-01-23-southeast-missouri-state.html,"Sat, Jan 23, 2010",REG,@,/cbb/schools/southeast-missouri-state/men/2010.html,Southeast Missouri State,/cbb/conferences/ovc/men/2010.html,OVC,-14.49,W,80,61,18,3,W 9,Show Me Center,/cbb/schools/murray-state/men/2010.html
21,/cbb/boxscores/2010-01-27-murray-state.html,"Wed, Jan 27, 2010",REG,,,Southern Illinois-Edwardsville,/cbb/conferences/independent/men/2010.html,Ind,,W,86,49,19,3,W 10,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
22,/cbb/boxscores/2010-01-30-tennessee-martin.html,"Sat, Jan 30, 2010",REG,@,/cbb/schools/tennessee-martin/men/2010.html,Tennessee-Martin,/cbb/conferences/ovc/men/2010.html,OVC,-17.46,W,77,45,20,3,W 11,Skyhawk Arena,/cbb/schools/murray-state/men/2010.html
23,/cbb/boxscores/2010-02-04-murray-state.html,"Thu, Feb 4, 2010",REG,,/cbb/schools/tennessee-state/men/2010.html,Tennessee State,/cbb/conferences/ovc/men/2010.html,OVC,-9.57,W,76,54,21,3,W 12,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
24,/cbb/boxscores/2010-02-06-murray-state.html,"Sat, Feb 6, 2010",REG,,/cbb/schools/austin-peay/men/2010.html,Austin Peay,/cbb/conferences/ovc/men/2010.html,OVC,-3.85,W,65,63,22,3,W 13,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
25,/cbb/boxscores/2010-02-11-tennessee-tech.html,"Thu, Feb 11, 2010",REG,@,/cbb/schools/tennessee-tech/men/2010.html,Tennessee Tech,/cbb/conferences/ovc/men/2010.html,OVC,-9.58,W,94,62,23,3,W 14,Eblen Center,/cbb/schools/murray-state/men/2010.html
26,/cbb/boxscores/2010-02-13-jacksonville-state.html,"Sat, Feb 13, 2010",REG,@,/cbb/schools/jacksonville-state/men/2010.html,Jacksonville State,/cbb/conferences/ovc/men/2010.html,OVC,-8.18,W,75,67,24,3,W 15,Pete Mathews Coliseum,/cbb/schools/murray-state/men/2010.html
27,/cbb/boxscores/2010-02-16-murray-state.html,"Tue, Feb 16, 2010",REG,,/cbb/schools/southeast-missouri-state/men/2010.html,Southeast Missouri State,/cbb/conferences/ovc/men/2010.html,OVC,-14.49,W,80,68,25,3,W 16,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
28,/cbb/boxscores/2010-02-20-murray-state.html,"Sat, Feb 20, 2010",REG,,/cbb/schools/morgan-state/men/2010.html,Morgan State,/cbb/conferences/meac/men/2010.html,MEAC,-1.18,W,75,66,26,3,W 17,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
29,/cbb/boxscores/2010-02-25-morehead-state.html,"Thu, Feb 25, 2010",REG,@,/cbb/schools/morehead-state/men/2010.html,Morehead State,/cbb/conferences/ovc/men/2010.html,OVC,3.51,L,65,70,26,4,L 1,Ellis T. Johnson Arena,/cbb/schools/murray-state/men/2010.html
30,/cbb/boxscores/2010-02-27-eastern-kentucky.html,"Sat, Feb 27, 2010",REG,@,/cbb/schools/eastern-kentucky/men/2010.html,Eastern Kentucky,/cbb/conferences/ovc/men/2010.html,OVC,-2.07,W,88,74,27,4,W 1,McBrayer Arena,/cbb/schools/murray-state/men/2010.html
31,/cbb/boxscores/2010-03-02-murray-state.html,"Tue, Mar 2, 2010",CTOURN,,/cbb/schools/tennessee-state/men/2010.html,Tennessee State,/cbb/conferences/ovc/men/2010.html,OVC,-9.57,W,84,51,28,4,W 2,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
32,/cbb/boxscores/2010-03-05-eastern-illinois.html,"Fri, Mar 5, 2010",CTOURN,N,/cbb/schools/eastern-illinois/men/2010.html,Eastern Illinois,/cbb/conferences/ovc/men/2010.html,OVC,-5.00,W,55,51,29,4,W 3,Bridgestone Arena,/cbb/schools/murray-state/men/2010.html
33,,"['Sat, Mar 6, 2010']",CTOURN,N,/cbb/schools/morehead-state/men/2010.html,Morehead State,/cbb/conferences/ovc/men/2010.html,OVC,3.51,W,62,51,30,4,W 4,Bridgestone Arena,/cbb/schools/murray-state/men/2010.html
34,/cbb/boxscores/2010-03-18-murray-state.html,"Thu, Mar 18, 2010",NCAA,N,/cbb/schools/vanderbilt/men/2010.html,Vanderbilt,/cbb/conferences/sec/men/2010.html,SEC,15.24,W,66,65,31,4,W 5,SAP Center,/cbb/schools/murray-state/men/2010.html
35,/cbb/boxscores/2010-03-20-butler.html,"Sat, Mar 20, 2010",NCAA,N,/cbb/schools/butler/men/2010.html,Butler,/cbb/conferences/horizon/men/2010.html,Horizon,14.37,L,52,54,31,5,L 1,SAP Center,/cbb/schools/murray-state/men/2010.html
