,boxScorelink,date,game_type,game_location,oppLink,opp,confLink,conf,srs,game_result,pts,opp_pts,wins,losses,game_streak,arena,homeLink
0,/cbb/boxscores/2009-11-09-california.html,"Mon, Nov 9, 2009",REG,@,/cbb/schools/california/men/2010.html,California,/cbb/conferences/pac-10/men/2010.html,Pac-10,17.29,L,70,75,0,1,L 1,Haas Pavilion,/cbb/schools/murray-state/men/2010.html
1,/cbb/boxscores/2009-11-14-murray-state.html,"Sat, Nov 14, 2009",REG,,,Missouri-St. Louis,,,,W,92,54,1,1,W 1,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
2,/cbb/boxscores/2009-11-20-james-madison.html,"Fri, Nov 20, 2009",REG,N,/cbb/schools/james-madison/men/2010.html,James Madison,/cbb/conferences/colonial/men/2010.html,CAA,-4.96,W,71,43,2,1,W 2,US Century Bank Arena,/cbb/schools/murray-state/men/2010.html
3,/cbb/boxscores/2009-11-22-north-carolina-central.html,"Sun, Nov 22, 2009",REG,N,,North Carolina Central,/cbb/conferences/independent/men/2010.html,Ind,,W,84,61,3,1,W 3,US Century Bank Arena,/cbb/schools/murray-state/men/2010.html
4,/cbb/boxscores/2009-11-23-florida-international.html,"Mon, Nov 23, 2009",REG,@,/cbb/schools/florida-international/men/2010.html,Florida International,/cbb/conferences/sun-belt/men/2010.html,Sun Belt,-12.81,W,84,71,4,1,W 4,US Century Bank Arena,/cbb/schools/murray-state/men/2010.html
5,/cbb/boxscores/2009-11-28-murray-state.html,"Sat, Nov 28, 2009",REG,,,Tennessee Wesleyan,,,,W,108,49,5,1,W 5,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
6,/cbb/boxscores/2009-12-03-murray-state.html,"Thu, Dec 3, 2009",REG,,/cbb/schools/eastern-kentucky/men/2010.html,Eastern Kentucky,/cbb/conferences/ovc/men/2010.html,OVC,-2.07,W,62,60,6,1,W 6,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
7,/cbb/boxscores/2009-12-05-murray-state.html,"Sat, Dec 5, 2009",REG,,/cbb/schools/morehead-state/men/2010.html,Morehead State,/cbb/conferences/ovc/men/2010.html,OVC,3.51,W,86,56,7,1,W 7,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
8,/cbb/boxscores/2009-12-12-east-tennessee-state.html,"Sat, Dec 12, 2009",REG,@,/cbb/schools/east-tennessee-state/men/2010.html,East Tennessee State,/cbb/conferences/atlantic-sun/men/2010.html,A-Sun,-0.83,W,61,57,8,1,W 8,Memorial Center,/cbb/schools/murray-state/men/2010.html
9,/cbb/boxscores/2009-12-15-louisiana-tech.html,"Tue, Dec 15, 2009",REG,@,/cbb/schools/louisiana-tech/men/2010.html,Louisiana Tech,/cbb/conferences/wac/men/2010.html,WAC,2.89,L,81,87,8,2,L 1,Thomas Assembly Center,/cbb/schools/murray-state/men/2010.html
10,/cbb/boxscores/2009-12-19-murray-state.html,"Sat, Dec 19, 2009",REG,,/cbb/schools/chattanooga/men/2010.html,Chattanooga,/cbb/conferences/southern/men/2010.html,Southern,-8.56,W,73,62,9,2,W 1,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
11,/cbb/boxscores/2009-12-22-western-kentucky.html,"Tue, Dec 22, 2009",REG,@,/cbb/schools/western-kentucky/men/2010.html,Western Kentucky,/cbb/conferences/sun-belt/men/2010.html,Sun Belt,2.32,L,72,83,9,3,L 1,E. A. Diddle Arena,/cbb/schools/murray-state/men/2010.html
12,/cbb/boxscores/2009-12-30-southern-illinois-edwardsville.html,"Wed, Dec 30, 2009",REG,@,,Southern Illinois-Edwardsville,/cbb/conferences/independent/men/2010.html,Ind,,W,82,51,10,3,W 1,Vadalabene Center,/cbb/schools/murray-state/men/2010.html
13,/cbb/boxscores/2010-01-04-murray-state.html,"Mon, Jan 4, 2010",REG,,/cbb/schools/tennessee-martin/men/2010.html,Tennessee-Martin,/cbb/conferences/ovc/men/2010.html,OVC,-17.46,W,83,59,11,3,W 2,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
14,/cbb/boxscores/2010-01-07-tennessee-state.html,"Thu, Jan 7, 2010",REG,@,/cbb/schools/tennessee-state/men/2010.html,Tennessee State,/cbb/conferences/ovc/men/2010.html,OVC,-9.57,W,80,59,12,3,W 3,Gentry Center Complex,/cbb/schools/murray-state/men/2010.html
15,/cbb/boxscores/2010-01-09-austin-peay.html,"Sat, Jan 9, 2010",REG,@,/cbb/schools/austin-peay/men/2010.html,Austin Peay,/cbb/conferences/ovc/men/2010.html,OVC,-3.85,W,69,53,13,3,W 4,Winfield Dunn Center,/cbb/schools/murray-state/men/2010.html
16,/cbb/boxscores/2010-01-11-murray-state.html,"Mon, Jan 11, 2010",REG,,/cbb/schools/eastern-illinois/men/2010.html,Eastern Illinois,/cbb/conferences/ovc/men/2010.html,OVC,-5.00,W,75,59,14,3,W 5,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
17,/cbb/boxscores/2010-01-14-murray-state.html,"Thu, Jan 14, 2010",REG,,/cbb/schools/jacksonville-state/men/2010.html,Jacksonville State,/cbb/conferences/ovc/men/2010.html,OVC,-8.18,W,92,68,15,3,W 6,Regional Special Events Center,/cbb/schools/murray-state/men/2010.html
